candidate_id,label,status,variant_dir,elapsed_s,ay_max,roadwheel_angle_gradient_deg_per_g,handwheel_angle_gradient_deg_per_g,sideslip_gradient_deg_per_g,understeer_gradient_deg_per_g,roll_gradient_deg_per_g,handwheel_torque_peak_abs,n_cases,n_successful_cases,n_failed_cases,standard_sweep_max_ay_mps2,metric_target_velocity_mps,metric_source_velocity_mps,mean_curvature_error_pct,max_curvature_error_pct,mean_abs_rad_error,max_abs_rad_error,mean_abs_ay_command_error_mps2,p95_abs_ay_command_error_mps2,max_abs_ay_command_error_mps2,roadwheel_fit_nrmse,handwheel_fit_nrmse,steer_excess_fit_nrmse,roll_fit_nrmse,sideslip_fit_nrmse,standardsim_quality_status,standardsim_quality_flags
current_hybrid_reference,current hybrid reference,ok,studies/DS-006-integrated-tire-design/work/standardsim_all/01_current_hybrid_reference,0.022136629093438387,15.60545460335523,4.260424454565613,17.47769541017973,0.4587781774655417,0.44882119484861166,0.8895542755581375,18.14335978495898,4.0,3.0,1.0,8.0,15.0,15.0,166.2953759949132,256.1871389967788,17.31253867626747,27.77387886354258,5.948489633108825,7.660609400554249,7.6641980161965995,0.0008690936632578652,0.0007937920724465807,0.012940066935765736,0.00034131170119017657,0.013936545410333059,fail,failed_maneuver
Round_9_Goodyear_D0571_18p0x6p5_10_6in_10psi_MF52_UM14,Goodyear D0571 18.0x6.5-10 6in 10 psi,ok,studies/DS-006-integrated-tire-design/work/standardsim_all/02_Round_9_Goodyear_D0571_18p0x6p5_10_6in_10psi_MF52_UM14,0.021674928022548556,22.81065125052038,3.0121750650986834,12.399080809730279,-0.3855445152268064,-0.41752125750969354,0.9829079558739924,23.2524676997436,4.0,4.0,0.0,8.0,15.0,15.0,234.36855114857516,724.1700025150752,40.29763780256121,203.6723447521137,8.134677870952515,14.00297693905971,14.81065125052038,0.16801575358310902,0.16745659952621347,0.19683789624598497,0.11930777908302767,0.240843863971688,fail,roadwheel_fit_nrmse_high;steer_excess_fit_nrmse_high;sideslip_fit_nrmse_high
Round_9_Goodyear_D0571_18p0x6p5_10_6in_12psi_MF52_UM14,Goodyear D0571 18.0x6.5-10 6in 12 psi,ok,studies/DS-006-integrated-tire-design/work/standardsim_all/03_Round_9_Goodyear_D0571_18p0x6p5_10_6in_12psi_MF52_UM14,0.02365723403636366,15.96250864762939,4.112496668784088,16.870086113239612,0.22139294318425462,0.30413722166217666,0.9977815430533921,22.2386371501324,4.0,4.0,0.0,8.0,15.0,15.0,185.73005652434486,339.24218920947965,18.545027620188602,30.01501869235781,6.241424232609852,8.043079756019164,8.04688163390958,0.0007779795723656485,0.0007013808673976022,0.023728980416117623,0.0011415362945810413,0.023568567166084464,ok,ok
Round_9_Goodyear_D0571_18p0x6p5_10_6in_14psi_MF52_UM14,Goodyear D0571 18.0x6.5-10 6in 14 psi,ok,studies/DS-006-integrated-tire-design/work/standardsim_all/04_Round_9_Goodyear_D0571_18p0x6p5_10_6in_14psi_MF52_UM14,0.07156762399245054,15.4887310102589,4.298824096343542,17.630779062280997,0.5299791156878585,0.49817785474243537,0.9981352923920187,22.4076632525614,4.0,4.0,0.0,8.0,15.0,15.0,177.97607100588496,312.9419718724585,17.669949799862437,27.75606718331422,6.036533540321041,7.750344254620242,7.756968639424599,0.0024835988943047826,0.0023965664466143286,0.028239250912051553,0.0007423843236672476,0.006701535537423627,ok,ok
Round_9_Goodyear_D0571_18p0x6p5_10_6in_8psi_MF52_UM14,Goodyear D0571 18.0x6.5-10 6in 8 psi,ok,studies/DS-006-integrated-tire-design/work/standardsim_all/05_Round_9_Goodyear_D0571_18p0x6p5_10_6in_8psi_MF52_UM14,0.02205413405317813,16.96064438981043,3.961670411625737,16.24838344768052,-0.655849853770634,0.11239098771676811,0.955439110927405,19.01593528377078,4.0,4.0,0.0,8.0,15.0,15.0,201.6194024513244,380.0482956681687,23.904783501922314,39.79160762616834,7.102727788585595,9.783311095318199,10.24323403465614,0.022693037850577115,0.022517418045451633,0.15497660309994252,0.00886356821688503,0.03672793577256547,fail,steer_excess_fit_nrmse_high
Round_9_Goodyear_D0571_18p0x6p5_10_7in_10psi_MF52_UM14,Goodyear D0571 18.0x6.5-10 7in 10 psi,ok,studies/DS-006-integrated-tire-design/work/standardsim_all/06_Round_9_Goodyear_D0571_18p0x6p5_10_7in_10psi_MF52_UM14,0.022484446060843766,15.8913498028414,4.208900383075084,17.26398469042606,0.5844439646236241,0.41095930972236744,1.005670138302584,23.98875280532511,4.0,4.0,0.0,8.0,15.0,15.0,185.68985668034168,336.2217931287893,18.393950494831174,29.24625893995319,6.279720027314218,8.091695322818607,8.098175656219091,0.0023172029892396195,0.0022396780355197522,0.030970576272777238,0.0007205519823438773,0.011573712629823959,ok,ok
Round_9_Goodyear_D0571_18p0x6p5_10_7in_12psi_MF52_UM14,Goodyear D0571 18.0x6.5-10 7in 12 psi,ok,studies/DS-006-integrated-tire-design/work/standardsim_all/07_Round_9_Goodyear_D0571_18p0x6p5_10_7in_12psi_MF52_UM14,0.022244861000217497,15.63567996840156,4.273086238235554,17.526865567987066,0.6381956013258292,0.46418228596981265,1.0032618018762127,24.13691723641477,4.0,4.0,0.0,8.0,15.0,15.0,178.26657187280819,309.79939860027497,17.787742326492467,28.11303003832891,6.108161976726453,7.8541767774402445,7.8605280207915,0.0022193893686079627,0.0021397228842966296,0.025266594959513656,0.0005766613008228925,0.012054168820346647,ok,ok
Round_9_Goodyear_D0571_18p0x6p5_10_7in_14psi_MF52_UM14,Goodyear D0571 18.0x6.5-10 7in 14 psi,ok,studies/DS-006-integrated-tire-design/work/standardsim_all/08_Round_9_Goodyear_D0571_18p0x6p5_10_7in_14psi_MF52_UM14,0.022345607983879745,15.49000327955934,4.300295948217876,17.638868299999263,0.641508066608865,0.4866353848617523,1.0009560774596251,23.96531395419537,4.0,4.0,0.0,8.0,15.0,15.0,172.73451245011788,292.2968302016279,17.375754579773265,27.49405230769828,5.9847857335307575,7.6783537372590445,7.68433214338333,0.001761392815210974,0.0016827829457161673,0.019876774177425414,0.0004899918766335111,0.009438007142484625,ok,ok
Round_9_Goodyear_D0571_18p0x6p5_10_7in_8psi_MF52_UM14,Goodyear D0571 18.0x6.5-10 7in 8 psi,ok,studies/DS-006-integrated-tire-design/work/standardsim_all/09_Round_9_Goodyear_D0571_18p0x6p5_10_7in_8psi_MF52_UM14,0.021993531961925328,18.30867280555224,4.659723759392653,19.17681361767454,-0.4990479876022238,-1.3301771192683223,0.9040548192133101,22.55182419636073,4.0,3.0,1.0,8.0,15.0,12.5,177.4178276014637,326.4346030359291,16.73172933818492,33.01016947114838,6.741276306273769,10.063436780877725,10.308672805552241,0.008764239677351812,0.008656235327080174,0.04542507500484408,0.01708961977206913,0.03771294965805577,fail,failed_maneuver;metric_velocity_mismatch
Round_9_Goodyear_D2704_20p0x7p0_13_7in_10psi_MF52_UM14,Goodyear D2704 20.0x7.0-13 7in 10 psi,ok,studies/DS-006-integrated-tire-design/work/standardsim_all/10_Round_9_Goodyear_D2704_20p0x7p0_13_7in_10psi_MF52_UM14,0.022171102929860353,16.30423865785539,4.1344414545088215,16.962310084923246,0.48182934491340623,0.3126421342039564,1.0587097825175804,29.87230021568241,4.0,4.0,0.0,8.0,15.0,15.0,185.9220310579274,324.46929125385725,19.02864371286546,31.23078103315909,6.418089185880547,8.346373554876648,8.35049790783659,0.0009185675741976817,0.0008456854446293357,0.028965689291008463,0.0013384298010698198,0.028239902656820404,ok,ok
