candidate_id,label,source,brand,model,family,tire_size,rim_width_in,pressure_psi,is_reference,path,reference_unloaded_radius_m,architecture_unloaded_radius_m,architecture_radius_delta_m,architecture_radius_delta_mm,architecture_cg_height_m,architecture_cg_height_delta_pct,architecture_tire_width_m,architecture_rim_radius_m,architecture_rim_width_m,max_lateral_g__05mps,max_accel_g__05mps,max_brake_g__05mps,ggv_area_g2__05mps,max_lateral_g__10mps,max_accel_g__10mps,max_brake_g__10mps,ggv_area_g2__10mps,max_lateral_g__15mps,max_accel_g__15mps,max_brake_g__15mps,ggv_area_g2__15mps,max_lateral_g__20mps,max_accel_g__20mps,max_brake_g__20mps,ggv_area_g2__20mps,max_lateral_g__25mps,max_accel_g__25mps,max_brake_g__25mps,ggv_area_g2__25mps,mean_max_lateral_g,mean_max_accel_g,mean_max_brake_g,mean_ggv_area_g2,fz_min_seen_n,fz_max_seen_n,fz_range_exceeded,fz_max_excess_pct
Round_9_Hoosier_43075_16x7p5_10_r20_8in_12psi_MF52_UM14,Hoosier 43075 16x7.5-10 8in 12 psi,round9_fitted_full_um14,Hoosier,43075,Hoosier 43075,16x7.5-10,8.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43075_16x7p5_10_r20_8in_12psi_MF52_UM14.tir,0.2032,0.2032,0.0,0.0,0.27961567837774426,0.0,0.1905,0.127,0.2032,1.5675,1.4400000000000002,1.4040000000000001,6.130065,1.6149999999999998,1.425,1.4760000000000002,6.5577075,1.7575,1.3950000000000002,1.5840000000000003,7.280895,1.9,1.3350000000000002,1.746,8.3406675,2.09,1.065,1.962,9.114585,1.786,1.332,1.6344,7.484784,189.31620768841412,1339.7646542355199,1,16.174762585564515
Round_9_Hoosier_43075_16x7p5_10_r20_8in_14psi_MF52_UM14,Hoosier 43075 16x7.5-10 8in 14 psi,round9_fitted_full_um14,Hoosier,43075,Hoosier 43075,16x7.5-10,8.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43075_16x7p5_10_r20_8in_14psi_MF52_UM14.tir,0.2032,0.2032,0.0,0.0,0.27961567837774426,0.0,0.1905,0.127,0.2032,1.5675,1.4400000000000002,1.332,5.9289975,1.6149999999999998,1.425,1.3860000000000001,6.3476625,1.71,1.3950000000000002,1.5120000000000002,7.05489,1.9,1.3350000000000002,1.6740000000000004,8.0588025,2.09,1.065,1.89,8.873475000000001,1.7765,1.332,1.5588000000000002,7.2527655,192.7815112573566,1327.0993861244433,1,15.953498538627299
Round_9_Hoosier_43075_16x7p5_10_r20_8in_8psi_MF52_UM14,Hoosier 43075 16x7.5-10 8in 8 psi,round9_fitted_full_um14,Hoosier,43075,Hoosier 43075,16x7.5-10,8.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43075_16x7p5_10_r20_8in_8psi_MF52_UM14.tir,0.2032,0.2032,0.0,0.0,0.27961567837774426,0.0,0.1905,0.127,0.2032,1.6624999999999999,1.4400000000000002,1.4940000000000002,6.6925125,1.71,1.425,1.5660000000000003,7.1412450000000005,1.8524999999999998,1.3950000000000002,1.692,7.916160000000001,1.9949999999999999,1.3350000000000002,1.854,9.044332500000001,2.2325,1.065,2.0700000000000003,9.92484,1.8905,1.332,1.7352000000000003,8.143818000000001,182.02283281049102,1363.6914862443666,1,14.200520705065248
Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_10psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 6in 10 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,6.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_10psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1524,1.6624999999999999,1.4400000000000002,1.4220000000000002,6.37374,1.7575,1.425,1.4940000000000002,6.8147775,1.8524999999999998,1.3950000000000002,1.6020000000000003,7.618335000000001,2.0425,1.3350000000000002,1.764,8.6744025,2.2325,1.065,1.962,9.533819999999999,1.9095,1.332,1.6488000000000003,7.803014999999999,153.64963980845863,1386.0255194176655,1,3.0341373776336353
Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_12psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 6in 12 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,6.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_12psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1524,1.6149999999999998,1.4400000000000002,1.4400000000000002,6.1845,1.6624999999999999,1.425,1.4940000000000002,6.612712500000001,1.7575,1.3950000000000002,1.6200000000000003,7.3495800000000004,1.9474999999999998,1.3350000000000002,1.782,8.3685975,2.1374999999999997,1.065,1.98,9.19752,1.8239999999999998,1.332,1.6632000000000002,7.542582,157.4297279816186,1384.8383558548428,1,11.632258624888173
Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_14psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 6in 14 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,6.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_14psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1524,1.5675,1.4400000000000002,1.332,5.829960000000001,1.6149999999999998,1.425,1.4040000000000001,6.244350000000001,1.7575,1.3950000000000002,1.5120000000000002,6.951007499999999,1.9,1.3350000000000002,1.6740000000000004,7.9355400000000005,2.09,1.065,1.8719999999999999,8.745367499999999,1.786,1.332,1.5588000000000002,7.141245,161.60553734238596,1363.4042266447054,1,11.171287616589687
Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_8psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 6in 8 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,6.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_6in_8psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1524,1.6624999999999999,1.4400000000000002,1.4400000000000002,6.4633725,1.7575,1.425,1.5120000000000002,6.9478725,1.8524999999999998,1.3950000000000002,1.6200000000000003,7.720080000000001,2.0425,1.3350000000000002,1.8,8.7952425,2.2325,1.065,2.016,9.6756075,1.9095,1.332,1.6776000000000004,7.920435,153.64963980845863,1393.9814169515928,1,4.648930584897934
Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_10psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 7in 10 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,7.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_10psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1778,1.6149999999999998,1.4400000000000002,1.4040000000000001,6.2011725,1.71,1.425,1.4580000000000002,6.668572499999999,1.8049999999999997,1.3950000000000002,1.5840000000000003,7.409715,1.9949999999999999,1.3350000000000002,1.746,8.449252499999998,2.1849999999999996,1.065,1.944,9.283304999999997,1.8619999999999997,1.332,1.6271999999999998,7.602403499999999,153.64963980845863,1380.3730995282174,1,11.450039332297381
Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_12psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 7in 12 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,7.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_12psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1778,1.5675,1.4400000000000002,1.3860000000000001,5.996970000000002,1.6624999999999999,1.425,1.4580000000000002,6.4551075,1.7575,1.3950000000000002,1.5660000000000003,7.173450000000002,1.9,1.3350000000000002,1.728,8.1836325,2.1374999999999997,1.065,1.926,8.999017500000003,1.8049999999999997,1.332,1.6128,7.361635500000001,161.60553734238596,1373.5335160759464,1,14.652801938502966
Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_14psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 7in 14 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,7.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_14psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1778,1.5675,1.4400000000000002,1.314,5.794620000000002,1.6624999999999999,1.425,1.3860000000000001,6.2131425,1.7575,1.3950000000000002,1.4940000000000002,6.9595575000000025,1.9,1.3350000000000002,1.6560000000000004,7.9607624999999995,2.09,1.065,1.854,8.775862499999999,1.7954999999999999,1.332,1.5408000000000004,7.140789000000001,161.60553734238596,1363.4042266447054,1,15.329425389854622
Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_8psi_MF52_UM14,Hoosier 43100 18.0x6.0-10 7in 8 psi,round9_fitted_full_um14,Hoosier,43100,Hoosier 43100,18.0x6.0-10,7.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_8psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1778,1.6624999999999999,1.4400000000000002,1.4760000000000002,6.446842500000001,1.71,1.425,1.5480000000000003,6.897569999999999,1.8524999999999998,1.3950000000000002,1.6560000000000004,7.651822500000001,1.9949999999999999,1.3350000000000002,1.818,8.759617500000001,2.2325,1.065,2.016,9.62844,1.8905,1.332,1.7028000000000003,7.8768585,153.64963980845863,1396.2140451149057,1,3.058314026264155
Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_10psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 7in 10 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,7.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_10psi_MF52_UM14.tir,0.2032,0.26035,0.057150000000000034,57.150000000000034,0.3367656783777443,20.438768073224335,0.1778,0.1651,0.1778,1.5199999999999998,1.4400000000000002,1.368,5.5798725000000005,1.6149999999999998,1.425,1.4220000000000002,5.966617499999999,1.71,1.3950000000000002,1.5300000000000002,6.683107500000001,1.8524999999999998,1.3350000000000002,1.6740000000000004,7.627882500000001,2.0425,1.065,1.8719999999999999,8.374582499999999,1.748,1.332,1.5732000000000002,6.8464125,130.63349338408625,1406.1225038801704,1,0.0
Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_12psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 7in 12 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,7.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_12psi_MF52_UM14.tir,0.2032,0.26035,0.057150000000000034,57.150000000000034,0.3367656783777443,20.438768073224335,0.1778,0.1651,0.1778,1.4725,1.4400000000000002,1.35,5.348310000000001,1.5199999999999998,1.425,1.4220000000000002,5.728785,1.6149999999999998,1.3950000000000002,1.5300000000000002,6.385425,1.7575,1.3350000000000002,1.6740000000000004,7.300987500000001,1.9474999999999998,1.065,1.854,8.050965,1.6625,1.332,1.5660000000000003,6.5628945000000005,134.80706231251793,1399.8034821748447,1,0.0
Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_14psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 7in 14 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,7.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_14psi_MF52_UM14.tir,0.2032,0.26035,0.057150000000000034,57.150000000000034,0.3367656783777443,20.438768073224335,0.1778,0.1651,0.1778,1.4725,1.4400000000000002,1.332,5.2894575,1.5199999999999998,1.425,1.3860000000000001,5.663377499999999,1.6149999999999998,1.3950000000000002,1.4940000000000002,6.3108975,1.7575,1.3350000000000002,1.6380000000000003,7.2164850000000005,1.9474999999999998,1.065,1.836,7.9164449999999995,1.6625,1.332,1.5372,6.479332500000001,138.98063124094972,1394.7951994607267,1,0.0
Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_8psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 7in 8 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,7.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_7in_8psi_MF52_UM14.tir,0.2032,0.26035,0.057150000000000034,57.150000000000034,0.3367656783777443,20.438768073224335,0.1778,0.1651,0.1778,1.6149999999999998,1.4400000000000002,1.4580000000000002,5.970464999999999,1.6624999999999999,1.425,1.5300000000000002,6.42276,1.7575,1.3950000000000002,1.6380000000000003,7.145805,1.9,1.3350000000000002,1.8,8.1482925,2.09,1.065,1.998,8.982059999999999,1.8050000000000002,1.332,1.6848000000000003,7.3338765,126.02301145858529,1434.8614611736712,1,0.0
Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_10psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 8in 10 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,8.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_10psi_MF52_UM14.tir,0.2032,0.26035,0.057150000000000034,57.150000000000034,0.3367656783777443,20.438768073224335,0.1778,0.1651,0.2032,1.5199999999999998,1.4400000000000002,1.368,5.539972499999999,1.5675,1.425,1.4220000000000002,5.927430000000001,1.6624999999999999,1.3950000000000002,1.5300000000000002,6.60402,1.8524999999999998,1.3350000000000002,1.6740000000000004,7.545660000000001,1.9949999999999999,1.065,1.8719999999999999,8.3161575,1.7194999999999996,1.332,1.5732000000000002,6.786648,130.63349338408625,1406.1225038801704,1,0.0
Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_12psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 8in 12 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,8.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_12psi_MF52_UM14.tir,0.2032,0.26035,0.057150000000000034,57.150000000000034,0.3367656783777443,20.438768073224335,0.1778,0.1651,0.2032,1.4725,1.4400000000000002,1.35,5.3233725000000005,1.5199999999999998,1.425,1.4040000000000001,5.70399,1.6149999999999998,1.3950000000000002,1.5120000000000002,6.34923,1.7575,1.3350000000000002,1.6560000000000004,7.2610874999999995,1.9474999999999998,1.065,1.854,8.020612499999999,1.6625,1.332,1.5552000000000004,6.531658500000001,138.98063124094972,1397.3384530262379,1,0.0
Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_14psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 8in 14 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,8.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_14psi_MF52_UM14.tir,0.2032,0.26035,0.057150000000000034,57.150000000000034,0.3367656783777443,20.438768073224335,0.1778,0.1651,0.2032,1.425,1.4400000000000002,1.314,5.186287500000001,1.5199999999999998,1.425,1.3860000000000001,5.599537500000002,1.6149999999999998,1.3950000000000002,1.4940000000000002,6.241215,1.7575,1.3350000000000002,1.6380000000000003,7.137112499999999,1.9474999999999998,1.065,1.818,7.82952,1.653,1.332,1.53,6.3987345,139.41754423801888,1389.7869167466088,1,0.0
Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_8psi_MF52_UM14,Hoosier 43164 20.5x7.0-13 8in 8 psi,round9_fitted_full_um14,Hoosier,43164,Hoosier 43164,20.5x7.0-13,8.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_Hoosier_43164_20p5x7p0_13_r20_8in_8psi_MF52_UM14.tir,0.2032,0.26035,0.057150000000000034,57.150000000000034,0.3367656783777443,20.438768073224335,0.1778,0.1651,0.2032,1.5199999999999998,1.4400000000000002,1.4760000000000002,5.821695000000002,1.6149999999999998,1.425,1.5480000000000003,6.258172500000001,1.71,1.3950000000000002,1.6560000000000004,6.9733800000000015,1.8524999999999998,1.3350000000000002,1.818,7.954635000000001,2.0425,1.065,2.0340000000000003,8.734109999999998,1.748,1.332,1.7064000000000004,7.148398500000001,130.63349338408625,1437.3264903222782,1,0.0
Round_9_MRF_ZTD1_18x6p0_10_6in_10psi_MF52_UM14,MRF ZTD1 18x6.0-10 6in 10 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,6.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_6in_10psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1524,1.2825,1.32,1.2420000000000002,4.400399999999999,1.3299999999999998,1.35,1.296,4.778595,1.425,1.3800000000000001,1.4040000000000001,5.351302500000001,1.5675,1.3350000000000002,1.5480000000000003,6.232950000000001,1.71,1.065,1.728,6.981075,1.4629999999999999,1.2899999999999998,1.4436,5.5488645000000005,247.7561229498482,1316.7259192567988,1,8.65348692532806
Round_9_MRF_ZTD1_18x6p0_10_6in_12psi_MF52_UM14,MRF ZTD1 18x6.0-10 6in 12 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,6.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_6in_12psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1524,1.2825,1.32,1.2240000000000002,4.4800575,1.3775,1.35,1.296,4.82847,1.4725,1.3950000000000002,1.4040000000000001,5.44407,1.5675,1.3350000000000002,1.5300000000000002,6.291517500000001,1.7575,1.065,1.728,7.0496175,1.4915,1.293,1.4364000000000001,5.6187465,247.7561229498482,1317.9130828196214,1,10.012905900801247
Round_9_MRF_ZTD1_18x6p0_10_6in_14psi_MF52_UM14,MRF ZTD1 18x6.0-10 6in 14 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,6.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_6in_14psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1524,1.2825,1.35,1.2240000000000002,4.423769999999999,1.3299999999999998,1.3800000000000001,1.296,4.80852,1.425,1.3950000000000002,1.3860000000000001,5.38593,1.5675,1.3350000000000002,1.5300000000000002,6.263587500000001,1.71,1.065,1.728,6.986205000000001,1.4629999999999999,1.3050000000000002,1.4328,5.573602500000001,243.97603477668827,1319.340794334053,1,10.925145315943432
Round_9_MRF_ZTD1_18x6p0_10_6in_8psi_MF52_UM14,MRF ZTD1 18x6.0-10 6in 8 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,6.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_6in_8psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1524,1.3299999999999998,1.4400000000000002,1.26,4.742542500000001,1.3775,1.425,1.314,5.109765,1.4725,1.3950000000000002,1.4220000000000002,5.7323475,1.6149999999999998,1.3350000000000002,1.5660000000000003,6.5998874999999995,1.7575,1.065,1.746,7.262084999999999,1.5105,1.332,1.4616,5.8893255,225.47131509849652,1330.4647878923217,1,8.567109031257646
Round_9_MRF_ZTD1_18x6p0_10_7in_10psi_MF52_UM14,MRF ZTD1 18x6.0-10 7in 10 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,7.0,10.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_7in_10psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1778,1.2825,1.29,1.2420000000000002,4.4135100000000005,1.3299999999999998,1.3050000000000002,1.296,4.751377499999999,1.425,1.3350000000000002,1.4040000000000001,5.3085525,1.5675,1.3350000000000002,1.5480000000000003,6.1946175000000006,1.71,1.065,1.728,6.9874875,1.4629999999999999,1.266,1.4436,5.531109,254.92057810856042,1317.8422333384551,1,11.22309397307169
Round_9_MRF_ZTD1_18x6p0_10_7in_12psi_MF52_UM14,MRF ZTD1 18x6.0-10 7in 12 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,7.0,12.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_7in_12psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1778,1.2825,1.365,1.2420000000000002,4.484902499999999,1.3299999999999998,1.3950000000000002,1.314,4.8782025,1.425,1.3950000000000002,1.4220000000000002,5.455755,1.5675,1.3350000000000002,1.5660000000000003,6.3237225,1.71,1.065,1.746,7.030949999999999,1.4629999999999999,1.311,1.4580000000000002,5.6347065,240.19594660352845,1323.120882507213,1,12.274331180817217
Round_9_MRF_ZTD1_18x6p0_10_7in_14psi_MF52_UM14,MRF ZTD1 18x6.0-10 7in 14 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,7.0,14.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_7in_14psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1778,1.2825,1.3350000000000002,1.2420000000000002,4.4204925,1.3299999999999998,1.365,1.314,4.762635,1.425,1.3950000000000002,1.4040000000000001,5.37054,1.5675,1.3350000000000002,1.5480000000000003,6.1903425,1.71,1.065,1.746,6.961837499999999,1.4629999999999999,1.2990000000000002,1.4507999999999999,5.5411695000000005,243.97603477668827,1318.9585474201115,1,12.62330439988519
Round_9_MRF_ZTD1_18x6p0_10_7in_8psi_MF52_UM14,MRF ZTD1 18x6.0-10 7in 8 psi,round9_fitted_full_um14,MRF,ZTD1,MRF ZTD1,18x6.0-10,7.0,8.0,0,vehicles/current/tires/round_9_fitted_full_um14/Round_9_MRF_ZTD1_18x6p0_10_7in_8psi_MF52_UM14.tir,0.2032,0.2286,0.025400000000000006,25.400000000000006,0.30501567837774424,9.083896921433034,0.1524,0.127,0.1778,1.2825,1.35,1.26,4.557435000000001,1.3299999999999998,1.365,1.332,4.904565000000001,1.425,1.3950000000000002,1.4220000000000002,5.519452500000001,1.5675,1.3350000000000002,1.5660000000000003,6.357209999999999,1.71,1.065,1.764,7.097639999999999,1.4629999999999999,1.302,1.4688,5.6872605,240.19594660352845,1324.681816790726,1,10.764378080938465
