candidate_id,cell_id,manufacturer,cell_model,form_factor,series_cells,parallel_cells,total_cells,maximum_pack_voltage_v,nominal_pack_voltage_v,nominal_pack_energy_kwh,model_usable_energy_kwh,cell_envelope_l,cell_envelope_vs_baseline_pct,cell_mass_kg,cell_capacity_ah,cell_dcir_mohm,cell_continuous_current_a,pack_current_limit_a,pack_mass_kg,source_url,dcir_basis,rejection_reasons
tenpower_60xg_130s5p,tenpower_60xg,Tenpower,INR21700-60XG,21700,130,5,650,546.0,468.0,14.04,13.761149999999999,16.636780044721306,144.4749499392462,0.076,6.0,10.235,40.0,200.0,61.75,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
tenpower_60xg_130s6p,tenpower_60xg,Tenpower,INR21700-60XG,21700,130,6,780,546.0,468.0,16.848,16.51338,19.96413605366557,173.36993992709543,0.076,6.0,10.235,40.0,240.0,74.1,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
tenpower_60xg_135s3p,tenpower_60xg,Tenpower,INR21700-60XG,21700,135,3,405,567.0,486.0,8.748,8.574254999999999,10.365993720172508,90.01900726983801,0.076,6.0,10.235,40.0,120.0,38.474999999999994,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh
tenpower_60xg_135s4p,tenpower_60xg,Tenpower,INR21700-60XG,21700,135,4,540,567.0,486.0,11.664,11.43234,13.821324960230008,120.02534302645067,0.076,6.0,10.235,40.0,160.0,51.3,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
tenpower_60xg_135s5p,tenpower_60xg,Tenpower,INR21700-60XG,21700,135,5,675,567.0,486.0,14.58,14.290424999999999,17.276656200287512,150.03167878306334,0.076,6.0,10.235,40.0,200.0,64.125,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
tenpower_60xg_135s6p,tenpower_60xg,Tenpower,INR21700-60XG,21700,135,6,810,567.0,486.0,17.496,17.148509999999998,20.731987440345016,180.03801453967603,0.076,6.0,10.235,40.0,240.0,76.94999999999999,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
tenpower_60xg_140s3p,tenpower_60xg,Tenpower,INR21700-60XG,21700,140,3,420,588.0,504.0,9.072,8.89182,10.749919413512227,93.3530445761283,0.076,6.0,10.235,40.0,120.0,39.9,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh
tenpower_60xg_140s4p,tenpower_60xg,Tenpower,INR21700-60XG,21700,140,4,560,588.0,504.0,12.096,11.85576,14.333225884682973,124.4707261015044,0.076,6.0,10.235,40.0,160.0,53.2,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
tenpower_60xg_140s5p,tenpower_60xg,Tenpower,INR21700-60XG,21700,140,5,700,588.0,504.0,15.12,14.8197,17.916532355853715,155.5884076268805,0.076,6.0,10.235,40.0,200.0,66.5,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
tenpower_60xg_140s6p,tenpower_60xg,Tenpower,INR21700-60XG,21700,140,6,840,588.0,504.0,18.144,17.78364,21.499838827024455,186.7060891522566,0.076,6.0,10.235,40.0,240.0,79.8,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_110s5p,reliance_rs50,Reliance,INR21700-RS50,21700,110,5,550,462.0,396.0,9.9,9.703374999999998,13.842153297371798,120.20621774846954,0.067,5.0,8.188,40.0,200.0,46.0625,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_110s6p,reliance_rs50,Reliance,INR21700-RS50,21700,110,6,660,462.0,396.0,11.88,11.64405,16.61058395684616,144.24746129816347,0.067,5.0,8.188,40.0,240.0,55.275000000000006,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_115s4p,reliance_rs50,Reliance,INR21700-RS50,21700,115,4,460,483.0,414.0,8.28,8.115549999999999,11.577073666892778,100.53610938962908,0.067,5.0,8.188,40.0,160.0,38.525,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_115s5p,reliance_rs50,Reliance,INR21700-RS50,21700,115,5,575,483.0,414.0,10.35,10.144437499999999,14.471342083615971,125.67013673703633,0.067,5.0,8.188,40.0,200.0,48.15625000000001,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_115s6p,reliance_rs50,Reliance,INR21700-RS50,21700,115,6,690,483.0,414.0,12.42,12.173324999999998,17.365610500339166,150.80416408444358,0.067,5.0,8.188,40.0,240.0,57.78750000000001,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_120s4p,reliance_rs50,Reliance,INR21700-RS50,21700,120,4,480,504.0,432.0,8.64,8.468399999999999,12.080424695888116,104.90724458048251,0.067,5.0,8.188,40.0,160.0,40.2,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_120s5p,reliance_rs50,Reliance,INR21700-RS50,21700,120,5,600,504.0,432.0,10.8,10.585499999999998,15.100530869860146,131.13405572560316,0.067,5.0,8.188,40.0,200.0,50.25,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_120s6p,reliance_rs50,Reliance,INR21700-RS50,21700,120,6,720,504.0,432.0,12.96,12.702599999999999,18.120637043832172,157.36086687072375,0.067,5.0,8.188,40.0,240.0,60.300000000000004,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_125s4p,reliance_rs50,Reliance,INR21700-RS50,21700,125,4,500,525.0,450.0,9.0,8.82125,12.583775724883454,109.27837977133595,0.067,5.0,8.188,40.0,160.0,41.875,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_125s5p,reliance_rs50,Reliance,INR21700-RS50,21700,125,5,625,525.0,450.0,11.25,11.026562499999999,15.729719656104317,136.59797471416994,0.067,5.0,8.188,40.0,200.0,52.34375,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_125s6p,reliance_rs50,Reliance,INR21700-RS50,21700,125,6,750,525.0,450.0,13.5,13.231874999999999,18.87566358732518,163.91756965700392,0.067,5.0,8.188,40.0,240.0,62.8125,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_130s4p,reliance_rs50,Reliance,INR21700-RS50,21700,130,4,520,546.0,468.0,9.36,9.1741,13.087126753878792,113.64951496218939,0.067,5.0,8.188,40.0,160.0,43.550000000000004,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_130s5p,reliance_rs50,Reliance,INR21700-RS50,21700,130,5,650,546.0,468.0,11.7,11.467624999999998,16.35890844234849,142.0618937027367,0.067,5.0,8.188,40.0,200.0,54.43750000000001,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_130s6p,reliance_rs50,Reliance,INR21700-RS50,21700,130,6,780,546.0,468.0,14.04,13.761149999999997,19.630690130818188,170.4742724432841,0.067,5.0,8.188,40.0,240.0,65.325,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_135s4p,reliance_rs50,Reliance,INR21700-RS50,21700,135,4,540,567.0,486.0,9.72,9.52695,13.59047778287413,118.02065015304282,0.067,5.0,8.188,40.0,160.0,45.225,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_135s5p,reliance_rs50,Reliance,INR21700-RS50,21700,135,5,675,567.0,486.0,12.15,11.908687499999997,16.98809722859266,147.52581269130354,0.067,5.0,8.188,40.0,200.0,56.53125,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_135s6p,reliance_rs50,Reliance,INR21700-RS50,21700,135,6,810,567.0,486.0,14.58,14.290424999999999,20.385716674311194,177.03097522956423,0.067,5.0,8.188,40.0,240.0,67.8375,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_140s4p,reliance_rs50,Reliance,INR21700-RS50,21700,140,4,560,588.0,504.0,10.08,9.8798,14.093828811869468,122.39178534389626,0.067,5.0,8.188,40.0,160.0,46.900000000000006,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_140s5p,reliance_rs50,Reliance,INR21700-RS50,21700,140,5,700,588.0,504.0,12.6,12.349749999999998,17.617286014836836,152.98973167987035,0.067,5.0,8.188,40.0,200.0,58.62500000000001,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
reliance_rs50_140s6p,reliance_rs50,Reliance,INR21700-RS50,21700,140,6,840,588.0,504.0,15.12,14.8197,21.1407432178042,183.5876780158444,0.067,5.0,8.188,40.0,240.0,70.35,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p30b_110s6p,molicel_p30b,Molicel,INR-18650-P30B,18650,110,6,660,462.0,396.0,7.128,6.9864299999999995,11.692497913341674,101.53846153846153,0.047,3.0,17.0,30.0,180.0,38.775,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.,cell_envelope_above_130s5p_p30b
molicel_p30b_115s6p,molicel_p30b,Molicel,INR-18650-P30B,18650,115,6,690,483.0,414.0,7.452,7.303995,12.223975091220842,106.15384615384616,0.047,3.0,17.0,30.0,180.0,40.5375,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.,cell_envelope_above_130s5p_p30b
molicel_p30b_120s6p,molicel_p30b,Molicel,INR-18650-P30B,18650,120,6,720,504.0,432.0,7.776,7.62156,12.755452269100008,110.76923076923077,0.047,3.0,17.0,30.0,180.0,42.300000000000004,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.,cell_envelope_above_130s5p_p30b
molicel_p30b_125s6p,molicel_p30b,Molicel,INR-18650-P30B,18650,125,6,750,525.0,450.0,8.1,7.939125,13.286929446979176,115.3846153846154,0.047,3.0,17.0,30.0,180.0,44.0625,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.,cell_envelope_above_130s5p_p30b
molicel_p30b_130s6p,molicel_p30b,Molicel,INR-18650-P30B,18650,130,6,780,546.0,468.0,8.424,8.25669,13.818406624858342,120.0,0.047,3.0,17.0,30.0,180.0,45.824999999999996,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p30b_135s5p,molicel_p30b,Molicel,INR-18650-P30B,18650,135,5,675,567.0,486.0,7.29,7.1452124999999995,11.958236502281258,103.84615384615384,0.047,3.0,17.0,30.0,150.0,39.65625,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.,cell_envelope_above_130s5p_p30b
molicel_p30b_135s6p,molicel_p30b,Molicel,INR-18650-P30B,18650,135,6,810,567.0,486.0,8.748,8.574254999999999,14.349883802737509,124.61538461538461,0.047,3.0,17.0,30.0,180.0,47.5875,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p30b_140s5p,molicel_p30b,Molicel,INR-18650-P30B,18650,140,5,700,588.0,504.0,7.56,7.40985,12.401134150513897,107.69230769230771,0.047,3.0,17.0,30.0,150.0,41.125,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.,cell_envelope_above_130s5p_p30b
molicel_p30b_140s6p,molicel_p30b,Molicel,INR-18650-P30B,18650,140,6,840,588.0,504.0,9.072,8.89182,14.881360980616677,129.23076923076923,0.047,3.0,17.0,30.0,180.0,49.349999999999994,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_110s5p,molicel_p50b,Molicel,INR-21700-P50B,21700,110,5,550,462.0,396.0,9.9,9.703374999999998,14.07261463904418,122.20755999808432,0.071,5.0,12.8,60.0,300.0,48.8125,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_110s6p,molicel_p50b,Molicel,INR-21700-P50B,21700,110,6,660,462.0,396.0,11.88,11.64405,16.88713756685302,146.6490719977012,0.071,5.0,12.8,60.0,360.0,58.57499999999999,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_115s4p,molicel_p50b,Molicel,INR-21700-P50B,21700,115,4,460,483.0,414.0,8.28,8.115549999999999,11.769823152655134,102.20995927112509,0.071,5.0,12.8,60.0,240.0,40.824999999999996,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_115s5p,molicel_p50b,Molicel,INR-21700-P50B,21700,115,5,575,483.0,414.0,10.35,10.144437499999999,14.712278940818917,127.76244908890635,0.071,5.0,12.8,60.0,300.0,51.03124999999999,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_115s6p,molicel_p50b,Molicel,INR-21700-P50B,21700,115,6,690,483.0,414.0,12.42,12.173324999999998,17.654734728982703,153.31493890668764,0.071,5.0,12.8,60.0,360.0,61.2375,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_120s4p,molicel_p50b,Molicel,INR-21700-P50B,21700,120,4,480,504.0,432.0,8.64,8.468399999999999,12.281554594074922,106.6538705437827,0.071,5.0,12.8,60.0,240.0,42.599999999999994,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_120s5p,molicel_p50b,Molicel,INR-21700-P50B,21700,120,5,600,504.0,432.0,10.8,10.585499999999998,15.351943242593654,133.31733817972838,0.071,5.0,12.8,60.0,300.0,53.24999999999999,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_120s6p,molicel_p50b,Molicel,INR-21700-P50B,21700,120,6,720,504.0,432.0,12.96,12.702599999999999,18.422331891112382,159.98080581567402,0.071,5.0,12.8,60.0,360.0,63.9,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_125s4p,molicel_p50b,Molicel,INR-21700-P50B,21700,125,4,500,525.0,450.0,9.0,8.82125,12.793286035494711,111.0977818164403,0.071,5.0,12.8,60.0,240.0,44.375,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_125s5p,molicel_p50b,Molicel,INR-21700-P50B,21700,125,5,625,525.0,450.0,11.25,11.026562499999999,15.991607544368389,138.87222727055038,0.071,5.0,12.8,60.0,300.0,55.46874999999999,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_125s6p,molicel_p50b,Molicel,INR-21700-P50B,21700,125,6,750,525.0,450.0,13.5,13.231874999999999,19.189929053242064,166.64667272466045,0.071,5.0,12.8,60.0,360.0,66.56249999999999,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_130s4p,molicel_p50b,Molicel,INR-21700-P50B,21700,130,4,520,546.0,468.0,9.36,9.1741,13.3050174769145,115.54169308909792,0.071,5.0,12.8,60.0,240.0,46.14999999999999,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_130s5p,molicel_p50b,Molicel,INR-21700-P50B,21700,130,5,650,546.0,468.0,11.7,11.467624999999998,16.631271846143125,144.42711636137238,0.071,5.0,12.8,60.0,300.0,57.6875,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_130s6p,molicel_p50b,Molicel,INR-21700-P50B,21700,130,6,780,546.0,468.0,14.04,13.761149999999997,19.957526215371747,173.31253963364685,0.071,5.0,12.8,60.0,360.0,69.225,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_135s4p,molicel_p50b,Molicel,INR-21700-P50B,21700,135,4,540,567.0,486.0,9.72,9.52695,13.816748918334287,119.98560436175552,0.071,5.0,12.8,60.0,240.0,47.925,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_135s5p,molicel_p50b,Molicel,INR-21700-P50B,21700,135,5,675,567.0,486.0,12.15,11.908687499999997,17.27093614791786,149.98200545219441,0.071,5.0,12.8,60.0,300.0,59.90625,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_135s6p,molicel_p50b,Molicel,INR-21700-P50B,21700,135,6,810,567.0,486.0,14.58,14.290424999999999,20.725123377501433,179.97840654263328,0.071,5.0,12.8,60.0,360.0,71.8875,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_140s4p,molicel_p50b,Molicel,INR-21700-P50B,21700,140,4,560,588.0,504.0,10.08,9.8798,14.328480359754076,124.42951563441314,0.071,5.0,12.8,60.0,240.0,49.699999999999996,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_140s5p,molicel_p50b,Molicel,INR-21700-P50B,21700,140,5,700,588.0,504.0,12.6,12.349749999999998,17.910600449692595,155.53689454301642,0.071,5.0,12.8,60.0,300.0,62.12499999999999,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
molicel_p50b_140s6p,molicel_p50b,Molicel,INR-21700-P50B,21700,140,6,840,588.0,504.0,15.12,14.8197,21.492720539631115,186.6442734516197,0.071,5.0,12.8,60.0,360.0,74.55,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,usable_energy_above_8kwh;cell_envelope_above_130s5p_p30b
