candidate_id,cell_id,manufacturer,cell_model,form_factor,series_cells,parallel_cells,total_cells,maximum_pack_voltage_v,nominal_pack_voltage_v,nominal_pack_energy_kwh,model_usable_energy_kwh,cell_envelope_l,cell_envelope_vs_baseline_pct,cell_mass_kg,cell_capacity_ah,cell_dcir_mohm,cell_continuous_current_a,pack_current_limit_a,pack_mass_kg,source_url,dcir_basis
tenpower_60xg_110s2p,tenpower_60xg,Tenpower,INR21700-60XG,21700,110,2,220,462.0,396.0,4.752,4.65762,5.630910168982596,48.89921382559102,0.076,6.0,10.235,40.0,80.0,20.9,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.
tenpower_60xg_110s3p,tenpower_60xg,Tenpower,INR21700-60XG,21700,110,3,330,462.0,396.0,7.128,6.9864299999999995,8.446365253473894,73.34882073838652,0.076,6.0,10.235,40.0,120.0,31.349999999999998,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.
tenpower_60xg_115s2p,tenpower_60xg,Tenpower,INR21700-60XG,21700,115,2,230,483.0,414.0,4.968,4.86933,5.886860631209078,51.12190536311788,0.076,6.0,10.235,40.0,80.0,21.85,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.
tenpower_60xg_115s3p,tenpower_60xg,Tenpower,INR21700-60XG,21700,115,3,345,483.0,414.0,7.452,7.303995,8.830290946813616,76.68285804467682,0.076,6.0,10.235,40.0,120.0,32.775,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.
tenpower_60xg_120s2p,tenpower_60xg,Tenpower,INR21700-60XG,21700,120,2,240,504.0,432.0,5.184,5.08104,6.14281109343556,53.344596900644746,0.076,6.0,10.235,40.0,80.0,22.799999999999997,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.
tenpower_60xg_120s3p,tenpower_60xg,Tenpower,INR21700-60XG,21700,120,3,360,504.0,432.0,7.776,7.62156,9.214216640153339,80.01689535096712,0.076,6.0,10.235,40.0,120.0,34.2,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.
tenpower_60xg_125s2p,tenpower_60xg,Tenpower,INR21700-60XG,21700,125,2,250,525.0,450.0,5.4,5.29275,6.398761555662041,55.567288438171616,0.076,6.0,10.235,40.0,80.0,23.75,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.
tenpower_60xg_125s3p,tenpower_60xg,Tenpower,INR21700-60XG,21700,125,3,375,525.0,450.0,8.1,7.939125,9.598142333493062,83.35093265725742,0.076,6.0,10.235,40.0,120.0,35.625,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.
tenpower_60xg_130s2p,tenpower_60xg,Tenpower,INR21700-60XG,21700,130,2,260,546.0,468.0,5.616,5.50446,6.654712017888523,57.78997997569847,0.076,6.0,10.235,40.0,80.0,24.699999999999996,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.
tenpower_60xg_135s2p,tenpower_60xg,Tenpower,INR21700-60XG,21700,135,2,270,567.0,486.0,5.832,5.71617,6.910662480115004,60.012671513225335,0.076,6.0,10.235,40.0,80.0,25.65,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.
tenpower_60xg_140s2p,tenpower_60xg,Tenpower,INR21700-60XG,21700,140,2,280,588.0,504.0,6.048,5.92788,7.166612942341486,62.2353630507522,0.076,6.0,10.235,40.0,80.0,26.6,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_110s2p,reliance_rs50,Reliance,INR21700-RS50,21700,110,2,220,462.0,396.0,3.96,3.8813499999999994,5.53686131894872,48.08248709938782,0.067,5.0,8.188,40.0,80.0,18.425,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_110s3p,reliance_rs50,Reliance,INR21700-RS50,21700,110,3,330,462.0,396.0,5.94,5.822025,8.30529197842308,72.12373064908174,0.067,5.0,8.188,40.0,120.0,27.637500000000003,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_110s4p,reliance_rs50,Reliance,INR21700-RS50,21700,110,4,440,462.0,396.0,7.92,7.762699999999999,11.07372263789744,96.16497419877564,0.067,5.0,8.188,40.0,160.0,36.85,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_115s2p,reliance_rs50,Reliance,INR21700-RS50,21700,115,2,230,483.0,414.0,4.14,4.0577749999999995,5.788536833446389,50.26805469481454,0.067,5.0,8.188,40.0,80.0,19.2625,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_115s3p,reliance_rs50,Reliance,INR21700-RS50,21700,115,3,345,483.0,414.0,6.21,6.086662499999999,8.682805250169583,75.40208204222179,0.067,5.0,8.188,40.0,120.0,28.893750000000004,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_120s2p,reliance_rs50,Reliance,INR21700-RS50,21700,120,2,240,504.0,432.0,4.32,4.2341999999999995,6.040212347944058,52.453622290241256,0.067,5.0,8.188,40.0,80.0,20.1,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_120s3p,reliance_rs50,Reliance,INR21700-RS50,21700,120,3,360,504.0,432.0,6.48,6.351299999999999,9.060318521916086,78.68043343536188,0.067,5.0,8.188,40.0,120.0,30.150000000000002,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_125s2p,reliance_rs50,Reliance,INR21700-RS50,21700,125,2,250,525.0,450.0,4.5,4.410625,6.291887862441727,54.639189885667975,0.067,5.0,8.188,40.0,80.0,20.9375,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_125s3p,reliance_rs50,Reliance,INR21700-RS50,21700,125,3,375,525.0,450.0,6.75,6.615937499999999,9.43783179366259,81.95878482850196,0.067,5.0,8.188,40.0,120.0,31.40625,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_130s2p,reliance_rs50,Reliance,INR21700-RS50,21700,130,2,260,546.0,468.0,4.68,4.58705,6.543563376939396,56.82475748109469,0.067,5.0,8.188,40.0,80.0,21.775000000000002,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_130s3p,reliance_rs50,Reliance,INR21700-RS50,21700,130,3,390,546.0,468.0,7.02,6.8805749999999986,9.815345065409094,85.23713622164205,0.067,5.0,8.188,40.0,120.0,32.6625,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_135s2p,reliance_rs50,Reliance,INR21700-RS50,21700,135,2,270,567.0,486.0,4.86,4.763475,6.795238891437065,59.01032507652141,0.067,5.0,8.188,40.0,80.0,22.6125,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_135s3p,reliance_rs50,Reliance,INR21700-RS50,21700,135,3,405,567.0,486.0,7.29,7.1452124999999995,10.192858337155597,88.51548761478212,0.067,5.0,8.188,40.0,120.0,33.91875,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_140s2p,reliance_rs50,Reliance,INR21700-RS50,21700,140,2,280,588.0,504.0,5.04,4.9399,7.046914405934734,61.19589267194813,0.067,5.0,8.188,40.0,80.0,23.450000000000003,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
reliance_rs50_140s3p,reliance_rs50,Reliance,INR21700-RS50,21700,140,3,420,588.0,504.0,7.56,7.40985,10.5703716089021,91.7938390079222,0.067,5.0,8.188,40.0,120.0,35.175,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.
molicel_p30b_110s3p,molicel_p30b,Molicel,INR-18650-P30B,18650,110,3,330,462.0,396.0,3.564,3.4932149999999997,5.846248956670837,50.76923076923077,0.047,3.0,17.0,30.0,90.0,19.3875,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_110s4p,molicel_p30b,Molicel,INR-18650-P30B,18650,110,4,440,462.0,396.0,4.752,4.65762,7.79499860889445,67.6923076923077,0.047,3.0,17.0,30.0,120.0,25.85,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_110s5p,molicel_p30b,Molicel,INR-18650-P30B,18650,110,5,550,462.0,396.0,5.94,5.822025,9.74374826111806,84.61538461538461,0.047,3.0,17.0,30.0,150.0,32.3125,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_115s3p,molicel_p30b,Molicel,INR-18650-P30B,18650,115,3,345,483.0,414.0,3.726,3.6519975,6.111987545610421,53.07692307692308,0.047,3.0,17.0,30.0,90.0,20.26875,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_115s4p,molicel_p30b,Molicel,INR-18650-P30B,18650,115,4,460,483.0,414.0,4.968,4.86933,8.14931672748056,70.76923076923076,0.047,3.0,17.0,30.0,120.0,27.025000000000002,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_115s5p,molicel_p30b,Molicel,INR-18650-P30B,18650,115,5,575,483.0,414.0,6.21,6.086662499999999,10.186645909350702,88.46153846153847,0.047,3.0,17.0,30.0,150.0,33.78125,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_120s3p,molicel_p30b,Molicel,INR-18650-P30B,18650,120,3,360,504.0,432.0,3.888,3.81078,6.377726134550004,55.38461538461539,0.047,3.0,17.0,30.0,90.0,21.150000000000002,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_120s4p,molicel_p30b,Molicel,INR-18650-P30B,18650,120,4,480,504.0,432.0,5.184,5.08104,8.503634846066673,73.84615384615385,0.047,3.0,17.0,30.0,120.0,28.2,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_120s5p,molicel_p30b,Molicel,INR-18650-P30B,18650,120,5,600,504.0,432.0,6.48,6.3513,10.629543557583341,92.3076923076923,0.047,3.0,17.0,30.0,150.0,35.25,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_125s3p,molicel_p30b,Molicel,INR-18650-P30B,18650,125,3,375,525.0,450.0,4.05,3.9695625,6.643464723489588,57.6923076923077,0.047,3.0,17.0,30.0,90.0,22.03125,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_125s4p,molicel_p30b,Molicel,INR-18650-P30B,18650,125,4,500,525.0,450.0,5.4,5.29275,8.857952964652783,76.92307692307693,0.047,3.0,17.0,30.0,120.0,29.375,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_125s5p,molicel_p30b,Molicel,INR-18650-P30B,18650,125,5,625,525.0,450.0,6.75,6.6159375,11.072441205815979,96.15384615384616,0.047,3.0,17.0,30.0,150.0,36.71875,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_130s3p,molicel_p30b,Molicel,INR-18650-P30B,18650,130,3,390,546.0,468.0,4.212,4.128345,6.909203312429171,60.0,0.047,3.0,17.0,30.0,90.0,22.912499999999998,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_130s4p,molicel_p30b,Molicel,INR-18650-P30B,18650,130,4,520,546.0,468.0,5.616,5.50446,9.212271083238894,80.0,0.047,3.0,17.0,30.0,120.0,30.55,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_130s5p,molicel_p30b,Molicel,INR-18650-P30B,18650,130,5,650,546.0,468.0,7.02,6.880574999999999,11.515338854048618,100.0,0.047,3.0,17.0,30.0,150.0,38.1875,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_135s3p,molicel_p30b,Molicel,INR-18650-P30B,18650,135,3,405,567.0,486.0,4.374,4.2871274999999995,7.174941901368754,62.30769230769231,0.047,3.0,17.0,30.0,90.0,23.79375,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_135s4p,molicel_p30b,Molicel,INR-18650-P30B,18650,135,4,540,567.0,486.0,5.832,5.71617,9.566589201825007,83.07692307692308,0.047,3.0,17.0,30.0,120.0,31.724999999999998,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_140s3p,molicel_p30b,Molicel,INR-18650-P30B,18650,140,3,420,588.0,504.0,4.536,4.44591,7.440680490308338,64.61538461538461,0.047,3.0,17.0,30.0,90.0,24.674999999999997,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p30b_140s4p,molicel_p30b,Molicel,INR-18650-P30B,18650,140,4,560,588.0,504.0,6.048,5.92788,9.920907320411118,86.15384615384616,0.047,3.0,17.0,30.0,120.0,32.9,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-18650-P30B-80111-2.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_110s2p,molicel_p50b,Molicel,INR-21700-P50B,21700,110,2,220,462.0,396.0,3.96,3.8813499999999994,5.629045855617673,48.883023999233735,0.071,5.0,12.8,60.0,120.0,19.525,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_110s3p,molicel_p50b,Molicel,INR-21700-P50B,21700,110,3,330,462.0,396.0,5.94,5.822025,8.44356878342651,73.3245359988506,0.071,5.0,12.8,60.0,180.0,29.287499999999994,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_110s4p,molicel_p50b,Molicel,INR-21700-P50B,21700,110,4,440,462.0,396.0,7.92,7.762699999999999,11.258091711235346,97.76604799846747,0.071,5.0,12.8,60.0,240.0,39.05,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_115s2p,molicel_p50b,Molicel,INR-21700-P50B,21700,115,2,230,483.0,414.0,4.14,4.0577749999999995,5.884911576327567,51.10497963556254,0.071,5.0,12.8,60.0,120.0,20.412499999999998,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_115s3p,molicel_p50b,Molicel,INR-21700-P50B,21700,115,3,345,483.0,414.0,6.21,6.086662499999999,8.827367364491352,76.65746945334382,0.071,5.0,12.8,60.0,180.0,30.61875,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_120s2p,molicel_p50b,Molicel,INR-21700-P50B,21700,120,2,240,504.0,432.0,4.32,4.2341999999999995,6.140777297037461,53.32693527189135,0.071,5.0,12.8,60.0,120.0,21.299999999999997,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_120s3p,molicel_p50b,Molicel,INR-21700-P50B,21700,120,3,360,504.0,432.0,6.48,6.351299999999999,9.211165945556191,79.99040290783701,0.071,5.0,12.8,60.0,180.0,31.95,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_125s2p,molicel_p50b,Molicel,INR-21700-P50B,21700,125,2,250,525.0,450.0,4.5,4.410625,6.396643017747356,55.54889090822015,0.071,5.0,12.8,60.0,120.0,22.1875,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_125s3p,molicel_p50b,Molicel,INR-21700-P50B,21700,125,3,375,525.0,450.0,6.75,6.615937499999999,9.594964526621032,83.32333636233022,0.071,5.0,12.8,60.0,180.0,33.28124999999999,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_130s2p,molicel_p50b,Molicel,INR-21700-P50B,21700,130,2,260,546.0,468.0,4.68,4.58705,6.65250873845725,57.77084654454896,0.071,5.0,12.8,60.0,120.0,23.074999999999996,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_130s3p,molicel_p50b,Molicel,INR-21700-P50B,21700,130,3,390,546.0,468.0,7.02,6.8805749999999986,9.978763107685873,86.65626981682342,0.071,5.0,12.8,60.0,180.0,34.6125,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_135s2p,molicel_p50b,Molicel,INR-21700-P50B,21700,135,2,270,567.0,486.0,4.86,4.763475,6.908374459167144,59.99280218087776,0.071,5.0,12.8,60.0,120.0,23.9625,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_135s3p,molicel_p50b,Molicel,INR-21700-P50B,21700,135,3,405,567.0,486.0,7.29,7.1452124999999995,10.362561688750716,89.98920327131664,0.071,5.0,12.8,60.0,180.0,35.94375,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_140s2p,molicel_p50b,Molicel,INR-21700-P50B,21700,140,2,280,588.0,504.0,5.04,4.9399,7.164240179877038,62.21475781720657,0.071,5.0,12.8,60.0,120.0,24.849999999999998,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
molicel_p50b_140s3p,molicel_p50b,Molicel,INR-21700-P50B,21700,140,3,420,588.0,504.0,7.56,7.40985,10.746360269815558,93.32213672580986,0.071,5.0,12.8,60.0,180.0,37.275,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.
