parameter,parameter_label,parameter_group,parameter_unit,metric,parameter_low,parameter_baseline,parameter_high,response_low,response_baseline,response_high,signed_response_span,slope_per_unit,signed_effect_pct_span,abs_effect_pct_span,low_delta_from_baseline_pct,high_delta_from_baseline_pct,direction,rank_within_metric
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_peak_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.3069876177443287,0.30662363770242645,0.30678147270518025,-0.00020614503914845317,-9.416948083299888e-09,-0.06723064167300558,0.06723064167300558,0.11870579992775458,0.05147515825474901,decreases_with_parameter,14
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_ss_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.3381617160483902,0.3371203895203053,0.33665097544396333,-0.0015107406044268523,-6.901240940838576e-08,-0.4481308907409938,0.4481308907409938,0.3088886227162305,-0.1392422680247633,decreases_with_parameter,15
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_rise_time_s_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.006635181441963797,0.0066605437784249735,0.006802484552919804,0.00016730311095600713,7.64260307478324e-09,2.511853634202364,2.511853634202364,-0.3807847723083988,2.131068861893965,increases_with_parameter,9
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_peak_response_time_s_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.004727711344140583,0.004703055340472817,0.004852666513634402,0.00012495516949381866,5.708099252467787e-09,2.6568934543146674,2.6568934543146674,0.5242550189785239,3.181148473293191,increases_with_parameter,14
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_gain_dc_velocity_slope,32836.2815625,43781.70875,54727.135937499996,4.005070564224313,3.995068185646312,3.9831849075946115,-0.021885656629701877,-9.997625608754652e-07,-0.5478168484916928,0.5478168484916928,0.25036815676734936,-0.29744869172434346,decreases_with_parameter,12
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.ay_overshoot_pct_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-2.2406400815716223,-2.2072769603181204,-2.175993843212291,0.06464623835933114,2.95311627640989e-06,2.9287778344777404,2.9287778344777404,-1.511505889532482,1.4172719449452584,increases_with_parameter,11
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.sideslip_ss_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-0.0008636983611948716,-0.0008502938221927243,-0.0008433016178834475,2.039674331142413e-05,9.317472475956816e-10,2.3987876636367096,2.3987876636367096,-1.576459648687077,0.8223280149496327,increases_with_parameter,8
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.sideslip_rise_time_s_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-0.018844235316930993,-0.018423466485308005,-0.018250864869107174,0.000593370447823819,2.7105860632898167e-08,3.220731822086841,3.220731822086841,-2.2838743835669275,0.9368574385199137,increases_with_parameter,7
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.sideslip_gain_dc_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-0.009897254173766388,-0.009743649471538083,-0.009663524712255131,0.00023372946151125652,1.0677036972032599e-08,2.3987876636366843,2.3987876636366843,-1.57645964868703,0.8223280149496545,increases_with_parameter,8
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_rise_time_s_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.00048444849244941925,0.0006716616731954349,0.0007742629621850121,0.0002898144697355928,1.323906617672125e-08,43.14887707628136,43.14887707628136,-27.87313735728699,15.275739718994366,increases_with_parameter,3
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_peak_response_time_s_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.000868756617104794,0.0008648754156237888,0.0009178312315667893,4.907461446199536e-05,2.241786164273242e-09,5.674183076021468,5.674183076021468,0.44875844669556464,6.122941522717034,increases_with_parameter,11
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_gain_dc_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.0922546784943459,0.09170351156717839,0.09144877170183925,-0.0008059067925066526,-3.6814771077506326e-08,-0.878817810500394,0.878817810500394,0.601031430256356,-0.27778638024403796,decreases_with_parameter,14
