case_id,parameter,level,value,status,general.n_cases,general.n_successful_cases,general.n_failed_cases,general.representative_testVel_mps,general.metric_target_velocity_mps,general.n_velocity_groups,step.ay_peak,step.ay_ss,step.ay_rise_time_s,step.ay_peak_response_time_s,step.ay_gain_dc,step.ay_overshoot_pct,step.sideslip_ss,step.sideslip_rise_time_s,step.sideslip_gain_dc,step.yaw_rise_time_s,step.yaw_peak_response_time_s,step.yaw_gain_dc,step.yaw_overshoot_rad_per_s,step.yaw_overshoot_pct,step.roll_peak,step.roll_ss,step.roll_gain_dc,step.roll_overshoot_rad,step.roll_overshoot_pct,step.settling_time_s,step.yaw_peak,step.yaw_ss,frequency.ay_gain_dc,frequency.yaw_gain_dc,frequency.ay_gain_peak,frequency.ay_gain_peak_freq,frequency.yaw_gain_peak,frequency.yaw_gain_peak_freq,frequency.bandwidth_hz,frequency.ay_phase_1hz,frequency.ay_phase_0p5hz,frequency.yaw_phase_1hz,frequency.yaw_phase_0p5hz,frequency.ay_lag_0p5hz,frequency.yaw_lag_0p5hz,frequency.yaw_to_ay_lag_0p5hz,frequency.ay_lag_1hz,frequency.yaw_lag_1hz,frequency.yaw_to_ay_lag_1hz,frequency.lag_steer_to_ay,frequency.lag_steer_to_yaw,frequency.yaw_to_ay_lag,frequency.ay_phase_45_freq,frequency.yaw_phase_45_freq,frequency.ay_gain_slope,frequency.yaw_gain_slope,frequency.ay_phase_slope,frequency.yaw_phase_slope,frequency.gain_variation_pct,quality.ay_fit_error,quality.yaw_fit_error,trend.ay_peak_velocity_slope,trend.ay_ss_velocity_slope,trend.ay_rise_time_s_velocity_slope,trend.ay_peak_response_time_s_velocity_slope,trend.ay_gain_dc_velocity_slope,trend.ay_overshoot_pct_velocity_slope,trend.sideslip_ss_velocity_slope,trend.sideslip_rise_time_s_velocity_slope,trend.sideslip_gain_dc_velocity_slope,trend.yaw_rise_time_s_velocity_slope,trend.yaw_peak_response_time_s_velocity_slope,trend.yaw_gain_dc_velocity_slope,trend.yaw_overshoot_rad_per_s_velocity_slope,trend.yaw_overshoot_pct_velocity_slope,trend.roll_peak_velocity_slope,trend.roll_ss_velocity_slope,trend.roll_gain_dc_velocity_slope,trend.roll_overshoot_rad_velocity_slope,trend.roll_overshoot_pct_velocity_slope,trend.settling_time_s_velocity_slope,trend.yaw_peak_velocity_slope,trend.yaw_ss_velocity_slope,trend.ay_gain_peak_velocity_slope,trend.ay_gain_peak_freq_velocity_slope,trend.yaw_gain_peak_velocity_slope,trend.yaw_gain_peak_freq_velocity_slope,trend.bandwidth_hz_velocity_slope,trend.ay_phase_1hz_velocity_slope,trend.ay_phase_0p5hz_velocity_slope,trend.yaw_phase_1hz_velocity_slope,trend.yaw_phase_0p5hz_velocity_slope,trend.ay_lag_0p5hz_velocity_slope,trend.yaw_lag_0p5hz_velocity_slope,trend.yaw_to_ay_lag_0p5hz_velocity_slope,trend.ay_lag_1hz_velocity_slope,trend.yaw_lag_1hz_velocity_slope,trend.yaw_to_ay_lag_1hz_velocity_slope,trend.lag_steer_to_ay_velocity_slope,trend.lag_steer_to_yaw_velocity_slope,trend.yaw_to_ay_lag_velocity_slope,trend.ay_phase_45_freq_velocity_slope,trend.yaw_phase_45_freq_velocity_slope,trend.ay_gain_slope_velocity_slope,trend.yaw_gain_slope_velocity_slope,trend.ay_phase_slope_velocity_slope,trend.yaw_phase_slope_velocity_slope,trend.gain_variation_pct_velocity_slope,trend.ay_fit_error_velocity_slope,trend.yaw_fit_error_velocity_slope
front_toe_deg_high,front_toe_deg,high,1.0,ok,8.0,8.0,0.0,15.0,15.0,2.0,5.684205223314348,5.151018532751225,0.059889125000418986,0.149320682626916,33.4041069350205,10.35109245235701,0.0048269932722182,0.18220014725756495,0.0553132684472292,0.05483895590210608,0.10701270812430996,2.209817490238531,0.03366768221683514,9.756998234619251,0.0082734031954152,0.007435778968444299,0.08520775045679993,0.0008376242269709008,11.264781141634002,1.212524891579381,0.3787295691543288,0.3450618869374937,33.4041069350205,2.209817490238531,34.5374337752273,1.0,2.235286833382739,1.0,1.0,-5.922097101145056,-2.613489839476898,-9.985605103323053,-4.922901664491974,0.014519387997093878,0.02734945369162208,-0.0128300656945282,0.016450269725402932,0.027737791953675147,-0.011287522228272215,0.016450269725402932,0.027737791953675147,-0.011287522228272215,1.0,1.0,0.94475427185134,0.3247435780157205,10.818549545784467,16.64189550745997,3.3393501308211775,0.004903984244782813,0.001999925855255932,0.5402773676163796,0.575858168404875,0.006531302461050001,0.006186096156020192,3.7817615661747706,-1.1853641964721158,-0.001626349307752513,-0.01731235596711439,-0.018636590269648427,0.0005826935189828133,0.00115379088648222,0.08206790779257572,-0.0006881390125273001,-0.4555521580614386,0.0008181779967969598,0.0008498504864247183,0.009738569217855294,-3.167248962775876e-05,-1.0903375659600136,-0.01888240966627655,0.011128545063148088,0.011816684075675371,3.555096198133409,-0.09999999999999992,0.07795272903783332,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.810944400318612,-0.8894199461827835,-0.27193551935779375,-0.11272639111713828,0.004941221923237686,0.0006262577284285456,0.00431496419480914,0.005030401111996144,0.0007553764426605382,0.004275024669335605,0.005030401111996144,0.0007553764426605382,0.004275024669335605,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.2074365305295246,-0.05482979743611794,3.046779181662694,0.5329706865118742,-0.6021572251260754,0.001790584659111787,0.0016330969939781948
rear_toe_deg_low,rear_toe_deg,low,-1.0,ok,8.0,8.0,0.0,15.0,15.0,2.0,5.690169879276144,5.1584365031322825,0.06082299879790298,0.1486045457442,33.42294916690721,10.308033758310005,-0.012728269170094545,-0.9706540708325133,-0.1458552207905802,0.05497012279758495,0.10680410823170594,2.2118205346912476,0.03376064108155269,9.76846937244781,0.0082798449852585,0.007444240655234147,0.0853047142449239,0.0008356043300243527,11.224843052821349,1.211890401618916,0.3793689425906442,0.3456083015090915,33.42294916690721,2.2118205346912476,34.519458600294705,1.0,2.2347354188448088,1.0,1.0,-6.016343369419104,-2.60989808540819,-10.001576082189018,-4.917238320635846,0.014499433807823278,0.027317990670199147,-0.012818556862375869,0.016712064915053067,0.027782155783858384,-0.011070090868805317,0.016712064915053067,0.027782155783858384,-0.011070090868805317,1.0,1.0,0.9123363189812885,0.29001356977699594,11.142999864062304,16.712641366651926,3.2312895786319737,0.005059068373329475,0.001977235783141545,0.5408005358347097,0.576779561422864,0.006444981316854777,0.006392207665348201,3.742987641784599,-1.1866412637070427,-0.0016433334980131276,0.006784226722612569,-0.01883121475372451,0.0005509066420954045,0.0011632696465702066,0.07964609683536711,-0.0006685017122880499,-0.45127631034409643,0.0008178120811007598,0.0008504374611395451,0.009745295452623386,-3.262538003878535e-05,-1.0950834796907776,-0.018633925212558192,0.011194334562685069,0.011862836274973134,3.528279751189089,-0.04999999999999999,0.07740857242108432,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.7829667296726759,-0.970077245144267,-0.2559784702589296,-0.16742189541304808,0.005389318028579261,0.0009301216411836007,0.004459196387395662,0.004952685360201877,0.0007110513062748053,0.004241634053927073,0.004952685360201877,0.0007110513062748053,0.004241634053927073,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.19245576304611156,-0.03166473145129442,2.665421288323232,0.2837444145593589,-0.5993529953659925,0.0016483525957412973,0.0015561738813414919
rear_toe_deg_high,rear_toe_deg,high,1.0,ok,8.0,8.0,0.0,15.0,15.0,2.0,3.971462887770566,0.47797615539882043,-1.0107121099010752,-0.8762040330325189,33.44099209092035,730.8914247943605,0.01810589579187773,-0.9551629903929327,0.20747828263565446,0.06522244507121,-0.9453449382991481,2.211949927017416,0.22408730246390401,705.7235729154186,0.006828554527999,0.00016313090749887,0.001869342501564858,0.00666542362050013,4085.935475192708,1.428223600501183,0.2558401460791705,0.031752843615266486,33.44099209092035,2.211949927017416,34.52422914270906,1.0,2.2354597096980027,1.0,1.0,-6.159111393347388,-2.6887880149078,-10.02655259714686,-4.957259508821636,0.014937711193932222,0.027540330604564643,-0.012602619410632421,0.017108642759298298,0.027851534992074614,-0.010742892232776316,0.017108642759298298,0.027851534992074614,-0.010742892232776316,1.0,1.0,0.9068966749550235,0.2996170545206363,11.373712589933852,16.666863509375677,3.1891233959161465,0.005795873416565313,0.001832017694462091,0.22326233033409726,0.0504824275861677,0.00013575824923691709,0.002557306930247604,3.6603818784069126,-26.861305595822586,-0.00011801374379493074,0.0008252398695239063,-0.0013523378887975465,0.001231802795120627,0.0011276456403539951,0.07633629303906783,0.004379697303472211,-7.397077067167174,0.00041451171254796004,-8.869925386173994e-06,-0.00010164185784474336,0.00042338163793413403,661.5529502235711,-0.016244042272569977,0.005385842868609354,0.001006145565137152,3.452939583891478,-0.04999999999999999,0.07489062247587686,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.8292865571367363,-0.9453379726123665,-0.25688645998912985,-0.1297813418446139,0.005251877625624259,0.0007210074546922999,0.004530870170931959,0.005081351547602046,0.0007135734999698054,0.00436777804763224,0.005081351547602046,0.0007135734999698054,0.00436777804763224,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.17692839355789197,-0.024542225027837858,2.9055150760453143,0.4142051898298012,-0.6200441085944816,0.0018666397721547009,0.0016944806760896124
front_camber_deg_low,front_camber_deg,low,-2.5,ok,8.0,8.0,0.0,15.0,15.0,2.0,3.398809667372942,2.8276972590331653,0.06953195934909018,0.14514038831142706,32.76646193374335,20.197084624789337,0.00309781704153939,0.18222144761702608,0.035498368436782,0.06063014399193101,0.10424690716128815,2.1670226637273933,0.03442857440805688,18.190715167625633,0.004633850007628,0.0037807629652481254,0.04332435224961682,0.0008530870423798746,22.563885919885692,1.308273526612339,0.2236931200336741,0.1892645456256172,32.76646193374335,2.1670226637273933,33.85066982169468,1.0,2.1892836608888966,1.0,1.0,-6.061627655500558,-2.6657882926871252,-10.317460085569223,-5.086292617464579,0.014809934959372918,0.028257181208136552,-0.013447246248763634,0.016837854598612662,0.028659611348803397,-0.011821756750190735,0.016837854598612662,0.028659611348803397,-0.011821756750190735,1.0,1.0,0.9216036811709539,0.2882765723627794,11.139049076023667,17.21395447791323,3.2581108044108236,0.004826977177838426,0.003890404742488855,0.2982392921274783,0.32759492404226137,0.006522497283659141,0.004881550567057368,3.758173418009165,-2.138989574985829,-0.0008492964290383844,-0.01826178915777041,-0.009732220187886297,0.0005808988968827742,0.0008633684074591759,0.08247636556034163,-0.00103688692405865,-1.0347262019095687,0.0004385374450133196,0.00044714087997861987,0.005123857054108128,-8.603434965299973e-06,-1.8199349614901226,-0.016669164290572847,0.006042140216461691,0.007079027140520345,3.5512992694385406,-0.04999999999999999,0.07983599029382855,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.7058424422001954,-0.8868314899940453,-0.22793018773577373,-0.12498376792987625,0.004926841611078031,0.0006943542662770914,0.00423248734480094,0.0047384512283338755,0.0006331394103771496,0.004105311817956726,0.0047384512283338755,0.0006331394103771496,0.004105311817956726,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.18558243137677813,-0.03730700107788239,2.6961621927057866,0.337520165716609,-0.625295773070896,0.001307108013544894,0.0013120026472046536
front_camber_deg_high,front_camber_deg,high,0.5,ok,8.0,8.0,0.0,15.0,15.0,2.0,3.381041533720663,2.8077256221662408,0.06946141474635392,0.14561780960465098,33.455587985074025,20.419228539578327,0.00275234505683062,0.18209386650677195,0.03153955110401787,0.06000643830165808,0.10402842499855813,2.212586618879442,0.03467919988088755,18.45415742932391,0.004662470981571,0.0038038611546418744,0.04358903800294795,0.0008586098269291256,22.57206012583711,1.308429822205017,0.2225999977482658,0.18792079786737825,33.455587985074025,2.212586618879442,34.562882245402136,1.0,2.2360688320319717,1.0,1.0,-5.71852177985906,-2.499642258187663,-9.958516620590672,-4.912880842041375,0.013886901434375905,0.027293782455785415,-0.01340688102140951,0.015884782721830724,0.02766254616830742,-0.011777763446476696,0.015884782721830724,0.02766254616830742,-0.011777763446476696,1.0,1.0,0.9236218920469632,0.2990929655500254,10.536443195573236,16.587135389121155,3.2583355320593177,0.002789434386682844,0.0015953288930171548,0.301183324211014,0.331159623708444,0.0066506610806920064,0.004681301004160417,3.977441077879547,-2.186535696072583,-0.0008400295876184126,-0.018351049477552367,-0.00962603000733001,0.0007351926425085867,0.0008797984116943867,0.09127016685984417,-0.000987054344787468,-1.0412619565661212,0.00044106574145183974,0.00045248832959932295,0.005185134312993148,-1.1422588147483134e-05,-1.8719561100320763,-0.016646214429977994,0.006332575664225639,0.007319630009013106,3.76980526132419,-1.7763568394002505e-17,0.08939088819093179,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.7388503897890977,-0.8946189792909532,-0.2633646511786025,-0.1333978882948258,0.004970105440505296,0.0007410993794156994,0.0042290060610895965,0.004830139971636381,0.0007315684754961186,0.004098571496140266,0.004830139971636381,0.0007315684754961186,0.004098571496140266,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.17703224895777708,-0.02976090812447856,2.784628051925629,0.43071290485288216,-0.625774167859141,0.0006551639932804675,0.0004841682872997837
rear_camber_deg_low,rear_camber_deg,low,-2.5,ok,8.0,8.0,0.0,15.0,15.0,2.0,3.192435880303186,2.6221593586815057,0.0749695421796619,0.15011010513255085,34.255066590619876,21.748354833339768,0.0037888944798535754,0.18409533074444395,0.04341753254320507,0.061131214627581976,0.10515600325595087,2.266388757789142,0.036302634084103336,20.67791369640901,0.0042331654368314,0.003350078647394265,0.03838907350651741,0.0008830867894371345,26.36018083109813,1.318185668688181,0.2118649979526002,0.17556236386849686,34.255066590619876,2.266388757789142,35.37899615271882,1.0,2.2949581106395938,1.0,1.0,-6.595393556566364,-2.8385844163780973,-9.960686615898737,-4.863685281653602,0.015769913424322764,0.027020473786964455,-0.01125056036264169,0.01832053765712879,0.027668573933052047,-0.009348036275923257,0.01832053765712879,0.027668573933052047,-0.009348036275923257,1.0,1.0,0.915272963037564,0.3562159384300894,12.32484790965255,16.76168814656127,3.2306885791555393,0.005691465565809318,0.002970613129904214,0.28967390100212387,0.31743131273088987,0.006613096231762225,0.004776372563485243,4.178777052894231,-2.2995066599774945,-0.0008161606096730187,-0.01759215980947179,-0.009352511667817632,0.0007481828848534089,0.0009111693441348201,0.0991102017553772,-0.0011387796044181602,-1.2441813911784918,0.00041658212409667985,0.00042868671349248483,0.004912387883290662,-1.210458939580484e-05,-2.277362411846008,-0.017330371673923376,0.006093247574600719,0.007232027179018882,3.9539911404744412,-0.09999999999999992,0.09657067026298867,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.83544320559672,-0.9667001682047608,-0.32138011017565843,-0.1720436458355151,0.005370556490026448,0.0009557980324195275,0.004414758457606919,0.005098453348879778,0.0008927225282657173,0.004205730820614059,0.005098453348879778,0.0008927225282657173,0.004205730820614059,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.19723350736050915,-0.03887097816117168,2.8577216230533264,0.4931902197727463,-0.5964757497106163,0.0010052731773560466,0.0003845248938644755
rear_camber_deg_high,rear_camber_deg,high,0.5,ok,8.0,8.0,0.0,15.0,15.0,2.0,3.462613883489921,2.889779522300183,0.06963793956879405,0.14666377429592004,33.63666105233245,19.82277044906796,0.0025280873652364652,0.184676523901514,0.02896974725367957,0.05963458440942704,0.10464968262657814,2.2250719220922104,0.03548476807077139,18.338906933778176,0.0048216371574655,0.00395299345749119,0.04529796831141447,0.00086864369997431,21.97432678083925,1.308744371005413,0.2289792233232406,0.19349445525246922,33.63666105233245,2.2250719220922104,34.75167123876755,1.0,2.2487519540096153,1.0,1.0,-5.726646982114545,-2.5155146114131526,-9.892559836931582,-4.874442033507165,0.013975081174517514,0.02708023351948425,-0.013105152344966736,0.015907352728095958,0.027479332880365505,-0.011571980152269547,0.015907352728095958,0.027479332880365505,-0.011571980152269547,1.0,1.0,0.9246044113470144,0.29947345480083604,10.512985475097256,16.501490583337915,3.2634419206358594,0.002602257647137263,0.001376880297794622,0.31350619897072324,0.3446739542302706,0.006704148990571964,0.004893933151069161,4.00571439540096,-2.1566976413611867,-0.0008721020089608096,-0.018689349394700804,-0.009993552883666948,0.0006954106381417794,0.000882319654762532,0.09201671543140359,-0.0011345972668099216,-1.0985708452505678,0.0004603598066901397,0.00047454542563689665,0.00543789001524669,-1.4185618946756922e-05,-1.8727318081040332,-0.016559177511165393,0.006580429507052913,0.00771502677386284,3.798449216505576,-1.7763568394002505e-17,0.09009643533172483,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.7472842900831715,-0.8989930358185684,-0.2735512101224571,-0.14175448151038944,0.004994405754547602,0.0007875248972799413,0.004206880857267661,0.004853567472453253,0.0007598644725623815,0.004093702999890873,0.004853567472453253,0.0007598644725623815,0.004093702999890873,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.17669216414454497,-0.030316235514545067,2.794843461674122,0.4340542948767283,-0.6233835445465983,0.0007458829937973527,0.0005221327451881634
sprung_mass_kg_low,sprung_mass_kg,low,144.576,ok,8.0,8.0,0.0,15.0,15.0,2.0,3.37024801630085,2.813487275235918,0.06653203984164313,0.14495921672646217,33.34853876373252,19.788990906960702,0.0031870250015605048,0.180150898661958,0.036520616358418335,0.06150465670800109,0.1057456282840521,2.2059699333334026,0.03387639928538483,17.99475741588914,0.0043192727129955,0.00355204431727627,0.04070342960467167,0.0007672283957192304,21.59962903580961,1.30981005477228,0.2221334482827356,0.18825704899735077,33.34853876373252,2.2059699333334026,34.44803534245794,1.0,2.2301725321606494,1.0,1.0,-5.320940581472911,-2.2906279851634395,-10.289231798667203,-5.064523010577261,0.012725711028685775,0.02813623894765145,-0.015410527918965676,0.014780390504091419,0.02858119944074223,-0.01380080893665081,0.014780390504091419,0.02858119944074223,-0.01380080893665081,1.0,1.0,0.9199589627200302,0.30921824610876564,9.920822755415408,17.180194303865697,3.246022763425809,0.002498224653594321,0.0007939180293918498,0.3018383916142917,0.32778665565811954,0.006905932765493978,0.004578919339636785,3.8913857315348865,-2.039653137759305,-0.0007965277739511946,-0.01789682519740036,-0.009127535942470792,0.0007294570689861947,0.0009073139235777892,0.08720914396543894,-0.0011354552052740378,-1.0803748816336185,0.0004103680727213798,0.0004147337060373437,0.004752498195551832,-4.3656333159640955e-06,-1.6699497086642499,-0.017291155672185584,0.005998944951125268,0.00713440015639932,3.6876795978888635,-0.04999999999999999,0.0847623563121865,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.694324023209247,-0.8802877788685518,-0.2684636965988544,-0.14218941937114088,0.004890487660380843,0.0007899412187285609,0.004100546441652282,0.004706455620025687,0.0007457324905523745,0.003960723129473313,0.004706455620025687,0.0007457324905523745,0.003960723129473313,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.17560184869488618,-0.03601712287179354,2.6817281697853916,0.41550886569183076,-0.6185685011723281,0.0005960287130188522,0.0004709350964724322
sprung_mass_kg_high,sprung_mass_kg,high,176.704,ok,8.0,8.0,0.0,15.0,15.0,2.0,3.449238610481688,2.8502064219801118,0.0718235582683322,0.14534425737622403,33.80057702569286,21.01715103446484,0.0024767987646430005,0.184444801285516,0.02838202318345203,0.0579177129061581,0.101602582753485,2.2347092783468994,0.03675580009162996,19.25870198081665,0.0051028791706032,0.00412579143617817,0.047278087288845576,0.00097708773442503,23.682431590146795,1.307435027910561,0.2276087460910122,0.19085294599938224,33.80057702569286,2.2347092783468994,34.93624189964144,1.0,2.258837487941204,1.0,1.0,-6.038853015317557,-2.6388958063958796,-9.53137130609818,-4.694113727393102,0.014660532257754887,0.026078409596628344,-0.011417877338873457,0.016774591709215435,0.026476031405828278,-0.009701439696612843,0.016774591709215435,0.026476031405828278,-0.009701439696612843,1.0,1.0,0.9371351343784919,0.30447986159953705,11.134280913006522,15.90578026280907,3.3070207625086465,0.0027275688247811723,0.0009687570021300621,0.3113543637903749,0.3461975783181926,0.006553606153888977,0.005081609359442217,4.096869910108442,-2.3488216188920785,-0.0009070413970462895,-0.018895021180199378,-0.010393928778880483,0.0007762723357009897,0.0008392637208572301,0.09649863522078245,-0.0010412112015010177,-1.114027308586681,0.0004939118269432798,0.0005131212531558848,0.005879936436859221,-1.920942621260504e-05,-2.1031333397592045,-0.0162401740877672,0.00688469411777884,0.007925905319279848,3.885398460826788,-0.04999999999999999,0.09468891177017387,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.8031831514901955,-0.9238873790825431,-0.27942232482538415,-0.13874805742178176,0.005132707661569685,0.000770822541232121,0.004361885120337564,0.0050088420874727655,0.0007761731245149549,0.004232668962957809,0.0050088420874727655,0.0007761731245149549,0.004232668962957809,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.18149187248566115,-0.029228444089549593,2.897646320120064,0.46444319212868956,-0.6325763349322425,0.0007796877160368203,0.0006074207840298987
sprung_cg_x_m_low,sprung_cg_x_m,low,-1.0,ok,8.0,8.0,0.0,15.0,15.0,2.0,3.438672236486471,2.8782839621045584,0.08089622767160587,0.15390606702071796,34.10403890354012,19.469527043195725,0.0018772619627008148,0.04230662323964296,0.021511837500640427,0.06122309600040898,0.10719716227513998,2.2590209355086985,0.035791081894193694,18.57157746569098,0.0047318287141025,0.00385700399991242,0.04419801015201176,0.0008748247141900796,22.68145727123809,1.31743538175816,0.2285107469862621,0.1927196650920684,34.10403890354012,2.2590209355086985,35.102735220726046,1.0,2.285840539295152,1.0,1.0,-7.700325138828902,-3.49024120325123,-10.130931361584203,-4.985274469019515,0.01939022890695128,0.02769596927233064,-0.008305740365379361,0.021389792052302504,0.028141476004400565,-0.0067516839520980615,0.021389792052302504,0.028141476004400565,-0.0067516839520980615,1.0,1.0,0.8185082024886744,0.334435310199945,13.802716921863297,16.919897054625586,2.888115194046911,0.0026871699663450405,0.0010505954801640772,0.3243413728108454,0.3519503537135492,0.005958213400380027,0.005202365042261408,4.160982993369377,-2.0726888661474687,-0.0008993524407966155,0.010962112996159807,-0.01030581983048707,0.0007814825447046027,0.0011156077511006199,0.09854093969740824,-0.0011990762903155484,-1.161060373275674,0.0004665282232336198,0.00048390283460748184,0.005545118023485169,-1.7374611373861913e-05,-2.0254992104949006,-0.016356000946710605,0.006935758058975543,0.008134834349291084,3.971276728784588,-0.04999999999999999,0.09703096996762901,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.8079228182733849,-0.9215563172286859,-0.3382644192994291,-0.16873091305239993,0.005119757317937143,0.000937393961402221,0.004182363356534922,0.005022007828537181,0.0009396233869428573,0.004082384441594322,0.005022007828537181,0.0009396233869428573,0.004082384441594322,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.16958537431704815,-0.02675419443296663,2.9202936437383977,0.5589226913861888,-0.5353442776195011,0.0007060500620962322,0.0006039033578410584
sprung_cg_x_m_high,sprung_cg_x_m,high,-0.8400000000000001,ok,8.0,8.0,0.0,15.0,15.0,2.0,3.387572703384855,2.7860522416172118,0.05630585290602297,0.13703330509059786,33.041887119714886,21.59042292108924,0.0037569683626326998,0.17217441514241982,0.04305168618860585,0.05838348332176002,0.1011062770156419,2.1813586135269327,0.03426415145613304,18.390645107111787,0.0047282940585907,0.0038191766318677197,0.04376454044420188,0.0009091174267229804,23.804016267202286,1.302119859987035,0.2205770907607084,0.18631293930457535,33.041887119714886,2.1813586135269327,34.272846808522324,1.0,2.20269324386536,1.0,1.0,-3.8142358930469413,-1.523428666654354,-9.833098696961144,-4.8455705825709,0.008463492592524189,0.026919836569838335,-0.018456343977314146,0.010595099702908171,0.02731416304711429,-0.01671906334420612,0.010595099702908171,0.02731416304711429,-0.01671906334420612,1.0,1.0,1.0367302609742424,0.2757508212161966,7.4871106835086545,16.40123943720374,3.660769617027405,0.0025152497740338663,0.0007169056041933502,0.2882300443824593,0.32168478256525046,0.007531602680925028,0.004459043147715433,3.8168793627161453,-2.3417545025784237,-0.0008076335948981265,-0.017694304292743133,-0.009254799276128227,0.0005490541133335911,0.000710496660223247,0.08455091871371394,-0.001002391755246867,-1.0306424840360733,0.00041980099773509985,0.0004372747531492318,0.005010799568615181,-1.7473755414131974e-05,-2.024172652592225,-0.017306642782646132,0.005931192514371748,0.00693358426961861,3.6125617001085,-1.7763568394002505e-17,0.08228179323438291,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.7087362422547523,-0.8907304039878337,-0.2250248413435882,-0.12250846532957663,0.004948502244376853,0.0006806025851643151,0.004267899659212538,0.004746489561818756,0.0006250690037321901,0.004121420558086566,0.004746489561818756,0.0006250690037321901,0.004121420558086566,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.18477090000396504,-0.033698313021122465,2.697413121123987,0.3387169127586324,-0.6519686124225623,0.0006200471043429566,0.0004387803144121609
sprung_cg_z_m_low,sprung_cg_z_m,low,0.21,ok,8.0,8.0,0.0,15.0,15.0,2.0,3.39097198625321,2.8322751191793847,0.06714397926024707,0.14551759433548805,33.54503661822324,19.72608039700962,0.002849857995832325,0.18141593289591507,0.03265696707456074,0.05983677641710994,0.10441071376024302,2.219641194130471,0.03471635291401334,18.316822892903193,0.0042227623600693,0.003434948905583769,0.03936161502660625,0.0007878134544855304,22.935230658158556,1.305902130887074,0.2242489651852392,0.18953261227122586,33.54503661822324,2.219641194130471,34.616429856558725,1.0,2.2441654847324695,1.0,1.0,-5.56631222691945,-2.4243427014119447,-9.875240713776122,-4.861913097574131,0.013468570563399692,0.027010628319856286,-0.013542057756456593,0.015461978408109584,0.027431224204933675,-0.011969245796824091,0.015461978408109584,0.027431224204933675,-0.011969245796824091,1.0,1.0,0.8908784034921374,0.31113066745434254,10.290318397457668,16.485521629568314,3.146288626754649,0.0022520931180799774,0.0008214219405465842,0.30936892462663823,0.3378185643476691,0.007168539769152367,0.004641565794059983,4.009474371350823,-2.103080363350718,-0.0008456321749681396,-0.017774191941173616,-0.009690230929228565,0.0007116874431747802,0.0009501612638907831,0.09261683111088197,-0.0010784353568332008,-1.0847001980733044,0.00040236693030431983,0.00041330664207130704,0.00473614524708201,-1.0939711766987198e-05,-1.9218919778940258,-0.016553437854275595,0.0065024291501949725,0.007580864507028187,3.7951957236837277,-0.09999999999999992,0.09001892321515306,-1.7763568394002505e-17,-1.7763568394002505e-17,-1.7446932154699644,-0.8962281170744683,-0.273960244833023,-0.1398414419814344,0.0049790450948581574,0.0007768968998968575,0.004202148194961301,0.0048463700429721215,0.0007610006800917306,0.0040853693628803926,0.0048463700429721215,0.0007610006800917306,0.0040853693628803926,-1.7763568394002505e-17,-1.7763568394002505e-17,-0.1866457660763266,-0.037843301377208316,2.796197580179479,0.4422700258134223,-0.5979504633962248,0.000617686614546042,0.0004810085895231178
