link,length_in,stiffness_lbf_per_in,force_N_compression_positive,extension_mm,toe_contribution_deg
UCA_FORE,14.218448368229213,135510.881616681,153.12332668618242,-0.006452299016647171,0.001347811579955945
UCA_AFT,10.008484450704811,192512.11140806793,202.3551844003136,-0.006002104864974361,0.0016568807662673062
LCA_FORE,14.965519737048895,214155.19584433723,-11.03980723865842,0.00029436093597487727,4.4331763490912354e-06
LCA_AFT,11.791821063771275,271793.796129314,156.7162796355444,-0.003292470361742279,0.0007038973487079839
TOE_ROD,12.624782730803723,94449.32229808887,-474.95942368947533,0.028714744963805765,0.01860522019503439
PULLROD,10.481744368186051,251241.46746919176,-3.539671915618818,8.044869233275089e-05,3.8846808195442234e-07
