case,completed,vehicle_mass_kg,capacity_ah,pack_resistance_ohm,elapsed_time_s,final_soc,terminal_energy_kwh,maximum_terminal_power_w,completed_laps,distance_m,minimum_terminal_voltage_v
130s4p,False,253.43515114000002,12.0,0.23461836796223398,781.7148335703333,0.05,5.228455815423273,73464.02121828511,13,14271.071934545962,379.62511902563915
130s5p,False,261.07265114,15.0,0.18769469436978717,944.5913808945129,0.05,6.577709098348163,79999.99998403319,16,17221.302651099417,385.7404464052818
130s6p,False,268.71015114,18.0,0.15641224530815598,1127.7217605701117,0.05,7.950832753991337,79999.9999981112,19,20507.384158387587,381.17243157734686
130s7p,True,276.34765114,21.0,0.13406763883556228,1241.1507441740637,0.11246934757507934,8.794395625734733,79999.99999105855,21,22469.34423300001,409.0104503401659
