brand,cornering_runs,donor_lateral_mu_nominal,donor_longitudinal_mu_nominal,donor_tire_key,drive_runs,fx_combined_nrmse,fx_combined_points,fx_combined_rmse_n,fy_combined_nrmse,fy_combined_points,fy_combined_rmse_n,fzmax_n,fzmin_n,fznom_n,generated_tir,lateral_mu_nominal,lateral_nrmse,lateral_points,lateral_rmse_n,longitudinal_combined_source,longitudinal_mu_scale,longitudinal_nrmse,longitudinal_points,longitudinal_rmse_n,longitudinal_stiffness_scale,model,pressure_psi,rim_width_in,sha256,size,use_mode
Hoosier,"31,32",nan,nan,,"72,73",0.04625253861541251,4500,197.45463123881987,0.06153047346657869,4500,96.08232630223804,1354.7806,189.06,655.625,Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_8psi_MF52_UM4.tir,2.7916472748751286,0.014752549993847052,5000,68.22197248999619,direct_drive_brake,1.0,0.02318021397199719,5000,116.59216475934709,1.0,43100,8.0,7.0,2be9e455ce6ce38f47ef94d9ee0d52a7b0c65ac556c9109579d828cc37e9d5ba,18.0x6.0-10 R20,4
Hoosier,"31,32",nan,nan,,"72,73",0.03724784575578408,4500,154.0151862194477,0.054905512639615066,4500,78.91412850980852,1238.55775,188.6506,657.54,Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_10psi_MF52_UM4.tir,2.7174027582650844,0.012464945853591007,5000,60.741855653790935,direct_drive_brake,1.0,0.01923412980298334,5000,95.08286280390897,1.0,43100,10.0,7.0,f9c5bddccb3188931da522fb294c843e5f5ce18e1c7624c71fbab62c0aec40a5,18.0x6.0-10 R20,4
Hoosier,"31,32",nan,nan,,"72,73",0.03922791540373015,4500,155.23655117135053,0.05835332751872972,4500,82.93679663244906,1197.99385,184.0441,667.435,Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_12psi_MF52_UM4.tir,2.6000521127349496,0.011901889086481689,5000,59.186071105928754,direct_drive_brake,1.0,0.03076707396434499,5000,146.86653526757894,1.0,43100,12.0,7.0,76db34cf47977115e311bcf2b738afb77dd8f1355477e260ca7c979bbdc8d8ee,18.0x6.0-10 R20,4
Hoosier,"31,32",nan,nan,,"72,73",0.03165798111653311,4500,116.138332610388,0.05264912672997758,4500,69.38483626645238,1182.18245,185.9634,676.145,Round_9_Hoosier_43100_18p0x6p0_10_r20_7in_14psi_MF52_UM4.tir,2.5935846481375235,0.009588555616790916,5000,47.15043737911668,direct_drive_brake,1.0,0.019773287231635624,5000,85.38833083590387,1.0,43100,14.0,7.0,781ebec2a3cf6be31c4e0d9e5852241e566847d6dcb7dc638c913a1993257a31,18.0x6.0-10 R20,4
Goodyear,"34,35",nan,nan,,"75,76",0.07088413928820772,4500,325.27512312162764,0.07891405313586765,4500,129.58488502548798,1389.1148,177.9918,642.52,Round_9_Goodyear_D0571_18p0x6p5_10_6in_8psi_MF52_UM4.tir,2.7872686682327408,0.01232236336785777,5000,57.7022698076602,direct_drive_brake,1.0,0.030411299922737046,5000,162.86794482096767,1.0,D0571,8.0,6.0,cfe39ca5f94788e3ebfcee0f718efa187bd0c178e73d2329c472cbc91fa07b77,18.0x6.5-10,4
Goodyear,"34,35",nan,nan,,"75,76",0.05505056056195515,4500,251.6047059838964,0.06143956819760753,4500,100.71809918482674,1282.33775,174.44135,657.9100000000001,Round_9_Goodyear_D0571_18p0x6p5_10_6in_10psi_MF52_UM4.tir,2.6528054640350227,0.013111285896283478,5000,65.29596067580182,direct_drive_brake,1.0,0.024645171469247818,5000,130.6629814501711,1.0,D0571,10.0,6.0,c40bb47631f932bd3f1a3e9f2d78fa51c31aa22c0b72d2c76886c21e2faff836,18.0x6.5-10,4
Goodyear,"34,35",nan,nan,,"75,76",0.04930856817033958,4500,215.66206801225036,0.06527027360647207,4500,103.30535068571875,1247.8025,170.96,667.3299999999999,Round_9_Goodyear_D0571_18p0x6p5_10_6in_12psi_MF52_UM4.tir,2.529586632663066,0.013674371622911175,5000,68.79226983291647,direct_drive_brake,1.0,0.03332421779457174,5000,172.03665759298124,1.0,D0571,12.0,6.0,a8050ec2499fd91713f568fe6f339a3ae6c031d042064e7f2a4c23954be063da,18.0x6.5-10,4
Goodyear,"34,35",nan,nan,,"75,76",0.03851045503602147,4500,151.56446182684618,0.05787998111058508,4500,82.2049981919968,1245.4039,168.09830000000002,680.3599999999999,Round_9_Goodyear_D0571_18p0x6p5_10_6in_14psi_MF52_UM4.tir,2.4207934031974716,0.011989344777308583,5000,60.03581071291071,direct_drive_brake,1.0,0.022032713019267774,5000,106.5068067328875,1.0,D0571,14.0,6.0,b33f4d5323a47962d9047ee2c4f4b8d045e2a8d6b42b933493791c9ae087cd01,18.0x6.5-10,4
Goodyear,"37,38",nan,nan,,"78,79",0.05327814140817674,4500,240.32975744921546,0.05294743119486798,4500,85.62393835678076,1359.5827499999998,193.00575,664.8499999999999,Round_9_Goodyear_D0571_18p0x6p5_10_7in_8psi_MF52_UM4.tir,2.7224283381892787,0.013699034266049605,5000,67.0600878986052,direct_drive_brake,1.0,0.026092610782806704,5000,138.68458769189348,1.0,D0571,8.0,7.0,35fd3f27cb17d91255349abff6fb8a88d9e92f69c31d13893609952cd8d996fc,18.0x6.5-10,4
Goodyear,"37,38",nan,nan,,"78,79",0.0403100999793577,4500,176.0102019453174,0.057037775467880594,4500,88.8591504014112,1244.8379999999997,198.5224,670.425,Round_9_Goodyear_D0571_18p0x6p5_10_7in_10psi_MF52_UM4.tir,2.6605491602700164,0.012541536064079931,5000,65.96456046704041,direct_drive_brake,1.0,0.022538411484279007,5000,118.43371774701511,1.0,D0571,10.0,7.0,4c27f2c145c61ddf476f8db25bf5c86f79405a4b21aae99812e1d99ed7510937,18.0x6.5-10,4
Goodyear,"37,38",nan,nan,,"78,79",0.04135947274550356,4500,177.36348135345278,0.0678314305344948,4500,103.19931498233994,1210.82,196.08,669.895,Round_9_Goodyear_D0571_18p0x6p5_10_7in_12psi_MF52_UM4.tir,2.5201999971904714,0.013478129546285423,5000,69.4175158088566,direct_drive_brake,1.0,0.030227086399146643,5000,154.90586807190354,1.0,D0571,12.0,7.0,f13401be1716b51d0faaab453b5f26f9df5525b1e73a7742742bb7b6d6319168,18.0x6.5-10,4
Goodyear,"37,38",nan,nan,,"78,79",0.03384220482846585,4500,129.73072491054344,0.05999538768042317,4500,84.9969356138537,1186.3808000000001,199.52,673.38,Round_9_Goodyear_D0571_18p0x6p5_10_7in_14psi_MF52_UM4.tir,2.399842009818831,0.011117101803350399,5000,55.67592996426954,direct_drive_brake,1.0,0.020962507928514815,5000,99.73621679758907,1.0,D0571,14.0,7.0,f99a04109c49b875a1c6d996e863e5f0ee10a5df7825bbda4bf5fbc7323cc363,18.0x6.5-10,4
MRF,"40,41",nan,nan,,"63,64",0.05856750955070785,4500,194.68378995743157,0.0522830625836456,4500,71.79690530552126,1225.47685,193.51989999999998,669.345,Round_9_MRF_ZTD1_18x6p0_10_6in_8psi_MF52_UM4.tir,1.9809051728278813,0.010948828059007626,5000,43.728776207915914,direct_drive_brake,1.0,0.023691754659445872,5000,87.70155695034757,1.0,ZTD1,8.0,6.0,cd6a260313122820eb499a8d71b795c235b6a1a4f30d6b95054fdaaf553b7664,18x6.0-10,4
MRF,"40,41",nan,nan,,"63,64",0.044672913019048605,4500,140.71746470080865,0.047633632912005515,4500,61.49825917643716,1211.857949999999,193.9591,672.485,Round_9_MRF_ZTD1_18x6p0_10_6in_10psi_MF52_UM4.tir,1.8914927629000027,0.009710628753828832,5000,37.085692337744504,direct_drive_brake,1.0,0.022679192203658775,5000,81.10964754483932,1.0,ZTD1,10.0,6.0,be9371973737951d3499fef7a0e594c729250b6d832bac1ee21c89df4e7622d5,18x6.0-10,4
MRF,"40,41",nan,nan,,"63,64",0.04235419196964997,4500,135.3095935754163,0.05088178400798947,4500,68.1816668933819,1197.96225,192.80775,673.495,Round_9_MRF_ZTD1_18x6p0_10_6in_12psi_MF52_UM4.tir,1.9321914484370803,0.014663978248077669,5000,56.69580101585751,direct_drive_brake,1.0,0.025775766557089574,5000,95.78197525314815,1.0,ZTD1,12.0,6.0,736b908fed08591ea2ee83c31b205c337ada419bca5f1d97a267c9b1f981e834,18x6.0-10,4
MRF,"40,41",nan,nan,,"63,64",0.03754294524653402,4500,119.48318265357017,0.046077300500748895,4500,61.40558263318028,1189.3974,194.99,671.885,Round_9_MRF_ZTD1_18x6p0_10_6in_14psi_MF52_UM4.tir,1.8963398734854497,0.010145282998025152,5000,38.757370266602116,direct_drive_brake,1.0,0.02407705719176004,5000,89.63337027882572,1.0,ZTD1,14.0,6.0,557def379cf7daaa38abec6235e3088b95238b4883454be630c86ce97235cad7,18x6.0-10,4
MRF,"43,44",nan,nan,,"66,67",0.04131423524545521,4500,130.5793831719603,0.04618404528262497,4500,64.7945759979153,1195.9457,188.4282,672.6,Round_9_MRF_ZTD1_18x6p0_10_7in_8psi_MF52_UM4.tir,1.9172665579509671,0.009325319079422495,5000,36.15985726236867,direct_drive_brake,1.0,0.021308430160646343,5000,74.72960214431379,1.0,ZTD1,8.0,7.0,f39d0327f4ab4a17f0d6921ab69e7d1e385839e27b897c517cd1cac176e5fc91,18x6.0-10,4
MRF,"43,44",nan,nan,,"66,67",0.03641335515491917,4500,111.42980078367616,0.045288341803539085,4500,59.60982884373045,1184.86385,185.3146,670.5699999999999,Round_9_MRF_ZTD1_18x6p0_10_7in_10psi_MF52_UM4.tir,1.9067584353415512,0.008373210648959161,5000,31.782576641338817,direct_drive_brake,1.0,0.022267207819244923,5000,77.69770306154935,1.0,ZTD1,10.0,7.0,c93c3a298ee09dafed674e98e9a0ba5858d71c833e347717252397a6eff9ba62,18x6.0-10,4
MRF,"43,44",nan,nan,,"66,67",0.04007287126428126,4500,125.98315643351755,0.055710652355344,4500,77.71360235841331,1178.4714,185.40715,676.185,Round_9_MRF_ZTD1_18x6p0_10_7in_12psi_MF52_UM4.tir,1.8937509827184213,0.009149662120612764,5000,35.020436987759744,direct_drive_brake,1.0,0.026463822244347093,5000,100.1722890057038,1.0,ZTD1,12.0,7.0,a136a60caad11688d9365c8245836621039c780c47d147ace8115491bbbe650b,18x6.0-10,4
MRF,"43,44",nan,nan,,"66,67",0.032459632307446126,4500,103.331571512304,0.04645572527307804,4500,63.96284407658915,1171.124,181.93,673.865,Round_9_MRF_ZTD1_18x6p0_10_7in_14psi_MF52_UM4.tir,1.8638975304215217,0.0088123908232163,5000,32.92500881054015,direct_drive_brake,1.0,0.024147481393337115,5000,89.43043881503795,1.0,ZTD1,14.0,7.0,1980721b4418d9380d6afc092e4df3da7d288e28d60686450c6f96b659b12d6e,18x6.0-10,4
