distance_m,dx_m,curvature_1pm,bank_deg,inclination_deg,grip_factor,sector,x_m,y_m,z_m
32.0,0.25,0.09534566311638344,0.0,-0.0,1.0,0,23.255604662672,15.5803421918265,0.0
32.25,0.25,0.09353581113518125,0.0,-0.0,1.0,0,23.2070586817778,15.8064993546808,0.0
32.5,0.25,0.08822541882739326,0.0,-0.0,1.0,0,23.1527868473676,16.0310557683628,0.0
32.75,0.25,0.08409118641534677,0.0,-0.0,1.0,0,23.0931784475571,16.2539921825442,0.0
33.0,0.25,0.08032706968493003,0.0,-0.0,1.0,0,23.0285277541208,16.4752727474518,0.0
33.25,0.25,0.07688549636971775,0.0,-0.0,1.0,0,22.9591028715112,16.694870744976,0.0
33.5,0.25,0.07372671209011063,0.0,-0.0,1.0,0,22.8851489917965,16.9127669068815,0.0
33.75,0.25,0.058335239836521925,0.0,-0.0,1.0,0,22.8066741973681,17.1284415306526,0.0
34.0,0.25,0.04755422372030148,0.0,-0.0,1.0,0,22.7247594183654,17.3421880698746,0.0
34.25,0.25,0.04013653528715698,0.0,-0.0,1.0,0,22.6401497908182,17.554257801526,0.0
34.5,0.25,0.0347206728606326,0.0,-0.0,1.0,0,22.5533471101358,17.7648278527595,0.0
34.75,0.25,0.032646593746170356,0.0,-0.0,1.0,0,22.4646595228401,17.974300195701,0.0
35.0,0.25,0.032646593746170356,0.0,-0.0,1.0,0,22.3741730070354,18.1829554074558,0.0
35.25,0.25,0.032646593746170356,0.0,-0.0,1.0,0,22.2818941834084,18.3907790665507,0.0
35.5,0.25,0.032646593746170356,0.0,-0.0,1.0,0,22.187829788256,18.5977568051505,0.0
35.75,0.25,0.032646593746170356,0.0,-0.0,1.0,0,22.0919866730509,18.8038743099849,0.0
36.0,0.25,-0.015747165666981266,0.0,-0.0,1.0,0,21.9875063733832,19.019385934311,0.0
36.25,0.25,-0.01927151981395055,0.0,-0.0,1.0,0,21.8845405402315,19.2339672597753,0.0
36.5,0.25,-0.02482831504584093,0.0,-0.0,1.0,0,21.7832242591264,19.447681472164,0.0
36.75,0.25,-0.0348880039471456,0.0,-0.0,1.0,0,21.6837364056891,19.6606108351152,0.0
37.0,0.25,-0.04718587835554994,0.0,-0.0,1.0,0,21.5863401297861,19.8734735407794,0.0
37.25,0.25,-0.04937403019562106,0.0,-0.0,1.0,0,21.4916574075365,20.0874864092283,0.0
37.5,0.25,-0.05177499316398596,0.0,-0.0,1.0,0,21.3998199109497,20.3026712789982,0.0
37.75,0.25,-0.05442139989473367,0.0,-0.0,1.0,0,21.3109720671041,20.5190503629645,0.0
38.0,0.25,-0.05735291430282374,0.0,-0.0,1.0,0,21.2252729561773,20.7366461218527,0.0
38.25,0.25,-0.05731535388258327,0.0,-0.0,1.0,0,21.1429486624923,20.9556351020214,0.0
38.5,0.25,-0.05846223090493787,0.0,-0.0,1.0,0,21.0639986456792,21.1759109492395,0.0
38.75,0.25,-0.05965594298417563,0.0,-0.0,1.0,0,20.9885067956036,21.3974496224677,0.0
39.0,0.25,-0.06089941882742712,0.0,-0.0,1.0,0,20.916560018211,21.6202248690679,0.0
39.25,0.25,-0.06428007606973231,0.0,-0.0,1.0,0,20.8482078883791,21.8441225797586,0.0
39.5,0.25,-0.06703109515476023,0.0,-0.0,1.0,0,20.7836778886479,22.0691873307975,0.0
39.75,0.25,-0.07002811527985234,0.0,-0.0,1.0,0,20.7231452036958,22.2954057570043,0.0
40.0,0.25,-0.0733056775889622,0.0,-0.0,1.0,0,20.6668000398316,22.5227602541684,0.0
40.25,0.25,-0.07690510733473005,0.0,-0.0,1.0,0,20.6148495902581,22.751228113761,0.0
40.5,0.25,-0.07760931086570998,0.0,-0.0,1.0,0,20.5676041196817,22.9808709117268,0.0
40.75,0.25,-0.07942842378265048,0.0,-0.0,1.0,0,20.5250991497925,23.2115770910194,0.0
41.0,0.25,-0.08133486123216027,0.0,-0.0,1.0,0,20.4874630590733,23.4432768990938,0.0
41.25,0.25,-0.08333506572559608,0.0,-0.0,1.0,0,20.4548288464885,23.6758946828244,0.0
41.5,0.25,-0.08543612949491526,0.0,-0.0,1.0,0,20.4273343413315,23.9093483623968,0.0
