"Index","Length_m","TotalLength_m","Radius_m","Direction","Grade","X_m","Y_m","Z_m","CarAttitude","Sector"
"125","0.1","12.6","0","0","0","12.6","-2.31450600872429E-15","0","0","0"
"126","0.1","12.7","0","0","0","12.7","-2.33287510403162E-15","0","0","0"
"127","0.1","12.8","0","0","0","12.8","-2.35124419933896E-15","0","0","0"
"128","0.1","12.9","0","0","0","12.9","-2.36961329464629E-15","0","0","0"
"129","0.1","13","0","0","0","13","-2.38798238995363E-15","0","0","0"
"130","0.1","13.1","0","0","0","13.1","-2.40635148526097E-15","0","0","0"
"131","0.1","13.2","0","0","0","13.2","-2.4247205805683E-15","0","0","0"
"132","0.1","13.3","0","0","0","13.3","-2.44308967587564E-15","0","0","0"
"133","0.1","13.4","0","0","0","13.4","-2.46145877118297E-15","0","0","0"
"134","0.1","13.5","0","0","0","13.5","-2.47982786649031E-15","0","0","0"
"135","0.1","13.6","0","0","0","13.6","-2.49819696179764E-15","0","0","0"
"136","0.1","13.7","0","0","0","13.7","-2.51656605710498E-15","0","0","0"
"137","0.1","13.8","0","0","0","13.8","-2.53493515241231E-15","0","0","0"
"138","0.1","13.9","0","0","0","13.9","-2.55330424771965E-15","0","0","0"
"139","0.1","14","0","0","0","14","-2.57167334302699E-15","0","0","0"
"140","0.1","14.1","0","0","0","14.1","-2.59004243833432E-15","0","0","0"
"141","0.1","14.2","0","0","0","14.2","-2.60841153364166E-15","0","0","0"
"142","0.1","14.3","0","0","0","14.3","-2.62678062894899E-15","0","0","0"
"143","0.1","14.4","0","0","0","14.4","-2.64514972425633E-15","0","0","0"
"144","0.1","14.5","0","0","0","14.5","-2.66351881956366E-15","0","0","0"
"145","0.1","14.6","0","0","0","14.6","-2.681887914871E-15","0","0","0"
"146","0.1","14.7","0","0","0","14.7","-2.70025701017834E-15","0","0","0"
"147","0.1","14.8","0","0","0","14.8","-2.71862610548567E-15","0","0","0"
"148","0.1","14.9","0","0","0","14.9","-2.73699520079301E-15","0","0","0"
"149","0.1","15","0","0","0","15","-2.75536429610034E-15","0","0","0"
"150","0.1","15.1","0","0","0","15.1","-2.77373339140768E-15","0","0","0"
"151","0.1","15.2","0","0","0","15.2","-2.79210248671501E-15","0","0","0"
"152","0.1","15.3","0","0","0","15.3","-2.81047158202235E-15","0","0","0"
"153","0.1","15.4","0","0","0","15.4","-2.82884067732968E-15","0","0","0"
"154","0.1","15.5","0","0","0","15.5","-2.84720977263702E-15","0","0","0"
"155","0.1","15.6","0","0","0","15.6","-2.86557886794436E-15","0","0","0"
"156","0.1","15.7","0","0","0","15.7","-2.88394796325169E-15","0","0","0"
"157","0.1","15.8","0","0","0","15.8","-2.90231705855903E-15","0","0","0"
"158","0.1","15.9","0","0","0","15.9","-2.92068615386636E-15","0","0","0"
"159","0.1","16","0","0","0","16","-2.9390552491737E-15","0","0","0"
"160","0.1","16.1","0","0","0","16.1","-2.95742434448103E-15","0","0","0"
"161","0.1","16.2","0","0","0","16.2","-2.97579343978837E-15","0","0","0"
"162","0.1","16.3","0","0","0","16.3","-2.9941625350957E-15","0","0","0"
"163","0.1","16.4","0","0","0","16.4","-3.01253163040304E-15","0","0","0"
"164","0.1","16.5","0","0","0","16.5","-3.03090072571038E-15","0","0","0"
"165","0.1","16.6","0","0","0","16.6","-3.04926982101771E-15","0","0","0"
"166","0.1","16.7","0","0","0","16.7","-3.06763891632505E-15","0","0","0"
"167","0.1","16.8","0","0","0","16.8","-3.08600801163238E-15","0","0","0"
"168","0.1","16.9","0","0","0","16.9","-3.10437710693972E-15","0","0","0"
"169","0.1","17","0","0","0","17","-3.12274620224705E-15","0","0","0"
"170","0.1","17.1","0","0","0","17.1","-3.14111529755439E-15","0","0","0"
"171","0.1","17.2","0","0","0","17.2","-3.15948439286172E-15","0","0","0"
"172","0.1","17.3","0","0","0","17.3","-3.17785348816906E-15","0","0","0"
