candidate_id,label,source,compound,tire_size,rim,pressure_psi,is_candidate,path,max_lateral_g__05mps,max_accel_g__05mps,max_brake_g__05mps,ggv_area_g2__05mps,max_lateral_g__10mps,max_accel_g__10mps,max_brake_g__10mps,ggv_area_g2__10mps,max_lateral_g__15mps,max_accel_g__15mps,max_brake_g__15mps,ggv_area_g2__15mps,max_lateral_g__20mps,max_accel_g__20mps,max_brake_g__20mps,ggv_area_g2__20mps,max_lateral_g__25mps,max_accel_g__25mps,max_brake_g__25mps,ggv_area_g2__25mps,mean_max_lateral_g,mean_max_accel_g,mean_max_brake_g,mean_ggv_area_g2,fz_min_seen_n,fz_max_seen_n,fz_range_exceeded,fz_max_excess_pct
Round_8_Hoosier_LC0_16x7p5_10_on_7in_12psi_PAC02_UM2,LC0 16x7p5_10 on 7in 12 psi,round8_fabricated_longitudinal_um3,LC0,16x7p5_10,7in,12.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_LC0_16x7p5_10_on_7in_12psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.5057142857142858,1.4466666666666668,1.6811111111111112,6.472520634920636,1.602857142857143,1.4155555555555555,1.7566666666666668,6.939561904761905,1.7000000000000002,1.3844444444444444,1.8888888888888893,7.689612698412699,1.8457142857142856,1.3377777777777777,2.058888888888889,8.763796825396826,2.04,1.0733333333333333,2.285555555555556,9.613796825396824,1.738857142857143,1.3315555555555554,1.9342222222222225,7.895857777777778,189.30097306378394,1394.3501584067421,1,27.687743443840855
Round_8_Hoosier_LC0_16x7p5_10_on_7in_14psi_PAC02_UM2,LC0 16x7p5_10 on 7in 14 psi,round8_fabricated_longitudinal_um3,LC0,16x7p5_10,7in,14.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_LC0_16x7p5_10_on_7in_14psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.5057142857142858,1.4466666666666668,1.6811111111111112,6.4335015873015875,1.602857142857143,1.4155555555555555,1.7566666666666668,6.89676507936508,1.7000000000000002,1.3844444444444444,1.8888888888888893,7.642930158730159,1.8457142857142856,1.3377777777777777,2.058888888888889,8.679228571428572,2.04,1.0733333333333333,2.285555555555556,9.59447619047619,1.738857142857143,1.3315555555555554,1.9342222222222225,7.8493803174603185,189.30097306378394,1394.3501584067421,1,27.80478078888562
Round_8_Hoosier_LC0_16x7p5_10_on_7in_8psi_PAC02_UM2,LC0 16x7p5_10 on 7in 8 psi,round8_fabricated_longitudinal_um3,LC0,16x7p5_10,7in,8.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_LC0_16x7p5_10_on_7in_8psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.6514285714285715,1.4466666666666668,1.6811111111111112,7.042533333333333,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.493168253968254,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.344301587301587,1.9914285714285715,1.3377777777777777,2.058888888888889,9.501866666666666,2.185714285714286,1.0733333333333333,2.285555555555556,10.44852380952381,1.8845714285714288,1.3315555555555554,1.9342222222222225,8.566078730158731,181.84308597056935,1400.5385013825016,1,28.254441518544105
Round_8_Hoosier_LC0_16x7p5_10_on_8in_10psi_PAC02_UM2,LC0 16x7p5_10 on 8in 10 psi,round8_fabricated_longitudinal_um3,LC0,16x7p5_10,8in,10.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_LC0_16x7p5_10_on_8in_10psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.6514285714285715,1.4466666666666668,1.6811111111111112,7.0602888888888895,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.55539365079365,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.37727619047619,2.04,1.3377777777777777,2.058888888888889,9.536784126984129,2.2342857142857144,1.0733333333333333,2.285555555555556,10.50508253968254,1.904,1.3315555555555554,1.9342222222222225,8.606965079365079,181.84308597056935,1400.5385013825016,1,28.371998293538187
Round_8_Hoosier_LC0_16x7p5_10_on_8in_12psi_PAC02_UM2,LC0 16x7p5_10 on 8in 12 psi,round8_fabricated_longitudinal_um3,LC0,16x7p5_10,8in,12.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_LC0_16x7p5_10_on_8in_12psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.5542857142857143,1.4466666666666668,1.6811111111111112,6.563780952380953,1.602857142857143,1.4155555555555555,1.7566666666666668,6.985866666666667,1.7000000000000002,1.3844444444444444,1.8888888888888893,7.731869841269841,1.8457142857142856,1.3377777777777777,2.058888888888889,8.81031746031746,2.04,1.0733333333333333,2.285555555555556,9.648984126984127,1.7485714285714287,1.3315555555555554,1.9342222222222225,7.94816380952381,189.30097306378394,1395.6197025241975,1,27.804002062655446
Round_8_Hoosier_LC0_16x7p5_10_on_8in_14psi_PAC02_UM2,LC0 16x7p5_10 on 8in 14 psi,round8_fabricated_longitudinal_um3,LC0,16x7p5_10,8in,14.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_LC0_16x7p5_10_on_8in_14psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.5542857142857143,1.4466666666666668,1.6811111111111112,6.575761904761905,1.602857142857143,1.4155555555555555,1.7566666666666668,7.002003174603176,1.7000000000000002,1.3844444444444444,1.8888888888888893,7.755831746031746,1.8457142857142856,1.3377777777777777,2.058888888888889,8.85484126984127,2.04,1.0733333333333333,2.285555555555556,9.752711111111111,1.7485714285714287,1.3315555555555554,1.9342222222222225,7.988229841269842,189.30097306378394,1395.6197025241975,1,27.921145969220664
Round_8_Hoosier_LC0_16x7p5_10_on_8in_8psi_PAC02_UM2,LC0 16x7p5_10 on 8in 8 psi,round8_fabricated_longitudinal_um3,LC0,16x7p5_10,8in,8.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_LC0_16x7p5_10_on_8in_8psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.6514285714285715,1.4466666666666668,1.6811111111111112,6.986352380952381,1.7000000000000002,1.4155555555555555,1.7566666666666668,7.424790476190476,1.7971428571428572,1.3844444444444444,1.8888888888888893,8.220498412698413,1.9914285714285715,1.3377777777777777,2.058888888888889,9.365003174603174,2.137142857142857,1.0733333333333333,2.285555555555556,10.298707936507936,1.8554285714285714,1.3315555555555554,1.9342222222222225,8.459070476190476,181.84308597056935,1400.5385013825016,1,28.254441518544105
Round_8_Hoosier_R25B_16x6_10_on_6in_10psi_PAC02_UM2,R25B 16x6_10 on 6in 10 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,6in,10.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_6in_10psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.7000000000000002,1.4466666666666668,1.6811111111111112,7.08932380952381,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.591390476190476,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.408092063492063,2.04,1.3377777777777777,2.058888888888889,9.585301587301588,2.2342857142857144,1.0733333333333333,2.285555555555556,10.553168253968254,1.913714285714286,1.3315555555555554,1.9342222222222225,8.645455238095238,181.84308597056935,1401.8080454999567,1,28.370700137358675
Round_8_Hoosier_R25B_16x6_10_on_6in_12psi_PAC02_UM2,R25B 16x6_10 on 6in 12 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,6in,12.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_6in_12psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.602857142857143,1.4466666666666668,1.6811111111111112,6.768644444444444,1.6514285714285715,1.4155555555555555,1.7566666666666668,7.200714285714286,1.7485714285714287,1.3844444444444444,1.8888888888888893,7.9786126984126975,1.8942857142857144,1.3377777777777777,2.058888888888889,9.080104761904762,2.0885714285714285,1.0733333333333333,2.285555555555556,9.995568253968257,1.7971428571428572,1.3315555555555554,1.9342222222222225,8.20472888888889,185.43673411613923,1397.444329894622,1,28.20590182519467
Round_8_Hoosier_R25B_16x6_10_on_6in_14psi_PAC02_UM2,R25B 16x6_10 on 6in 14 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,6in,14.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_6in_14psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.7485714285714287,1.4466666666666668,1.6811111111111112,7.242485714285714,1.7971428571428572,1.4155555555555555,1.7566666666666668,7.750003174603175,1.942857142857143,1.3844444444444444,1.8888888888888893,8.599571428571428,2.0885714285714285,1.3377777777777777,2.058888888888889,9.815853968253968,2.3314285714285714,1.0733333333333333,2.285555555555556,10.88183492063492,1.9817142857142858,1.3315555555555554,1.9342222222222225,8.857949841269841,181.57249516849458,1403.6326728703814,1,28.537790555895732
Round_8_Hoosier_R25B_16x6_10_on_6in_8psi_PAC02_UM2,R25B 16x6_10 on 6in 8 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,6in,8.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_6in_8psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.7000000000000002,1.4466666666666668,1.6811111111111112,7.197368253968254,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.647679365079366,1.8942857142857144,1.3844444444444444,1.8888888888888893,8.47096507936508,2.04,1.3377777777777777,2.058888888888889,9.64299365079365,2.2342857142857144,1.0733333333333333,2.285555555555556,10.606542857142859,1.9234285714285715,1.3315555555555554,1.9342222222222225,8.71310984126984,177.97884702292464,1402.363128752926,1,28.657167775497804
Round_8_Hoosier_R25B_16x6_10_on_7in_10psi_PAC02_UM2,R25B 16x6_10 on 7in 10 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,7in,10.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_7in_10psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.7000000000000002,1.4466666666666668,1.6811111111111112,7.097526984126985,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.589555555555556,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.409603174603175,2.04,1.3377777777777777,2.058888888888889,9.576450793650796,2.2342857142857144,1.0733333333333333,2.285555555555556,10.534441269841269,1.913714285714286,1.3315555555555554,1.9342222222222225,8.641515555555555,181.57249516849458,1401.8080454999567,1,28.48836347387321
Round_8_Hoosier_R25B_16x6_10_on_7in_12psi_PAC02_UM2,R25B 16x6_10 on 7in 12 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,7in,12.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_7in_12psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.602857142857143,1.4466666666666668,1.6811111111111112,6.889209523809524,1.7000000000000002,1.4155555555555555,1.7566666666666668,7.31836507936508,1.7971428571428572,1.3844444444444444,1.8888888888888893,8.143161904761904,1.942857142857143,1.3377777777777777,2.058888888888889,9.219504761904762,2.137142857142857,1.0733333333333333,2.285555555555556,10.1388,1.8359999999999999,1.3315555555555554,1.9342222222222225,8.341808253968253,181.84308597056935,1398.713874012077,1,28.20475472154693
Round_8_Hoosier_R25B_16x6_10_on_7in_14psi_PAC02_UM2,R25B 16x6_10 on 7in 14 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,7in,14.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_7in_14psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.5542857142857143,1.4466666666666668,1.6811111111111112,6.667885714285715,1.6514285714285715,1.4155555555555555,1.7566666666666668,7.1384349206349205,1.7485714285714287,1.3844444444444444,1.8888888888888893,7.912825396825396,1.8942857142857144,1.3377777777777777,2.058888888888889,9.013561904761904,2.0885714285714285,1.0733333333333333,2.285555555555556,9.895673015873015,1.7874285714285711,1.3315555555555554,1.9342222222222225,8.12567619047619,189.03038226170918,1396.1747857771668,1,27.972024360876883
Round_8_Hoosier_R25B_16x6_10_on_7in_8psi_PAC02_UM2,R25B 16x6_10 on 7in 8 psi,round8_fabricated_longitudinal_um3,R25B,16x6_10,7in,8.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x6_10_on_7in_8psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.6514285714285715,1.4466666666666668,1.6811111111111112,7.113609523809524,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.6048825396825395,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.414622222222224,1.9914285714285715,1.3377777777777777,2.058888888888889,9.573158730158731,2.185714285714286,1.0733333333333333,2.285555555555556,10.509130158730162,1.8845714285714288,1.3315555555555554,1.9342222222222225,8.643080634920636,181.57249516849458,1401.8080454999567,1,28.48836347387321
Round_8_Hoosier_R25B_16x7p5_10_on_7in_10psi_PAC02_UM2,R25B 16x7p5_10 on 7in 10 psi,round8_fabricated_longitudinal_um3,R25B,16x7p5_10,7in,10.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x7p5_10_on_7in_10psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.6514285714285715,1.4466666666666668,1.6811111111111112,7.041777777777778,1.7485714285714287,1.4155555555555555,1.7566666666666668,7.489822222222222,1.8457142857142856,1.3844444444444444,1.8888888888888893,8.345812698412697,1.9914285714285715,1.3377777777777777,2.058888888888889,9.507155555555556,2.185714285714286,1.0733333333333333,2.285555555555556,10.465092063492062,1.8845714285714288,1.3315555555555554,1.9342222222222225,8.569932063492065,181.84308597056935,1400.5385013825016,1,28.254441518544105
Round_8_Hoosier_R25B_16x7p5_10_on_7in_12psi_PAC02_UM2,R25B 16x7p5_10 on 7in 12 psi,round8_fabricated_longitudinal_um3,R25B,16x7p5_10,7in,12.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x7p5_10_on_7in_12psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.602857142857143,1.4466666666666668,1.6811111111111112,6.775012698412699,1.6514285714285715,1.4155555555555555,1.7566666666666668,7.204977777777778,1.7485714285714287,1.3844444444444444,1.8888888888888893,7.9837936507936496,1.8942857142857144,1.3377777777777777,2.058888888888889,9.082695238095237,2.0885714285714285,1.0733333333333333,2.285555555555556,9.939657142857143,1.7971428571428572,1.3315555555555554,1.9342222222222225,8.1972273015873,185.43673411613923,1397.444329894622,1,28.088389541211903
Round_8_Hoosier_R25B_16x7p5_10_on_7in_14psi_PAC02_UM2,R25B 16x7p5_10 on 7in 14 psi,round8_fabricated_longitudinal_um3,R25B,16x7p5_10,7in,14.0,1,vehicles/current/tires/round_8_fabricated_longitudinal_um3/Round_8_Hoosier_R25B_16x7p5_10_on_7in_14psi_PAC02_UM2_fabricated_longitudinal_UM3.tir,1.5542857142857143,1.4466666666666668,1.6811111111111112,6.626168253968253,1.602857142857143,1.4155555555555555,1.7566666666666668,7.048469841269841,1.7485714285714287,1.3844444444444444,1.8888888888888893,7.814765079365079,1.8942857142857144,1.3377777777777777,2.058888888888889,8.919279365079365,2.0885714285714285,1.0733333333333333,2.285555555555556,9.833015873015874,1.7777142857142856,1.3315555555555554,1.9342222222222225,8.048339682539682,189.30097306378394,1395.6197025241975,1,27.804002062655446
