candidate_id,raw_endurance_time_s,terminal_energy_kwh,cohort_efficiency_energy_eligible,cohort_efficiency_time_eligible,cohort_efficiency_eligible,cohort_efficiency_factor,cohort_efficiency_unclipped_points,cohort_efficiency_points
tenpower_60xg_110s2p,1373.8543496478535,3.9622170634503777,True,True,True,0.6635183834990813,68.91991646366574,68.91991646366574
reliance_rs50_130s2p,1375.2099752173176,3.9608139767031454,True,True,True,0.6630991286946532,68.84140572447446,68.84140572447446
molicel_p30b_110s4p,1376.3102844323057,3.997437331827391,True,True,True,0.656498741430829,67.60540013179373,67.60540013179373
ampace_jp50_130s2p,1376.6822138629466,3.965958240189513,True,True,True,0.661530814157,68.54771908729089,68.54771908729089
tenpower_50xg_130s2p,1378.451921468566,3.9606224562608814,True,True,True,0.6615715921116424,68.55535527256025,68.55535527256025
molicel_p50b_130s2p,1383.365466253431,3.897783710396901,True,True,True,0.6698495204199094,70.1055015406294,70.1055015406294
tenpower_30xg_140s3p,1390.4879154319285,3.857246571513985,True,True,True,0.673421994168304,70.77449221590722,70.77449221590722
reliance_rs50_125s2p,1391.330051878574,3.796237516818591,True,True,True,0.6838303539667251,72.72358859575026,72.72358859575026
ampace_jp30_140s3p,1391.4782415946795,3.859976836658462,True,True,True,0.6724667239331745,70.59560584061636,70.59560584061636
ampace_jp50_125s2p,1393.651198351862,3.792257563226221,True,True,True,0.6834079054211285,72.64447978832632,72.64447978832632
tenpower_50xg_125s2p,1394.528357945824,3.7946490719418455,True,True,True,0.6825476067162995,72.48337802746866,72.48337802746866
molicel_p30b_140s3p,1395.9469634545312,3.799499083749023,True,True,True,0.6809836023716462,72.19049852817571,72.19049852817571
molicel_p50b_125s2p,1399.5382479719888,3.732638233797398,True,True,True,0.6914029765946589,74.1416574976595,74.1416574976595
tenpower_30xg_135s3p,1405.9803595307462,3.701328527548017,True,True,True,0.6940568238887079,74.63862380682494,74.63862380682494
reliance_rs50_120s2p,1407.351453263038,3.630042272576103,True,True,True,0.7069971588754556,77.0618644100612,77.0618644100612
ampace_jp30_135s3p,1407.688814851239,3.702415066477058,True,True,True,0.6930110390246117,74.4427874279736,74.4427874279736
ampace_jp50_120s2p,1410.303163543399,3.625470776451374,True,True,True,0.706407055203202,76.95136006993492,76.95136006993492
molicel_p30b_135s3p,1410.7707415762748,3.6520926522546975,True,True,True,0.7010252903711726,75.94355686612307,75.94355686612307
tenpower_50xg_120s2p,1411.223997940704,3.627730329652788,True,True,True,0.7055064165262651,76.78270414155025,76.78270414155025
molicel_p50b_120s2p,1415.263037295195,3.5710503583550883,True,True,True,0.7146588532181466,78.49661311168356,78.49661311168356
tenpower_30xg_130s3p,1420.445798274466,3.5506635303345324,True,True,True,0.7161396688371341,78.77391447501859,78.77391447501859
ampace_jp30_130s3p,1421.3837622130245,3.553123700987061,True,True,True,0.7151715664628362,78.5926251201533,78.5926251201533
reliance_rs50_115s2p,1424.613977894553,3.460266419045185,True,True,True,0.7326982895863399,81.87472462979116,81.87472462979116
molicel_p30b_130s3p,1424.710455057273,3.503660727517925,True,True,True,0.7235745121460125,80.16618246523866,80.16618246523866
ampace_jp50_115s2p,1426.6872626410498,3.457309420939932,True,True,True,0.73225927868694,81.79251431315109,81.79251431315109
tenpower_50xg_115s2p,1427.4148042870993,3.459697028861956,True,True,True,0.731380962539374,81.6280385593596,81.6280385593596
molicel_p50b_115s2p,1432.594381909982,3.4013907595193915,True,True,True,0.7412285619591396,83.47212550013974,83.47212550013974
tenpower_30xg_125s3p,1436.1914904973598,3.3950853378426658,True,True,True,0.7407452457097834,83.38161844905929,83.38161844905929
ampace_jp30_125s3p,1437.0348228863131,3.3972555813197847,True,True,True,0.7398376079146977,83.211651847705,83.211651847705
molicel_p30b_125s3p,1440.2850493645042,3.3565789475544583,True,True,True,0.7471135241765094,84.5741587479843,84.5741587479843
ampace_jp50_110s2p,1445.739557825234,3.291049604729826,True,True,True,0.7591147402227331,86.82153750913716,86.82153750913716
tenpower_50xg_110s2p,1446.5591879982192,3.2927914208917723,True,True,True,0.7582832927805035,86.66583851034531,86.66583851034531
molicel_p50b_110s2p,1451.9247793360594,3.2421168512424714,True,True,True,0.7672892900386894,88.35232485332024,88.35232485332024
tenpower_30xg_120s3p,1454.4538017824134,3.242253567885802,True,True,True,0.7659228196762697,88.09643607851453,88.09643607851453
reliance_rs50_110s2p,1454.6818347347305,3.295809961888868,True,True,True,0.7533585807404745,85.74362419465206,85.74362419465206
ampace_jp30_120s3p,1455.1581376686568,3.244563146338287,True,True,True,0.765007149123045,87.92496524209226,87.92496524209226
molicel_p30b_120s3p,1459.4189636379615,3.1985057404618225,True,True,True,0.7737573675836881,89.56355378579944,89.56355378579944
tenpower_30xg_115s3p,1473.450944759641,3.0892800549130395,True,True,True,0.7934854268112086,93.25788118861678,93.25788118861678
ampace_jp30_115s3p,1474.2792304033685,3.090972882197727,True,True,True,0.7926053050367557,93.0930673084637,93.0930673084637
molicel_p30b_115s3p,1478.709784142588,3.051367497562512,True,True,True,0.8004873156874742,94.56907301183399,94.56907301183399
tenpower_30xg_110s3p,1495.8300220504302,2.9349696674143297,True,True,True,0.8227086324874819,98.73029427714907,98.73029427714907
ampace_jp30_110s3p,1496.6410899303205,2.9363567748079618,True,True,True,0.8218743565244292,98.57406560223117,98.57406560223117
molicel_p30b_110s3p,1499.8663608735603,2.9031450202692963,True,True,True,0.8294889816473378,100.0,100.0
