candidate_id,cell_id,manufacturer,cell_model,form_factor,series_cells,parallel_cells,total_cells,maximum_pack_voltage_v,nominal_pack_voltage_v,nominal_pack_energy_kwh,model_usable_energy_kwh,cell_envelope_l,cell_envelope_vs_baseline_pct,cell_mass_kg,cell_capacity_ah,cell_dcir_mohm,cell_continuous_current_a,pack_current_limit_a,pack_mass_kg,source_url,dcir_basis,cell_nominal_voltage_v,cell_maximum_voltage_v,cell_minimum_voltage_v,cell_pulse_current_a,cell_pulse_duration_s,cell_document_status,power_limit_kw,vehicle_mass_kg,pack_resistance_initial_mohm,simulation_fidelity,regen_endurance_only,regen_command_power_kw,regen_active_rms_target_kw,regen_active_power_threshold_kw,completed_target_distance,target_distance_m,elapsed_time_s,equivalent_average_lap_time_s,fastest_completed_lap_time_s,slowest_completed_lap_time_s,completed_full_laps_before_target,final_soc,remaining_usable_chemical_kwh,terminal_energy_kwh,terminal_discharge_energy_kwh,terminal_regenerated_energy_kwh,chemical_energy_kwh,chemical_discharge_energy_kwh,chemical_regenerated_energy_kwh,mechanical_energy_kwh,positive_motor_shaft_energy_kwh,regenerative_wheel_energy_kwh,mechanical_braking_energy_kwh,pack_resistive_heat_kwh,regen_pack_resistive_heat_kwh,motor_loss_kwh,inverter_loss_kwh,drivetrain_loss_kwh,average_battery_terminal_power_kw,peak_battery_terminal_power_kw,peak_regen_terminal_power_kw,regen_active_rms_terminal_power_kw,regen_whole_event_rms_terminal_power_kw,regen_active_duration_s,regen_active_duty_fraction,average_motor_shaft_power_kw,peak_motor_shaft_power_kw,peak_pack_current_a,peak_pack_charge_current_a,peak_cell_current_a,peak_cell_charge_current_a,rms_cell_current_a,minimum_terminal_voltage_v,maximum_terminal_voltage_v,battery_discharge_efficiency_pct,battery_charge_storage_efficiency_pct,chemical_to_motor_efficiency_pct,adiabatic_cell_temperature_rise_c,distance_reached_m,maximum_achieved_terminal_power_kw,pack_current_limit_respected,power_limit_respected,regen_active_rms_error_kw,solver_energy_balance_relative,search_status,search_evaluations,reserve_target_kwh,reserve_error_kwh,constraint_valid,equal_reserve_eligible
tenpower_60xg_120s3p,tenpower_60xg,Tenpower,INR21700-60XG,21700,120,3,360,504.0,432.0,7.776,7.62156,9.21421664015334,80.01689535096712,0.076,6.0,10.235,40.0,120.0,34.2,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,3.6,4.2,2.5,160.0,3.0,"V0.1 DRAFT manufacturer specification, effective 2025-12-09",42.29296875,257.08515114,429.87,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1221.9283921512442,59.4284192019968,59.38410027726718,60.553201755932704,20,0.1204801261444271,0.4984559681428318,6.437746718771118,7.231501297145951,0.7937545783748324,7.123121768715576,7.901942890807559,0.7788211220919837,5.433076911517905,6.435947990410205,1.0285857219408197,3.2697871484289687,0.6853750499444567,0.0149334562828486,0.7634035016419963,0.2412663056112163,0.1866133428087758,18.966650039757344,42.29296874838936,10.058999998187003,8.740314477090998,4.640251681300671,344.3757545413925,0.2818297346664545,16.006729205326078,38.4377691261907,119.59479257643495,24.33304321762317,39.86493085881165,8.111014405874391,22.89299119058145,344.54200883941166,503.9999879767256,91.5154841926086,98.11863053269887,81.44766520518938,90.18092762427062,22000.0,42.29296874838936,True,True,0.1660473346810356,-1.8853015176479083e-14,converged,12,0.5,-0.0015440318571681,True,True
tenpower_60xg_125s3p,tenpower_60xg,Tenpower,INR21700-60XG,21700,125,3,375,525.0,450.0,8.1,7.939125,9.598142333493062,83.35093265725742,0.076,6.0,10.235,40.0,120.0,35.625,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,3.6,4.2,2.5,160.0,3.0,"V0.1 DRAFT manufacturer specification, effective 2025-12-09",47.671875,258.51015114,447.78125,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1216.8449572794348,59.18118663052338,59.1083564880252,60.27750551942751,20,0.1185040954880498,0.5043513555623601,6.692105632970218,7.506962148944676,0.814856515974457,7.434792409118174,8.234857112688497,0.8000647035703224,5.666179779626996,6.698008209593207,1.0582855691961142,3.453125766686398,0.7426867761479552,0.0147918124041345,0.7781522912119552,0.2477735621312683,0.1939073444697332,19.798397597468472,47.6718749919239,10.05899998951331,8.767847864365564,4.716996403647084,352.1627372390446,0.2894064154453938,16.763226148598775,43.38708627634236,119.99999732758484,23.40168852387305,39.99999910919495,7.8005628412910175,23.40208772721353,358.3703761479118,524.9999879535799,91.1608063894362,98.18473410788825,81.33727298404159,93.81306646079436,22000.0,47.6718749919239,True,True,0.1935807219556018,4.091384783640922e-15,converged,10,0.5,0.0043513555623601,True,True
ampace_jp50_125s3p,ampace_jp50,Ampace,JP50P1 (JP50),21700,125,3,375,525.0,447.5,6.7125,6.615937499999999,9.457969414843948,82.13366132529109,0.072,5.0,8.188,40.0,120.0,33.74999999999999,https://www.dnkpower.com/wp-content/uploads/2025/09/Full-Tab-Battery-Cell-3.58V-5000mAh-21700B-datasheet.pdf,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,3.58,4.2,2.5,180.0,5.0,"Manufacturer specification, public copy",32.046875,256.63515114,358.2250000000001,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1243.709381502296,60.48773640430004,60.437976052939405,61.60173866181152,20,0.1317934795897717,0.5038338538348474,5.759637157658068,6.494580327831731,0.7349431701736631,6.112118204830097,6.836442356761882,0.7243241519317859,4.804269570182883,5.726880727639733,0.9462678538018976,2.797159547207114,0.3524810471720299,0.0106190182418772,0.7210045617647197,0.2343630257104646,0.1668287145360409,16.671655031276906,32.04687499972697,10.058999999029686,8.674592803078768,4.4157825787592735,322.25051706654017,0.2591043549718091,13.90627964208731,28.934266087448517,82.76998548639192,23.395171680249227,27.58999516213064,7.798390560083075,17.8442206670884,387.1797848284794,524.9999876816809,94.99941620085455,98.55512389626423,83.76989710116273,46.997472956270656,22000.0,32.04687499972697,True,True,0.1003256606688065,-9.409830451638256e-15,converged,8,0.5,0.0038338538348473,True,True
reliance_rs50_110s2p,reliance_rs50,Reliance,INR21700-RS50,21700,110,2,220,462.0,396.0,3.96,3.88135,5.53686131894872,48.08248709938782,0.067,5.0,8.188,40.0,80.0,18.425,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,3.6,4.2,2.5,,,"A0 manufacturer specification, dated 2025-01-02",11.625,241.31015114,472.8570000000001,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1402.5616261404352,68.21350646265302,68.13733153528526,69.47498244999586,20,0.187359876306644,0.5032449680835072,3.2472312337900937,3.672305906523066,0.4250746727329723,3.37811140633225,3.793601223740199,0.4154898174079481,2.4780718897972505,3.007070392178548,0.5425625665449204,1.1197246315480585,0.1308801725421567,0.0095848553250242,0.5793209295356538,0.1898384144571893,0.0887408239680867,8.334772764183585,11.625000000909017,10.058999987840636,8.040459512894822,3.079467120911102,205.7048373419408,0.1466636713197399,6.3605467574491135,10.133785666467563,32.150195885756084,25.722925424736506,16.075097942878042,12.861462712368253,13.416897759065025,361.5840381674791,461.999982287714,96.80263396009912,97.74513610434622,79.26690800710486,31.965306726713983,22000.0,11.625000000909017,True,True,-0.5338076295151399,-1.2592211844898638e-14,converged,9,0.5,0.0032449680835071,True,True
reliance_rs50_125s3p,reliance_rs50,Reliance,INR21700-RS50,21700,125,3,375,525.0,450.0,6.75,6.615937499999999,9.43783179366259,81.95878482850196,0.067,5.0,8.188,40.0,120.0,31.40625,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,3.6,4.2,2.5,,,"A0 manufacturer specification, dated 2025-01-02",32.2265625,254.29140114,358.2250000000001,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1241.2928863916009,60.37021029936589,60.32070166162953,61.48381385756394,20,0.1315618752153488,0.502374233425461,5.759601578067319,6.4936960031540405,0.7340944250867213,6.113577838245916,6.837064984165806,0.7234871459198906,4.804144760993072,5.726235336813076,0.9457339239179526,2.7876705037552627,0.3539762601785976,0.0106072791668306,0.7214864154420365,0.2339704016322105,0.1667992315182759,16.704007497631824,32.22656250003708,10.058999998779552,8.678972711161192,4.417460311331964,321.5367697366861,0.2590337649250399,13.932989811816975,29.100511919377336,83.28801620426188,23.397174914759024,27.76267206808729,7.799058304919675,17.899087704129514,386.929112455671,524.9999877816178,94.97783066554165,98.55505248312195,83.75282888307574,50.71898653305279,22000.0,32.22656250003708,True,True,0.1047055687512301,1.0172652241676586e-14,converged,8,0.5,0.0023742334254609,True,True
reliance_rs50_135s3p,reliance_rs50,Reliance,INR21700-RS50,21700,135,3,405,567.0,486.0,7.29,7.1452125,10.192858337155595,88.51548761478212,0.067,5.0,8.188,40.0,120.0,33.91875,https://birikimpilleri.net/documents/contract/AB9F4D23-D6A7-CB6F-D0E2EB2F8468BB35.PDF,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,3.6,4.2,2.5,,,"A0 manufacturer specification, dated 2025-01-02",38.71875,256.80390114,386.8830000000001,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1227.6506667068245,59.7067217058606,59.66172714500797,60.83452073758504,20,0.1251550907298446,0.4990130697953419,6.233441686652294,7.0132357396429175,0.7797940529906238,6.646215817588518,7.415477825845007,0.7692620082564894,5.237757687504378,6.221266862698421,1.0087273591733763,3.1202827277616887,0.4127741309362234,0.0105320447341343,0.7489690974112616,0.2467149017366537,0.1807498555467951,18.279133209893214,38.71874999832804,10.05899999750951,8.739025886477284,4.589878619171409,338.6199736847633,0.2758276298526454,15.359359292001876,35.08895496864931,93.99390429882972,21.76859859745869,31.33130143294325,7.256199532486232,18.691890827514104,411.9282881412478,566.9999876544205,94.57564170982802,98.64938124447826,83.89569773933613,54.76273710596663,22000.0,38.71874999832804,True,True,0.1647587440673223,9.617070493918204e-15,converged,6,0.5,-0.000986930204658,True,True
tenpower_30xg_125s5p,tenpower_30xg,Tenpower,INR18650-30XG,18650,125,5,625,525.0,450.0,6.75,6.6159375,10.970502905567074,95.26860689566256,0.048,3.0,10.235,40.0,200.0,37.5,https://static.dianchi.cn/uploads/2025/08/14/dc24ug2qundv6vmnaf.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,3.6,4.2,2.5,,,"Manufacturer specification, public copy",32.984375,260.38515114,268.66875,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1243.7632105071189,60.4903543749474,60.441453094790006,61.60784181046542,20,0.1309175932964889,0.4983145184404761,5.849353368919166,6.597898291180161,0.748544922260994,6.117637740970879,6.857993691382538,0.7403559504116606,4.886136613191883,5.825533161875653,0.963483639675662,2.8700874219450045,0.2682843720517116,0.0081889718493333,0.7261475602474001,0.2370691954798833,0.169725420038783,16.93061183207306,32.984374999301906,10.05899999897413,8.688153929015067,4.461181681343735,327.9135376732805,0.2636462751937971,14.14263716669894,29.796019998180817,83.49429093169945,23.52799646527481,16.69885818633989,4.705599293054963,10.7849916159508,395.04925129225967,524.9999899868895,96.20741266459312,98.9060146417668,84.94515195013622,32.194124646205395,22000.0,32.984374999301906,True,True,0.1138867866051054,2.0935315512977445e-15,converged,9,0.5,-0.0016854815595239,True,True
tenpower_50xg_125s3p,tenpower_50xg,Tenpower,INR21700-50XG,21700,125,3,375,525.0,450.0,6.75,6.615937499999999,9.598142333493062,83.35093265725742,0.075,5.0,8.188,40.0,120.0,35.15625,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/95856/INR21700-50XG%20specification.pdf,Estimated as 2.047 x published maximum 4.0 mOhm ACIR; no DCIR value is published.,3.6,4.2,2.5,140.0,3.0,"V0.1 manufacturer specification, public copy",32.0234375,258.04140114,358.2250000000001,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1244.8873345813422,60.54502608660179,60.4952054756543,61.65946760540159,20,0.1306300704279512,0.4965031211440724,5.76643012916202,6.502535405155824,0.7361052759938044,6.119448986219129,6.8449126736854655,0.7254636874663364,4.810616486104858,5.734565987847106,0.9476405146074338,2.807389021754593,0.3530188570571098,0.010641588527468,0.7211205684400973,0.2346930746170639,0.1670551625613636,16.67552387137476,32.023437499331685,10.05899999791602,8.674148661428646,4.417408834819647,322.8298977234017,0.2593245900698073,13.91147525474796,28.9127451102105,82.7556771213586,23.404749779263188,27.58522570711953,7.801583259754396,17.84775716023355,386.9635880274908,524.9999875928886,94.99807689518268,98.55433877809108,83.77851203117656,45.18641370331006,22000.0,32.023437499331685,True,True,0.0998815190186839,2.1444631539359392e-14,converged,8,0.5,-0.0034968788559275,True,True
tenpower_60xg_115s3p,tenpower_60xg,Tenpower,INR21700-60XG,21700,115,3,345,483.0,414.0,7.452,7.303995,8.830290946813616,76.68285804467682,0.076,6.0,10.235,40.0,120.0,32.775,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,3.6,4.2,2.5,160.0,3.0,"V0.1 DRAFT manufacturer specification, effective 2025-12-09",37.9375,255.66015114,411.95875,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1228.2307628017934,59.734934647085865,59.69055058949242,60.85898565946132,20,0.1239988443153403,0.5020795910358038,6.175035199562063,6.943713002154989,0.768677802592926,6.801932008748706,7.555607268170037,0.7536752594213334,5.192472444574754,6.161129067961856,0.9934939727047204,3.083288030270726,0.6268968091866424,0.0150025431715925,0.74788501089148,0.2346777440958291,0.1788655760166645,18.09930787575529,37.93750000056153,10.058999991664235,8.70138247089328,4.547266841533872,335.3955806304497,0.2730721219401458,15.219371934495095,34.41148461811328,112.48395027886714,25.330064230947148,37.49465009295572,8.44335474364905,22.31434239502536,333.5061800192035,482.9999880518197,91.90145484939626,98.04826637103535,81.54379719969322,86.07278844667857,22000.0,37.93750000056153,True,True,0.1271153284833186,9.06680832699914e-15,converged,7,0.5,0.0020795910358037,True,True
molicel_p50b_140s3p,molicel_p50b,Molicel,INR-21700-P50B,21700,140,3,420,588.0,504.0,7.56,7.40985,10.746360269815558,93.32213672580986,0.071,5.0,12.8,60.0,180.0,37.275,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,3.6,4.2,2.5,,,Official manufacturer product data sheet,38.40625,260.16015114,627.1999999999999,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1230.7658992083145,59.85823086482555,59.81262862546244,60.98743108449405,20,0.12295047684058254,0.5019797033210832,6.243518558895058,7.0188150986287265,0.775296539733668,6.907887210222378,7.667645041537936,0.7597578313155579,5.2468069270278,6.226017229444984,1.00431825888942,3.1423836788159822,0.6643686513273198,0.015538708418110161,0.7486495303847078,0.24806210148255128,0.18075838720836024,18.26234121897612,38.40624999999829,10.058999997961074,8.693807840071809,4.562568651480566,338.95371638812355,0.2754006400454824,15.346951804116477,34.80657806041111,95.59247385086768,20.797935604132835,31.864157950289226,6.932645201377611,18.595821149285022,401.7690687649557,587.999981818378,91.5380806050058,97.99577224690722,81.19855830201813,80.20547098518952,22000.0,38.40624999999829,True,True,0.11954069766184716,1.0215211844598906e-14,converged,5,0.5,0.001979703321083215,True,True
molicel_p50b_130s3p,molicel_p50b,Molicel,INR-21700-P50B,21700,130,3,390,546.0,468.0,7.02,6.880574999999999,9.978763107685872,86.65626981682342,0.071,5.0,12.8,60.0,180.0,34.6125,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,3.6,4.2,2.5,,,Official manufacturer product data sheet,32.515625,257.49765114,582.4,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1242.9112111431236,60.44891743339782,60.39914258334201,61.564655275547565,20,0.12773412228805284,0.497400645293649,5.806997356619648,6.539963860579109,0.7329665039594605,6.383189519644504,7.100479947753336,0.7172904281088325,4.847731952757567,5.769948266667503,0.9458628860614722,2.8336575419017893,0.576192163024856,0.015676075850628055,0.7232929766899022,0.23597242717217873,0.16789527881822452,16.819536501407793,32.51562500047572,10.058999991462787,8.631536303080573,4.403771195226439,323.5006464142753,0.26027655355747176,14.041095513070905,29.371316699328442,85.39587127831221,22.290713297700744,28.465290426104072,7.430237765900248,17.89141427573123,380.7630836943707,545.999981867048,92.10594084768057,97.86128346030188,81.26138386593391,74.91122379521423,22000.0,32.51562500047572,True,True,0.05726916067061083,2.620857861982379e-14,converged,7,0.5,-0.002599354706350976,True,True
molicel_p50b_135s3p,molicel_p50b,Molicel,INR-21700-P50B,21700,135,3,405,567.0,486.0,7.29,7.1452125,10.362561688750716,89.98920327131664,0.071,5.0,12.8,60.0,180.0,35.94375,https://www.molicel.com/wp-content/uploads/Product-Data-Sheet-of-INR-21700-P50B-80122.pdf,Published typical DCIR at 50% SOC and 23 degC.,3.6,4.2,2.5,,,Official manufacturer product data sheet,35.359375,258.82890114,604.8,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1236.297401843082,60.12725518696048,60.07978641535167,61.25039146720351,20,0.12497202564018067,0.49777024459642993,6.027141441760088,6.783196707199768,0.7560552654396792,6.64745832209001,7.387868633349921,0.7404103112599101,5.048767197494429,6.001673502849264,0.9773398003639335,2.987731863204095,0.6203168803299213,0.0156449541797689,0.7363399590343344,0.242034285231326,0.17447533258033007,17.550557946647142,35.359374995497355,10.05899999319994,8.663902295223156,4.489932960122575,332.00277789265743,0.26854604514876845,14.701609729085956,31.994390582076147,90.32959128045273,21.530086762760142,30.109863760150912,7.176695587586714,18.260969370555966,391.4481207760036,566.9999817001391,91.81534003703618,97.93071288635616,81.23687359243003,77.66095528387122,22000.0,35.359374995497355,True,True,0.08963515281319445,-1.6994328547244642e-14,converged,7,0.5,-0.002229755403570066,True,True
