candidate_id,cell_id,manufacturer,cell_model,form_factor,series_cells,parallel_cells,total_cells,maximum_pack_voltage_v,nominal_pack_voltage_v,nominal_pack_energy_kwh,model_usable_energy_kwh,cell_envelope_l,cell_envelope_vs_baseline_pct,cell_mass_kg,cell_capacity_ah,cell_dcir_mohm,cell_continuous_current_a,pack_current_limit_a,pack_mass_kg,source_url,dcir_basis,cell_nominal_voltage_v,cell_maximum_voltage_v,cell_minimum_voltage_v,cell_pulse_current_a,cell_pulse_duration_s,cell_document_status,power_limit_kw,vehicle_mass_kg,pack_resistance_initial_mohm,simulation_fidelity,regen_endurance_only,regen_command_power_kw,regen_active_rms_target_kw,regen_active_power_threshold_kw,completed_target_distance,target_distance_m,elapsed_time_s,equivalent_average_lap_time_s,fastest_completed_lap_time_s,slowest_completed_lap_time_s,completed_full_laps_before_target,final_soc,remaining_usable_chemical_kwh,terminal_energy_kwh,terminal_discharge_energy_kwh,terminal_regenerated_energy_kwh,chemical_energy_kwh,chemical_discharge_energy_kwh,chemical_regenerated_energy_kwh,mechanical_energy_kwh,positive_motor_shaft_energy_kwh,regenerative_wheel_energy_kwh,mechanical_braking_energy_kwh,pack_resistive_heat_kwh,regen_pack_resistive_heat_kwh,motor_loss_kwh,inverter_loss_kwh,drivetrain_loss_kwh,average_battery_terminal_power_kw,peak_battery_terminal_power_kw,peak_regen_terminal_power_kw,regen_active_rms_terminal_power_kw,regen_whole_event_rms_terminal_power_kw,regen_active_duration_s,regen_active_duty_fraction,average_motor_shaft_power_kw,peak_motor_shaft_power_kw,peak_pack_current_a,peak_pack_charge_current_a,peak_cell_current_a,peak_cell_charge_current_a,rms_cell_current_a,minimum_terminal_voltage_v,maximum_terminal_voltage_v,battery_discharge_efficiency_pct,battery_charge_storage_efficiency_pct,chemical_to_motor_efficiency_pct,adiabatic_cell_temperature_rise_c,distance_reached_m,maximum_achieved_terminal_power_kw,pack_current_limit_respected,power_limit_respected,regen_active_rms_error_kw,solver_energy_balance_relative,search_status,search_evaluations,reserve_target_kwh,reserve_error_kwh,constraint_valid,equal_reserve_eligible
tenpower_60xg_120s3p,tenpower_60xg,Tenpower,INR21700-60XG,21700,120,3,360,504.0,432.0,7.776,7.62156,9.21421664015334,80.01689535096712,0.076,6.0,10.235,40.0,120.0,34.2,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,3.6,4.2,2.5,160.0,3.0,"V0.1 DRAFT manufacturer specification, effective 2025-12-09",42.29296875,257.08515114,429.86999999999995,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1221.9283921512442,59.4284192019968,59.38410027726718,60.553201755932704,20,0.12048012614442714,0.49845596814283183,6.437746718771118,7.231501297145951,0.7937545783748324,7.123121768715576,7.901942890807559,0.7788211220919837,5.433076911517905,6.435947990410205,1.0285857219408197,3.2697871484289687,0.6853750499444567,0.014933456282848603,0.7634035016419963,0.24126630561121631,0.1866133428087758,18.966650039757344,42.29296874838936,10.058999998187003,8.740314477090998,4.640251681300671,344.3757545413925,0.2818297346664545,16.006729205326078,38.4377691261907,119.59479257643495,24.33304321762317,39.864930858811654,8.111014405874391,22.892991190581455,344.54200883941166,503.99998797672555,91.5154841926086,98.11863053269889,81.44766520518938,90.18092762427062,22000.0,42.29296874838936,True,True,0.1660473346810356,-1.8853015176479077e-14,converged,12,0.5,-0.001544031857168171,True,True
tenpower_60xg_125s3p,tenpower_60xg,Tenpower,INR21700-60XG,21700,125,3,375,525.0,450.0,8.1,7.939125,9.598142333493062,83.35093265725742,0.076,6.0,10.235,40.0,120.0,35.625,https://www.lithiumlifepo4-battery.com/photo/lithiumlifepo4-battery/document/103029/TENPOWER%C2%A0PRODUCT%C2%A0SPECIFICATION%C2%A0INR21700-60XG%C2%A0%C2%A0V0.1%C2%A0251209%281%29%281%29%281%29.pdf,Estimated as 2.047 x published maximum 5.0 mOhm ACIR; no DCIR value is published.,3.6,4.2,2.5,160.0,3.0,"V0.1 DRAFT manufacturer specification, effective 2025-12-09",47.671875,258.51015114,447.78124999999994,native_0p25m,True,10.059,8.574267142409962,1.0,True,22000.0,1216.8449572794348,59.18118663052338,59.1083564880252,60.27750551942751,20,0.11850409548804987,0.5043513555623601,6.692105632970218,7.506962148944676,0.814856515974457,7.434792409118174,8.234857112688497,0.8000647035703224,5.6661797796269955,6.698008209593207,1.0582855691961142,3.453125766686398,0.7426867761479552,0.014791812404134548,0.7781522912119552,0.24777356213126833,0.1939073444697332,19.798397597468472,47.6718749919239,10.05899998951331,8.767847864365564,4.716996403647084,352.1627372390446,0.2894064154453938,16.763226148598775,43.38708627634236,119.99999732758485,23.40168852387305,39.99999910919495,7.8005628412910175,23.40208772721353,358.3703761479118,524.9999879535799,91.1608063894362,98.18473410788823,81.33727298404159,93.81306646079435,22000.0,47.6718749919239,True,True,0.19358072195560183,4.091384783640922e-15,converged,10,0.5,0.004351355562360104,True,True
