cg_case,config_label,timed_event_points,maximum_timed_event_points,all_selected_track_solvers_converged,selected_ggv_speed_cap_segments,acceleration_raw_time_s,acceleration_competition_time_s,acceleration_points,skidpad_raw_time_s,skidpad_competition_time_s,skidpad_points,autocross_raw_time_s,autocross_competition_time_s,autocross_points,michigan_endurance_raw_time_s,michigan_endurance_competition_time_s,michigan_endurance_points,timed_event_points_delta_vs_config_1,rank
config_nominal_54,Config 1: nominal 54% rear,465.3206272371559,575.0,True,0,3.8582095407563175,3.8582095407563175,88.029024100741,5.027785601458863,5.027785601458863,56.05624821928335,55.35580486230231,55.35580486230231,46.235354917131545,63.78114090989665,1311.4262167515856,275.0,0.0,1
config_plus0p25_56p5,Config 2: +0.25 in / 56.5% rear,455.00190249388305,575.0,True,0,3.8186350353811616,3.8186350353811616,90.87411147862565,5.095116269559222,5.095116269559222,51.339106353725235,55.749054161161126,55.749054161161126,44.0975330122787,64.28459690416078,1321.777950515512,268.69115164925347,-10.318724743272867,2
