candidate_id,cell_id,manufacturer,cell_model,series_cells,parallel_cells,total_cells,pack_mass_kg,vehicle_mass_kg,nominal_pack_energy_kwh,model_usable_energy_kwh,endurance_terminal_power_limit_kw,pack_aware_curve_points,pack_aware_full_soc,pack_aware_terminal_power_limit_kw,pack_aware_maximum_achievable_terminal_power_kw,pack_aware_maximum_achievable_wheel_power_kw,pack_aware_maximum_tractive_force_n,pack_aware_active_limiter_at_peak_terminal_power,pack_aware_reaches_79p9kw_terminal,raw_endurance_time_s,projected_average_lap_s,projected_terminal_energy_kwh_per_lap,efficiency_factor,efficiency_points,pack_aware_acceleration_raw_time_s,pack_aware_acceleration_converged,pack_aware_skidpad_raw_time_s,pack_aware_skidpad_converged,pack_aware_autocross_raw_time_s,pack_aware_autocross_converged,mass_isolated_acceleration_raw_time_s,mass_isolated_acceleration_converged,mass_isolated_skidpad_raw_time_s,mass_isolated_skidpad_converged,mass_isolated_autocross_raw_time_s,mass_isolated_autocross_converged,terminal_energy_kwh,pack_aware_acceleration_cohort_points,pack_aware_acceleration_cohort_point_loss,pack_aware_acceleration_cohort_time_rank,pack_aware_skidpad_cohort_points,pack_aware_skidpad_cohort_point_loss,pack_aware_skidpad_cohort_time_rank,pack_aware_autocross_cohort_points,pack_aware_autocross_cohort_point_loss,pack_aware_autocross_cohort_time_rank,pack_aware_cohort_nonenergy_points,pack_aware_cohort_performance_points_excluding_efficiency,pack_aware_cohort_full_dynamic_points,mass_isolated_acceleration_cohort_points,mass_isolated_acceleration_cohort_point_loss,mass_isolated_acceleration_cohort_time_rank,mass_isolated_skidpad_cohort_points,mass_isolated_skidpad_cohort_point_loss,mass_isolated_skidpad_cohort_time_rank,mass_isolated_autocross_cohort_points,mass_isolated_autocross_cohort_point_loss,mass_isolated_autocross_cohort_time_rank,mass_isolated_cohort_nonenergy_points,mass_isolated_cohort_performance_points_excluding_efficiency,mass_isolated_cohort_full_dynamic_points,endurance_cohort_points,endurance_cohort_point_loss,endurance_cohort_time_rank,cohort_efficiency_energy_eligible,cohort_efficiency_time_eligible,cohort_efficiency_eligible,cohort_efficiency_factor,cohort_efficiency_unclipped_points,cohort_efficiency_points,inherited_competition_efficiency_factor,inherited_competition_efficiency_points,pack_aware_cohort_full_dynamic_points_with_inherited_efficiency,pack_aware_fully_cohort_normalized_full_dynamic_points,pack_aware_cohort_nonenergy_points_rank,pack_aware_cohort_performance_points_excluding_efficiency_rank,pack_aware_cohort_full_dynamic_points_rank,pack_aware_cohort_full_dynamic_points_with_inherited_efficiency_rank,pack_aware_fully_cohort_normalized_full_dynamic_points_rank,mass_isolated_cohort_full_dynamic_points_with_inherited_efficiency,mass_isolated_fully_cohort_normalized_full_dynamic_points,mass_isolated_cohort_nonenergy_points_rank,mass_isolated_cohort_performance_points_excluding_efficiency_rank,mass_isolated_cohort_full_dynamic_points_rank,mass_isolated_cohort_full_dynamic_points_with_inherited_efficiency_rank,mass_isolated_fully_cohort_normalized_full_dynamic_points_rank,pack_aware_minus_mass_isolated_cohort_nonenergy_points,pack_aware_minus_mass_isolated_cohort_full_dynamic_points,pack_aware_minus_mass_isolated_fully_cohort_normalized_points
tenpower_50xg_140s3p,tenpower_50xg,Tenpower,INR21700-50XG,140,3,420,39.375,262.26015114,7.56,7.40985,42.0,121,1.0,80.0,64.78254141018913,57.61822378955744,3471.857362953549,bus_current+motor_voltage,False,1226.1911480502984,64.3519156390832,0.1620901392022276,0.7390112025371145,88.58488238919577,4.310193430836436,True,4.802628618497106,True,52.31043054751619,True,4.256681932917804,True,4.802628618497106,True,52.26969162165052,True,6.464830108921695,96.06097491895432,3.939025081045685,48,71.37127863424405,3.6287213657559505,125,121.88967788346136,3.11032211653864,123,289.3219314366597,557.643942819283,646.2288252084787,96.54522182159766,3.4547781784023357,125,71.37127863424405,3.6287213657559505,125,120.86827130715443,4.13172869284557,125,288.7847717629961,557.1067831456194,645.6916655348151,268.32201138262326,6.677988617376741,9,True,True,True,0.43757270763308903,26.64598792126027,26.64598792126027,0.7390112025371145,88.58488238919577,646.2288252084787,584.2899307405432,80,12,31,31,32,645.6916655348151,583.7527710668796,125,14,32,32,31,0.5371596736636093,0.5371596736636093,0.5371596736636093
tenpower_60xg_115s3p,tenpower_60xg,Tenpower,INR21700-60XG,115,3,345,32.775,255.66015114,7.452,7.303995,37.9375,121,1.0,80.0,52.027793772880834,46.176710175955456,3471.857362953549,bus_current+motor_voltage,False,1228.2307628017934,64.45895695693413,0.1548242255731323,0.7724082550185581,95.1591053186138,4.3670172354945365,True,4.788981218621004,True,52.218588265018994,True,4.240524824427334,True,4.788981218621004,True,52.09437832249883,True,6.175035199562063,92.38428010028163,7.615719899718371,85,72.484164284165,2.5158357158349958,89,122.55577757975786,2.4442224202421414,93,287.4242219642045,554.419607667425,649.5787129860388,97.62367143480046,2.376328565199543,89,72.484164284165,2.5158357158349958,89,122.139351153707,2.860648846293003,89,292.2471868726725,559.242572575893,654.4016778945067,266.99538570322045,8.00461429677955,13,True,True,True,0.4573472910644353,30.224349961557863,30.224349961557863,0.7724082550185581,95.1591053186138,649.5787129860388,584.6439576289829,93,16,20,20,30,654.4016778945067,589.4669225374508,89,7,4,4,6,-4.822964908468009,-4.822964908467952,-4.822964908467952
reliance_rs50_135s3p,reliance_rs50,Reliance,INR21700-RS50,135,3,405,33.91875,256.80390114,7.29,7.1452125,38.71875,121,1.0,80.0,62.468883451751154,55.54452190354812,3471.857362953549,bus_current+motor_voltage,False,1227.6506667068245,64.42851284956528,0.1562886284210438,0.7655324590891427,93.8056021829021,4.305836003141828,True,4.791360749452055,True,52.174170338048405,True,4.243325070291728,True,4.791360749452055,True,52.12493283892111,True,6.233441686652294,96.34692148464534,3.6530785153546645,44,72.28943927358559,2.710560726414414,98,122.87876647853264,2.12123352146736,72,291.51512723676353,558.887375999737,652.6929781826391,97.4361731586298,2.563826841370201,98,72.28943927358559,2.710560726414414,98,121.91720550322644,3.082794496773559,98,291.6428179354418,559.0150666984152,652.8206688813174,267.3722487629734,7.627751237026587,11,True,True,True,0.4532760934538473,29.48763563132398,29.48763563132398,0.7655324590891427,93.8056021829021,652.6929781826391,588.3750116310609,58,9,5,5,5,652.8206688813174,588.5027023297392,98,8,7,7,9,-0.1276906986782933,-0.1276906986782933,-0.1276906986782933
tenpower_60xg_110s3p,tenpower_60xg,Tenpower,INR21700-60XG,110,3,330,31.35,254.23515114,7.128,6.98643,36.953125,121,1.0,80.0,49.76571414574354,44.14924234043971,3471.857362953549,bus_current+motor_voltage,False,1232.1464611352658,64.66445728958976,0.1473357491983577,0.8090871874466345,100.0,4.382249579980233,True,4.78600771265941,True,52.20609071311092,True,4.237035725468326,True,4.78600771265941,True,52.05620304043549,True,5.87636356058474,91.4149009381409,8.585099061859097,91,72.72790463730526,2.272095362694742,79,122.64659907284859,2.3534009271514122,88,286.78940464829475,551.2502143168862,651.2502143168862,97.85764057512986,2.1423594248701363,79,72.72790463730526,2.272095362694742,79,122.4172697931697,2.5827302068303055,79,293.0028150056048,557.4636246741962,657.4636246741962,264.4608096685914,10.539190331408577,16,True,True,True,0.479065094151241,34.154352453609995,34.154352453609995,0.8090871874466345,100.0,651.2502143168862,585.4045667704962,95,23,11,11,23,657.4636246741962,591.6179771278063,79,13,2,2,1,-6.213410357310067,-6.213410357310067,-6.213410357310067
molicel_p50b_135s3p,molicel_p50b,Molicel,INR-21700-P50B,135,3,405,35.94375,258.82890114,7.29,7.1452125,35.359375,121,1.0,80.0,79.99999953257931,71.26939489785825,3471.857362953549,terminal_power_limit+motor_voltage,True,1236.297401843082,64.88230341144194,0.1511161436304715,0.786198072852037,97.87363638819627,4.2603683751382775,True,4.795558530937689,True,52.18642878367922,True,4.248282467357593,True,4.795558530937689,True,52.17884778342848,True,6.027141441760088,99.36552867435718,0.6344713256428207,9,71.94662715774481,3.053372842255186,110,122.78957317216178,2.2104268278382193,77,294.1017290042638,555.8932248096462,653.7668611978424,97.10484294164795,2.895157058352055,110,71.94662715774481,3.053372842255186,110,121.52585316121493,3.4741468387850745,110,290.57732326060767,552.36881906599,650.2424554541863,261.79149580538234,13.20850419461766,19,True,True,True,0.46551232010113563,31.7018743839708,31.7018743839708,0.786198072852037,97.87363638819627,653.7668611978424,587.595099193617,30,15,3,3,9,650.2424554541863,584.0706934499608,110,19,13,13,28,3.524405743656132,3.524405743656189,3.524405743656189
tenpower_50xg_135s3p,tenpower_50xg,Tenpower,INR21700-50XG,135,3,405,37.96875,260.85390114,7.29,7.1452125,42.1875,121,1.0,80.0,62.468883451751154,55.54452190354812,3471.857362953549,bus_current+motor_voltage,False,1228.058243919801,64.44990296844485,0.1555993149189899,0.768668613662545,94.42295544538288,4.316590087045306,True,4.79973742598298,True,52.28260524467553,True,4.253239696155548,True,4.79973742598298,True,52.23253726733429,True,6.205948992127526,95.64225426720098,4.3577457327990174,55,71.6062504094034,3.393749590596599,120,122.09123789430087,2.9087621056991253,117,289.3397425709053,556.4471690485752,650.8701244939581,96.77429630070961,3.225703699290392,120,71.6062504094034,3.393749590596599,120,121.13694022463011,3.8630597753698908,120,289.51748693474315,556.6249134124131,651.047868857796,267.10742647766995,7.8925735223300535,12,True,True,True,0.455133028292627,29.82366218588908,29.82366218588908,0.768668613662545,94.42295544538288,650.8701244939581,586.2708312344644,79,14,13,13,18,651.047868857796,586.4485755983022,120,15,10,10,15,-0.17774436383785996,-0.17774436383785996,-0.17774436383785996
reliance_rs50_130s3p,reliance_rs50,Reliance,INR21700-RS50,130,3,390,32.6625,255.54765114,7.02,6.880574999999999,38.375,121,1.0,80.0,60.155222324125376,53.47054037376493,3471.857362953549,bus_current+motor_voltage,False,1230.2861056754437,64.56682370464704,0.1497306046797939,0.7973501787126814,100.0,4.313762558848687,True,4.788746827129469,True,52.15169254323767,True,4.240249357993906,True,4.788746827129469,True,52.09136885234048,True,5.971880375482335,95.82718915142672,4.1728108485732776,53,72.50336103463164,2.496638965368362,88,123.04242541749512,1.9575745825048756,64,291.37297560355347,557.0359552624177,657.0359552624177,97.64212943757691,2.357870562423088,88,72.50336103463164,2.496638965368362,88,122.16124550991071,2.8387544900892863,88,292.3067359821193,557.9697156409836,657.9697156409836,265.6629796588643,9.337020341135712,14,True,True,True,0.4721155449785122,32.89677840441642,32.89677840441642,0.7973501787126814,100.0,657.0359552624177,589.9327336668341,60,13,1,1,2,657.9697156409836,590.8664940454,88,12,1,1,2,-0.9337603785658075,-0.9337603785659212,-0.9337603785659212
molicel_p50b_130s3p,molicel_p50b,Molicel,INR-21700-P50B,130,3,390,34.6125,257.49765114,7.02,6.880574999999999,32.515625,121,1.0,80.0,79.41023989251752,70.60505643970043,3471.857362953549,bus_current+motor_voltage,False,1242.9112111431236,65.22940369740142,0.1455965576856349,0.8116608174705061,100.0,4.258324838173799,True,4.792801040353334,True,52.15186559730024,True,4.24502350469012,True,4.792801040353334,True,52.14342983274221,True,5.806997356619648,99.50271331783001,0.4972866821699853,8,72.17171630419932,2.8282836958006783,102,123.0411648864946,1.9588351135054012,65,294.7155945085239,552.290833955311,652.290833955311,97.32257026269582,2.6774297373041804,102,72.17171630419932,2.8282836958006783,102,121.78285019903822,3.217149800961778,102,291.2771367659334,548.8523762127205,648.8523762127205,257.5752394467871,17.424760553212877,25,True,True,True,0.4805889550265905,34.430106728281665,34.430106728281665,0.8116608174705061,100.0,652.290833955311,586.7209406835926,19,20,6,6,16,648.8523762127205,583.2824829410022,102,23,15,15,35,3.438457742590515,3.438457742590458,3.438457742590458
reliance_rs50_125s3p,reliance_rs50,Reliance,INR21700-RS50,125,3,375,31.40625,254.29140114,6.75,6.615937499999999,32.2265625,121,1.0,80.0,57.8415596557264,51.39692203278347,3471.857362953549,bus_current+motor_voltage,False,1241.2928863916009,65.14447216119498,0.1444082219964196,0.8194068803488813,100.0,4.323103303278687,True,4.786125276237689,True,52.13145178019198,True,4.237173467828641,True,4.786125276237689,True,52.05771224112092,True,5.759601578067319,95.21717686754175,4.7828231324582475,60,72.71825924257588,2.2817407574241173,80,123.18991747760688,1.8100825223931167,55,291.1253535877245,549.7281116700992,649.7281116700992,97.84839665512428,2.151603344875724,80,72.71825924257588,2.2817407574241173,80,122.4062749713547,2.593725028645295,80,292.9729308690549,551.5756889514296,651.5756889514296,258.60275808237475,16.39724191762525,23,True,True,True,0.4851754426137208,35.26006671894661,35.26006671894661,0.8194068803488813,100.0,649.7281116700992,584.9881783890459,62,26,16,16,26,651.5756889514296,586.8357556703762,80,20,9,9,14,-1.847577281330416,-1.8475772813303593,-1.8475772813303593
ampace_jp50_130s3p,ampace_jp50,Ampace,JP50P1 (JP50),130,3,390,35.099999999999994,257.98515114,6.981,6.880574999999999,38.171875,121,1.0,80.0,60.155222324125376,53.47054037376493,3471.857362953549,bus_current+motor_voltage,False,1232.563235307409,64.68633007541843,0.1498458080278703,0.7952652139230861,99.65850667777283,4.320319232891999,True,4.793811782981949,True,52.21736732171328,True,4.246216989414666,True,4.793811782981949,True,52.15641125783007,True,5.976475165004747,95.39871911182016,4.6012808881798435,57,72.08916605103427,2.910833948965731,104,122.56464843286648,2.435351567133523,92,290.0525335957209,554.244519500983,653.9030261787558,97.24279621842666,2.757203781573338,104,72.08916605103427,2.910833948965731,104,121.68861484992108,3.3113851500789195,104,291.020577119382,555.212563024644,654.8710697024169,264.1919859052621,10.808014094737928,17,True,True,True,0.4708810255488057,32.67338267622783,32.67338267622783,0.7952652139230861,99.65850667777283,653.9030261787558,586.9179021772107,71,17,2,2,15,654.8710697024169,587.8859457008718,104,17,3,3,12,-0.9680435236610947,-0.9680435236610947,-0.9680435236610947
