candidate_id,cell_id,manufacturer,cell_model,series_cells,parallel_cells,pack_mass_kg,vehicle_mass_kg,simulation_mode,simulation_mode_short,event_slug,event_name,raw_simulated_time_s,cohort_tmin_s,tmax_s,points,maximum_points,point_loss_vs_event_max,is_cohort_fastest,time_rank
molicel_p30b_125s5p,molicel_p30b,Molicel,INR-18650-P30B,125,5,36.71875,259.60390114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1244.124318235751,1216.0261253241367,1763.2378817199983,256.8067575167087,275.0,18.19324248329127,False,29
reliance_rs50_120s3p,reliance_rs50,Reliance,INR21700-RS50,120,3,30.15,253.03515114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.33403822026458,4.250933535449968,6.376400303174952,94.50639542400415,100.0,5.493604575995846,False,68
reliance_rs50_120s3p,reliance_rs50,Reliance,INR21700-RS50,120,3,30.15,253.03515114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.783495953953888,4.758553193051323,5.948191491314154,72.93414948923811,75.0,2.0658505107618907,False,72
reliance_rs50_120s3p,reliance_rs50,Reliance,INR21700-RS50,120,3,30.15,253.03515114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.11398798467259,51.88432241379922,75.23226750000886,123.31726617229377,125.0,1.6827338277062296,False,50
reliance_rs50_120s3p,reliance_rs50,Reliance,INR21700-RS50,120,3,30.15,253.03515114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.234097182760669,4.205352467457964,6.308028701186947,98.05499010089909,100.0,1.94500989910091,False,72
reliance_rs50_120s3p,reliance_rs50,Reliance,INR21700-RS50,120,3,30.15,253.03515114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.783495953953888,4.758553193051323,5.948191491314154,72.93414948923811,75.0,2.0658505107618907,False,72
reliance_rs50_120s3p,reliance_rs50,Reliance,INR21700-RS50,120,3,30.15,253.03515114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.02396178779283,51.70409358243788,74.97093569453492,122.6523059974511,125.0,2.3476940025489057,False,72
reliance_rs50_120s3p,reliance_rs50,Reliance,INR21700-RS50,120,3,30.15,253.03515114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1243.6208120719234,1216.0261253241367,1763.2378817199983,257.1255377863448,275.0,17.874462213655192,False,26
ampace_jp50_120s3p,ampace_jp50,Ampace,JP50P1 (JP50),120,3,32.4,255.28515114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.340275614859307,4.250933535449968,6.376400303174952,94.10256213611328,100.0,5.897437863886722,False,70
ampace_jp50_120s3p,ampace_jp50,Ampace,JP50P1 (JP50),120,3,32.4,255.28515114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.788199675565711,4.758553193051323,5.948191491314154,72.54818392350819,75.0,2.4518160764918093,False,85
ampace_jp50_120s3p,ampace_jp50,Ampace,JP50P1 (JP50),120,3,32.4,255.28515114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.175289694273175,51.88432241379922,75.23226750000886,122.87062022567932,125.0,2.1293797743206824,False,73
ampace_jp50_120s3p,ampace_jp50,Ampace,JP50P1 (JP50),120,3,32.4,255.28515114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.239606660214734,4.205352467457964,6.308028701186947,97.68520360228008,100.0,2.314796397719917,False,85
ampace_jp50_120s3p,ampace_jp50,Ampace,JP50P1 (JP50),120,3,32.4,255.28515114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.788199675565711,4.758553193051323,5.948191491314154,72.54818392350819,75.0,2.4518160764918093,False,85
ampace_jp50_120s3p,ampace_jp50,Ampace,JP50P1 (JP50),120,3,32.4,255.28515114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.08434385058205,51.70409358243788,74.97093569453492,122.2123633197164,125.0,2.7876366802835975,False,85
ampace_jp50_120s3p,ampace_jp50,Ampace,JP50P1 (JP50),120,3,32.4,255.28515114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1246.082774841558,1216.0261253241367,1763.2378817199983,255.56926755670506,275.0,19.430732443294943,False,32
tenpower_30xg_120s5p,tenpower_30xg,Tenpower,INR18650-30XG,120,5,36.0,258.88515114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.260549970543432,4.250933535449968,6.376400303174952,99.35334436320996,100.0,0.6466556367900438,False,10
tenpower_30xg_120s5p,tenpower_30xg,Tenpower,INR18650-30XG,120,5,36.0,258.88515114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.795674863775114,4.758553193051323,5.948191491314154,71.93713964606452,75.0,3.062860353935477,False,111
tenpower_30xg_120s5p,tenpower_30xg,Tenpower,INR18650-30XG,120,5,36.0,258.88515114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.18795382142687,51.88432241379922,75.23226750000886,122.77847982168709,125.0,2.2215201783129146,False,79
tenpower_30xg_120s5p,tenpower_30xg,Tenpower,INR18650-30XG,120,5,36.0,258.88515114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.2484201826863135,4.205352467457964,6.308028701186947,97.09564970451676,100.0,2.9043502954832405,False,111
tenpower_30xg_120s5p,tenpower_30xg,Tenpower,INR18650-30XG,120,5,36.0,258.88515114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.795674863775114,4.758553193051323,5.948191491314154,71.93713964606452,75.0,3.062860353935477,False,111
tenpower_30xg_120s5p,tenpower_30xg,Tenpower,INR18650-30XG,120,5,36.0,258.88515114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.180342134307466,51.70409358243788,74.97093569453492,121.51501763657511,125.0,3.4849823634248907,False,111
tenpower_30xg_120s5p,tenpower_30xg,Tenpower,INR18650-30XG,120,5,36.0,258.88515114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1246.1522430737652,1216.0261253241367,1763.2378817199983,255.525444097686,275.0,19.474555902313995,False,33
tenpower_50xg_120s3p,tenpower_50xg,Tenpower,INR21700-50XG,120,3,33.75,256.63515114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.344016839050327,4.250933535449968,6.376400303174952,93.86089707531316,100.0,6.1391029246868385,False,72
tenpower_50xg_120s3p,tenpower_50xg,Tenpower,INR21700-50XG,120,3,33.75,256.63515114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.791010064006394,4.758553193051323,5.948191491314154,72.31811881513593,75.0,2.681881184864068,False,94
tenpower_50xg_120s3p,tenpower_50xg,Tenpower,INR21700-50XG,120,3,33.75,256.63515114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.21193277660903,51.88432241379922,75.23226750000886,122.60413855197757,125.0,2.39586144802243,False,91
tenpower_50xg_120s3p,tenpower_50xg,Tenpower,INR21700-50XG,120,3,33.75,256.63515114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.2429119553458285,4.205352467457964,6.308028701186947,97.46381885998954,100.0,2.5361811400104557,False,94
tenpower_50xg_120s3p,tenpower_50xg,Tenpower,INR21700-50XG,120,3,33.75,256.63515114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.791010064006394,4.758553193051323,5.948191491314154,72.31811881513593,75.0,2.681881184864068,False,94
tenpower_50xg_120s3p,tenpower_50xg,Tenpower,INR21700-50XG,120,3,33.75,256.63515114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.12042952209785,51.70409358243788,74.97093569453492,121.94993036157855,125.0,3.050069638421448,False,94
tenpower_50xg_120s3p,tenpower_50xg,Tenpower,INR21700-50XG,120,3,33.75,256.63515114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1247.499037696748,1216.0261253241367,1763.2378817199983,254.67679441414265,275.0,20.32320558585735,False,35
ampace_jp30_120s5p,ampace_jp30,Ampace,JP30P1 (JP30),120,5,37.5,260.38515114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.264281682987608,4.250933535449968,6.376400303174952,99.10319145079212,100.0,0.8968085492078757,False,17
ampace_jp30_120s5p,ampace_jp30,Ampace,JP30P1 (JP30),120,5,37.5,260.38515114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.798771739726681,4.758553193051323,5.948191491314154,71.68482788781928,75.0,3.3151721121807185,False,117
ampace_jp30_120s5p,ampace_jp30,Ampace,JP30P1 (JP30),120,5,37.5,260.38515114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.227784212746926,51.88432241379922,75.23226750000886,122.48897707337812,125.0,2.5110229266218766,False,98
ampace_jp30_120s5p,ampace_jp30,Ampace,JP30P1 (JP30),120,5,37.5,260.38515114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.2520921942013885,4.205352467457964,6.308028701186947,96.85074285777429,100.0,3.149257142225707,False,117
ampace_jp30_120s5p,ampace_jp30,Ampace,JP30P1 (JP30),120,5,37.5,260.38515114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.798771739726681,4.758553193051323,5.948191491314154,71.68482788781928,75.0,3.3151721121807185,False,117
ampace_jp30_120s5p,ampace_jp30,Ampace,JP30P1 (JP30),120,5,37.5,260.38515114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.22012887988189,51.70409358243788,74.97093569453492,121.22675236604752,125.0,3.7732476339524794,False,117
ampace_jp30_120s5p,ampace_jp30,Ampace,JP30P1 (JP30),120,5,37.5,260.38515114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1247.3497349175325,1216.0261253241367,1763.2378817199983,254.77078358886936,275.0,20.229216411130636,False,34
molicel_p50b_120s3p,molicel_p50b,Molicel,INR-21700-P50B,120,3,31.95,254.83515114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.264648332257016,4.250933535449968,6.376400303174952,99.0786369756449,100.0,0.9213630243551023,False,18
molicel_p50b_120s3p,molicel_p50b,Molicel,INR-21700-P50B,120,3,31.95,254.83515114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.787260922828846,4.758553193051323,5.948191491314154,72.62512275467203,75.0,2.3748772453279656,False,82
molicel_p50b_120s3p,molicel_p50b,Molicel,INR-21700-P50B,120,3,31.95,254.83515114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.090192896557696,51.88432241379922,75.23226750000886,123.49092106795007,125.0,1.5090789320499312,False,40
molicel_p50b_120s3p,molicel_p50b,Molicel,INR-21700-P50B,120,3,31.95,254.83515114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.238504900750006,4.205352467457964,6.308028701186947,97.75907487178104,100.0,2.2409251282189615,False,82
molicel_p50b_120s3p,molicel_p50b,Molicel,INR-21700-P50B,120,3,31.95,254.83515114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.787260922828846,4.758553193051323,5.948191491314154,72.62512275467203,75.0,2.3748772453279656,False,82
molicel_p50b_120s3p,molicel_p50b,Molicel,INR-21700-P50B,120,3,31.95,254.83515114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.07229149254016,51.70409358243788,74.97093569453492,122.30009509259136,125.0,2.699904907408637,False,82
molicel_p50b_120s3p,molicel_p50b,Molicel,INR-21700-P50B,120,3,31.95,254.83515114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1253.734932280985,1216.0261253241367,1763.2378817199983,250.77116330148388,275.0,24.22883669851612,False,38
molicel_p30b_120s5p,molicel_p30b,Molicel,INR-18650-P30B,120,5,35.25,258.13515114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.294776235253918,4.250933535449968,6.376400303174952,97.0752996650385,100.0,2.9247003349615,False,37
molicel_p30b_120s5p,molicel_p30b,Molicel,INR-18650-P30B,120,5,35.25,258.13515114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.794122557393391,4.758553193051323,5.948191491314154,72.06379470665547,75.0,2.9362052933445284,False,107
molicel_p30b_120s5p,molicel_p30b,Molicel,INR-18650-P30B,120,5,35.25,258.13515114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.19628432102904,51.88432241379922,75.23226750000886,122.71789397540319,125.0,2.282106024596814,False,84
molicel_p30b_120s5p,molicel_p30b,Molicel,INR-18650-P30B,120,5,35.25,258.13515114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.246584197580861,4.205352467457964,6.308028701186947,97.21826057589075,100.0,2.7817394241092472,False,107
molicel_p30b_120s5p,molicel_p30b,Molicel,INR-18650-P30B,120,5,35.25,258.13515114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.794122557393391,4.758553193051323,5.948191491314154,72.06379470665547,75.0,2.9362052933445284,False,107
molicel_p30b_120s5p,molicel_p30b,Molicel,INR-18650-P30B,120,5,35.25,258.13515114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.16040289085096,51.70409358243788,74.97093569453492,121.65964803556075,125.0,3.3403519644392503,False,107
molicel_p30b_120s5p,molicel_p30b,Molicel,INR-18650-P30B,120,5,35.25,258.13515114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1252.0949273929896,1216.0261253241367,1763.2378817199983,251.79455187212127,275.0,23.205448127878725,False,36
reliance_rs50_115s3p,reliance_rs50,Reliance,INR21700-RS50,115,3,28.893750000000004,251.77890114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.346775558644929,4.250933535449968,6.376400303174952,93.6829635496717,100.0,6.3170364503283025,False,75
reliance_rs50_115s3p,reliance_rs50,Reliance,INR21700-RS50,115,3,28.893750000000004,251.77890114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.780858714645712,4.758553193051323,5.948191491314154,73.15104770009442,75.0,1.8489522999055765,False,66
reliance_rs50_115s3p,reliance_rs50,Reliance,INR21700-RS50,115,3,28.893750000000004,251.77890114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.099952270640415,51.88432241379922,75.23226750000886,123.41967864814605,125.0,1.5803213518539536,False,44
reliance_rs50_115s3p,reliance_rs50,Reliance,INR21700-RS50,115,3,28.893750000000004,251.77890114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.2310204118791805,4.205352467457964,6.308028701186947,98.26191666293279,100.0,1.7380833370672093,False,66
reliance_rs50_115s3p,reliance_rs50,Reliance,INR21700-RS50,115,3,28.893750000000004,251.77890114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.780858714645712,4.758553193051323,5.948191491314154,73.15104770009442,75.0,1.8489522999055765,False,66
reliance_rs50_115s3p,reliance_rs50,Reliance,INR21700-RS50,115,3,28.893750000000004,251.77890114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,51.99011480937267,51.70409358243788,74.97093569453492,122.89936146736662,125.0,2.1006385326333827,False,66
reliance_rs50_115s3p,reliance_rs50,Reliance,INR21700-RS50,115,3,28.893750000000004,251.77890114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1252.7516960033363,1216.0261253241367,1763.2378817199983,251.384396376424,275.0,23.615603623575993,False,37
ampace_jp50_115s3p,ampace_jp50,Ampace,JP50P1 (JP50),115,3,31.05,253.93515114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.352855689362547,4.250933535449968,6.376400303174952,93.2916000024273,100.0,6.708399997572698,False,78
ampace_jp50_115s3p,ampace_jp50,Ampace,JP50P1 (JP50),115,3,31.05,253.93515114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.785380443237711,4.758553193051323,5.948191491314154,72.77938039104687,75.0,2.220619608953129,False,76
ampace_jp50_115s3p,ampace_jp50,Ampace,JP50P1 (JP50),115,3,31.05,253.93515114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.15908197253305,51.88432241379922,75.23226750000886,122.9886080389263,125.0,2.0113919610736986,False,66
ampace_jp50_115s3p,ampace_jp50,Ampace,JP50P1 (JP50),115,3,31.05,253.93515114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.236301072709782,4.205352467457964,6.308028701186947,97.9069534359195,100.0,2.0930465640804954,False,76
ampace_jp50_115s3p,ampace_jp50,Ampace,JP50P1 (JP50),115,3,31.05,253.93515114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.785380443237711,4.758553193051323,5.948191491314154,72.77938039104687,75.0,2.220619608953129,False,76
ampace_jp50_115s3p,ampace_jp50,Ampace,JP50P1 (JP50),115,3,31.05,253.93515114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.04815089969098,51.70409358243788,74.97093569453492,122.47594198768631,125.0,2.524058012313688,False,76
ampace_jp50_115s3p,ampace_jp50,Ampace,JP50P1 (JP50),115,3,31.05,253.93515114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1254.9109131663056,1216.0261253241367,1763.2378817199983,250.03897962459823,275.0,24.961020375401773,False,39
tenpower_30xg_115s5p,tenpower_30xg,Tenpower,INR18650-30XG,115,5,34.5,257.38515114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.257150047739106,4.250933535449968,6.376400303174952,99.58163777389431,100.0,0.4183622261056854,False,6
tenpower_30xg_115s5p,tenpower_30xg,Tenpower,INR18650-30XG,115,5,34.5,257.38515114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.79256763383455,4.758553193051323,5.948191491314154,72.190786708391,75.0,2.809213291608998,False,101
tenpower_30xg_115s5p,tenpower_30xg,Tenpower,INR18650-30XG,115,5,34.5,257.38515114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.148233862743865,51.88432241379922,75.23226750000886,123.06762030482955,125.0,1.9323796951704537,False,60
tenpower_30xg_115s5p,tenpower_30xg,Tenpower,INR18650-30XG,115,5,34.5,257.38515114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.244748073718791,4.205352467457964,6.308028701186947,97.34098679174653,100.0,2.6590132082534694,False,101
tenpower_30xg_115s5p,tenpower_30xg,Tenpower,INR18650-30XG,115,5,34.5,257.38515114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.79256763383455,4.758553193051323,5.948191491314154,72.190786708391,75.0,2.809213291608998,False,101
tenpower_30xg_115s5p,tenpower_30xg,Tenpower,INR18650-30XG,115,5,34.5,257.38515114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.14043219865137,51.70409358243788,74.97093569453492,121.80461742902158,125.0,3.195382570978424,False,101
tenpower_30xg_115s5p,tenpower_30xg,Tenpower,INR18650-30XG,115,5,34.5,257.38515114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1255.0619475928356,1216.0261253241367,1763.2378817199983,249.9450427092137,275.0,25.05495729078629,False,40
tenpower_50xg_115s3p,tenpower_50xg,Tenpower,INR21700-50XG,115,3,32.34375,255.22890114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.3565031247564985,4.250933535449968,6.376400303174952,93.05734749403825,100.0,6.942652505961746,False,80
tenpower_50xg_115s3p,tenpower_50xg,Tenpower,INR21700-50XG,115,3,32.34375,255.22890114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.788082385344735,4.758553193051323,5.948191491314154,72.55779438841218,75.0,2.4422056115878235,False,84
tenpower_50xg_115s3p,tenpower_50xg,Tenpower,INR21700-50XG,115,3,32.34375,255.22890114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.19443011083736,51.88432241379922,75.23226750000886,122.73137755501973,125.0,2.2686224449802666,False,82
tenpower_50xg_115s3p,tenpower_50xg,Tenpower,INR21700-50XG,115,3,32.34375,255.22890114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.239468945085673,4.205352467457964,6.308028701186947,97.69443508917104,100.0,2.305564910828963,False,84
tenpower_50xg_115s3p,tenpower_50xg,Tenpower,INR21700-50XG,115,3,32.34375,255.22890114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.788082385344735,4.758553193051323,5.948191491314154,72.55779438841218,75.0,2.4422056115878235,False,84
tenpower_50xg_115s3p,tenpower_50xg,Tenpower,INR21700-50XG,115,3,32.34375,255.22890114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.08283796244132,51.70409358243788,74.97093569453492,122.2233227920055,125.0,2.7766772079944957,False,84
tenpower_50xg_115s3p,tenpower_50xg,Tenpower,INR21700-50XG,115,3,32.34375,255.22890114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1256.364605573639,1216.0261253241367,1763.2378817199983,249.13578293793316,275.0,25.864217062066842,False,41
ampace_jp30_115s5p,ampace_jp30,Ampace,JP30P1 (JP30),115,5,35.9375,258.82265114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.262482059279871,4.250933535449968,6.376400303174952,99.22377337165231,100.0,0.7762266283476862,False,12
ampace_jp30_115s5p,ampace_jp30,Ampace,JP30P1 (JP30),115,5,35.9375,258.82265114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.795545604167593,4.758553193051323,5.948191491314154,71.94768144167365,75.0,3.0523185583263484,False,109
ampace_jp30_115s5p,ampace_jp30,Ampace,JP30P1 (JP30),115,5,35.9375,258.82265114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.187768583558224,51.88432241379922,75.23226750000886,122.77982723478969,125.0,2.2201727652103074,False,78
ampace_jp30_115s5p,ampace_jp30,Ampace,JP30P1 (JP30),115,5,35.9375,258.82265114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.248267165597168,4.205352467457964,6.308028701186947,97.10586445305314,100.0,2.894135546946856,False,109
ampace_jp30_115s5p,ampace_jp30,Ampace,JP30P1 (JP30),115,5,35.9375,258.82265114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.795545604167593,4.758553193051323,5.948191491314154,71.94768144167365,75.0,3.0523185583263484,False,109
ampace_jp30_115s5p,ampace_jp30,Ampace,JP30P1 (JP30),115,5,35.9375,258.82265114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.17868173350217,51.70409358243788,74.97093569453492,121.5270572260351,125.0,3.4729427739649026,False,109
ampace_jp30_115s5p,ampace_jp30,Ampace,JP30P1 (JP30),115,5,35.9375,258.82265114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1256.6004424729954,1216.0261253241367,1763.2378817199983,248.98945162886298,275.0,26.01054837113702,False,42
molicel_p30b_115s5p,molicel_p30b,Molicel,INR-18650-P30B,115,5,33.78125,256.66640114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.302282060111452,4.250933535449968,6.376400303174952,96.58057000680843,100.0,3.419429993191571,False,42
molicel_p30b_115s5p,molicel_p30b,Molicel,INR-18650-P30B,115,5,33.78125,256.66640114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.7910750159651165,4.758553193051323,5.948191491314154,72.31280647878131,75.0,2.6871935212186884,False,97
molicel_p30b_115s5p,molicel_p30b,Molicel,INR-18650-P30B,115,5,33.78125,256.66640114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.167327876151965,51.88432241379922,75.23226750000886,122.92857093815049,125.0,2.071429061849514,False,71
molicel_p30b_115s5p,molicel_p30b,Molicel,INR-18650-P30B,115,5,33.78125,256.66640114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.242988458913854,4.205352467457964,6.308028701186947,97.45869882595143,100.0,2.54130117404857,False,97
molicel_p30b_115s5p,molicel_p30b,Molicel,INR-18650-P30B,115,5,33.78125,256.66640114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.7910750159651165,4.758553193051323,5.948191491314154,72.31280647878131,75.0,2.6871935212186884,False,97
molicel_p30b_115s5p,molicel_p30b,Molicel,INR-18650-P30B,115,5,33.78125,256.66640114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.12126358730879,51.70409358243788,74.97093569453492,121.94386892098815,125.0,3.0561310790118483,False,97
molicel_p30b_115s5p,molicel_p30b,Molicel,INR-18650-P30B,115,5,33.78125,256.66640114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1261.7026602192705,1216.0261253241367,1763.2378817199983,245.83703823141053,275.0,29.16296176858947,False,43
molicel_p50b_115s3p,molicel_p50b,Molicel,INR-21700-P50B,115,3,30.61875,253.50390114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.269774614451346,4.250933535449968,6.376400303174952,98.73577187994306,100.0,1.2642281200569414,False,23
molicel_p50b_115s3p,molicel_p50b,Molicel,INR-21700-P50B,115,3,30.61875,253.50390114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.784477962416736,4.758553193051323,5.948191491314154,72.85347640293188,75.0,2.146523597068125,False,74
molicel_p50b_115s3p,molicel_p50b,Molicel,INR-21700-P50B,115,3,30.61875,253.50390114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.06111690625615,51.88432241379922,75.23226750000886,123.7033311157853,125.0,1.2966688842146965,False,30
molicel_p50b_115s3p,molicel_p50b,Molicel,INR-21700-P50B,115,3,30.61875,253.50390114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.235245061022688,4.205352467457964,6.308028701186947,97.97786717583108,100.0,2.0221328241689207,False,74
molicel_p50b_115s3p,molicel_p50b,Molicel,INR-21700-P50B,115,3,30.61875,253.50390114,mass_isolated_common_80kw_curve,mass_isolated,skidpad,Skidpad,4.784477962416736,4.758553193051323,5.948191491314154,72.85347640293188,75.0,2.146523597068125,False,74
molicel_p50b_115s3p,molicel_p50b,Molicel,INR-21700-P50B,115,3,30.61875,253.50390114,mass_isolated_common_80kw_curve,mass_isolated,autocross,Autocross,52.03656644105424,51.70409358243788,74.97093569453492,122.56038438869419,125.0,2.439615611305811,False,74
molicel_p50b_115s3p,molicel_p50b,Molicel,INR-21700-P50B,115,3,30.61875,253.50390114,shared_chronological_endurance,shared_endurance,endurance,Endurance,1263.6136877678248,1216.0261253241367,1763.2378817199983,244.66286003946547,275.0,30.33713996053453,False,47
tenpower_30xg_140s4p,tenpower_30xg,Tenpower,INR18650-30XG,140,4,33.6,256.48515114,pack_aware_full_soc_80kw_terminal,pack_aware,acceleration,Acceleration,4.254059453451978,4.250933535449968,6.376400303174952,99.78947743505346,100.0,0.21052256494654387,False,5
tenpower_30xg_140s4p,tenpower_30xg,Tenpower,INR18650-30XG,140,4,33.6,256.48515114,pack_aware_full_soc_80kw_terminal,pack_aware,skidpad,Skidpad,4.790698229904752,4.758553193051323,5.948191491314154,72.34362633029588,75.0,2.6563736697041236,False,93
tenpower_30xg_140s4p,tenpower_30xg,Tenpower,INR18650-30XG,140,4,33.6,256.48515114,pack_aware_full_soc_80kw_terminal,pack_aware,autocross,Autocross,52.12361158308309,51.88432241379922,75.23226750000886,123.2470788503865,125.0,1.752921149613499,False,52
tenpower_30xg_140s4p,tenpower_30xg,Tenpower,INR18650-30XG,140,4,33.6,256.48515114,mass_isolated_common_80kw_curve,mass_isolated,acceleration,Acceleration,4.242544733098981,4.205352467457964,6.308028701186947,97.48839793649793,100.0,2.5116020635020675,False,93
