candidate_id,projected_average_lap_s,projected_terminal_energy_kwh_per_lap,efficiency_factor,efficiency_points,inherited_competition_efficiency_factor,inherited_competition_efficiency_points,pack_aware_cohort_full_dynamic_points_with_inherited_efficiency,pack_aware_cohort_full_dynamic_points_with_inherited_efficiency_rank
molicel_p50b_130s2p,70.45425669471923,0.0955111302157936,1.145533713122987,100.0,1.145533713122987,100.0,592.4657905486542,87
tenpower_30xg_140s3p,70.50255356601153,0.0957280041072481,1.1421555260208904,100.0,1.1421555260208904,100.0,595.1831007108825,84
reliance_rs50_125s2p,70.63733424035144,0.0936393934203817,1.1654031932064126,100.0,1.1654031932064126,100.0,579.5033692983567,98
ampace_jp30_140s3p,70.61404671590702,0.0955425324276233,1.1425658719685654,100.0,1.1425658719685654,100.0,591.343425146508,88
ampace_jp50_125s2p,70.71105029855354,0.0937741559645697,1.1625152125798226,100.0,1.1625152125798226,100.0,577.8225106316843,101
tenpower_50xg_125s2p,70.78784009523865,0.0936680456248904,1.162569638146258,100.0,1.162569638146258,100.0,576.4824977683256,103
molicel_p30b_140s3p,70.91828309741821,0.0935204160340962,1.1622631098095917,100.0,1.1622631098095917,100.0,582.1888267424077,96
molicel_p50b_125s2p,71.09414158023111,0.0914786187286603,1.1852656094769984,100.0,1.1852656094769984,100.0,585.2090344919486,94
tenpower_30xg_135s3p,71.13368613972452,0.091867108739289,1.1795972024315922,100.0,1.1795972024315922,100.0,588.4602378106521,91
reliance_rs50_120s2p,71.2812135190387,0.0894652658169768,1.2087585396984668,100.0,1.2087585396984668,100.0,571.3907008673233,106
ampace_jp30_135s3p,71.21786386759302,0.0917001232673683,1.1803484498945034,100.0,1.1803484498945034,100.0,584.7574282520561,95
ampace_jp50_120s2p,71.35273770836363,0.0895899296873845,1.2058665821508865,100.0,1.2058665821508865,100.0,569.7756580413209,108
molicel_p30b_135s3p,71.47242028726016,0.0898843136201994,1.1999045531289996,100.0,1.1999045531289996,100.0,575.682630646496,104
tenpower_50xg_120s2p,71.43453359169575,0.0894549338640266,1.2063034897140432,100.0,1.2063034897140432,100.0,568.4172918162744,109
molicel_p50b_120s2p,71.78115364599952,0.0874574210784977,1.227897162883306,100.0,1.227897162883306,100.0,577.4662012569013,102
tenpower_30xg_130s3p,71.77622508252749,0.0880119077075411,1.2202450319783034,100.0,1.2202450319783034,100.0,581.6409907957291,97
ampace_jp30_130s3p,71.81866713711594,0.0880939956997949,1.2183875341911004,100.0,1.2183875341911004,100.0,578.1979526706709,100
reliance_rs50_115s2p,72.03759828385844,0.0853809615793459,1.2532820798486142,100.0,1.2532820798486142,100.0,562.0901084233152,113
molicel_p30b_130s3p,72.10567595684554,0.0862261308909254,1.2398260158499366,100.0,1.2398260158499366,100.0,568.3464294080784,110
ampace_jp50_115s2p,72.11490438900245,0.0853402354218832,1.252536031549642,100.0,1.252536031549642,100.0,560.4630997097738,115
tenpower_50xg_115s2p,72.15250247378714,0.085404016540089,1.2509484181818569,100.0,1.2509484181818569,100.0,559.5761118236455,116
molicel_p50b_115s2p,72.62854343171816,0.0835420110148045,1.270447833152479,100.0,1.270447833152479,100.0,568.1360307816294,111
tenpower_30xg_125s3p,72.52744685702578,0.0842026696174862,1.2622368248923603,100.0,1.2622368248923603,100.0,573.7638735098607,105
ampace_jp30_125s3p,72.57455714507657,0.0842584281582178,1.2605827188138423,100.0,1.2605827188138423,100.0,570.101437561899,107
molicel_p30b_125s3p,72.98125703355595,0.0826321128825472,1.2782296860771414,100.0,1.2782296860771414,100.0,558.6196925347123,117
ampace_jp50_110s2p,73.13161624684368,0.0812349576103148,1.2975406328964272,100.0,1.2975406328964272,100.0,548.6296279347366,122
tenpower_50xg_110s2p,73.17232246551688,0.081286936194933,1.2959895577098863,100.0,1.2959895577098863,100.0,547.740540641155,123
molicel_p50b_110s2p,73.52488911169746,0.0795020265690515,1.318731922171501,100.0,1.318731922171501,100.0,558.3588891440384,118
tenpower_30xg_120s3p,73.4162020304292,0.0804554819107768,1.3050331461461342,100.0,1.3050331461461342,100.0,564.6011093359198,112
reliance_rs50_110s2p,73.60804030229575,0.0814165498302088,1.2862670564280023,100.0,1.2862670564280023,100.0,544.9123033277951,125
ampace_jp30_120s3p,73.46380169324394,0.0805161873464411,1.3032042749997952,100.0,1.3032042749997952,100.0,560.7547127798108,114
molicel_p30b_120s3p,73.80269956459719,0.0787926812463799,1.3255953423530755,100.0,1.3255953423530755,100.0,549.4326842401717,121
tenpower_30xg_115s3p,74.24271333777203,0.0767415325681286,1.352959489287872,100.0,1.352959489287872,100.0,556.0830399267024,119
ampace_jp30_115s3p,74.32290317324957,0.0766406859042426,1.35327808290893,100.0,1.35327808290893,100.0,551.746202942642,120
molicel_p30b_115s3p,74.66802785728419,0.075119666688768,1.3742975224268668,100.0,1.3742975224268668,100.0,539.8254887806696,127
tenpower_30xg_110s3p,75.26517118203506,0.0728558380148161,1.4057583924744266,100.0,1.4057583924744266,100.0,545.7961957353439,124
ampace_jp30_110s3p,75.34405507198709,0.0727541756555977,1.406248854940976,100.0,1.406248854940976,100.0,541.2815959088505,126
molicel_p30b_110s3p,75.70950296007948,0.0715191085583636,1.4236282881002018,100.0,1.4236282881002018,100.0,528.6159021241308,128
