case,completed,vehicle_mass_kg,capacity_ah,pack_resistance_ohm,elapsed_time_s,final_soc,terminal_energy_kwh,maximum_terminal_power_w,completed_laps,distance_m,minimum_terminal_voltage_v
130s5p,True,261.07265114,15.0,0.18769469436978717,1367.317650759077,0.3513289458604298,4.802973805832529,17000.000000778804,21,22469.34423300001,459.2235196692292
