candidate_id,cell_id,manufacturer,cell_model,series_cells,parallel_cells,total_cells,pack_mass_kg,vehicle_mass_kg,nominal_pack_energy_kwh,model_usable_energy_kwh,prior_simulation_fidelity,regen_simulation_fidelity,prior_constraint_valid,regen_constraint_valid,prior_equal_reserve_eligible,regen_equal_reserve_eligible,prior_sustainable_power_kw,regen_sustainable_power_kw,delta_sustainable_power_kw,prior_endurance_time_s,regen_endurance_time_s,delta_endurance_time_s,prior_gross_discharge_kwh,regen_gross_discharge_kwh,delta_gross_discharge_kwh,prior_recovered_energy_kwh,regen_recovered_energy_kwh,delta_recovered_energy_kwh,prior_net_terminal_energy_kwh,regen_net_terminal_energy_kwh,delta_net_terminal_energy_kwh,prior_total_pack_heat_kwh,regen_total_pack_heat_kwh,delta_total_pack_heat_kwh,prior_regen_pack_heat_kwh,regen_regen_pack_heat_kwh,delta_regen_pack_heat_kwh,prior_final_reserve_kwh,regen_final_reserve_kwh,delta_final_reserve_kwh,prior_active_rms_kw,regen_active_rms_kw,delta_active_rms_kw,prior_overall_rank,regen_overall_rank,delta_overall_rank,prior_cell_rank,regen_cell_rank,delta_cell_rank,sustainable_power_gain_kw,endurance_time_reduction_s,gross_discharge_change_kwh,recovered_energy_gain_kwh,net_terminal_energy_reduction_kwh,total_pack_heat_change_kwh,regen_pack_heat_increase_kwh,final_reserve_change_kwh,active_rms_change_kw,overall_rank_improvement,cell_rank_improvement
ampace_jp50_110s3p,ampace_jp50,Ampace,JP50P1 (JP50),110,3,330,29.7,252.58515114,5.907,5.822025,screening_factor8,screening_factor8,True,True,True,True,20.671875,26.3671875,5.6953125,1300.34095530427,1265.8755625595986,-34.46539274467136,5.1241130888271496,5.650793716366725,0.5266806275395757,0.0,0.6223864048928337,0.6223864048928337,5.1241130888271496,5.028407311473891,-0.0957057773532588,0.1955818209622468,0.2915366744713081,0.0959548535090613,0.0,0.0104435457035982,0.0104435457035982,0.5023993109978853,0.5021795247774838,-0.00021978622040141893,0.0,8.82374142418087,8.82374142418087,49.0,49.0,0.0,8.0,8.0,0.0,5.6953125,34.46539274467136,0.5266806275395757,0.6223864048928337,0.0957057773532588,0.0959548535090613,0.0104435457035982,-0.00021978622040141893,8.82374142418087,-0.0,-0.0
ampace_jp50_110s4p,ampace_jp50,Ampace,JP50P1 (JP50),110,4,440,39.6,262.48515114,7.876,7.762699999999999,native_0p25m,native_0p25m,True,True,True,True,34.8671875,48.25,13.3828125,1240.211626652855,1218.4728918638116,-21.73873478904352,6.934837135368828,7.601280556181717,0.6664434208128887,0.0,0.828149967615601,0.828149967615601,6.934837135368828,6.773130588566114,-0.1617065468027139,0.3247902897412204,0.4888778196775082,0.16408752993628783,0.0,0.010394314176565,0.010394314176565,0.5030858360255671,0.5007101640749556,-0.002375671950611502,0.0,8.806809553496507,8.806809553496507,3.0,3.0,0.0,1.0,1.0,0.0,13.3828125,21.73873478904352,0.6664434208128887,0.828149967615601,0.1617065468027139,0.16408752993628783,0.010394314176565,-0.002375671950611502,8.806809553496507,-0.0,-0.0
ampace_jp50_115s2p,ampace_jp50,Ampace,JP50P1 (JP50),115,2,230,20.7,243.58515114,4.117,4.057775,screening_factor8,screening_factor8,True,True,True,True,10.90625,13.5,2.59375,1426.6872626410498,1374.110724228134,-52.57653841291585,3.457309420939932,3.853701219359781,0.39639179841984884,0.0,0.4499770559205135,0.4499770559205135,3.457309420939932,3.4037241634392674,-0.053585257500664785,0.0984514711328327,0.1512866929750388,0.0528352218422061,0.0,0.0103024185503129,0.0103024185503129,0.5020527874858705,0.5028211594543491,0.0007683719684786761,0.0,8.403638627713903,8.403638627713903,110.0,110.0,0.0,14.0,14.0,0.0,2.59375,52.57653841291585,0.39639179841984884,0.4499770559205135,0.053585257500664785,0.0528352218422061,0.0103024185503129,0.0007683719684786761,8.403638627713903,-0.0,-0.0
ampace_jp50_115s3p,ampace_jp50,Ampace,JP50P1 (JP50),115,3,345,31.05,253.93515114,6.1755,6.086662499999999,screening_factor8,screening_factor8,True,True,True,True,22.640625,29.1328125,6.4921875,1287.9246230042222,1254.9109131663056,-33.01370983791662,5.374768785793477,5.914045630245093,0.5392768444516163,0.0,0.6416390922127269,0.6416390922127269,5.374768785793477,5.2724065380323655,-0.10236224776111147,0.2140946915380763,0.3198860872348479,0.1057913956967716,0.0,0.0103283612797046,0.0103283612797046,0.4978736921233307,0.4944762184374173,-0.0033974736859134214,0.0,8.81781801281743,8.81781801281743,39.0,39.0,0.0,7.0,7.0,0.0,6.4921875,33.01370983791662,0.5392768444516163,0.6416390922127269,0.10236224776111147,0.1057913956967716,0.0103283612797046,-0.0033974736859134214,8.81781801281743,-0.0,-0.0
ampace_jp50_120s2p,ampace_jp50,Ampace,JP50P1 (JP50),120,2,240,21.6,244.48515114,4.296,4.2342,screening_factor8,screening_factor8,True,True,True,True,11.6875,14.484375,2.796875,1410.303163543399,1359.588047974335,-50.71511556906398,3.625470776451374,4.042108427371035,0.41663765091966143,0.0,0.4688887500371943,0.4688887500371943,3.625470776451374,3.573219677333841,-0.052251099117532895,0.1064727097151251,0.1631106156010921,0.05663790588596701,0.0,0.0103158407124815,0.0103158407124815,0.5022978690494387,0.4979304761062632,-0.004367392943175563,0.0,8.48481346872821,8.48481346872821,102.0,102.0,0.0,13.0,13.0,0.0,2.796875,50.71511556906398,0.41663765091966143,0.4688887500371943,0.052251099117532895,0.05663790588596701,0.0103158407124815,-0.004367392943175563,8.48481346872821,-0.0,-0.0
ampace_jp50_120s3p,ampace_jp50,Ampace,JP50P1 (JP50),120,3,360,32.4,255.28515114,6.444,6.351299999999999,screening_factor8,screening_factor8,True,True,True,True,24.6796875,31.9765625,7.296875,1277.0870958689172,1246.082774841558,-31.00432102735931,5.618519217604235,6.172291150232617,0.5537719326283819,0.0,0.670698387860348,0.670698387860348,5.618519217604235,5.501592762372268,-0.1169264552319671,0.2330164873822523,0.3474487521302138,0.1144322647479615,0.0,0.0103794699003336,0.0103794699003336,0.4998443733934896,0.5023718774112789,0.002527504017789284,0.0,8.833153361932203,8.833153361932203,32.0,32.0,0.0,6.0,6.0,0.0,7.296875,31.00432102735931,0.5537719326283819,0.670698387860348,0.1169264552319671,0.1144322647479615,0.0103794699003336,0.002527504017789284,8.833153361932203,-0.0,-0.0
ampace_jp50_125s2p,ampace_jp50,Ampace,JP50P1 (JP50),125,2,250,22.5,245.38515114,4.475,4.410625,screening_factor8,screening_factor8,True,True,True,True,12.515625,15.421875,2.90625,1393.651198351862,1347.3610394399288,-46.29015891193308,3.792257563226221,4.2174299550294645,0.4251723918032435,0.0,0.4773258999510927,0.4773258999510927,3.792257563226221,3.740104055078372,-0.052153508147848804,0.1148876580206697,0.1730358802791072,0.05814822225843751,0.0,0.0101463081793175,0.0101463081793175,0.5035239425127478,0.4975489556109527,-0.0059749869017950985,0.0,8.46674278748595,8.46674278748595,95.0,95.0,0.0,12.0,12.0,0.0,2.90625,46.29015891193308,0.4251723918032435,0.4773258999510927,0.052153508147848804,0.05814822225843751,0.0101463081793175,-0.0059749869017950985,8.46674278748595,-0.0,-0.0
ampace_jp50_125s3p,ampace_jp50,Ampace,JP50P1 (JP50),125,3,375,33.74999999999999,256.63515114,6.7125,6.615937499999999,screening_factor8,native_0p25m,True,True,True,True,26.7890625,32.046875,5.2578125,1267.3198573233494,1243.709381502296,-23.610475821053342,5.862190969400184,6.494580327831731,0.6323893584315465,0.0,0.7349431701736631,0.7349431701736631,5.862190969400184,5.759637157658068,-0.10255381174211653,0.2527165269176374,0.3524810471720299,0.09976452025439247,0.0,0.0106190182418772,0.0106190182418772,0.5011156339802301,0.5038338538348474,0.0027182198546172875,0.0,8.674592803078768,8.674592803078768,23.0,27.0,4.0,5.0,5.0,0.0,5.2578125,23.610475821053342,0.6323893584315465,0.7349431701736631,0.10255381174211653,0.09976452025439247,0.0106190182418772,0.0027182198546172875,8.674592803078768,-4.0,-0.0
ampace_jp50_130s2p,ampace_jp50,Ampace,JP50P1 (JP50),130,2,260,23.4,246.28515114,4.654,4.58705,screening_factor8,screening_factor8,True,True,True,True,13.5,16.734375,3.234375,1376.6822138629466,1332.3302985578146,-44.351915305132025,3.965958240189513,4.398530390862572,0.4325721506730589,0.0,0.4984303074649623,0.4984303074649623,3.965958240189513,3.90010008339761,-0.06585815679190299,0.125096394730517,0.1875451719791889,0.0624487772486719,0.0,0.0102566076769418,0.0102566076769418,0.4960429071015137,0.4994731161140315,0.003430209012517782,0.0,8.518852055171799,8.518852055171799,89.0,88.0,-1.0,11.0,11.0,0.0,3.234375,44.351915305132025,0.4325721506730589,0.4984303074649623,0.06585815679190299,0.0624487772486719,0.0102566076769418,0.003430209012517782,8.518852055171799,1.0,-0.0
ampace_jp50_130s3p,ampace_jp50,Ampace,JP50P1 (JP50),130,3,390,35.099999999999994,257.98515114,6.981,6.880574999999999,native_0p25m,screening_factor8,True,True,True,True,26.75,38.171875,11.421875,1265.6233450154614,1232.563235307409,-33.06010970805232,6.1266925526122336,6.6828495540349175,0.556157001422684,0.0,0.7063743890301701,0.7063743890301701,6.1266925526122336,5.976475165004747,-0.15021738760748615,0.2542958192764039,0.403730271870733,0.14943445259432914,0.0,0.0101617783265995,0.0101617783265995,0.499597527926816,0.5004970000195087,0.0008994720926926991,0.0,8.87780087611176,8.87780087611176,20.0,17.0,-3.0,4.0,4.0,0.0,11.421875,33.06010970805232,0.556157001422684,0.7063743890301701,0.15021738760748615,0.14943445259432914,0.0101617783265995,0.0008994720926926991,8.87780087611176,3.0,-0.0
ampace_jp50_135s2p,ampace_jp50,Ampace,JP50P1 (JP50),135,2,270,24.3,247.18515114,4.833,4.763475,screening_factor8,screening_factor8,True,True,True,True,14.34375,17.90625,3.5625,1364.9036481910553,1320.3717864395217,-44.5318617515336,4.129776545384846,4.581789647533655,0.4520131021488085,0.0,0.5225261418031516,0.5225261418031516,4.129776545384846,4.059263505730503,-0.07051303965434297,0.1335705073639921,0.2006817758600206,0.0671112684960285,0.0,0.0104163107670924,0.0104163107670924,0.5001781698749812,0.5036021039086177,0.0034239340336365,0.0,8.585801661817628,8.585801661817628,81.0,81.0,0.0,10.0,10.0,0.0,3.5625,44.5318617515336,0.4520131021488085,0.5225261418031516,0.07051303965434297,0.0671112684960285,0.0104163107670924,0.0034239340336365,8.585801661817628,-0.0,-0.0
ampace_jp50_135s3p,ampace_jp50,Ampace,JP50P1 (JP50),135,3,405,36.45,259.33515114,7.2495,7.1452125,screening_factor8,screening_factor8,True,True,True,True,31.875,42.34375,10.46875,1249.7594790950031,1226.6641530826705,-23.095326012332634,6.351728799406729,6.934575152143184,0.5828463527364551,0.0,0.7302822605255596,0.7302822605255596,6.351728799406729,6.204292891617624,-0.14743590778910498,0.2979479524741479,0.4388798516105673,0.1409318991364194,0.0,0.0101395093884748,0.0101395093884748,0.4956336220532615,0.5021752839152955,0.006541661862034032,0.0,8.893430906645259,8.893430906645259,10.0,10.0,0.0,3.0,3.0,0.0,10.46875,23.095326012332634,0.5828463527364551,0.7302822605255596,0.14743590778910498,0.1409318991364194,0.0101395093884748,0.006541661862034032,8.893430906645259,-0.0,-0.0
ampace_jp50_140s2p,ampace_jp50,Ampace,JP50P1 (JP50),140,2,280,25.2,248.08515114,5.012,4.9399,screening_factor8,screening_factor8,True,True,True,True,15.1875,19.0546875,3.8671875,1353.0494325012146,1310.2333090686686,-42.816123432545965,4.295754472590802,4.757127991631677,0.4613735190408752,0.0,0.5344805253018017,0.5344805253018017,4.295754472590802,4.222647466329875,-0.07310700626092625,0.1421095810484282,0.2134727843510385,0.07136320330261031,0.0,0.0102862007717496,0.0102862007717496,0.5020888382137753,0.5038559829982444,0.0017671447844691546,0.0,8.56729914363981,8.56729914363981,73.0,73.0,0.0,9.0,9.0,0.0,3.8671875,42.816123432545965,0.4613735190408752,0.5344805253018017,0.07310700626092625,0.07136320330261031,0.0102862007717496,0.0017671447844691546,8.56729914363981,-0.0,-0.0
ampace_jp50_140s3p,ampace_jp50,Ampace,JP50P1 (JP50),140,3,420,37.8,260.68515114,7.518,7.40985,native_0p25m,native_0p25m,True,True,True,True,31.3046875,42.3125,11.0078125,1249.441301261939,1224.5565037342585,-24.884797527680576,6.615252770570784,7.27225673743001,0.657003966859226,0.0,0.8024872204557396,0.8024872204557396,6.615252770570784,6.46976951697427,-0.14548325359651404,0.2951967330362693,0.4435841752383889,0.14838744220211958,0.0,0.0105009109395517,0.0105009109395517,0.4994128081380908,0.496513648472659,-0.0028991596654318053,0.0,8.763877502952093,8.763877502952093,9.0,8.0,-1.0,2.0,2.0,0.0,11.0078125,24.884797527680576,0.657003966859226,0.8024872204557396,0.14548325359651404,0.14838744220211958,0.0105009109395517,-0.0028991596654318053,8.763877502952093,1.0,-0.0
molicel_p30b_110s3p,molicel_p30b,Molicel,INR-18650-P30B,110,3,330,19.3875,242.27265114,3.564,3.493215,screening_factor8,screening_factor8,True,True,True,True,8.3125,10.15625,1.84375,1499.8663608735603,1442.6038670487644,-57.26249382479591,2.9031450202692963,3.225710295560118,0.3225652752908217,0.0,0.3732302579281052,0.3732302579281052,2.9031450202692963,2.8524800376320125,-0.050664982637283806,0.0913498308138731,0.1407271217670711,0.04937729095319801,0.0,0.0118162917376035,0.0118162917376035,0.4987503089377583,0.5000523017686905,0.0013019928309322415,0.0,8.14891634003683,8.14891634003683,128.0,128.0,0.0,19.0,19.0,0.0,1.84375,57.26249382479591,0.3225652752908217,0.3732302579281052,0.050664982637283806,0.04937729095319801,0.0118162917376035,0.0013019928309322415,8.14891634003683,-0.0,-0.0
molicel_p30b_110s4p,molicel_p30b,Molicel,INR-18650-P30B,110,4,440,25.85,248.73515114,4.752,4.65762,screening_factor8,screening_factor8,True,True,True,True,13.640625,16.875,3.234375,1376.3102844323057,1332.658927957726,-43.65135647457964,3.997437331827391,4.423446321833849,0.42600899000645764,0.0,0.4991979584567148,0.4991979584567148,3.997437331827391,3.9242483633771337,-0.07318896845025735,0.1590015324643617,0.2380693789042063,0.0790678464398446,0.0,0.0124399501241093,0.0124399501241093,0.5012296112763938,0.4953719256595693,-0.005857685616824482,0.0,8.463738491581644,8.463738491581644,88.0,89.0,1.0,12.0,12.0,0.0,3.234375,43.65135647457964,0.42600899000645764,0.4991979584567148,0.07318896845025735,0.0790678464398446,0.0124399501241093,-0.005857685616824482,8.463738491581644,-1.0,-0.0
molicel_p30b_110s5p,molicel_p30b,Molicel,INR-18650-P30B,110,5,550,32.3125,255.19765114,5.94,5.822025,screening_factor8,screening_factor8,True,True,True,True,20.3203125,25.59375,5.2734375,1305.3705532990862,1271.9765205900371,-33.39403270904904,5.0828242691050205,5.576612721781182,0.4937884526761618,0.0,0.6157251544591741,0.6157251544591741,5.0828242691050205,4.96088756732201,-0.12193670178301019,0.2425973398186622,0.3576092833591564,0.11501194354049424,0.0,0.0126662977484879,0.0126662977484879,0.496672701529489,0.503625837781434,0.006953136251944991,0.0,8.729306765572467,8.729306765572467,54.0,56.0,2.0,6.0,6.0,0.0,5.2734375,33.39403270904904,0.4937884526761618,0.6157251544591741,0.12193670178301019,0.11501194354049424,0.0126662977484879,0.006953136251944991,8.729306765572467,-2.0,-0.0
molicel_p30b_115s3p,molicel_p30b,Molicel,INR-18650-P30B,115,3,345,20.26875,243.15390114,3.726,3.6519975,screening_factor8,screening_factor8,True,True,True,True,8.9375,11.0625,2.125,1478.709784142588,1422.7591190054484,-55.950665137139595,3.051367497562512,3.396404448964449,0.34503695140193713,0.0,0.4003191511671662,0.4003191511671662,3.051367497562512,2.996085297797284,-0.05528219976522797,0.0992467126183112,0.1541255423903844,0.0548788297720732,0.0,0.0122743464376372,0.0122743464376372,0.501415643653329,0.5018346908479254,0.0004190471945964003,0.0,8.281332376119757,8.281332376119757,125.0,125.0,0.0,18.0,18.0,0.0,2.125,55.950665137139595,0.34503695140193713,0.4003191511671662,0.05528219976522797,0.0548788297720732,0.0122743464376372,0.0004190471945964003,8.281332376119757,-0.0,-0.0
molicel_p30b_115s4p,molicel_p30b,Molicel,INR-18650-P30B,115,4,460,27.025,249.91015114,4.968,4.86933,screening_factor8,screening_factor8,True,True,True,True,14.625,18.2109375,3.5859375,1362.4994687139429,1319.5084280495334,-42.99104066440941,4.192888404254951,4.633647540965407,0.4407591367104562,0.0,0.5232575806244372,0.5232575806244372,4.192888404254951,4.110389960340969,-0.0824984439139822,0.1715865827013917,0.256587623310801,0.08500104060940927,0.0,0.0126210536797572,0.0126210536797572,0.5049066980710324,0.5024265662199514,-0.00248013185108098,0.0,8.584546458211834,8.584546458211834,79.0,80.0,1.0,11.0,11.0,0.0,3.5859375,42.99104066440941,0.4407591367104562,0.5232575806244372,0.0824984439139822,0.08500104060940927,0.0126210536797572,-0.00248013185108098,8.584546458211834,-1.0,-0.0
molicel_p30b_115s5p,molicel_p30b,Molicel,INR-18650-P30B,115,5,575,33.78125,256.66640114,6.21,6.086662499999999,screening_factor8,screening_factor8,True,True,True,True,22.078125,28.015625,5.9375,1293.8846752795284,1261.7026602192705,-32.18201506025798,5.321734659675196,5.829307028871624,0.5075723691964278,0.0,0.6293790362406089,0.6293790362406089,5.321734659675196,5.199927992631016,-0.1218066670441802,0.263244017857474,0.3887805811210951,0.12553656326362111,0.0,0.0125047433199762,0.0125047433199762,0.5017580231596808,0.4980586030445726,-0.003699420115108154,0.0,8.803559589330236,8.803559589330236,43.0,43.0,0.0,4.0,4.0,0.0,5.9375,32.18201506025798,0.5075723691964278,0.6293790362406089,0.1218066670441802,0.12553656326362111,0.0125047433199762,-0.003699420115108154,8.803559589330236,-0.0,-0.0
molicel_p30b_120s3p,molicel_p30b,Molicel,INR-18650-P30B,120,3,360,21.15,244.03515114,3.888,3.81078,screening_factor8,screening_factor8,True,True,True,True,9.625,11.8125,2.1875,1459.4189636379615,1406.2707537079614,-53.14820993000012,3.1985057404618225,3.559033332723127,0.3605275922613047,0.0,0.4164529105498207,0.4164529105498207,3.1985057404618225,3.142580422173307,-0.055925318288515324,0.1077522389887265,0.1653179939244069,0.057565754935680405,0.0,0.0123613614817186,0.0123613614817186,0.5045567373890876,0.5029325917390836,-0.0016241456500040163,0.0,8.304425002965473,8.304425002965473,122.0,122.0,0.0,17.0,17.0,0.0,2.1875,53.14820993000012,0.3605275922613047,0.4164529105498207,0.055925318288515324,0.057565754935680405,0.0123613614817186,-0.0016241456500040163,8.304425002965473,-0.0,-0.0
molicel_p30b_120s4p,molicel_p30b,Molicel,INR-18650-P30B,120,4,480,28.2,251.08515114,5.184,5.08104,screening_factor8,screening_factor8,True,True,True,True,15.75,19.6171875,3.8671875,1348.1129969192689,1307.6695000800091,-40.44349683925975,4.392808608676527,4.84658330531848,0.45377469664195313,0.0,0.5465526908993752,0.5465526908993752,4.392808608676527,4.3000306144191045,-0.09277799425742206,0.185500767540066,0.2767032971163297,0.09120252957626368,0.0,0.0126791880848814,0.0126791880848814,0.5027857890858392,0.5043851510438435,0.0015993619580043639,0.0,8.62456085381212,8.62456085381212,71.0,71.0,0.0,10.0,10.0,0.0,3.8671875,40.44349683925975,0.45377469664195313,0.5465526908993752,0.09277799425742206,0.09120252957626368,0.0126791880848814,0.0015993619580043639,8.62456085381212,-0.0,-0.0
molicel_p30b_120s5p,molicel_p30b,Molicel,INR-18650-P30B,120,5,600,35.25,258.13515114,6.48,6.3513,screening_factor8,screening_factor8,True,True,True,True,24.046875,30.859375,6.8125,1283.0356106615518,1252.0949273929896,-30.940683268562225,5.560212515816367,6.087385922690882,0.5271734068745149,0.0,0.6575520172912175,0.6575520172912175,5.560212515816367,5.429833905399665,-0.1303786104167024,0.2867110997984153,0.4260376010556779,0.1393265012572626,0.0,0.0124942679702436,0.0124942679702436,0.5044560038170542,0.4955412454613823,-0.008914758355671959,0.0,8.738671138200278,8.738671138200278,37.0,36.0,-1.0,3.0,3.0,0.0,6.8125,30.940683268562225,0.5271734068745149,0.6575520172912175,0.1303786104167024,0.1393265012572626,0.0124942679702436,-0.008914758355671959,8.738671138200278,1.0,-0.0
molicel_p30b_125s3p,molicel_p30b,Molicel,INR-18650-P30B,125,3,375,22.03125,244.91640114,4.05,3.9695625,screening_factor8,screening_factor8,True,True,True,True,10.375,12.65625,2.28125,1440.2850493645042,1390.6186079996046,-49.66644136489958,3.3565789475544583,3.71993607890273,0.3633571313482715,0.0,0.4242231258746403,0.4242231258746403,3.3565789475544583,3.2957129530280898,-0.06086599452636854,0.1174714107508895,0.1771815572644698,0.059710146513580295,0.0,0.0122215247491836,0.0122215247491836,0.4955495882817317,0.4967222261671782,0.0011726378854465258,0.0,8.414107748267357,8.414107748267357,115.0,115.0,0.0,16.0,16.0,0.0,2.28125,49.66644136489958,0.3633571313482715,0.4242231258746403,0.06086599452636854,0.059710146513580295,0.0122215247491836,0.0011726378854465258,8.414107748267357,-0.0,-0.0
molicel_p30b_125s4p,molicel_p30b,Molicel,INR-18650-P30B,125,4,500,29.375,252.26015114,5.4,5.29275,screening_factor8,screening_factor8,True,True,True,True,17.109375,21.09375,3.984375,1333.3739751349626,1297.0874309467754,-36.286544188187236,4.592571517997937,5.058194371673507,0.46562285367557,0.0,0.5620944874828925,0.5620944874828925,4.592571517997937,4.496099884190615,-0.09647163380732238,0.2027349123549424,0.2972530171847941,0.09451810482985168,0.0,0.0126282197442885,0.0126282197442885,0.4975031250108824,0.4994810274502558,0.0019779024393734024,0.0,8.67235627296793,8.67235627296793,67.0,67.0,0.0,9.0,9.0,0.0,3.984375,36.286544188187236,0.46562285367557,0.5620944874828925,0.09647163380732238,0.09451810482985168,0.0126282197442885,0.0019779024393734024,8.67235627296793,-0.0,-0.0
molicel_p30b_125s5p,molicel_p30b,Molicel,INR-18650-P30B,125,5,625,36.71875,259.60390114,6.75,6.6159375,screening_factor8,screening_factor8,True,True,True,True,26.0859375,33.8046875,7.71875,1273.2264423488484,1244.124318235751,-29.10212411309749,5.804842036543768,6.339005040583003,0.5341630040392351,0.0,0.682545573012208,0.682545573012208,5.804842036543768,5.656459467570796,-0.14838256897297164,0.3112724026657952,0.4617550058934541,0.15048260322765888,0.0,0.0125418893213316,0.0125418893213316,0.4999083425984414,0.4978430989843198,-0.002065243614121637,0.0,8.821196787100602,8.821196787100602,30.0,29.0,-1.0,2.0,2.0,0.0,7.71875,29.10212411309749,0.5341630040392351,0.682545573012208,0.14838256897297164,0.15048260322765888,0.0125418893213316,-0.002065243614121637,8.821196787100602,1.0,-0.0
molicel_p30b_130s3p,molicel_p30b,Molicel,INR-18650-P30B,130,3,390,22.9125,245.79765114,4.212,4.128345,screening_factor8,screening_factor8,True,True,True,True,11.09375,13.640625,2.546875,1424.710455057273,1373.9348814158604,-50.77557364141262,3.503660727517925,3.888200505936263,0.384539778418338,0.0,0.4491431400590863,0.4491431400590863,3.503660727517925,3.439057365877176,-0.06460336164074887,0.1263111027208757,0.1921349895775998,0.0658238868567241,0.0,0.0124714603052659,0.0124714603052659,0.4984129887685039,0.4972107092774724,-0.001202279491031466,0.0,8.379730617116257,8.379730617116257,109.0,109.0,0.0,15.0,15.0,0.0,2.546875,50.77557364141262,0.384539778418338,0.4491431400590863,0.06460336164074887,0.0658238868567241,0.0124714603052659,-0.001202279491031466,8.379730617116257,-0.0,-0.0
molicel_p30b_130s4p,molicel_p30b,Molicel,INR-18650-P30B,130,4,520,30.55,253.43515114,5.616,5.50446,screening_factor8,screening_factor8,True,True,True,True,18.3515625,22.8515625,4.5,1321.4091707482885,1286.2915831395203,-35.11758760876819,4.789634681726958,5.266038601696966,0.4764039199700081,0.0,0.5790148004008724,0.5790148004008724,4.789634681726958,4.687023801296093,-0.10261088043086453,0.2182071732956975,0.3204638864872557,0.10225671319155821,0.0,0.0124948082322,0.0124948082322,0.4966815322925157,0.4970616725234155,0.00038014023089977256,0.0,8.640844564764233,8.640844564764233,63.0,63.0,0.0,8.0,8.0,0.0,4.5,35.11758760876819,0.4764039199700081,0.5790148004008724,0.10261088043086453,0.10225671319155821,0.0124948082322,0.00038014023089977256,8.640844564764233,-0.0,-0.0
molicel_p30b_130s5p,molicel_p30b,Molicel,INR-18650-P30B,130,5,650,38.1875,261.07265114,7.02,6.880574999999999,native_0p25m,native_0p25m,True,True,True,True,26.078125,33.7265625,7.6484375,1271.3867394174808,1242.1985038025182,-29.18823561496265,6.069867533316428,6.666156039440971,0.5962885061245435,0.0,0.7506089726177569,0.7506089726177569,6.069867533316428,5.915547066823213,-0.15432046649321496,0.3136096970331188,0.4666038234334075,0.1529941264002887,0.0,0.0129399189056593,0.0129399189056593,0.4971086373543744,0.498439480516763,0.0013308431623886285,0.0,8.671462992580288,8.671462992580288,28.0,24.0,-4.0,1.0,1.0,0.0,7.6484375,29.18823561496265,0.5962885061245435,0.7506089726177569,0.15432046649321496,0.1529941264002887,0.0129399189056593,0.0013308431623886285,8.671462992580288,4.0,-0.0
molicel_p30b_135s3p,molicel_p30b,Molicel,INR-18650-P30B,135,3,405,23.79375,246.67890114,4.374,4.2871275,screening_factor8,screening_factor8,True,True,True,True,11.78125,14.484375,2.703125,1410.7707415762748,1361.8685351573713,-48.90220641890346,3.6520926522546975,4.0502556004585895,0.398162948203892,0.0,0.4652946653171418,0.4652946653171418,3.6520926522546975,3.5849609351414484,-0.06713171711324906,0.1351914236013394,0.2045752566161331,0.0693838330147937,0.0,0.0124498932038867,0.0124498932038867,0.4998856046791056,0.4976525746959805,-0.002233029983125079,0.0,8.433922561997433,8.433922561997433,103.0,104.0,1.0,14.0,14.0,0.0,2.703125,48.90220641890346,0.398162948203892,0.4652946653171418,0.06713171711324906,0.0693838330147937,0.0124498932038867,-0.002233029983125079,8.433922561997433,-1.0,-0.0
molicel_p30b_135s4p,molicel_p30b,Molicel,INR-18650-P30B,135,4,540,31.725,254.61015114,5.832,5.71617,screening_factor8,screening_factor8,True,True,True,True,19.6171875,24.609375,4.9921875,1310.9336981011977,1277.0230737183974,-33.91062438280028,4.98779091754382,5.470202180079865,0.48241126253604527,0.0,0.5963602213191265,0.5963602213191265,4.98779091754382,4.873841958760738,-0.11394895878308198,0.2343067524992493,0.3438326357156886,0.10952588321643933,0.0,0.0124712671781092,0.0124712671781092,0.4941396585357066,0.4985900600504581,0.004450401514751456,0.0,8.664173179602532,8.664173179602532,59.0,59.0,0.0,7.0,7.0,0.0,4.9921875,33.91062438280028,0.48241126253604527,0.5963602213191265,0.11394895878308198,0.10952588321643933,0.0124712671781092,0.004450401514751456,8.664173179602532,-0.0,-0.0
molicel_p30b_140s3p,molicel_p30b,Molicel,INR-18650-P30B,140,3,420,24.675,247.56015114,4.536,4.44591,screening_factor8,screening_factor8,True,True,True,True,12.515625,15.28125,2.765625,1395.9469634545312,1351.3097489854022,-44.63721446912905,3.799499083749023,4.203491938959148,0.4039928552101255,0.0,0.4735080895295253,0.4735080895295253,3.799499083749023,3.729983849429624,-0.06951523431939899,0.144574232119597,0.2151895924761173,0.0706153603565203,0.0,0.0122950952233297,0.0122950952233297,0.5018813914549762,0.5008005030690352,-0.0010808883859410034,0.0,8.42561838155313,8.42561838155313,97.0,97.0,0.0,13.0,13.0,0.0,2.765625,44.63721446912905,0.4039928552101255,0.4735080895295253,0.06951523431939899,0.0706153603565203,0.0122950952233297,-0.0010808883859410034,8.42561838155313,-0.0,-0.0
