case,completed,vehicle_mass_kg,capacity_ah,pack_resistance_ohm,elapsed_time_s,final_soc,terminal_energy_kwh,maximum_terminal_power_w,completed_laps,distance_m,minimum_terminal_voltage_v
130s5p,True,261.07265114,15.0,0.18769469436978717,1379.042844672692,0.37643732549783576,4.632814478860433,16000.000000643066,21,22469.34423300001,461.95573504118113
