candidate_id,cell_id,manufacturer,cell_model,series_cells,parallel_cells,total_cells,pack_mass_kg,vehicle_mass_kg,nominal_pack_energy_kwh,model_usable_energy_kwh,endurance_terminal_power_limit_kw,pack_aware_curve_points,pack_aware_full_soc,pack_aware_terminal_power_limit_kw,pack_aware_maximum_achievable_terminal_power_kw,pack_aware_maximum_achievable_wheel_power_kw,pack_aware_maximum_tractive_force_n,pack_aware_active_limiter_at_peak_terminal_power,pack_aware_reaches_79p9kw_terminal,raw_endurance_time_s,projected_endurance_time_s,endurance_points,projected_average_lap_s,projected_terminal_energy_kwh_per_lap,efficiency_factor,efficiency_points,pack_aware_acceleration_raw_time_s,pack_aware_acceleration_projected_time_s,pack_aware_acceleration_points,pack_aware_acceleration_converged,pack_aware_skidpad_raw_time_s,pack_aware_skidpad_projected_time_s,pack_aware_skidpad_points,pack_aware_skidpad_converged,pack_aware_autocross_raw_time_s,pack_aware_autocross_projected_time_s,pack_aware_autocross_points,pack_aware_autocross_converged,pack_aware_nonenergy_points,pack_aware_performance_points_excluding_efficiency,pack_aware_full_dynamic_points,mass_isolated_acceleration_raw_time_s,mass_isolated_acceleration_projected_time_s,mass_isolated_acceleration_points,mass_isolated_acceleration_converged,mass_isolated_skidpad_raw_time_s,mass_isolated_skidpad_projected_time_s,mass_isolated_skidpad_points,mass_isolated_skidpad_converged,mass_isolated_autocross_raw_time_s,mass_isolated_autocross_projected_time_s,mass_isolated_autocross_points,mass_isolated_autocross_converged,mass_isolated_sprint_nonenergy_points,mass_isolated_sprint_hybrid_performance_points_excluding_efficiency,mass_isolated_sprint_hybrid_full_dynamic_points,pack_aware_minus_mass_isolated_nonenergy_points,pack_aware_minus_mass_isolated_full_dynamic_points,mass_isolated_acceleration_raw_time_s_delta_vs_lightest_s,mass_isolated_skidpad_raw_time_s_delta_vs_lightest_s,mass_isolated_autocross_raw_time_s_delta_vs_lightest_s,pack_aware_nonenergy_points_rank,pack_aware_performance_points_excluding_efficiency_rank,pack_aware_full_dynamic_points_rank,mass_isolated_sprint_nonenergy_points_rank,mass_isolated_sprint_hybrid_performance_points_excluding_efficiency_rank,mass_isolated_sprint_hybrid_full_dynamic_points_rank
tenpower_50xg_140s3p,tenpower_50xg,Tenpower,INR21700-50XG,140,3,420,39.375,262.26015114,7.56,7.40985,31.203125,121,1.0,80.0,64.78254141018913,57.61822378955744,3471.8573629535495,bus_current+motor_voltage,False,1251.023538290864,1291.2628148096453,275.0,64.14785051606354,0.1616887788903898,0.7432024060828949,89.40992245726278,4.310193430836436,3.7194281615999922,98.27240424623938,True,4.802628618497106,4.784431627080003,74.7981681137307,True,52.31043054751619,43.97974892068495,124.62885274968318,True,297.69942510965325,572.6994251096532,662.1093475669161,4.256681932917804,3.699526271246999,99.80435962358465,True,4.802628618497106,4.784431627080003,74.7981681137307,True,52.26969162165052,43.9633830911548,124.7708560413017,True,299.37338377861704,574.373383778617,663.7833062358798,-1.6739586689637918,-1.673958668963678,0.05132946545983952,0.04407542544578291,0.5655980392126452,54.0,19.0,33.0,125.0,25.0,35.0
tenpower_60xg_115s3p,tenpower_60xg,Tenpower,INR21700-60XG,115,3,345,32.775,255.66015114,7.452,7.303995,29.265625,121,1.0,80.0,52.027793772880834,46.176710175955456,3471.8573629535495,bus_current+motor_voltage,False,1252.8018417415612,1293.0983175392503,275.0,64.23903532628971,0.15581059594432747,0.7701460591089899,94.713791163187,4.3670172354945365,3.768463561677984,94.56693421983735,True,4.788981218621004,4.7708359367234445,75.0,True,52.218588265018994,43.902532952812905,125.0,True,294.5669342198373,569.5669342198373,664.2807253830243,4.240524824427334,3.6854839612342074,100.0,True,4.788981218621004,4.7708359367234445,75.0,True,52.09437832249883,43.81592927054746,125.0,True,300.0,575.0,669.713791163187,-5.4330657801626785,-5.4330657801626785,0.03517235696936982,0.030428025569680273,0.3902847400609488,85.0,31.0,28.0,1.0,1.0,22.0
reliance_rs50_135s3p,reliance_rs50,Reliance,INR21700-RS50,135,3,405,33.91875,256.80390114,7.29,7.1452125,29.0703125,121,1.0,80.0,62.468883451751154,55.544521903548116,3471.8573629535495,bus_current+motor_voltage,False,1254.6422951618374,1294.9979692973927,275.0,64.33340695661647,0.15567988924194218,0.7696619759825368,94.6184992091608,4.3058360031418275,3.715667973214127,98.56058873817486,True,4.791360749452055,4.773206451595622,75.0,True,52.174170338048405,43.865188789224554,125.0,True,298.56058873817483,573.5605887381748,668.1790879473356,4.243325070291728,3.687917683862427,100.0,True,4.791360749452055,4.773206451595622,75.0,True,52.12493283892111,43.84162829170031,125.0,True,300.0,575.0,669.6184992091607,-1.439411261825171,-1.439411261825171,0.03797260283376325,0.03280755640073174,0.4208392564832337,42.0,13.0,22.0,1.0,1.0,24.0
tenpower_60xg_110s3p,tenpower_60xg,Tenpower,INR21700-60XG,110,3,330,31.35,254.23515114,7.128,6.98643,29.1328125,121,1.0,80.0,49.765714145743544,44.14924234043971,3471.8573629535495,bus_current+motor_voltage,False,1255.1177676414636,1295.4887353890088,275.0,64.35778742318166,0.1482039729752195,0.8081800871005632,100.0,4.382249579980233,3.7816081251312057,93.58996832881792,True,4.78600771265941,4.767873697271665,75.0,True,52.20609071311092,43.89202569471376,125.0,True,293.5899683288179,568.5899683288179,668.5899683288179,4.237035725468326,3.682451549260456,100.0,True,4.78600771265941,4.767873697271665,75.0,True,52.05620304043549,43.78382051884271,125.0,True,300.0,575.0,675.0,-6.410031671182082,-6.410031671182082,0.03168325801036165,0.02745451960808687,0.3521094579976136,91.0,33.0,21.0,1.0,1.0,1.0
molicel_p50b_135s3p,molicel_p50b,Molicel,INR-21700-P50B,135,3,405,35.94375,258.82890114,7.29,7.1452125,30.1484375,121,1.0,80.0,79.99999953257931,71.26939489785825,3471.8573629535495,terminal_power_limit+motor_voltage,True,1255.2215651220267,1295.595871524197,275.0,64.36310977329204,0.15118396216587282,0.7921845249302423,99.05207183666185,4.2603683751382775,3.6764322454559095,100.0,True,4.795558530937689,4.777388327834415,75.0,True,52.18642878367922,43.875495019843534,125.0,True,300.0,575.0,674.0520718366619,4.248282467357593,3.6922262088993447,100.0,True,4.795558530937689,4.777388327834415,75.0,True,52.17884778342848,43.88697547639145,125.0,True,300.0,575.0,674.0520718366619,0.0,0.0,0.04292999989962887,0.03700533788636573,0.4747542009906027,1.0,1.0,5.0,1.0,1.0,11.0
tenpower_50xg_135s3p,tenpower_50xg,Tenpower,INR21700-50XG,135,3,405,37.96875,260.85390114,7.29,7.1452125,28.8671875,121,1.0,80.0,62.468883451751154,55.544521903548116,3471.8573629535495,bus_current+motor_voltage,False,1258.684795759742,1299.1704972644134,275.0,64.54069140501282,0.15579443831989045,0.7666259807421678,94.02086235082044,4.316590087045306,3.7249480770342114,97.85040652790069,True,4.79973742598298,4.781551389192924,75.0,True,52.28260524467553,43.95635492794266,124.83187057559958,True,297.68227710350027,572.6822771035003,666.7031394543208,4.253239696155548,3.696534587692882,100.0,True,4.79973742598298,4.781551389192924,75.0,True,52.232537267334294,43.93213302899388,125.0,True,300.0,575.0,669.0208623508204,-2.317722896499731,-2.3177228964996175,0.04788722869758377,0.04118423293165652,0.5284436848964162,55.0,20.0,26.0,1.0,1.0,26.0
reliance_rs50_130s3p,reliance_rs50,Reliance,INR21700-RS50,130,3,390,32.6625,255.54765114,7.02,6.880574999999999,26.90625,121,1.0,80.0,60.155222324125376,53.47054037376493,3471.8573629535495,bus_current+motor_voltage,False,1262.9139693905513,1303.535702618022,275.0,64.75754775469132,0.1497808934492102,0.7947349005010909,99.55411427186829,4.313762558848687,3.722508096515708,98.03678878265148,True,4.788746827129469,4.7706024333330515,75.0,True,52.15169254323767,43.846290688755495,125.0,True,298.03678878265146,573.0367887826515,672.5909030545197,4.240249357993906,3.6852445505092875,100.0,True,4.788746827129469,4.7706024333330515,75.0,True,52.09136885234048,43.813398042882476,125.0,True,300.0,575.0,674.5541142718682,-1.9632112173485439,-1.9632112173485439,0.034896890535941694,0.030193634078145237,0.3872752699026023,51.0,18.0,8.0,1.0,1.0,8.0
molicel_p50b_130s3p,molicel_p50b,Molicel,INR-21700-P50B,130,3,390,34.6125,257.49765114,7.02,6.880574999999999,27.7109375,121,1.0,80.0,79.41023989251752,70.60505643970043,3471.8573629535495,bus_current+motor_voltage,False,1263.797666234762,1304.4478236449795,275.0,64.80286045371648,0.14558014520982024,0.8170954121077058,100.0,4.258324838173799,3.6746688004836785,100.0,True,4.792801040353334,4.774641285285184,75.0,True,52.151865597300244,43.846436183146224,125.0,True,300.0,575.0,675.0,4.24502350469012,3.6893938107555946,100.0,True,4.792801040353334,4.774641285285184,75.0,True,52.143429832742214,43.85718588158009,125.0,True,300.0,575.0,675.0,0.0,0.0,0.03967103723215537,0.03424784730201047,0.4393362503043363,1.0,1.0,1.0,1.0,1.0,1.0
reliance_rs50_125s3p,reliance_rs50,Reliance,INR21700-RS50,125,3,375,31.40625,254.29140114,6.75,6.615937499999999,26.9296875,121,1.0,80.0,57.8415596557264,51.39692203278347,3471.8573629535495,bus_current+motor_voltage,False,1264.7051554456884,1305.384502322114,275.0,64.84939313712783,0.14328447674817676,0.8295910122933609,100.0,4.323103303278687,3.730568576501292,97.42200231133673,True,4.786125276237689,4.767990815405668,75.0,True,52.13145178019198,43.82927336224154,125.0,True,297.4220023113367,572.4220023113367,672.4220023113367,4.237173467828641,3.6825712625697142,100.0,True,4.786125276237689,4.767990815405668,75.0,True,52.05771224112092,43.7850898886407,125.0,True,300.0,575.0,675.0,-2.577997688663288,-2.577997688663345,0.0318210003706767,0.027572083186365504,0.35361865868303965,60.0,23.0,9.0,1.0,1.0,1.0
ampace_jp50_130s3p,ampace_jp50,Ampace,JP50P1 (JP50),130,3,390,35.099999999999994,257.98515114,6.981,6.880574999999999,26.75,121,1.0,80.0,60.155222324125376,53.47054037376493,3471.8573629535495,bus_current+motor_voltage,False,1265.6233450154614,1306.3322255360304,275.0,64.89647449528331,0.14970671023292503,0.7934265434010167,99.29656366161745,4.320319232891999,3.7281660973628745,97.6049653740536,True,4.793811782981949,4.775648198245424,75.0,True,52.217367321713276,43.901506450460126,125.0,True,297.6049653740536,572.6049653740536,671.901529035671,4.246216989414666,3.690431080667318,100.0,True,4.793811782981949,4.775648198245424,75.0,True,52.15641125783007,43.86810439566541,125.0,True,300.0,575.0,674.2965636616175,-2.39503462594638,-2.395034625946437,0.04086452195670187,0.035258589930625917,0.4523176753921945,56.0,21.0,12.0,1.0,1.0,10.0
tenpower_50xg_130s3p,tenpower_50xg,Tenpower,INR21700-50XG,130,3,390,36.5625,259.44765114,7.02,6.880574999999999,26.703125,121,1.0,80.0,60.155222324125376,53.47054037376493,3471.8573629535495,bus_current+motor_voltage,False,1267.0232030051448,1307.777110074783,275.0,64.96825402485844,0.14979939925716454,0.7920595402832232,99.02746855968961,4.324253101510745,3.7315607806779947,97.34650880791857,True,4.796837393352986,4.778662344684867,75.0,True,52.25661304104852,43.93450210475909,125.0,True,297.34650880791855,572.3465088079186,671.3739773676082,4.249797266168287,3.693542736204915,100.0,True,4.796837393352986,4.778662344684867,75.0,True,52.195276323401416,43.90079331564113,125.0,True,300.0,575.0,674.0274685596896,-2.6534911920814466,-2.6534911920814466,0.04444479871032225,0.03828420030166235,0.49118274096353787,61.0,24.0,15.0,1.0,1.0,13.0
tenpower_30xg_130s5p,tenpower_30xg,Tenpower,INR18650-30XG,130,5,650,39.0,261.88515114,7.02,6.880574999999999,27.1171875,121,1.0,80.0,79.99999993714532,71.40867664296988,3471.8573629535495,terminal_power_limit+motor_voltage,True,1267.0279253355425,1307.7819842993322,275.0,64.96849616845938,0.15134349902229838,0.7839755381442159,97.43612955594801,4.267620390042466,3.6826902821068885,100.0,True,4.801858487896434,4.78366441447717,74.86181568311491,True,52.26722061949202,43.943420376540054,124.9442120400611,True,299.80602772317604,574.806027723176,672.2421572791241,4.255764059964382,3.69872853837469,99.86610905904264,True,4.801858487896434,4.78366441447717,74.86181568311491,True,52.259794082929176,43.955058395275294,124.84312846997922,True,299.5710532121368,574.5710532121368,672.0071827680848,0.2349745110392405,0.2349745110392405,0.05041159250641769,0.043305294845110254,0.555700500491298,30.0,6.0,10.0,122.0,22.0,16.0
ampace_jp50_125s3p,ampace_jp50,Ampace,JP50P1 (JP50),125,3,375,33.74999999999999,256.63515114,6.7125,6.615937499999999,26.7890625,121,1.0,80.0,57.8415596557264,51.39692203278347,3471.8573629535495,bus_current+motor_voltage,False,1267.3198573233494,1308.0833063038913,275.0,64.98346535883952,0.14324357183744718,0.8281158322047111,100.0,4.3294993201213625,3.7360879402023537,97.00256122253703,True,4.791010064006394,4.772857094884817,75.0,True,52.194936045707465,43.88264746045793,125.0,True,297.002561222537,572.002561222537,672.002561222537,4.2429119553458285,3.6875586413923798,100.0,True,4.791010064006394,4.772857094884817,75.0,True,52.12042952209785,43.83784060831172,125.0,True,300.0,575.0,675.0,-2.997438777463003,-2.997438777463003,0.03755948788786423,0.03245687095507055,0.41633593965997306,63.0,25.0,11.0,1.0,1.0,1.0
tenpower_30xg_125s5p,tenpower_30xg,Tenpower,INR18650-30XG,125,5,625,37.5,260.38515114,6.75,6.6159375,27.203125,121,1.0,80.0,79.9999998681689,71.35316358273141,3471.8573629535495,terminal_power_limit+motor_voltage,True,1268.4638538460058,1309.2640995701763,275.0,65.04212526065601,0.14486748610344893,0.8180944555910699,100.0,4.264049715735111,3.6796090128349195,100.0,True,4.798771739726681,4.780589361887986,75.0,True,52.22762243680382,43.910128390331664,125.0,True,300.0,575.0,675.0,4.2520921942013885,3.6955372818822476,100.0,True,4.798771739726681,4.780589361887986,75.0,True,52.22012887988189,43.92169648968804,125.0,True,300.0,575.0,675.0,0.0,0.0,0.04673972674342419,0.040218546675357736,0.516035297444013,1.0,1.0,1.0,1.0,1.0,1.0
ampace_jp30_130s5p,ampace_jp30,Ampace,JP30P1 (JP30),130,5,650,40.625,263.51015114,7.176,6.880574999999999,27.015625,121,1.0,80.0,79.99999993714532,71.40867664296988,3471.8573629535495,terminal_power_limit+motor_voltage,True,1268.7972096334274,1309.6081777743218,275.0,65.05921850995601,0.15131952005644977,0.7830063773157324,97.24534986530165,4.271661271967234,3.686177311232114,100.0,True,4.80519129252326,4.786984591224138,74.58659579887406,True,52.31010385656208,43.979474256798866,124.6312350857204,True,299.2178308845945,574.2178308845945,671.4631807498961,4.259741457190646,3.7021853354202854,99.59872387162835,True,4.80519129252326,4.786984591224138,74.58659579887406,True,52.30262974106638,43.991086930937584,124.53053687529722,True,298.7158565457996,573.7158565457996,670.9612064111013,0.5019743387948665,0.5019743387947528,0.054388989732681914,0.0466380994719362,0.5985361586285052,38.0,10.0,14.0,127.0,29.0,18.0
tenpower_50xg_125s3p,tenpower_50xg,Tenpower,INR21700-50XG,125,3,375,35.15625,258.04140114,6.75,6.615937499999999,26.71875,121,1.0,80.0,57.8415596557264,51.39692203278347,3471.8573629535495,bus_current+motor_voltage,False,1268.8198558846566,1309.631552444112,275.0,65.0603797257878,0.143251499759976,0.8270910578729318,100.0,4.333335981602492,3.739398739819221,96.7515529090663,True,4.793928335668828,4.77576430931826,75.0,True,52.232877231011045,43.91454633389368,125.0,True,296.7515529090663,571.7515529090663,671.7515529090663,4.24635469414607,3.6905507612729003,100.0,True,4.793928335668828,4.77576430931826,75.0,True,52.157908269738485,43.86936351363568,125.0,True,300.0,575.0,675.0,-3.2484470909337233,-3.2484470909337233,0.04100222668810538,0.03537514261750463,0.45381468730060703,67.0,26.0,13.0,1.0,1.0,1.0
ampace_jp30_125s5p,ampace_jp30,Ampace,JP30P1 (JP30),125,5,625,39.0625,261.94765114,6.9,6.6159375,27.1015625,121,1.0,80.0,79.9999998681689,71.35316358273141,3471.8573629535495,terminal_power_limit+motor_voltage,True,1270.2308514585948,1311.0879328084466,275.0,65.13273034940553,0.14481629425460277,0.8172452076946456,100.0,4.2679356469840135,3.682962329189078,100.0,True,4.801986885900211,4.783792325985414,74.85120208190612,True,52.2689823325801,43.9449015285488,124.93134432256592,True,299.78254640447204,574.782546404472,674.782546404472,4.255917041198662,3.6988614959468435,99.8558154747467,True,4.801986885900211,4.783792325985414,74.85120208190612,True,52.26144419318558,43.956446282348935,124.83107736320308,True,299.5380949198559,574.5380949198559,674.5380949198559,0.24445148461614963,0.24445148461609278,0.050564573740698116,0.04343369284888787,0.5573506107477044,31.0,7.0,4.0,124.0,24.0,9.0
molicel_p30b_130s5p,molicel_p30b,Molicel,INR-18650-P30B,130,5,650,38.1875,261.07265114,7.02,6.880574999999999,26.078125,121,1.0,80.0,71.45774982908272,63.68935916047048,3471.8573629535495,bus_current+motor_voltage,False,1271.3867394174808,1312.281,275.0,65.192,0.14831818181818182,0.7972240632635236,100.0,4.284202953108688,3.697,100.0,True,4.800187743025538,4.782,75.0,True,52.25958408974073,43.937,125.0,True,300.0,575.0,675.0,4.253775200437397,3.697,100.0,True,4.800187743025538,4.782,75.0,True,52.238323789110694,43.937,125.0,True,300.0,575.0,675.0,0.0,0.0,0.048422732979433114,0.041634549974214785,0.5342302066728166,1.0,1.0,1.0,1.0,1.0,1.0
molicel_p50b_125s3p,molicel_p50b,Molicel,INR-21700-P50B,125,3,375,33.28124999999999,256.16640114,6.75,6.615937499999999,25.59375,121,1.0,80.0,76.35599993061054,67.8398697632131,3471.8573629535495,bus_current+motor_voltage,False,1272.894113033567,1313.836858414252,274.0460532590238,65.269292532424,0.1399559920703844,0.8438566831874318,100.0,4.260892029090599,3.6768841261634586,100.0,True,4.79003522599341,4.771885950498879,75.0,True,52.12051451188056,43.82007790525179,125.0,True,300.0,574.0460532590238,674.0460532590238,4.24176434684996,3.686561242985245,100.0,True,4.79003522599341,4.771885950498879,75.0,True,52.107911764057015,43.82731207877351,125.0,True,300.0,574.0460532590238,674.0460532590238,0.0,0.0,0.03641187939199586,0.031482032942086846,0.40381818161913685,1.0,11.0,6.0,1.0,27.0,12.0
molicel_p30b_125s5p,molicel_p30b,Molicel,INR-18650-P30B,125,5,625,36.71875,259.60390114,6.75,6.6159375,26.0859375,121,1.0,80.0,68.7093742006193,61.221810638469236,3471.8573629535495,bus_current+motor_voltage,False,1273.2264423488484,1314.1798771296956,273.83604136103145,65.28633314803697,0.1418422415112433,0.83241756176014,100.0,4.288813028596993,3.7009782076775566,99.69203912164204,True,4.797160061465921,4.7789837902196375,75.0,True,52.22727964599113,43.90984019056507,125.0,True,299.69203912164204,573.5280804826734,673.5280804826734,4.250179773858636,3.6938751775927616,100.0,True,4.797160061465921,4.7789837902196375,75.0,True,52.19942165624293,43.904279903185426,125.0,True,300.0,573.8360413610314,673.8360413610314,-0.30796087835796015,-0.307960878358017,0.044827306400671674,0.038606868414597706,0.49532807380505517,33.0,14.0,7.0,1.0,28.0,14.0
reliance_rs50_120s3p,reliance_rs50,Reliance,INR21700-RS50,120,3,360,30.15,253.03515114,6.48,6.351299999999999,24.75,121,1.0,80.0,55.52789736330417,49.322756587904216,3471.8573629535495,bus_current+motor_voltage,False,1274.8096270552908,1315.813985104352,272.8370683008966,65.36751299220435,0.13719751115001091,0.8595297275343,100.0,4.33403822026458,3.7400047279953554,96.70565802271769,True,4.783495953953888,4.765371455531795,75.0,True,52.11398798467259,43.81459075813934,125.0,True,296.70565802271767,569.5427263236143,669.5427263236143,4.234097182760669,3.6798976314161163,100.0,True,4.783495953953888,4.765371455531795,75.0,True,52.02396178779283,43.756702804976555,125.0,True,300.0,572.8370683008966,672.8370683008966,-3.294341977282329,-3.294341977282329,0.028744715302704726,0.02494276090256431,0.3198682053549504,68.0,32.0,18.0,1.0,31.0,15.0
ampace_jp50_120s3p,ampace_jp50,Ampace,JP50P1 (JP50),120,3,360,32.4,255.28515114,6.444,6.351299999999999,24.6796875,121,1.0,80.0,55.52789736330417,49.322756587904216,3471.8573629535495,bus_current+motor_voltage,False,1277.0870958689172,1318.164708892445,271.40435345172966,65.48429315224124,0.1372894136966879,0.8574225521987384,100.0,4.340275614859307,3.7453872105875883,96.29866418239594,True,4.788199675565711,4.770057354907381,75.0,True,52.175289694273175,43.86612988271591,125.0,True,296.29866418239595,567.7030176341257,667.7030176341257,4.239606660214734,3.684685975225536,100.0,True,4.788199675565711,4.770057354907381,75.0,True,52.08434385058205,43.807489401871976,125.0,True,300.0,571.4043534517297,671.4043534517297,-3.701335817604047,-3.70133581760399,0.03425419275676944,0.029646482514387174,0.38025026814417373,70.0,35.0,24.0,1.0,32.0,17.0
tenpower_30xg_120s5p,tenpower_30xg,Tenpower,INR18650-30XG,120,5,600,36.0,258.88515114,6.48,6.3513,25.03125,121,1.0,80.0,79.99999954451741,71.24947172940612,3471.8573629535495,terminal_power_limit+motor_voltage,True,1278.1688054893457,1319.2812117930932,270.7256576917914,65.5397592125584,0.13862947933085507,0.848415634530109,100.0,4.260549970543432,3.676588950966878,100.0,True,4.795674863775114,4.777504219890798,75.0,True,52.187953821426866,43.87677718817085,125.0,True,300.0,570.7256576917914,670.7256576917914,4.2484201826863135,3.6923458987151645,100.0,True,4.795674863775114,4.777504219890798,75.0,True,52.180342134307466,43.8882323562032,125.0,True,300.0,570.7256576917914,670.7256576917914,0.0,0.0,0.04306771522834918,0.037121670723790245,0.47624855186958825,1.0,28.0,16.0,1.0,33.0,19.0
tenpower_50xg_120s3p,tenpower_50xg,Tenpower,INR21700-50XG,120,3,360,33.75,256.63515114,6.48,6.351299999999999,24.609375,121,1.0,80.0,55.52789736330417,49.322756587904216,3471.8573629535495,bus_current+motor_voltage,False,1278.6069622385903,1319.7334618907457,270.4510723172423,65.5622262667687,0.13727263834389694,0.856507999674463,100.0,4.344016839050327,3.7486156537742414,96.05510775919872,True,4.791010064006394,4.772857094884817,75.0,True,52.211932776609025,43.896937382175246,125.0,True,296.05510775919873,566.5061800764411,666.5061800764411,4.2429119553458285,3.6875586413923798,100.0,True,4.791010064006394,4.772857094884817,75.0,True,52.12042952209785,43.83784060831172,125.0,True,300.0,570.4510723172423,670.4510723172423,-3.9448922408012663,-3.9448922408012095,0.03755948788786423,0.03245687095507055,0.41633593965997306,72.0,37.0,27.0,1.0,34.0,21.0
ampace_jp30_120s5p,ampace_jp30,Ampace,JP30P1 (JP30),120,5,600,37.5,260.38515114,6.624,6.3513,24.9609375,121,1.0,80.0,79.99999954451741,71.24947172940612,3471.8573629535495,terminal_power_limit+motor_voltage,True,1279.8028388480736,1320.9678039711803,269.70259367566,65.62354638716036,0.13861946929391475,0.8473935778400526,100.0,4.264281682987608,3.6798091861091247,100.0,True,4.798771739726681,4.780589361887986,75.0,True,52.227784212746926,43.910264402696406,125.0,True,300.0,569.70259367566,669.70259367566,4.2520921942013885,3.6955372818822476,100.0,True,4.798771739726681,4.780589361887986,75.0,True,52.22012887988189,43.92169648968804,125.0,True,300.0,569.70259367566,669.70259367566,0.0,0.0,0.04673972674342419,0.040218546675357736,0.516035297444013,1.0,30.0,17.0,1.0,35.0,23.0
molicel_p50b_120s3p,molicel_p50b,Molicel,INR-21700-P50B,120,3,360,31.95,254.83515114,6.48,6.351299999999999,23.625,121,1.0,80.0,73.30175940492859,65.07381630706163,3471.8573629535495,bus_current+motor_voltage,False,1282.7234736297323,1323.9823812143454,267.88048483225,65.77330571434442,0.13419551948688765,0.8733360973005322,100.0,4.264648332257016,3.6801255815656044,100.0,True,4.787260922828846,4.769122159071716,75.0,True,52.090192896557696,43.7945851495086,125.0,True,300.0,567.88048483225,667.88048483225,4.238504900750006,3.6837284246853286,100.0,True,4.787260922828846,4.769122159071716,75.0,True,52.07229149254016,43.79735231444504,125.0,True,300.0,567.88048483225,667.88048483225,0.0,0.0,0.03315243329204165,0.028707729777522673,0.36819791010228187,1.0,34.0,23.0,1.0,36.0,27.0
molicel_p30b_120s5p,molicel_p30b,Molicel,INR-18650-P30B,120,5,600,35.25,258.13515114,6.48,6.3513,24.046875,121,1.0,80.0,65.96099949545007,58.753842940894124,3471.8573629535495,bus_current+motor_voltage,False,1283.0356106615518,1324.3045581598442,267.68624123240477,65.78931094449783,0.13586468013380132,0.8623969029928426,100.0,4.294776235253918,3.706124083176908,99.29466748238407,True,4.794122557393391,4.775957795143519,75.0,True,52.19628432102904,43.88378101660531,125.0,True,299.29466748238406,566.9809087147888,666.9809087147888,4.246584197580861,3.690750225080564,100.0,True,4.794122557393391,4.775957795143519,75.0,True,52.16040289085096,43.87146170821523,125.0,True,300.0,567.6862412324048,667.6862412324048,-0.7053325176159433,-0.7053325176159433,0.04123173012289705,0.03556936434206737,0.4563093084130827,36.0,36.0,25.0,1.0,37.0,28.0
reliance_rs50_115s3p,reliance_rs50,Reliance,INR21700-RS50,115,3,345,28.893750000000004,251.77890114,6.21,6.086662499999999,22.7109375,121,1.0,80.0,53.214234654818604,47.248515720430355,3471.8573629535495,bus_current+motor_voltage,False,1285.661210147031,1327.0146102719045,266.05605807498137,65.92394195514984,0.13127147655508842,0.8907494401675522,100.0,4.346775558644929,3.7509962567598776,95.87578165831924,True,4.780858714645712,4.762744208630876,75.0,True,52.099952270640415,43.80279029745498,125.0,True,295.8757816583192,561.9318397333006,661.9318397333006,4.2310204118791805,3.6772235780369686,100.0,True,4.780858714645712,4.762744208630876,75.0,True,51.99011480937267,43.728234535266175,125.0,True,300.0,566.0560580749814,666.0560580749814,-4.124218341680773,-4.1242183416807165,0.025667944421216227,0.022305521594388367,0.2860212269347926,75.0,40.0,34.0,1.0,38.0,29.0
ampace_jp50_115s3p,ampace_jp50,Ampace,JP50P1 (JP50),115,3,345,31.05,253.93515114,6.1755,6.086662499999999,22.640625,121,1.0,80.0,53.214234654818604,47.248515720430355,3471.8573629535495,bus_current+motor_voltage,False,1287.9246230042222,1329.3508259925504,264.6560840887139,66.04000137783474,0.13133333299721087,0.8887652322020809,100.0,4.352855689362547,3.7562430304326155,95.48135515156231,True,4.785380443237711,4.767248804551808,75.0,True,52.15908197253305,43.8525033167472,125.0,True,295.4813551515623,560.1374392402762,660.1374392402762,4.236301072709782,3.68181305495355,100.0,True,4.785380443237711,4.767248804551808,75.0,True,52.04815089969098,43.777047964093065,125.0,True,300.0,564.6560840887139,664.6560840887139,-4.518644848437702,-4.518644848437702,0.030948605251817973,0.026827250186387985,0.3440573172531032,78.0,42.0,37.0,1.0,39.0,31.0
tenpower_30xg_115s5p,tenpower_30xg,Tenpower,INR18650-30XG,115,5,575,34.5,257.38515114,6.21,6.086662499999999,22.921875,121,1.0,80.0,79.99999954559658,71.07521304613276,3471.8573629535495,terminal_power_limit+motor_voltage,True,1289.069937934786,1330.532980073443,263.94955317286474,66.09872888272245,0.13257921600045705,0.8796310322514961,100.0,4.257150047739106,3.6736550295945314,100.0,True,4.79256763383455,4.774408763135515,75.0,True,52.148233862743865,43.84338281936649,125.0,True,300.0,563.9495531728647,663.9495531728647,4.244748073718791,3.6891544308511515,100.0,True,4.79256763383455,4.774408763135515,75.0,True,52.14043219865137,43.85466460908326,125.0,True,300.0,563.9495531728647,663.9495531728647,0.0,0.0,0.03939560626082628,0.034014440783226796,0.4363386162134901,1.0,38.0,29.0,1.0,40.0,34.0
