candidate_id,cell_id,manufacturer,cell_model,series_cells,parallel_cells,total_cells,pack_mass_kg,vehicle_mass_kg,nominal_pack_energy_kwh,model_usable_energy_kwh,endurance_terminal_power_limit_kw,raw_endurance_time_s,projected_endurance_time_s,endurance_points,projected_average_lap_s,projected_terminal_energy_kwh_per_lap,efficiency_factor,efficiency_points
tenpower_30xg_120s4p,tenpower_30xg,Tenpower,INR18650-30XG,120,4,480,28.8,251.68515114,5.184,5.08104,16.3125,1341.7801200324711,1384.9385895774597,232.73839693841194,68.8015116668867,0.1092626308260473,1.0254145204340372,100.0
ampace_jp30_120s4p,ampace_jp30,Ampace,JP30P1 (JP30),120,4,480,30.0,252.88515114,5.2992,5.08104,16.265625,1343.39735997748,1386.6078481802735,231.81951060847484,68.8844377374727,0.1092057465553772,1.0247135680088182,100.0
tenpower_60xg_120s2p,tenpower_60xg,Tenpower,INR21700-60XG,120,2,240,22.8,245.68515114,5.184,5.08104,15.609375,1345.104024555239,1388.3694077666134,230.8522110564428,68.97194917180167,0.10639528965803623,1.0504471229242898,100.0
molicel_p30b_120s4p,molicel_p30b,Molicel,INR-18650-P30B,120,4,480,28.2,251.08515114,5.184,5.08104,15.75,1348.1129969192689,1391.4751639778594,229.15275787059795,69.12623812281409,0.10733897936619012,1.0388879576180439,100.0
reliance_rs50_140s2p,reliance_rs50,Reliance,INR21700-RS50,140,2,280,23.450000000000003,246.33515114,5.04,4.9399,15.234375,1350.871298938492,1394.3221870117368,227.60153313394804,69.26767362757607,0.10501209200003679,1.059739651435862,100.0
ampace_jp50_140s2p,ampace_jp50,Ampace,JP50P1 (JP50),140,2,280,25.2,248.08515114,5.012,4.9399,15.1875,1353.0494325012146,1396.57038042229,226.3810548860557,69.37936024410163,0.10496744606284239,1.0584837015973554,100.0
tenpower_50xg_140s2p,tenpower_50xg,Tenpower,INR21700-50XG,140,2,280,26.25,249.13515114,5.04,4.9399,15.1875,1353.9819397974193,1397.5328818935038,225.85974149829602,69.42717576220434,0.1050629184175119,1.0567935096638856,100.0
tenpower_30xg_115s4p,tenpower_30xg,Tenpower,INR18650-30XG,115,4,460,27.6,250.48515114,4.968,4.86933,15.0,1357.447172695057,1401.1095742965,223.928796983952,69.60486006239321,0.10429075958766562,1.0619001970274908,100.0
molicel_p50b_140s2p,molicel_p50b,Molicel,INR-21700-P50B,140,2,280,24.85,247.73515114,5.04,4.9399,14.765625,1358.6581766606464,1402.3595303057125,223.25630734778292,69.66695585754118,0.1030115117350162,1.0741291477129198,100.0
tenpower_60xg_115s2p,tenpower_60xg,Tenpower,INR21700-60XG,115,2,230,21.85,244.73515114,4.968,4.86933,14.53125,1359.0521013744742,1402.7661256408373,223.03781305895183,69.68715485690751,0.1015998408187473,1.0887378848717006,100.0
ampace_jp30_115s4p,ampace_jp30,Ampace,JP30P1 (JP30),115,4,460,28.75,251.63515114,5.0784,4.86933,14.953125,1359.1667441171992,1402.88445587695,222.97424910622038,69.69303331186698,0.10416338093261324,1.0618536439810953,100.0
molicel_p30b_115s4p,molicel_p30b,Molicel,INR-18650-P30B,115,4,460,27.025,249.91015114,4.968,4.86933,14.625,1362.4994687139429,1406.324377838495,221.13108705585563,69.86392307748658,0.10245389726748305,1.0769304194181284,100.0
reliance_rs50_135s2p,reliance_rs50,Reliance,INR21700-RS50,135,2,270,22.6125,245.49765114,4.86,4.763475,14.34375,1363.173665434057,1407.0202601523797,220.75931881982467,69.89849338659474,0.10079402252473538,1.0941238983399222,100.0
ampace_jp50_135s2p,ampace_jp50,Ampace,JP50P1 (JP50),135,2,270,24.3,247.18515114,4.833,4.763475,14.34375,1364.9036481910553,1408.80588794914,219.80704517071524,69.98720049073357,0.10091174892447545,1.0914623055019301,100.0
tenpower_50xg_135s2p,tenpower_50xg,Tenpower,INR21700-50XG,135,2,270,25.3125,248.19765114,4.86,4.763475,14.34375,1365.8612142659745,1409.7942542167768,219.2809874989409,70.03630093013624,0.10098755986739835,1.0898783308172357,100.0
molicel_p50b_135s2p,molicel_p50b,Molicel,INR-21700-P50B,135,2,270,23.9625,246.84765114,4.86,4.763475,13.96875,1370.2845149108516,1414.3598306960625,216.86050297302387,70.26311139362508,0.09910314050378465,1.1070170304573288,100.0
tenpower_30xg_110s4p,tenpower_30xg,Tenpower,INR18650-30XG,110,4,440,26.4,249.28515114,4.752,4.65762,13.96875,1372.0124565822057,1416.1433517554888,215.91919129092142,70.3517138384567,0.09926259498274634,1.1038467677704304,100.0
ampace_jp30_110s4p,ampace_jp30,Ampace,JP30P1 (JP30),110,4,440,27.5,250.38515114,4.857600000000001,4.65762,13.921875,1373.3633883130929,1417.5377363182479,215.18490899506125,70.42098461081065,0.09915260800678005,1.1039842097667556,100.0
tenpower_60xg_110s2p,tenpower_60xg,Tenpower,INR21700-60XG,110,2,220,20.9,243.78515114,4.752,4.65762,13.546875,1373.8543496478535,1418.0444894653162,214.9184107785986,70.44615928846252,0.09681740624392962,1.130207884260766,100.0
reliance_rs50_130s2p,reliance_rs50,Reliance,INR21700-RS50,130,2,260,21.775,244.66015114,4.68,4.58705,13.5,1375.2099752173176,1419.443718844362,214.18355312897108,70.51567074346244,0.09678312159535361,1.1294937441596582,100.0
molicel_p30b_110s4p,molicel_p30b,Molicel,INR-18650-P30B,110,4,440,25.85,248.73515114,4.752,4.65762,13.640625,1376.3102844323057,1420.5794195970811,213.58816173117629,70.57209052205505,0.09767801912224278,1.1182509362582262,100.0
ampace_jp50_130s2p,ampace_jp50,Ampace,JP50P1 (JP50),130,2,260,23.4,246.28515114,4.654,4.58705,13.5,1376.6822138629466,1420.9633121688998,213.38712118144105,70.59116168481819,0.09690882249457484,1.1268223465020544,100.0
tenpower_50xg_130s2p,tenpower_50xg,Tenpower,INR21700-50XG,130,2,260,24.375,247.26015114,4.68,4.58705,13.453125,1378.451921468566,1422.7899425673525,212.43202003307212,70.6819057319666,0.09677844176278368,1.1268918058674418,100.0
molicel_p50b_130s2p,molicel_p50b,Molicel,INR-21700-P50B,130,2,260,23.075,245.96015114,4.68,4.58705,13.125,1383.365466253431,1427.861531930304,209.79301912094138,70.9338540980174,0.09524296697966463,1.1409920630298898,100.0
tenpower_30xg_140s3p,tenpower_30xg,Tenpower,INR18650-30XG,140,3,420,25.2,248.08515114,4.536,4.44591,12.84375,1390.4879154319285,1435.2130752810633,206.0007566791145,71.29906689476039,0.09425243552206292,1.1470772568951415,100.0
reliance_rs50_125s2p,reliance_rs50,Reliance,INR21700-RS50,125,2,250,20.9375,243.82265114,4.5,4.410625,12.5625,1391.330051878574,1436.0822991167993,205.55493800747573,71.34224853062902,0.09276166953463405,1.1648063968842441,100.0
ampace_jp30_140s3p,ampace_jp30,Ampace,JP30P1 (JP30),140,3,420,26.25,249.13515114,4.6368,4.44591,12.84375,1391.4782415946795,1436.2352553674914,205.4765436770416,71.34984715005207,0.09431914998656939,1.145450091803423,100.0
ampace_jp50_125s2p,ampace_jp50,Ampace,JP50P1 (JP50),125,2,250,22.5,245.38515114,4.475,4.410625,12.515625,1393.651198351862,1438.478105460122,204.3289352041167,71.46126831917576,0.09266441873347554,1.1640868167056058,100.0
tenpower_50xg_125s2p,tenpower_50xg,Tenpower,INR21700-50XG,125,2,250,23.4375,246.32265114,4.5,4.410625,12.515625,1394.528357945824,1439.383478965631,203.86669219711666,71.50624581223641,0.09272285563058358,1.162621421920477,100.0
molicel_p30b_140s3p,molicel_p30b,Molicel,INR-18650-P30B,140,3,420,24.675,247.56015114,4.536,4.44591,12.515625,1395.9469634545312,1440.8477140389218,203.12034905253122,71.57898664510526,0.09284136644306652,1.159957366055101,100.0
molicel_p50b_125s2p,molicel_p50b,Molicel,INR-21700-P50B,125,2,250,22.1875,245.07265114,4.5,4.410625,12.1875,1399.5382479719888,1444.55451252261,201.23770031401415,71.76313440518757,0.09120761090471048,1.1777052675281712,100.0
tenpower_30xg_135s3p,tenpower_30xg,Tenpower,INR18650-30XG,135,3,405,24.3,247.18515114,4.374,4.2871275,12.0,1405.9803595307462,1451.2038351373094,197.88467069286688,72.09346201024893,0.09044255323604133,1.1822257136980887,100.0
reliance_rs50_120s2p,reliance_rs50,Reliance,INR21700-RS50,120,2,240,20.1,242.98515114,4.32,4.2342,11.71875,1407.351453263038,1452.6190302139307,197.17499733711588,72.16376661531072,0.08870066221979955,1.2042677082994602,100.0
ampace_jp30_135s3p,ampace_jp30,Ampace,JP30P1 (JP30),135,3,405,25.3125,248.19765114,4.4712,4.2871275,12.0,1407.688814851239,1452.9672430657724,197.00059207615448,72.18106526722845,0.09046910298816452,1.1804443699885006,100.0
ampace_jp50_120s2p,ampace_jp50,Ampace,JP50P1 (JP50),120,2,240,21.6,244.48515114,4.296,4.2342,11.6875,1410.303163543399,1455.6656825018076,195.65188527877703,72.31511937889661,0.08858895698246332,1.2032625517891087,100.0
molicel_p30b_135s3p,molicel_p30b,Molicel,INR-18650-P30B,135,3,405,23.79375,246.67890114,4.374,4.2871275,11.78125,1410.7707415762748,1456.1483002211346,195.41119511088655,72.33909504749074,0.08923946676608968,1.1940954914699644,100.0
tenpower_50xg_120s2p,tenpower_50xg,Tenpower,INR21700-50XG,120,2,240,22.5,245.38515114,4.32,4.2342,11.6875,1411.223997940704,1456.6161356143543,195.17802939758818,72.36233635400572,0.08864416952552388,1.20172844367868,100.0
molicel_p50b_120s2p,molicel_p50b,Molicel,INR-21700-P50B,120,2,240,21.3,244.18515114,4.32,4.2342,11.4375,1415.263037295195,1460.7850910067782,193.10684797529674,72.56944332266785,0.08725918538176147,1.2173182997649752,100.0
tenpower_30xg_130s3p,tenpower_30xg,Tenpower,INR18650-30XG,130,3,390,23.4,246.28515114,4.212,4.128345,11.3125,1420.445798274466,1466.1345559254974,190.46643095147135,72.83519609740219,0.08676102998570841,1.2198406556323291,100.0
ampace_jp30_130s3p,ampace_jp30,Ampace,JP30P1 (JP30),130,3,390,24.375,247.26015114,4.3056,4.128345,11.3125,1421.3837622130245,1467.1026895524215,189.99063219800993,72.88329141190145,0.08682114464820188,1.2181916328419844,100.0
