candidate_id,previous_raw_endurance_time_s,previous_endurance_points,previous_efficiency_points,previous_pack_aware_performance_points_excluding_efficiency,previous_pack_aware_full_dynamic_points,previous_pack_aware_full_dynamic_points_rank,refreshed_raw_endurance_time_s,refreshed_endurance_points,refreshed_efficiency_points,refreshed_pack_aware_performance_points_excluding_efficiency,refreshed_pack_aware_full_dynamic_points,refreshed_pack_aware_full_dynamic_points_rank,refreshed_endurance_terminal_power_limit_kw,refreshed_terminal_energy_kwh,refreshed_terminal_discharge_energy_kwh,refreshed_terminal_regenerated_energy_kwh,refreshed_pack_resistive_heat_kwh,refreshed_regen_pack_resistive_heat_kwh,refreshed_regen_active_rms_terminal_power_kw,refreshed_regen_whole_event_rms_terminal_power_kw,refreshed_regen_active_rms_error_kw,refreshed_peak_pack_charge_current_a,refreshed_maximum_terminal_voltage_v,refreshed_adiabatic_cell_temperature_rise_c,raw_endurance_time_s_change,endurance_points_change,efficiency_points_change,pack_aware_performance_points_excluding_efficiency_change,pack_aware_full_dynamic_points_change,pack_aware_full_dynamic_points_rank_change
tenpower_50xg_140s3p,1251.023538290864,275.0,89.40992245726278,572.6994251096532,662.1093475669161,33.0,1226.1911480502984,275.0,88.58488238919577,572.6994251096532,661.284307498849,40.0,42.0,6.464830108921695,7.268200778406623,0.8033706694849275,0.4407091992478936,0.0105067881690095,8.765284502024087,4.667850517985652,0.1910173596141255,21.020177018047704,587.9999874240285,50.366765628330704,-24.8323902405657,0.0,-0.8250400680670111,0.0,-0.8250400680670964,7.0
tenpower_60xg_115s3p,1252.8018417415612,275.0,94.713791163187,569.5669342198373,664.2807253830243,28.0,1228.2307628017934,275.0,95.15910531861381,569.5669342198373,664.7260395384511,30.0,37.9375,6.175035199562063,6.943713002154989,0.768677802592926,0.6268968091866424,0.0150025431715925,8.70138247089328,4.547266841533872,0.1271153284833186,25.330064230947148,482.9999880518197,86.07278844667857,-24.571078939767858,0.0,0.4453141554268143,0.0,0.4453141554267859,2.0
reliance_rs50_135s3p,1254.6422951618374,275.0,94.6184992091608,573.5605887381748,668.1790879473356,22.0,1227.6506667068245,275.0,93.8056021829021,573.5605887381748,667.366190921077,26.0,38.71875,6.233441686652294,7.0132357396429175,0.7797940529906238,0.4127741309362234,0.0105320447341343,8.739025886477284,4.589878619171409,0.1647587440673223,21.76859859745869,566.9999876544205,54.76273710596663,-26.991628455012915,0.0,-0.8128970262586961,0.0,-0.8128970262586108,4.0
tenpower_60xg_110s3p,1255.1177676414636,275.0,100.0,568.5899683288179,668.5899683288179,21.0,1232.1464611352658,275.0,100.0,568.5899683288179,668.5899683288179,20.0,36.953125,5.87636356058474,6.573639477562813,0.6972759169780723,0.6093614113587211,0.0145574988234949,8.816004603026194,4.381922213701489,0.2417374606162319,26.388006806408864,461.99998840332256,87.46814517110829,-22.971306506197834,0.0,0.0,0.0,0.0,-1.0
molicel_p50b_135s3p,1255.2215651220267,275.0,99.05207183666184,575.0,674.0520718366619,5.0,1236.297401843082,275.0,97.87363638819627,575.0,672.8736363881962,7.0,35.359375,6.027141441760088,6.783196707199768,0.7560552654396792,0.6203168803299213,0.0156449541797689,8.663902295223156,4.489932960122575,0.0896351528131944,21.530086762760146,566.9999817001391,77.66095528387122,-18.92416327894466,0.0,-1.1784354484655637,0.0,-1.1784354484656205,2.0
tenpower_50xg_135s3p,1258.684795759742,275.0,94.02086235082044,572.6822771035003,666.7031394543208,26.0,1228.058243919801,275.0,94.42295544538288,572.6822771035003,667.1052325488831,27.0,42.1875,6.205948992127526,6.936257434300219,0.730308442172694,0.4379133955945743,0.0101325311275804,8.885569891916807,4.503312466234888,0.3113027495068454,21.76566105192883,566.9999875971137,51.90084688528288,-30.62655183994093,0.0,0.4020930945624457,0.0,0.4020930945623604,1.0
reliance_rs50_130s3p,1262.9139693905513,275.0,99.55411427186829,573.0367887826515,672.5909030545197,8.0,1230.2861056754437,275.0,100.0,573.0367887826515,673.0367887826515,6.0,38.375,5.971880375482335,6.677182229206427,0.7053018537240934,0.4046671645431899,0.0101471390438954,8.879634172018182,4.423412137303858,0.3053670296082202,22.559594793573783,545.9999877904188,55.75207777862548,-32.62786371510765,0.0,0.4458857281317137,0.0,0.4458857281317705,-2.0
molicel_p50b_130s3p,1263.797666234762,275.0,100.0,575.0,675.0,1.0,1242.9112111431236,274.5380801520149,100.0,574.5380801520149,674.5380801520149,3.0,32.515625,5.806997356619648,6.539963860579109,0.7329665039594605,0.576192163024856,0.015676075850628,8.631536303080573,4.403771195226439,0.0572691606706108,22.290713297700744,545.999981867048,74.91122379521423,-20.886455091638254,-0.46191984798508656,0.0,-0.46191984798508656,-0.46191984798508656,2.0
reliance_rs50_125s3p,1264.7051554456884,275.0,100.0,572.4220023113367,672.4220023113367,9.0,1241.2928863916009,275.0,100.0,572.4220023113367,672.4220023113367,10.0,32.2265625,5.759601578067319,6.4936960031540405,0.7340944250867213,0.3539762601785976,0.0106072791668306,8.678972711161192,4.417460311331964,0.1047055687512301,23.397174914759024,524.9999877816178,50.71898653305279,-23.412269054087574,0.0,0.0,0.0,0.0,1.0
ampace_jp50_130s3p,1265.6233450154614,275.0,99.29656366161744,572.6049653740536,671.901529035671,12.0,1232.563235307409,275.0,99.65850667777285,572.6049653740536,672.2634720518264,11.0,38.171875,5.976475165004747,6.6828495540349175,0.7063743890301701,0.403730271870733,0.0101617783265995,8.87780087611176,4.422018353303503,0.3035337337017978,22.563974520315497,545.9999878298843,51.7602912654786,-33.06010970805232,0.0,0.3619430161554078,0.0,0.36194301615535096,-1.0
tenpower_50xg_130s3p,1267.0232030051448,275.0,99.0274685596896,572.3465088079186,671.3739773676082,15.0,1234.093369499976,275.0,99.48453113877797,572.3465088079186,671.8310399466965,12.0,37.96875,5.975705955040552,6.682506484974023,0.7068005299334692,0.4021260676502987,0.0101642837584791,8.87504877197294,4.420100616498986,0.3007816295629784,22.561079090033704,545.9999877126762,49.49243909542138,-32.929833505168745,0.0,0.45706257908837244,0.0,0.4570625790883014,-3.0
tenpower_30xg_130s5p,1267.0279253355425,275.0,97.436129555948,574.806027723176,672.2421572791241,10.0,1236.8535662241095,275.0,96.06729367714517,574.806027723176,670.8733214003212,15.0,36.1171875,6.095576650418699,6.867414035148405,0.7718373847297051,0.2894904456888557,0.0081595290228018,8.728507449092278,4.549295313369657,0.1542403066823165,22.687682473656352,545.999989956384,33.4027437333295,-30.174359111432977,0.0,-1.3688358788028268,0.0,-1.3688358788028836,5.0
ampace_jp50_125s3p,1267.3198573233494,275.0,100.0,572.002561222537,672.002561222537,11.0,1243.709381502296,274.0213984529481,100.0,571.0239596754851,671.0239596754851,14.0,32.046875,5.759637157658068,6.494580327831731,0.7349431701736631,0.3524810471720299,0.0106190182418772,8.674592803078768,4.4157825787592735,0.1003256606688065,23.395171680249227,524.9999876816809,46.997472956270656,-23.610475821053342,-0.9786015470518805,0.0,-0.9786015470518805,-0.9786015470518805,3.0
tenpower_30xg_125s5p,1268.4638538460058,275.0,100.0,575.0,675.0,1.0,1243.7632105071189,273.9865770525627,100.0,573.9865770525628,673.9865770525628,4.0,32.984375,5.849353368919166,6.597898291180161,0.748544922260994,0.2682843720517116,0.0081889718493333,8.688153929015067,4.461181681343735,0.1138867866051054,23.52799646527481,524.9999899868895,32.194124646205395,-24.700643338886948,-1.0134229474372773,0.0,-1.0134229474372205,-1.0134229474372205,3.0
ampace_jp30_130s5p,1268.7972096334274,275.0,97.24534986530163,574.2178308845945,671.4631807498961,14.0,1238.5458907732375,275.0,95.93532043458147,574.2178308845945,670.153151319176,17.0,35.9140625,6.0925044636052,6.865151804583999,0.7726473409787997,0.2881479006150681,0.0081688753081427,8.736468428684747,4.549394829465597,0.1622012862747848,22.68219162960405,545.9999898975681,31.91792129889985,-30.25131886018994,0.0,-1.3100294307201636,0.0,-1.3100294307200784,3.0
tenpower_50xg_125s3p,1268.8198558846566,275.0,100.0,571.7515529090663,671.7515529090663,13.0,1244.8873345813422,273.26008144539526,100.0,570.0116343544615,670.0116343544615,18.0,32.0234375,5.76643012916202,6.502535405155824,0.7361052759938044,0.3530188570571098,0.010641588527468,8.674148661428646,4.417408834819647,0.0998815190186839,23.404749779263188,524.9999875928886,45.18641370331006,-23.932521303314388,-1.739918554604742,0.0,-1.739918554604742,-1.739918554604742,5.0
ampace_jp30_125s5p,1270.2308514585948,275.0,100.0,574.782546404472,674.782546404472,4.0,1240.9945184343896,275.0,100.0,574.782546404472,674.782546404472,2.0,35.734375,5.8284687659151135,6.527564252977978,0.6990954870628635,0.2834017867887571,0.0078656392279073,8.834602689194856,4.379586394201646,0.2603355467848942,23.513790475093707,524.9999901959749,32.647885838064816,-29.236333024205123,0.0,0.0,0.0,0.0,-2.0
molicel_p30b_130s5p,1271.3867394174808,275.0,100.0,575.0,675.0,1.0,1242.1985038025182,275.0,100.0,575.0,675.0,1.0,33.7265625,5.915547066823213,6.666156039440971,0.7506089726177569,0.4666038234334075,0.0129399189056593,8.671462992580288,4.465560970562117,0.0971958501703262,22.432139433128672,545.9999849647146,54.98441127202184,-29.18823561496265,0.0,0.0,0.0,0.0,0.0
molicel_p50b_125s3p,1272.894113033567,274.0460532590238,100.0,574.0460532590238,674.0460532590238,6.0,1245.5083978098985,272.85926493098435,100.0,572.8592649309844,672.8592649309844,8.0,32.3828125,5.547403753467017,6.213308034260971,0.6659042807939537,0.5671172597782929,0.015216238104293,8.795323444568128,4.259153516049699,0.2210563021581659,23.118662288370864,524.9999823617519,76.68064357565652,-27.385715223668512,-1.1867883280394267,0.0,-1.1867883280393698,-1.1867883280393698,2.0
molicel_p30b_125s5p,1273.2264423488484,273.83604136103145,100.0,573.5280804826734,673.5280804826734,7.0,1244.124318235751,273.753058281298,100.0,573.4450974029401,673.4450974029401,5.0,33.8046875,5.656459467570796,6.339005040583003,0.682545573012208,0.4617550058934541,0.0125418893213316,8.821196787100602,4.315289160736367,0.2469296446906401,23.27588294882444,524.9999853649692,56.58954965843183,-29.10212411309749,-0.08298307973342389,0.0,-0.08298307973336705,-0.08298307973336705,-2.0
reliance_rs50_120s3p,1274.8096270552908,272.8370683008966,100.0,569.5427263236143,669.5427263236143,18.0,1243.6208120719234,274.0786996188789,100.0,570.7843576415966,670.7843576415966,16.0,32.1796875,5.504797802866303,6.175440026775015,0.6706422239087113,0.3495166610585459,0.0103948476290659,8.845087945282577,4.287402551458671,0.2708208028726151,24.32280720588237,503.9999881362425,52.16666582963372,-31.188814983367365,1.2416313179822964,0.0,1.2416313179822964,1.2416313179822964,-2.0
ampace_jp50_120s3p,1277.0870958689172,271.40435345172966,100.0,567.7030176341257,667.7030176341257,24.0,1246.082774841558,272.48893397938195,100.0,568.7875981617779,668.7875981617779,19.0,31.9765625,5.501592762372268,6.172291150232617,0.670698387860348,0.3474487521302138,0.0103794699003336,8.833153361932203,4.280608593962203,0.2588862195222408,24.31545278626276,503.9999878699211,48.256771129196366,-31.00432102735931,1.0845805276522924,0.0,1.0845805276521787,1.0845805276521787,-5.0
tenpower_30xg_120s5p,1278.1688054893457,270.7256576917914,100.0,570.7256576917914,670.7256576917914,16.0,1246.1522430737652,272.4441673135258,100.0,572.4441673135258,672.4441673135258,9.0,32.890625,5.58412220062165,6.264382819986517,0.6802606193648674,0.2633600495351231,0.0079599843186623,8.83145095280423,4.312652115991896,0.2571838103942685,24.44773229529829,503.9999903315052,32.92000619189039,-32.01656241558044,1.7185096217343698,0.0,1.7185096217343698,1.7185096217343698,-7.0
tenpower_50xg_120s3p,1278.6069622385903,270.4510723172423,100.0,566.5061800764411,666.5061800764411,27.0,1247.499037696748,271.57725224879465,100.0,567.6323600079934,667.6323600079934,24.0,31.875,5.501279258185263,6.172052083879724,0.670772825694461,0.3465463871604496,0.0103735458957975,8.826912787567062,4.277079660698435,0.2526456451571004,24.31375719813864,503.99998773748086,46.20618495472662,-31.107924541842294,1.1261799315523717,0.0,1.1261799315523149,1.1261799315523149,-3.0
ampace_jp30_120s5p,1279.8028388480736,269.70259367566,100.0,569.70259367566,669.70259367566,17.0,1247.3497349175325,271.6732643407947,100.0,571.6732643407947,671.6732643407947,13.0,32.890625,5.592185952934414,6.273374971667276,0.681189018732862,0.2640331677110691,0.0079797352859322,8.835848675140618,4.314858957205328,0.2615815327306556,24.460390742753408,503.999990047229,31.683980125328294,-32.45310393054115,1.9706706651346622,0.0,1.9706706651347758,1.9706706651347758,-4.0
molicel_p50b_120s3p,1282.7234736297323,267.88048483225,100.0,567.88048483225,667.88048483225,23.0,1253.734932280985,267.58756072530366,100.0,567.5875607253037,667.5875607253037,25.0,29.640625,5.32666950868455,5.963689385650856,0.6370198769663051,0.5221428336938172,0.0150538865684471,8.731418767000747,4.142803027107619,0.1571516245907851,24.021393783010232,503.99998294378406,73.54124418222777,-28.988541348747276,-0.292924106946316,0.0,-0.292924106946316,-0.292924106946316,2.0
molicel_p30b_120s5p,1283.0356106615518,267.6862412324048,100.0,566.9809087147888,666.9809087147888,25.0,1252.0949273929896,268.63297556038003,100.0,567.9276430427641,667.9276430427641,22.0,30.859375,5.429833905399665,6.087385922690882,0.6575520172912175,0.4260376010556779,0.0124942679702436,8.738671138200278,4.211347344734048,0.164403995790316,24.194669585741487,503.9999855949633,54.38777885817165,-30.940683268562225,0.9467343279752072,0.0,0.946734327975264,0.946734327975264,-3.0
reliance_rs50_115s3p,1285.661210147031,266.05605807498137,100.0,561.9318397333006,661.9318397333006,34.0,1252.7516960033363,268.2139923391554,100.0,564.0897739974746,664.0897739974746,31.0,29.234375,5.269661133663325,5.910809293922728,0.6411481602594026,0.3205461985243108,0.0103212162253875,8.821622416418355,4.172116666663436,0.2473552740083935,25.324896131335088,482.9999882429205,49.92283429320868,-32.90951414369465,2.1579342641740595,0.0,2.157934264173946,2.157934264173946,-3.0
ampace_jp50_115s3p,1287.9246230042222,264.6560840887139,100.0,560.1374392402762,660.1374392402762,37.0,1254.9109131663056,266.8396183505512,100.0,562.3209735021135,662.3209735021135,34.0,29.1328125,5.2724065380323655,5.914045630245093,0.6416390922127269,0.3198860872348479,0.0103283612797046,8.81781801281743,4.169684593701956,0.2435508704074678,25.32811008414384,482.99998820588087,46.36030249780404,-33.01370983791662,2.1835342618372806,0.0,2.1835342618372806,2.1835342618372806,-3.0
tenpower_30xg_115s5p,1289.069937934786,263.94955317286474,100.0,563.9495531728647,663.9495531728647,29.0,1255.0619475928356,266.7436596426645,100.0,566.7436596426645,666.7436596426645,28.0,29.84375,5.343916146430643,5.993962353419908,0.6500462069892643,0.2417751378526161,0.0078978636238016,8.823603461684394,4.194794221184064,0.2493363192744322,25.463190381404544,482.9999904140068,31.535887545993404,-34.00799034195029,2.7941064697997717,0.0,2.7941064697997717,2.7941064697997717,-1.0
tenpower_50xg_115s3p,1289.462223115405,263.70784575833704,100.0,558.953115052559,658.953115052559,41.0,1256.364605573639,265.9169822743603,100.0,561.1622515685822,661.1622515685822,41.0,29.03125,5.270301565209813,5.912136674783046,0.6418351095732319,0.3187462621665172,0.010328860279769,8.815120044670547,4.167791368839745,0.2408529022605847,25.322849381470803,482.99998829970014,44.34730604055892,-33.09761754176611,2.20913651602325,0.0,2.209136516023136,2.209136516023136,0.0
ampace_jp30_115s5p,1290.710593395371,262.939637277103,100.0,562.939637277103,662.939637277103,32.0,1256.6004424729954,265.76750149479386,100.0,565.7675014947938,665.7675014947938,29.0,29.7421875,5.344796778938332,5.994258033224956,0.6494612542866239,0.2411579794648815,0.0078895090020467,8.814783065418853,4.189960291048665,0.2405159230088909,25.463774381215384,482.999990415574,30.19717308081995,-34.110150922375624,2.8278642176908875,0.0,2.8278642176908306,2.8278642176908306,-3.0
molicel_p30b_115s5p,1293.8846752795284,260.99308147900445,100.0,559.7891473612683,659.7891473612683,39.0,1261.7026602192705,262.5472390973569,100.0,561.3433049796208,661.3433049796208,39.0,28.015625,5.199927992631016,5.829307028871624,0.6293790362406089,0.3887805811210951,0.0125047433199762,8.803559589330236,4.114838151357349,0.2292924469202741,25.18280322587524,482.99998621239456,51.78945761465096,-32.18201506025798,1.5541576183524626,0.0,1.5541576183525194,1.5541576183525194,0.0
molicel_p50b_115s3p,1294.0514038600268,260.89109651901407,100.0,560.8910965190141,660.8910965190141,36.0,1263.6136877678248,261.3477892147787,100.0,561.3477892147787,661.3477892147787,38.0,27.0,5.102261226278928,5.719407238164732,0.6171460118858031,0.4782365429029447,0.0151684175319551,8.728422822227254,4.061448553634796,0.1541556798172916,24.995388325036,482.9999834507885,70.28583606656875,-30.43771609220198,0.456692695764616,0.0,0.4566926957645592,0.4566926957645592,2.0
tenpower_30xg_140s4p,1296.8719321633453,259.1698026677245,100.0,559.1698026677245,659.1698026677245,40.0,1261.7556174558383,262.51395172241826,100.0,562.5139517224183,662.5139517224183,33.0,28.015625,5.199945960913441,5.834345603026144,0.6343996421127025,0.2283289137483883,0.0079271999911226,8.843426690750166,4.139352692865703,0.2691595483402036,20.891162169575967,587.999985527205,30.579765234159154,-35.116314707506945,3.3441490546937302,0.0,3.3441490546937302,3.3441490546937302,-7.0
tenpower_60xg_140s2p,1297.424973819163,258.8331735534663,100.0,547.9411873609806,647.9411873609806,58.0,1265.2261925634648,260.3385246669604,100.0,549.4465384744747,649.4465384744747,60.0,26.015625,4.986579774825684,5.599816148854697,0.613236374029013,0.4428811539366976,0.0148585873248666,8.736519000864837,4.046208358959961,0.1622518584548746,20.53570271780612,587.9999758634339,74.92350348553154,-32.19878125569812,1.5053511134941004,0.0,1.5053511134940436,1.5053511134940436,2.0
reliance_rs50_110s3p,1298.0479238074204,258.45433569200543,100.0,553.3730817677052,653.3730817677052,52.0,1263.4678266022838,261.43921057306903,100.0,556.3579566487688,656.3579566487688,48.0,26.5078125,5.032181669820048,5.653877570537669,0.6216959007176217,0.2931529661599316,0.0104395855163443,8.82659115194289,4.091775566400209,0.2523240095329289,26.413100163938388,461.99998889298064,47.73182624042305,-34.58009720513655,2.984874881063604,0.0,2.984874881063547,2.984874881063547,-4.0
ampace_jp30_140s4p,1298.5482516350037,258.15033189058136,100.0,558.1503318905814,658.1503318905814,43.0,1263.344587143553,261.5164697842839,100.0,561.5164697842839,661.5164697842839,37.0,27.9140625,5.198730577418324,5.833401584692497,0.6346710072741737,0.2275383071201732,0.0079269111988954,8.839720332020693,4.136928226472873,0.2654531896107315,20.88840706157023,587.9999855875915,29.25492520116513,-35.20366449145058,3.3661378937025574,0.0,3.3661378937025574,3.3661378937025574,-6.0
ampace_jp50_110s3p,1300.34095530427,257.062989426569,100.0,551.59992550471,651.59992550471,55.0,1265.8755625595986,259.93281110315803,100.0,554.469747181299,654.469747181299,54.0,26.3671875,5.028407311473891,5.650793716366725,0.6223864048928337,0.2915366744713081,0.0104435457035982,8.82374142418087,4.0893506570811935,0.2494742817709081,26.404299721829247,461.9999888746491,44.17222340474367,-34.46539274467136,2.8698216765890265,0.0,2.8698216765890265,2.8698216765890265,-1.0
tenpower_50xg_110s3p,1301.408564769025,256.4168671894769,100.0,550.7252504237758,650.7252504237758,56.0,1267.2491735697204,259.0759760414653,100.0,553.3843592757643,653.3843592757643,56.0,26.296875,5.027679938726483,5.650283468975303,0.6226035302488182,0.2908186915275521,0.0104409043165367,8.819328842604948,4.086749990779747,0.2450617001949862,26.40179027333756,461.9999889752254,42.300900585825765,-34.15939119930454,2.659108851988435,0.0,2.659108851988435,2.659108851988435,0.0
tenpower_30xg_110s5p,1301.6108176065254,256.2945822457888,100.0,556.2945822457888,656.2945822457888,45.0,1265.9179123705112,259.90636623455373,100.0,559.9063662345537,659.9063662345537,43.0,26.9296875,5.097698144003747,5.725144269527837,0.6274461255240905,0.2202323430927148,0.0079558508893377,8.810824139854915,4.105421301550992,0.2365569974449535,26.55745161548749,461.9999908120963,30.031683149006565,-35.69290523601421,3.611783988764955,0.0,3.611783988764955,3.611783988764955,-2.0
molicel_p30b_140s4p,1301.7923106310918,256.1848813278898,100.0,554.6365272390776,654.6365272390776,49.0,1268.4089068021613,258.35399914295476,100.0,556.8056450541426,656.8056450541426,47.0,26.4375,5.059375669369178,5.6796438608922974,0.6202681915231192,0.3687657928722114,0.0126213847647029,8.787077622296518,4.072385394333046,0.2128104798865564,20.652551150084903,587.999979050184,50.43909021048484,-33.38340382893057,2.169117815064965,0.0,2.169117815064965,2.169117815064965,-2.0
ampace_jp30_110s5p,1302.7911354522632,255.58170261812256,100.0,555.5817026181226,655.5817026181226,47.0,1267.056989871629,259.1957451671519,100.0,559.1957451671519,659.1957451671519,44.0,26.9296875,5.105109405742977,5.733081247247451,0.6279718415044743,0.2207097675815685,0.0079644637176242,8.809388137738752,4.104709521173094,0.2351209953287902,26.571196369001445,461.9999907480179,28.892915028859875,-35.73414558063428,3.6140425490293637,0.0,3.6140425490293637,3.6140425490293637,-3.0
molicel_p30b_110s5p,1305.3705532990862,254.02829200328912,100.0,552.2109821656965,652.2109821656965,54.0,1271.9765205900371,256.14128172312064,100.0,554.323971885528,654.323971885528,55.0,25.59375,4.96088756732201,5.576612721781182,0.6157251544591741,0.3576092833591564,0.0126662977484879,8.729306765572467,4.039834630008744,0.155039623162505,26.251336848249657,461.9999868880917,49.802453388509214,-33.39403270904904,2.1129897198315177,0.0,2.1129897198314893,2.1129897198314893,1.0
molicel_p50b_110s3p,1306.143079287472,253.56424528289648,100.0,553.5642452828965,653.5642452828965,50.0,1273.5858457030831,255.14719798635664,100.0,555.1471979863567,655.1471979863567,53.0,24.8203125,4.879666027403875,5.474754595057632,0.5950885676537555,0.4410232835097189,0.0151333797256007,8.614334968338863,3.957382140954682,0.0400678259289009,26.065494861212144,461.9999844210341,67.76286046244081,-32.55723358438877,1.5829527034601654,0.0,1.582952703460137,1.582952703460137,3.0
