candidate_id,cell_id,manufacturer,cell_model,series_cells,parallel_cells,total_cells,pack_mass_kg,vehicle_mass_kg,nominal_pack_energy_kwh,model_usable_energy_kwh,endurance_terminal_power_limit_kw,pack_aware_curve_points,pack_aware_full_soc,pack_aware_terminal_power_limit_kw,pack_aware_maximum_achievable_terminal_power_kw,pack_aware_maximum_achievable_wheel_power_kw,pack_aware_maximum_tractive_force_n,pack_aware_active_limiter_at_peak_terminal_power,pack_aware_reaches_79p9kw_terminal,raw_endurance_time_s,projected_endurance_time_s,endurance_points,projected_average_lap_s,projected_terminal_energy_kwh_per_lap,efficiency_factor,efficiency_points,pack_aware_acceleration_raw_time_s,pack_aware_acceleration_projected_time_s,pack_aware_acceleration_points,pack_aware_acceleration_converged,pack_aware_skidpad_raw_time_s,pack_aware_skidpad_projected_time_s,pack_aware_skidpad_points,pack_aware_skidpad_converged,pack_aware_autocross_raw_time_s,pack_aware_autocross_projected_time_s,pack_aware_autocross_points,pack_aware_autocross_converged,pack_aware_nonenergy_points,pack_aware_performance_points_excluding_efficiency,pack_aware_full_dynamic_points,mass_isolated_acceleration_raw_time_s,mass_isolated_acceleration_projected_time_s,mass_isolated_acceleration_points,mass_isolated_acceleration_converged,mass_isolated_skidpad_raw_time_s,mass_isolated_skidpad_projected_time_s,mass_isolated_skidpad_points,mass_isolated_skidpad_converged,mass_isolated_autocross_raw_time_s,mass_isolated_autocross_projected_time_s,mass_isolated_autocross_points,mass_isolated_autocross_converged,mass_isolated_sprint_nonenergy_points,mass_isolated_sprint_hybrid_performance_points_excluding_efficiency,mass_isolated_sprint_hybrid_full_dynamic_points,pack_aware_minus_mass_isolated_nonenergy_points,pack_aware_minus_mass_isolated_full_dynamic_points,mass_isolated_acceleration_raw_time_s_delta_vs_lightest_s,mass_isolated_skidpad_raw_time_s_delta_vs_lightest_s,mass_isolated_autocross_raw_time_s_delta_vs_lightest_s,pack_aware_nonenergy_points_rank,pack_aware_performance_points_excluding_efficiency_rank,pack_aware_full_dynamic_points_rank,mass_isolated_sprint_nonenergy_points_rank,mass_isolated_sprint_hybrid_performance_points_excluding_efficiency_rank,mass_isolated_sprint_hybrid_full_dynamic_points_rank,terminal_energy_kwh,terminal_discharge_energy_kwh,terminal_regenerated_energy_kwh,pack_resistive_heat_kwh,regen_pack_resistive_heat_kwh,regen_active_rms_terminal_power_kw,regen_whole_event_rms_terminal_power_kw,regen_active_rms_error_kw,peak_pack_charge_current_a,maximum_terminal_voltage_v,adiabatic_cell_temperature_rise_c
tenpower_50xg_130s3p,tenpower_50xg,Tenpower,INR21700-50XG,130,3,390,36.5625,259.44765114,7.02,6.880574999999999,37.96875,121,1.0,80.0,60.155222324125376,53.47054037376493,3471.857362953549,bus_current+motor_voltage,False,1234.093369499976,1303.718589310311,275.0,64.76663327009823,0.14982652192938486,0.7943814181849921,99.48453113877797,4.324253101510745,3.7315607806779942,97.34650880791855,True,4.796837393352986,4.778662344684867,75.0,True,52.25661304104852,43.93450210475909,125.0,True,297.3465088079185,572.3465088079186,671.8310399466965,4.249797266168287,3.693542736204915,100.0,True,4.796837393352986,4.778662344684867,75.0,True,52.195276323401416,43.90079331564113,125.0,True,300.0,575.0,674.4845311387779,-2.6534911920814466,-2.6534911920814466,0.0444447987103222,0.0382842003016623,0.4911827409635378,61.0,25.0,12.0,1.0,1.0,8.0,5.975705955040552,6.682506484974023,0.7068005299334692,0.4021260676502987,0.0101642837584791,8.87504877197294,4.420100616498986,0.3007816295629784,22.561079090033704,545.9999877126762,49.49243909542138
tenpower_30xg_130s5p,tenpower_30xg,Tenpower,INR18650-30XG,130,5,650,39.0,261.88515114,7.02,6.880574999999999,36.1171875,121,1.0,80.0,79.99999993714532,71.40867664296988,3471.857362953549,terminal_power_limit+motor_voltage,True,1236.8535662241095,1306.6345111265543,275.0,64.91149155505744,0.15283199266453967,0.7770218518798975,96.06729367714517,4.267620390042466,3.682690282106889,100.0,True,4.801858487896434,4.78366441447717,74.86181568311491,True,52.26722061949202,43.94342037654005,124.9442120400611,True,299.80602772317604,574.806027723176,670.8733214003212,4.255764059964382,3.69872853837469,99.86610905904264,True,4.801858487896434,4.78366441447717,74.86181568311491,True,52.259794082929176,43.955058395275294,124.84312846997922,True,299.5710532121368,574.5710532121368,670.6383468892819,0.2349745110392405,0.2349745110392405,0.0504115925064176,0.0433052948451102,0.555700500491298,30.0,4.0,15.0,122.0,18.0,20.0,6.095576650418699,6.867414035148405,0.7718373847297051,0.2894904456888557,0.0081595290228018,8.728507449092278,4.549295313369657,0.1542403066823165,22.687682473656352,545.999989956384,33.4027437333295
ampace_jp50_125s3p,ampace_jp50,Ampace,JP50P1 (JP50),125,3,375,33.74999999999999,256.63515114,6.7125,6.615937499999999,32.046875,121,1.0,80.0,57.8415596557264,51.39692203278347,3471.857362953549,bus_current+motor_voltage,False,1243.709381502296,1313.8771185693533,274.0213984529481,65.27129259188641,0.14440911406948576,0.8178097420363502,100.0,4.3294993201213625,3.7360879402023537,97.00256122253704,True,4.791010064006394,4.772857094884817,75.0,True,52.194936045707465,43.88264746045793,125.0,True,297.002561222537,571.0239596754851,671.0239596754851,4.2429119553458285,3.68755864139238,100.0,True,4.791010064006394,4.772857094884817,75.0,True,52.12042952209785,43.83784060831172,125.0,True,300.0,574.0213984529481,674.0213984529481,-2.997438777463003,-2.997438777463003,0.0375594878878642,0.0324568709550705,0.416335939659973,63.0,28.0,14.0,1.0,25.0,10.0,5.759637157658068,6.494580327831731,0.7349431701736631,0.3524810471720299,0.0106190182418772,8.674592803078768,4.4157825787592735,0.1003256606688065,23.395171680249227,524.9999876816809,46.997472956270656
tenpower_30xg_125s5p,tenpower_30xg,Tenpower,INR18650-30XG,125,5,625,37.5,260.38515114,6.75,6.6159375,32.984375,121,1.0,80.0,79.9999998681689,71.35316358273141,3471.857362953549,terminal_power_limit+motor_voltage,True,1243.7632105071189,1313.9339845050808,273.9865770525627,65.2741175997025,0.1466585333004628,0.8052314886560716,100.0,4.264049715735111,3.67960901283492,100.0,True,4.798771739726681,4.780589361887986,75.0,True,52.22762243680382,43.910128390331664,125.0,True,300.0,573.9865770525628,673.9865770525628,4.2520921942013885,3.695537281882248,100.0,True,4.798771739726681,4.780589361887986,75.0,True,52.22012887988189,43.92169648968804,125.0,True,300.0,573.9865770525628,673.9865770525628,0.0,0.0,0.0467397267434241,0.0402185466753577,0.516035297444013,1.0,11.0,4.0,1.0,26.0,11.0,5.849353368919166,6.597898291180161,0.748544922260994,0.2682843720517116,0.0081889718493333,8.688153929015067,4.461181681343735,0.1138867866051054,23.52799646527481,524.9999899868895,32.194124646205395
ampace_jp30_130s5p,ampace_jp30,Ampace,JP30P1 (JP30),130,5,650,40.625,263.51015114,7.176,6.880574999999999,35.9140625,121,1.0,80.0,79.99999993714532,71.40867664296988,3471.857362953549,terminal_power_limit+motor_voltage,True,1238.5458907732375,1308.4223134342017,275.0,65.00030668538405,0.15275496493451965,0.7763514278076739,95.93532043458147,4.271661271967234,3.686177311232114,100.0,True,4.80519129252326,4.786984591224138,74.58659579887406,True,52.31010385656208,43.97947425679887,124.6312350857204,True,299.2178308845945,574.2178308845945,670.153151319176,4.259741457190646,3.702185335420285,99.59872387162837,True,4.80519129252326,4.786984591224138,74.58659579887406,True,52.30262974106638,43.991086930937584,124.53053687529722,True,298.7158565457996,573.7158565457996,669.6511769803811,0.5019743387948665,0.5019743387948665,0.0543889897326819,0.0466380994719362,0.5985361586285052,38.0,9.0,17.0,127.0,28.0,22.0,6.0925044636052,6.865151804583999,0.7726473409787997,0.2881479006150681,0.0081688753081427,8.736468428684747,4.549394829465597,0.1622012862747848,22.68219162960405,545.9999898975681,31.91792129889985
tenpower_50xg_125s3p,tenpower_50xg,Tenpower,INR21700-50XG,125,3,375,35.15625,258.04140114,6.75,6.615937499999999,32.0234375,121,1.0,80.0,57.8415596557264,51.39692203278347,3471.857362953549,bus_current+motor_voltage,False,1244.8873345813422,1315.1215295389302,273.26008144539526,65.33311291842367,0.14457943156864989,0.8160734188868498,100.0,4.333335981602492,3.739398739819221,96.7515529090663,True,4.793928335668828,4.77576430931826,75.0,True,52.232877231011045,43.91454633389368,125.0,True,296.7515529090663,570.0116343544615,670.0116343544615,4.24635469414607,3.6905507612729,100.0,True,4.793928335668828,4.77576430931826,75.0,True,52.157908269738485,43.86936351363568,125.0,True,300.0,573.2600814453953,673.2600814453953,-3.2484470909337237,-3.2484470909337233,0.0410022266881053,0.0353751426175046,0.453814687300607,67.0,31.0,18.0,1.0,30.0,13.0,5.76643012916202,6.502535405155824,0.7361052759938044,0.3530188570571098,0.010641588527468,8.674148661428646,4.417408834819647,0.0998815190186839,23.404749779263188,524.9999875928886,45.18641370331006
ampace_jp30_125s5p,ampace_jp30,Ampace,JP30P1 (JP30),125,5,625,39.0625,261.94765114,6.9,6.6159375,35.734375,121,1.0,80.0,79.9999998681689,71.35316358273141,3471.857362953549,terminal_power_limit+motor_voltage,True,1240.9945184343896,1311.0090880487003,275.0,65.12881346912044,0.1461349018745668,0.8099197290489999,100.0,4.2679356469840135,3.682962329189078,100.0,True,4.801986885900211,4.783792325985414,74.85120208190612,True,52.2689823325801,43.9449015285488,124.93134432256592,True,299.78254640447204,574.782546404472,674.782546404472,4.255917041198662,3.698861495946844,99.8558154747467,True,4.801986885900211,4.783792325985414,74.85120208190612,True,52.26144419318558,43.956446282348935,124.83107736320308,True,299.5380949198559,574.5380949198559,674.5380949198559,0.2444514846161496,0.24445148461609278,0.0505645737406981,0.0434336928488878,0.5573506107477044,31.0,5.0,2.0,124.0,20.0,6.0,5.8284687659151135,6.527564252977978,0.6990954870628635,0.2834017867887571,0.0078656392279073,8.834602689194856,4.379586394201646,0.2603355467848942,23.513790475093707,524.9999901959749,32.647885838064816
molicel_p30b_130s5p,molicel_p30b,Molicel,INR-18650-P30B,130,5,650,38.1875,261.07265114,7.02,6.880574999999999,33.7265625,121,1.0,80.0,71.45774982908272,63.68935916047048,3471.857362953549,bus_current+motor_voltage,False,1242.1985038025182,1312.281,275.0,65.192,0.14831818181818182,0.7972240632635236,100.0,4.284202953108688,3.697,100.0,True,4.800187743025538,4.782,75.0,True,52.25958408974073,43.937,125.0,True,300.0,575.0,675.0,4.253775200437397,3.697,100.0,True,4.800187743025538,4.782,75.0,True,52.23832378911069,43.937,125.0,True,300.0,575.0,675.0,0.0,0.0,0.0484227329794331,0.0416345499742147,0.5342302066728166,1.0,1.0,1.0,1.0,1.0,1.0,5.915547066823213,6.666156039440971,0.7506089726177569,0.4666038234334075,0.0129399189056593,8.671462992580288,4.465560970562117,0.0971958501703262,22.432139433128672,545.9999849647146,54.98441127202184
molicel_p50b_125s3p,molicel_p50b,Molicel,INR-21700-P50B,125,3,375,33.28124999999999,256.16640114,6.75,6.615937499999999,32.3828125,121,1.0,80.0,76.35599993061054,67.8398697632131,3471.857362953549,bus_current+motor_voltage,False,1245.5083978098985,1315.7776319832158,272.85926493098435,65.36570702787726,0.13908786951253824,0.8478711903844081,100.0,4.260892029090599,3.6768841261634586,100.0,True,4.79003522599341,4.771885950498879,75.0,True,52.12051451188056,43.82007790525179,125.0,True,300.0,572.8592649309844,672.8592649309844,4.24176434684996,3.686561242985245,100.0,True,4.79003522599341,4.771885950498879,75.0,True,52.107911764057015,43.82731207877351,125.0,True,300.0,572.8592649309844,672.8592649309844,0.0,0.0,0.0364118793919958,0.0314820329420868,0.4038181816191368,1.0,18.0,8.0,1.0,31.0,15.0,5.547403753467017,6.213308034260971,0.6659042807939537,0.5671172597782929,0.015216238104293,8.795323444568128,4.259153516049699,0.2210563021581659,23.118662288370864,524.9999823617519,76.68064357565652
molicel_p30b_125s5p,molicel_p30b,Molicel,INR-18650-P30B,125,5,625,36.71875,259.60390114,6.75,6.6159375,33.8046875,121,1.0,80.0,68.7093742006193,61.22181063846924,3471.857362953549,bus_current+motor_voltage,False,1244.124318235751,1314.3154652505384,273.753058281298,65.29306894682851,0.14182218048158987,0.8324494224242265,100.0,4.288813028596993,3.7009782076775566,99.69203912164204,True,4.797160061465921,4.7789837902196375,75.0,True,52.22727964599113,43.90984019056507,125.0,True,299.69203912164204,573.4450974029401,673.4450974029401,4.250179773858636,3.6938751775927616,100.0,True,4.797160061465921,4.7789837902196375,75.0,True,52.19942165624293,43.90427990318543,125.0,True,300.0,573.7530582812981,673.7530582812981,-0.3079608783579601,-0.307960878358017,0.0448273064006716,0.0386068684145977,0.4953280738050551,33.0,14.0,5.0,1.0,27.0,12.0,5.656459467570796,6.339005040583003,0.682545573012208,0.4617550058934541,0.0125418893213316,8.821196787100602,4.315289160736367,0.2469296446906401,23.27588294882444,524.9999853649692,56.58954965843183
reliance_rs50_120s3p,reliance_rs50,Reliance,INR21700-RS50,120,3,360,30.15,253.03515114,6.48,6.351299999999999,32.1796875,121,1.0,80.0,55.52789736330417,49.322756587904216,3471.857362953549,bus_current+motor_voltage,False,1243.6208120719234,1313.7835522188038,274.0786996188789,65.26664436675397,0.13801962729312053,0.8557304026008736,100.0,4.33403822026458,3.740004727995355,96.70565802271769,True,4.783495953953888,4.765371455531795,75.0,True,52.11398798467259,43.81459075813934,125.0,True,296.70565802271767,570.7843576415966,670.7843576415966,4.234097182760669,3.679897631416116,100.0,True,4.783495953953888,4.765371455531795,75.0,True,52.02396178779283,43.75670280497656,125.0,True,300.0,574.0786996188789,674.0786996188789,-3.294341977282329,-3.294341977282329,0.0287447153027047,0.0249427609025643,0.3198682053549504,68.0,29.0,16.0,1.0,24.0,9.0,5.504797802866303,6.175440026775015,0.6706422239087113,0.3495166610585459,0.0103948476290659,8.845087945282577,4.287402551458671,0.2708208028726151,24.32280720588237,503.9999881362425,52.16666582963372
ampace_jp50_120s3p,ampace_jp50,Ampace,JP50P1 (JP50),120,3,360,32.4,255.28515114,6.444,6.351299999999999,31.9765625,121,1.0,80.0,55.52789736330417,49.322756587904216,3471.857362953549,bus_current+motor_voltage,False,1246.082774841558,1316.384414283449,272.48893397938195,65.3958509922544,0.13793926857509173,0.8545372175649089,100.0,4.340275614859307,3.745387210587588,96.29866418239594,True,4.788199675565711,4.770057354907381,75.0,True,52.175289694273175,43.86612988271591,125.0,True,296.29866418239595,568.7875981617779,668.7875981617779,4.239606660214734,3.684685975225536,100.0,True,4.788199675565711,4.770057354907381,75.0,True,52.08434385058205,43.807489401871976,125.0,True,300.0,572.488933979382,672.488933979382,-3.701335817604047,-3.701335817604104,0.0342541927567694,0.0296464825143871,0.3802502681441737,70.0,33.0,19.0,1.0,32.0,16.0,5.501592762372268,6.172291150232617,0.670698387860348,0.3474487521302138,0.0103794699003336,8.833153361932203,4.280608593962203,0.2588862195222408,24.31545278626276,503.9999878699211,48.256771129196366
tenpower_30xg_120s5p,tenpower_30xg,Tenpower,INR18650-30XG,120,5,600,36.0,258.88515114,6.48,6.3513,32.890625,121,1.0,80.0,79.99999954451741,71.24947172940612,3471.857362953549,terminal_power_limit+motor_voltage,True,1246.1522430737652,1316.4578017822664,272.4441673135258,65.39949676463311,0.14000849667679588,0.8418608193057754,100.0,4.260549970543432,3.676588950966878,100.0,True,4.795674863775114,4.777504219890798,75.0,True,52.18795382142687,43.87677718817085,125.0,True,300.0,572.4441673135258,672.4441673135258,4.2484201826863135,3.692345898715165,100.0,True,4.795674863775114,4.777504219890798,75.0,True,52.180342134307466,43.8882323562032,125.0,True,300.0,572.4441673135258,672.4441673135258,0.0,0.0,0.0430677152283491,0.0371216707237902,0.4762485518695882,1.0,23.0,9.0,1.0,33.0,17.0,5.58412220062165,6.264382819986517,0.6802606193648674,0.2633600495351231,0.0079599843186623,8.83145095280423,4.312652115991896,0.2571838103942685,24.44773229529829,503.9999903315052,32.92000619189039
tenpower_50xg_120s3p,tenpower_50xg,Tenpower,INR21700-50XG,120,3,360,33.75,256.63515114,6.48,6.351299999999999,31.875,121,1.0,80.0,55.52789736330417,49.322756587904216,3471.857362953549,bus_current+motor_voltage,False,1247.499037696748,1317.8805800171722,271.57725224879465,65.47017808874736,0.13793140820808192,0.8536157197406737,100.0,4.344016839050327,3.7486156537742414,96.05510775919872,True,4.791010064006394,4.772857094884817,75.0,True,52.21193277660903,43.896937382175246,125.0,True,296.05510775919873,567.6323600079934,667.6323600079934,4.2429119553458285,3.68755864139238,100.0,True,4.791010064006394,4.772857094884817,75.0,True,52.12042952209785,43.83784060831172,125.0,True,300.0,571.5772522487946,671.5772522487946,-3.9448922408012654,-3.9448922408012095,0.0375594878878642,0.0324568709550705,0.416335939659973,72.0,36.0,24.0,1.0,35.0,19.0,5.501279258185263,6.172052083879724,0.670772825694461,0.3465463871604496,0.0103735458957975,8.826912787567062,4.277079660698435,0.2526456451571004,24.31375719813864,503.99998773748086,46.20618495472662
ampace_jp30_120s5p,ampace_jp30,Ampace,JP30P1 (JP30),120,5,600,37.5,260.38515114,6.624,6.3513,32.890625,121,1.0,80.0,79.99999954451741,71.24947172940612,3471.857362953549,terminal_power_limit+motor_voltage,True,1247.3497349175325,1317.7228538568106,271.6732643407947,65.46234250791802,0.14021067596269304,0.8398398377405358,100.0,4.264281682987608,3.6798091861091247,100.0,True,4.798771739726681,4.780589361887986,75.0,True,52.227784212746926,43.910264402696406,125.0,True,300.0,571.6732643407947,671.6732643407947,4.2520921942013885,3.695537281882248,100.0,True,4.798771739726681,4.780589361887986,75.0,True,52.22012887988189,43.92169648968804,125.0,True,300.0,571.6732643407947,671.6732643407947,0.0,0.0,0.0467397267434241,0.0402185466753577,0.516035297444013,1.0,26.0,13.0,1.0,34.0,18.0,5.592185952934414,6.273374971667276,0.681189018732862,0.2640331677110691,0.0079797352859322,8.835848675140618,4.314858957205328,0.2615815327306556,24.460390742753408,503.999990047229,31.683980125328294
molicel_p50b_120s3p,molicel_p50b,Molicel,INR-21700-P50B,120,3,360,31.95,254.83515114,6.48,6.351299999999999,29.640625,121,1.0,80.0,73.30175940492859,65.07381630706163,3471.857362953549,bus_current+motor_voltage,False,1253.734932280985,1324.4682920099392,267.58756072530366,65.79744497764727,0.13355348672742642,0.8772125498590243,100.0,4.264648332257016,3.680125581565605,100.0,True,4.787260922828846,4.769122159071716,75.0,True,52.090192896557696,43.7945851495086,125.0,True,300.0,567.5875607253037,667.5875607253037,4.238504900750006,3.683728424685329,100.0,True,4.787260922828846,4.769122159071716,75.0,True,52.07229149254016,43.79735231444504,125.0,True,300.0,567.5875607253037,667.5875607253037,0.0,0.0,0.0331524332920416,0.0287077297775226,0.3681979101022818,1.0,37.0,25.0,1.0,38.0,29.0,5.32666950868455,5.963689385650856,0.6370198769663051,0.5221428336938172,0.0150538865684471,8.731418767000747,4.142803027107619,0.1571516245907851,24.021393783010232,503.99998294378406,73.54124418222777
molicel_p30b_120s5p,molicel_p30b,Molicel,INR-18650-P30B,120,5,600,35.25,258.13515114,6.48,6.3513,30.859375,121,1.0,80.0,65.96099949545007,58.75384294089413,3471.857362953549,bus_current+motor_voltage,False,1252.0949273929896,1322.7357611400053,268.63297556038003,65.71137564305145,0.1361400870158377,0.8616730573695738,100.0,4.294776235253918,3.706124083176908,99.29466748238409,True,4.794122557393391,4.775957795143519,75.0,True,52.19628432102904,43.88378101660531,125.0,True,299.29466748238406,567.9276430427641,667.9276430427641,4.246584197580861,3.690750225080564,100.0,True,4.794122557393391,4.775957795143519,75.0,True,52.16040289085096,43.87146170821523,125.0,True,300.0,568.63297556038,668.63297556038,-0.7053325176159433,-0.7053325176159433,0.041231730122897,0.0355693643420673,0.4563093084130827,36.0,35.0,22.0,1.0,36.0,26.0,5.429833905399665,6.087385922690882,0.6575520172912175,0.4260376010556779,0.0124942679702436,8.738671138200278,4.211347344734048,0.164403995790316,24.194669585741487,503.9999855949633,54.38777885817165
reliance_rs50_115s3p,reliance_rs50,Reliance,INR21700-RS50,115,3,345,28.893750000000004,251.77890114,6.21,6.086662499999999,29.234375,121,1.0,80.0,53.21423465481861,47.24851572043036,3471.857362953549,bus_current+motor_voltage,False,1252.7516960033363,1323.4295833963647,268.2139923391554,65.74584361182991,0.13212413819278654,0.8873983701878043,100.0,4.346775558644929,3.7509962567598776,95.87578165831924,True,4.780858714645712,4.762744208630876,75.0,True,52.099952270640415,43.80279029745498,125.0,True,295.8757816583192,564.0897739974746,664.0897739974746,4.2310204118791805,3.6772235780369686,100.0,True,4.780858714645712,4.762744208630876,75.0,True,51.99011480937267,43.728234535266175,125.0,True,300.0,568.2139923391554,668.2139923391554,-4.124218341680773,-4.12421834168083,0.0256679444212162,0.0223055215943883,0.2860212269347926,75.0,40.0,31.0,1.0,37.0,27.0,5.269661133663325,5.910809293922728,0.6411481602594026,0.3205461985243108,0.0103212162253875,8.821622416418355,4.172116666663436,0.2473552740083935,25.324896131335088,482.9999882429205,49.92283429320868
ampace_jp50_115s3p,ampace_jp50,Ampace,JP50P1 (JP50),115,3,345,31.05,253.93515114,6.1755,6.086662499999999,29.1328125,121,1.0,80.0,53.21423465481861,47.24851572043036,3471.857362953549,bus_current+motor_voltage,False,1254.9109131663056,1325.710619518341,266.8396183505512,65.85916180119933,0.13219297263527716,0.8854102164601881,100.0,4.352855689362547,3.756243030432616,95.48135515156233,True,4.785380443237711,4.767248804551808,75.0,True,52.15908197253305,43.8525033167472,125.0,True,295.4813551515623,562.3209735021135,662.3209735021135,4.236301072709782,3.68181305495355,100.0,True,4.785380443237711,4.767248804551808,75.0,True,52.04815089969098,43.777047964093065,125.0,True,300.0,566.8396183505512,666.8396183505512,-4.518644848437702,-4.518644848437702,0.0309486052518179,0.0268272501863879,0.3440573172531032,78.0,42.0,34.0,1.0,39.0,30.0,5.2724065380323655,5.914045630245093,0.6416390922127269,0.3198860872348479,0.0103283612797046,8.81781801281743,4.169684593701956,0.2435508704074678,25.32811008414384,482.99998820588087,46.36030249780404
tenpower_30xg_115s5p,tenpower_30xg,Tenpower,INR18650-30XG,115,5,575,34.5,257.38515114,6.21,6.086662499999999,29.84375,121,1.0,80.0,79.99999954559658,71.07521304613276,3471.857362953549,terminal_power_limit+motor_voltage,True,1255.0619475928356,1325.8701750222917,266.7436596426645,65.86708826086276,0.13398590488319154,0.8734569759100802,100.0,4.257150047739106,3.6736550295945314,100.0,True,4.79256763383455,4.774408763135515,75.0,True,52.148233862743865,43.84338281936649,125.0,True,300.0,566.7436596426645,666.7436596426645,4.244748073718791,3.689154430851152,100.0,True,4.79256763383455,4.774408763135515,75.0,True,52.14043219865137,43.85466460908326,125.0,True,300.0,566.7436596426645,666.7436596426645,0.0,0.0,0.0393956062608262,0.0340144407832267,0.4363386162134901,1.0,38.0,28.0,1.0,40.0,31.0,5.343916146430643,5.993962353419908,0.6500462069892643,0.2417751378526161,0.0078978636238016,8.823603461684394,4.194794221184064,0.2493363192744322,25.463190381404544,482.9999904140068,31.535887545993404
tenpower_50xg_115s3p,tenpower_50xg,Tenpower,INR21700-50XG,115,3,345,32.34375,255.22890114,6.21,6.086662499999999,29.03125,121,1.0,80.0,53.21423465481861,47.24851572043036,3471.857362953549,bus_current+motor_voltage,False,1256.364605573639,1327.246326508929,265.9169822743603,65.93545324345175,0.13214019548072306,0.8847389675540615,100.0,4.3565031247564985,3.7593905397357528,95.24526929422194,True,4.788082385344735,4.76994050909494,75.0,True,52.19443011083736,43.882222098090914,125.0,True,295.24526929422194,561.1622515685822,661.1622515685822,4.239468945085673,3.684566285583242,100.0,True,4.788082385344735,4.76994050909494,75.0,True,52.08283796244132,43.80622281821384,125.0,True,300.0,565.9169822743603,665.9169822743603,-4.754730705778059,-4.754730705778115,0.0341164776277089,0.0295291922934115,0.3787443800034396,80.0,46.0,41.0,1.0,41.0,32.0,5.270301565209813,5.912136674783046,0.6418351095732319,0.3187462621665172,0.010328860279769,8.815120044670547,4.167791368839745,0.2408529022605847,25.322849381470803,482.99998829970014,44.34730604055892
ampace_jp30_115s5p,ampace_jp30,Ampace,JP30P1 (JP30),115,5,575,35.9375,258.82265114,6.348,6.086662499999999,29.7421875,121,1.0,80.0,78.93152156929165,70.17190970044135,3471.857362953549,bus_current+motor_voltage,False,1256.6004424729954,1327.495468881245,265.76750149479386,65.94783023400178,0.13400798463522715,0.8722438369946042,100.0,4.262482059279871,3.678256223067849,100.0,True,4.795545604167593,4.777375450043397,75.0,True,52.187768583558224,43.87662145030236,125.0,True,300.0,565.7675014947938,665.7675014947938,4.248267165597168,3.6922129099811776,100.0,True,4.795545604167593,4.777375450043397,75.0,True,52.17868173350217,43.88683581387774,125.0,True,300.0,565.7675014947938,665.7675014947938,0.0,0.0,0.0429146981392039,0.0369924111162696,0.4745881510642888,1.0,39.0,29.0,1.0,42.0,33.0,5.344796778938332,5.994258033224956,0.6494612542866239,0.2411579794648815,0.0078895090020467,8.814783065418853,4.189960291048665,0.2405159230088909,25.463774381215384,482.999990415574,30.19717308081995
molicel_p30b_115s5p,molicel_p30b,Molicel,INR-18650-P30B,115,5,575,33.78125,256.66640114,6.21,6.086662499999999,28.015625,121,1.0,80.0,63.212623667110094,56.28606757093525,3471.857362953549,bus_current+motor_voltage,False,1261.7026602192705,1332.8855441275148,262.5472390973569,66.21560046420008,0.1303757466114924,0.8929187990009633,100.0,4.302282060111452,3.7126011419908855,98.79606588226392,True,4.7910750159651165,4.7729218007428456,75.0,True,52.167327876151965,43.85943602150586,125.0,True,298.7960658822639,561.3433049796208,661.3433049796208,4.242988458913854,3.687625131434205,100.0,True,4.7910750159651165,4.7729218007428456,75.0,True,52.12126358730879,43.83854213011631,125.0,True,300.0,562.5472390973569,662.5472390973569,-1.2039341177360825,-1.2039341177360257,0.0376359914558896,0.0325218229137931,0.4171700048709112,41.0,45.0,39.0,1.0,43.0,38.0,5.199927992631016,5.829307028871624,0.6293790362406089,0.3887805811210951,0.0125047433199762,8.803559589330236,4.114838151357349,0.2292924469202741,25.18280322587524,482.99998621239456,51.78945761465096
molicel_p50b_115s3p,molicel_p50b,Molicel,INR-21700-P50B,115,3,345,30.61875,253.50390114,6.21,6.086662499999999,27.0,121,1.0,80.0,70.2475184675531,62.30675915022807,3471.857362953549,bus_current+motor_voltage,False,1263.6136877678248,1334.9043882452368,261.3477892147787,66.31589337838729,0.127926986243978,0.9086346689690578,100.0,4.269774614451346,3.68454924344154,100.0,True,4.784477962416736,4.766349743199014,75.0,True,52.06111690625615,43.77013964715472,125.0,True,300.0,561.3477892147787,661.3477892147787,4.235245061022688,3.680895264279801,100.0,True,4.784477962416736,4.766349743199014,75.0,True,52.03656644105424,43.76730442099666,125.0,True,300.0,561.3477892147787,661.3477892147787,0.0,0.0,0.0298925935647238,0.0259247693654121,0.3324728586163559,1.0,44.0,38.0,1.0,47.0,43.0,5.102261226278928,5.719407238164732,0.6171460118858031,0.4782365429029447,0.0151684175319551,8.728422822227254,4.061448553634796,0.1541556798172916,24.995388325036,482.9999834507885,70.28583606656875
