candidate_id,cell_id,manufacturer,cell_model,series_cells,parallel_cells,total_cells,pack_mass_kg,vehicle_mass_kg,nominal_pack_energy_kwh,model_usable_energy_kwh,endurance_terminal_power_limit_kw,terminal_energy_kwh,terminal_discharge_energy_kwh,terminal_regenerated_energy_kwh,pack_resistive_heat_kwh,regen_pack_resistive_heat_kwh,regen_active_rms_terminal_power_kw,regen_whole_event_rms_terminal_power_kw,regen_active_rms_error_kw,peak_pack_charge_current_a,maximum_terminal_voltage_v,adiabatic_cell_temperature_rise_c,raw_endurance_time_s,projected_endurance_time_s,endurance_points,projected_average_lap_s,projected_terminal_energy_kwh_per_lap,efficiency_factor,efficiency_points
tenpower_50xg_140s3p,tenpower_50xg,Tenpower,INR21700-50XG,140,3,420,39.375,262.26015114,7.56,7.40985,42.0,6.464830108921695,7.268200778406623,0.8033706694849275,0.4407091992478936,0.0105067881690095,8.765284502024087,4.667850517985652,0.1910173596141255,21.020177018047704,587.9999874240285,50.366765628330704,1226.1911480502984,1295.3705394338533,275.0,64.3519156390832,0.16209013920222765,0.7390112025371145,88.58488238919577
tenpower_60xg_115s3p,tenpower_60xg,Tenpower,INR21700-60XG,115,3,345,32.775,255.66015114,7.452,7.303995,37.9375,6.175035199562063,6.943713002154989,0.768677802592926,0.6268968091866424,0.0150025431715925,8.70138247089328,4.547266841533872,0.1271153284833186,25.330064230947148,482.9999880518197,86.07278844667857,1228.2307628017934,1297.525225401928,275.0,64.45895695693413,0.15482422557313238,0.7724082550185581,95.15910531861381
reliance_rs50_135s3p,reliance_rs50,Reliance,INR21700-RS50,135,3,405,33.91875,256.80390114,7.29,7.1452125,38.71875,6.233441686652294,7.0132357396429175,0.7797940529906238,0.4127741309362234,0.0105320447341343,8.739025886477284,4.589878619171409,0.1647587440673223,21.76859859745869,566.9999876544205,54.76273710596663,1227.6506667068245,1296.9124013796227,275.0,64.42851284956528,0.15628862842104382,0.7655324590891427,93.8056021829021
tenpower_60xg_110s3p,tenpower_60xg,Tenpower,INR21700-60XG,110,3,330,31.35,254.23515114,7.128,6.98643,36.953125,5.87636356058474,6.573639477562813,0.6972759169780723,0.6093614113587211,0.0145574988234949,8.816004603026194,4.381922213701489,0.2417374606162319,26.388006806408864,461.99998840332256,87.46814517110829,1232.1464611352658,1301.6618400484745,275.0,64.66445728958976,0.14733574919835776,0.8090871874466345,100.0
molicel_p50b_135s3p,molicel_p50b,Molicel,INR-21700-P50B,135,3,405,35.94375,258.82890114,7.29,7.1452125,35.359375,6.027141441760088,6.783196707199768,0.7560552654396792,0.6203168803299213,0.0156449541797689,8.663902295223156,4.489932960122575,0.0896351528131944,21.530086762760146,566.9999817001391,77.66095528387122,1236.297401843082,1306.0469690003442,275.0,64.88230341144194,0.15111614363047154,0.786198072852037,97.87363638819627
tenpower_50xg_135s3p,tenpower_50xg,Tenpower,INR21700-50XG,135,3,405,37.96875,260.85390114,7.29,7.1452125,42.1875,6.205948992127526,6.936257434300219,0.730308442172694,0.4379133955945743,0.0101325311275804,8.885569891916807,4.503312466234888,0.3113027495068454,21.76566105192883,566.9999875971137,51.90084688528288,1228.058243919801,1297.3429733300677,275.0,64.44990296844485,0.15559931491898998,0.768668613662545,94.42295544538288
reliance_rs50_130s3p,reliance_rs50,Reliance,INR21700-RS50,130,3,390,32.6625,255.54765114,7.02,6.880574999999999,38.375,5.971880375482335,6.677182229206427,0.7053018537240934,0.4046671645431899,0.0101471390438954,8.879634172018182,4.423412137303858,0.3053670296082202,22.559594793573783,545.9999877904188,55.75207777862548,1230.2861056754437,1299.696526843139,275.0,64.56682370464704,0.1497306046797939,0.7973501787126814,100.0
molicel_p50b_130s3p,molicel_p50b,Molicel,INR-21700-P50B,130,3,390,34.6125,257.49765114,7.02,6.880574999999999,32.515625,5.806997356619648,6.539963860579109,0.7329665039594605,0.576192163024856,0.015676075850628,8.631536303080573,4.403771195226439,0.0572691606706108,22.290713297700744,545.999981867048,74.91122379521423,1242.9112111431236,1313.0339169442518,274.5380801520149,65.22940369740142,0.1455965576856349,0.8116608174705061,100.0
reliance_rs50_125s3p,reliance_rs50,Reliance,INR21700-RS50,125,3,375,31.40625,254.29140114,6.75,6.615937499999999,32.2265625,5.759601578067319,6.4936960031540405,0.7340944250867213,0.3539762601785976,0.0106072791668306,8.678972711161192,4.417460311331964,0.1047055687512301,23.397174914759024,524.9999877816178,50.71898653305279,1241.2928863916009,1311.324289363191,275.0,65.14447216119498,0.14440822199641964,0.8194068803488813,100.0
ampace_jp50_130s3p,ampace_jp50,Ampace,JP50P1 (JP50),130,3,390,35.099999999999994,257.98515114,6.981,6.880574999999999,38.171875,5.976475165004747,6.6828495540349175,0.7063743890301701,0.403730271870733,0.0101617783265995,8.87780087611176,4.422018353303503,0.3035337337017978,22.563974520315497,545.9999878298843,51.7602912654786,1232.563235307409,1302.1021278331723,275.0,64.68633007541843,0.1498458080278703,0.7952652139230861,99.65850667777285
