candidate_id,cell_id,manufacturer,cell_model,series_cells,parallel_cells,total_cells,pack_mass_kg,vehicle_mass_kg,nominal_pack_energy_kwh,model_usable_energy_kwh,endurance_terminal_power_limit_kw,terminal_energy_kwh,terminal_discharge_energy_kwh,terminal_regenerated_energy_kwh,pack_resistive_heat_kwh,regen_pack_resistive_heat_kwh,regen_active_rms_terminal_power_kw,regen_whole_event_rms_terminal_power_kw,regen_active_rms_error_kw,peak_pack_charge_current_a,maximum_terminal_voltage_v,adiabatic_cell_temperature_rise_c,raw_endurance_time_s,projected_endurance_time_s,endurance_points,projected_average_lap_s,projected_terminal_energy_kwh_per_lap,efficiency_factor,efficiency_points
tenpower_30xg_110s5p,tenpower_30xg,Tenpower,INR18650-30XG,110,5,550,33.0,255.88515114,5.94,5.822025,26.9296875,5.097698144003747,5.725144269527837,0.6274461255240905,0.2202323430927148,0.0079558508893377,8.810824139854915,4.105421301550992,0.2365569974449535,26.55745161548749,461.9999908120963,30.031683149006565,1265.9179123705112,1337.3386128531247,259.90636623455373,66.43682172425028,0.1278125778792238,0.9077926336496414,100.0
molicel_p30b_140s4p,molicel_p30b,Molicel,INR-18650-P30B,140,4,560,32.9,255.78515114,6.048,5.92788,26.4375,5.059375669369178,5.6796438608922974,0.6202681915231192,0.3687657928722114,0.0126213847647029,8.787077622296518,4.072385394333046,0.2128104798865564,20.652551150084903,587.999979050184,50.43909021048484,1268.4089068021613,1339.9701444913885,258.35399914295476,66.56755196461931,0.12685173356569437,0.9128724573009608,100.0
ampace_jp30_110s5p,ampace_jp30,Ampace,JP30P1 (JP30),110,5,550,34.375,257.26015114,6.072,5.822025,26.9296875,5.105109405742977,5.733081247247451,0.6279718415044743,0.2207097675815685,0.0079644637176242,8.809388137738752,4.104709521173094,0.2351209953287902,26.571196369001445,461.9999907480179,28.892915028859875,1267.056989871629,1338.5419549580047,259.1957451671519,66.49660181593899,0.12799839752594863,0.9056598440762855,100.0
molicel_p30b_110s5p,molicel_p30b,Molicel,INR-18650-P30B,110,5,550,32.3125,255.19765114,5.94,5.822025,25.59375,4.96088756732201,5.576612721781182,0.6157251544591741,0.3576092833591564,0.0126662977484879,8.729306765572467,4.039834630008744,0.155039623162505,26.251336848249657,461.9999868880917,49.802453388509214,1271.9765205900371,1343.7390363189318,256.14128172312064,66.75478442170828,0.12438238017177335,0.9283844032314386,100.0
molicel_p50b_110s3p,molicel_p50b,Molicel,INR-21700-P50B,110,3,330,29.287499999999994,252.17265114,5.94,5.822025,24.8203125,4.879666027403875,5.474754595057632,0.5950885676537555,0.4410232835097189,0.0151333797256007,8.614334968338863,3.957382140954682,0.0400678259289009,26.065494861212144,461.9999844210341,67.76286046244081,1273.5858457030831,1345.4391565188903,255.14719798635664,66.8392436465814,0.12234594448982383,0.9426446171825096,100.0
tenpower_30xg_135s4p,tenpower_30xg,Tenpower,INR18650-30XG,135,4,540,32.400000000000006,255.28515114,5.832,5.71617,25.9453125,5.000646636161496,5.624079048270986,0.6234324121094904,0.2132103881196343,0.0080320394968291,8.801545870259297,4.0817078878036055,0.2272787278493346,21.62219902717927,566.999986131185,29.612553905504765,1270.4551890976609,1342.1318741737225,257.0833272858256,66.674943202815,0.12537924364601213,0.9221058910998902,100.0
tenpower_60xg_135s2p,tenpower_60xg,Tenpower,INR21700-60XG,135,2,270,25.65,248.53515114,5.832,5.71617,24.1875,4.803891981505195,5.392149703286269,0.588257721781074,0.4116747599253362,0.0147335721729683,8.708499819094236,3.9478970617688223,0.1342326766842738,21.24496650167116,566.9999769655466,72.22364209216425,1274.266992332757,1346.1587321564382,254.72720846632626,66.87499100173096,0.12044609167997455,0.9570015645688013,100.0
ampace_jp30_135s4p,ampace_jp30,Ampace,JP30P1 (JP30),135,4,540,33.75,256.63515114,5.961600000000001,5.71617,25.875,4.9998367898524005,5.623191715844523,0.6233549259921225,0.212655776360264,0.0080245926443628,8.793906457721205,4.077596847535967,0.2196393153112428,21.62035563214913,566.9999860146726,28.35410351470187,1271.9402429540887,1343.7007119672,256.16371949220843,66.75288052982988,0.12535893868845532,0.9211784696513259,100.0
molicel_p30b_135s4p,molicel_p30b,Molicel,INR-18650-P30B,135,4,540,31.725,254.61015114,5.832,5.71617,24.609375,4.873841958760738,5.470202180079865,0.5963602213191265,0.3438326357156886,0.0124712671781092,8.664173179602532,3.965905146685348,0.0899060371925699,21.373360081267013,566.9999799308715,48.77058662633881,1277.0230737183974,1349.0703064545544,253.0324049401197,67.01963330901332,0.12219991991049473,0.9412307953825989,100.0
tenpower_30xg_130s4p,tenpower_30xg,Tenpower,INR18650-30XG,130,4,520,31.200000000000003,254.08515114,5.616,5.50446,24.046875,4.805235893257239,5.404254510679974,0.5990186174227342,0.1982337392132526,0.0080027063910781,8.785493055359588,3.987595575961424,0.2112259129496259,22.412474756041085,545.9999869000786,28.591404694219133,1279.7552138876815,1351.956588818052,251.35952865893302,67.16301915384467,0.12047978705004526,0.9526309667818876,100.0
tenpower_60xg_130s2p,tenpower_60xg,Tenpower,INR21700-60XG,130,2,260,24.7,247.58515114,5.616,5.50446,22.4296875,4.620876909557337,5.187352663197927,0.5664757536405884,0.381779335140003,0.0145821166507643,8.59705391752414,3.8450201661767065,0.0227867751141772,22.006145038213823,545.9999772930089,69.55493960040542,1283.983544176625,1356.423473525222,248.7845772516811,67.38492676953813,0.1158574268599671,0.9873757509265211,100.0
ampace_jp30_130s4p,ampace_jp30,Ampace,JP30P1 (JP30),130,4,520,32.5,255.38515114,5.7408,5.50446,23.9765625,4.803164460981663,5.402542939461118,0.5993784784794547,0.1976283756741035,0.0080041630169857,8.783354956200045,3.985981763456361,0.2090878137900826,22.40860755671306,545.9999865513208,27.363928939491256,1281.2522908097658,1353.5381279958692,250.44590139285634,67.24158746511357,0.12042785084441586,0.9519282223237069,100.0
molicel_p30b_130s4p,molicel_p30b,Molicel,INR-18650-P30B,130,4,520,30.55,253.43515114,5.616,5.50446,22.8515625,4.687023801296093,5.266038601696966,0.5790148004008724,0.3204638864872557,0.0124948082322,8.640844564764233,3.886219644995303,0.0665774223542712,22.14682056129175,545.9999801895524,47.204173132329,1286.2915831395203,1358.8617276923262,247.38617939582585,67.50605529739296,0.11751590182513799,0.9716944632135549,100.0
tenpower_30xg_125s4p,tenpower_30xg,Tenpower,INR18650-30XG,125,4,500,30.0,252.88515114,5.4,5.29275,22.21875,4.613806463064552,5.188712816185225,0.574906353120674,0.1839270168852243,0.0079170798283207,8.660426863133159,3.877361770228107,0.086159720723197,23.269870719430195,524.9999867775334,27.58905253278365,1289.8671336692155,1362.6390040376896,245.22970148436463,67.69370428378149,0.11568015233968917,0.9843781492859549,100.0
tenpower_60xg_125s2p,tenpower_60xg,Tenpower,INR21700-60XG,125,2,250,23.75,246.63515114,5.4,5.29275,20.8125,4.43696613849996,4.991385836246678,0.5544196977467187,0.356586885964285,0.0148082456030874,8.606555945352568,3.789647800887207,0.032288802942606,22.829691986382084,524.9999776307411,67.5638310248119,1294.2716372502414,1367.2920014017334,242.58964599338682,67.92485767559067,0.1112463045289502,1.0201282310491095,100.0
ampace_jp30_125s4p,ampace_jp30,Ampace,JP30P1 (JP30),125,4,500,31.25,254.13515114,5.52,5.29275,22.078125,4.606643155932232,5.179616066482559,0.5729729105503288,0.1824341353413372,0.0078817248193574,8.672934946781647,3.866854876816016,0.0986678043716846,23.256172718394595,524.9999870634804,26.27051548915256,1291.8590868569304,1364.7433394664686,244.03349678103075,67.79824426818494,0.11550054956116852,0.9843886523231448,100.0
molicel_p30b_125s4p,molicel_p30b,Molicel,INR-18650-P30B,125,4,500,29.375,252.26015114,5.4,5.29275,21.09375,4.496099884190615,5.058194371673507,0.5620944874828925,0.2972530171847941,0.0126282197442885,8.67235627296793,3.820799193730875,0.0980891305579678,22.97289442358033,524.9999806312576,45.536632419798245,1297.0874309467754,1370.2666568666775,240.9112569094388,68.07263375332906,0.1127289416453254,1.0045258405419062,100.0
tenpower_30xg_120s4p,tenpower_30xg,Tenpower,INR18650-30XG,120,4,480,28.8,251.68515114,5.184,5.08104,20.53125,4.413217157036099,4.973592325927874,0.560375168891775,0.171096407809843,0.0080244576284884,8.682381058636695,3.8135626577368353,0.108113916226733,24.182945242457752,503.9999869750906,26.73381372028797,1300.73875817613,1374.1239850901436,238.7456585053083,68.26425958769244,0.11065085567004268,1.0205186264302508,100.0
ampace_jp30_120s4p,ampace_jp30,Ampace,JP30P1 (JP30),120,4,480,30.0,252.88515114,5.2992,5.08104,20.4609375,4.408653659364672,4.968608968265696,0.5599553089010233,0.1703326116020019,0.0080178286123535,8.677141584407844,3.810474920246849,0.1028744419978817,24.173589385522387,503.9999869434787,25.549891740300296,1302.3124816039146,1375.7864950249202,237.81602958698647,68.34685039535327,0.11053643689022202,1.020340510175154,100.0
tenpower_60xg_120s2p,tenpower_60xg,Tenpower,INR21700-60XG,120,2,240,22.8,245.68515114,5.184,5.08104,19.3359375,4.249732270303843,4.784549665902807,0.5348173955989631,0.3314299072309383,0.0147483729944675,8.551503200943468,3.695747797563566,-0.0227639414664935,23.712613194216075,503.9999787024883,65.41379747979045,1305.3597152790214,1379.0056478754204,236.02234180741434,68.50677270820381,0.10655186349214742,1.056025823531576,100.0
molicel_p30b_120s4p,molicel_p30b,Molicel,INR-18650-P30B,120,4,480,28.2,251.08515114,5.184,5.08104,19.6171875,4.3000306144191045,4.84658330531848,0.5465526908993752,0.2767032971163297,0.0126791880848814,8.62456085381212,3.741803367152481,0.0502937114021584,23.859038451486853,503.99998136808347,44.15478145473347,1307.6695000800091,1381.4457463775088,234.668307033342,68.62799285964098,0.10781297406457113,1.0418297933404912,100.0
reliance_rs50_140s2p,reliance_rs50,Reliance,INR21700-RS50,140,2,280,23.450000000000003,246.33515114,5.04,4.9399,19.125,4.225795774569916,4.7614793817405445,0.5356836071706277,0.2144185160306396,0.0103128966143039,8.581893696724068,3.701039572959032,0.0076265543141058,20.552188530297343,587.9999781361967,41.1464103257091,1308.0647159613304,1381.8632595932859,234.4371039288085,68.64873424167955,0.10595171316179747,1.0598113817764678,100.0
ampace_jp50_140s2p,ampace_jp50,Ampace,JP50P1 (JP50),140,2,280,25.2,248.08515114,5.012,4.9399,19.0546875,4.222647466329875,4.757127991631677,0.5344805253018017,0.2134727843510385,0.0102862007717496,8.56729914363981,3.693774746565407,-0.0069679987701523,20.546162441371845,587.9999780479454,38.12014006268546,1310.2333090686686,1384.154200632725,233.17094942255392,68.76254449134643,0.10587277686922954,1.0588461299772933,100.0
tenpower_50xg_140s2p,tenpower_50xg,Tenpower,INR21700-50XG,140,2,280,26.25,249.13515114,5.04,4.9399,19.0546875,4.226480375770077,4.7611998652653655,0.5347194894952888,0.2137370267839069,0.0102921403408064,8.565675599681228,3.69298524276486,-0.0085915427287339,20.552173216161503,587.9999784504354,36.640633162955474,1311.15112549299,1385.123798528261,232.63633467347606,68.81071254834474,0.10596887789806468,1.057145355169637,100.0
tenpower_30xg_115s4p,tenpower_30xg,Tenpower,INR18650-30XG,115,4,460,27.6,250.48515114,4.968,4.86933,18.984375,4.215730828046271,4.7530131181238815,0.5372822900776114,0.1585629024115563,0.0079535445573445,8.580911346252542,3.704309669967199,0.0066442038425797,25.17688158168714,482.9999879759283,25.852647132318964,1312.703331886886,1386.7635774786886,231.73389822572204,68.89217411742656,0.10569935872160433,1.058587724736049,100.0
molicel_p50b_140s2p,molicel_p50b,Molicel,INR-21700-P50B,140,2,280,24.85,247.73515114,5.04,4.9399,18.2109375,4.110677642332629,4.629205162480775,0.5185275201481467,0.3254140403210846,0.0152788998801015,8.540126947381339,3.62486425458399,-0.0341401950286233,20.24658094502441,587.9999692573632,58.92809583279199,1317.859145975112,1392.210272871414,228.75161994726173,69.16275714502702,0.10306540157051657,1.0813938590558123,100.0
tenpower_60xg_115s2p,tenpower_60xg,Tenpower,INR21700-60XG,115,2,230,21.85,244.73515114,4.968,4.86933,17.953125,4.0591029980372975,4.5757502373016505,0.5166472392643529,0.3071227739487975,0.0148108345102582,8.524933452853281,3.615965283219977,-0.0493336895566809,24.66332379711425,482.9999798713725,63.2518298750384,1317.4610903773064,1391.7897597277054,228.9810358092334,69.14186673141542,0.10177229082633801,1.0954648466377306,100.0
ampace_jp30_115s4p,ampace_jp30,Ampace,JP30P1 (JP30),115,4,460,28.75,251.63515114,5.0784,4.86933,18.9140625,4.211129083525429,4.747138295652763,0.5360092121273348,0.1577816112382843,0.0079367944179325,8.57233648231403,3.698887523950428,-0.0019306600959314,25.16710333952259,482.999988068161,24.69625219381842,1314.3457534648496,1388.4986613836797,230.7813325524628,68.97837028267942,0.10558398099359148,1.0584202358938362,100.0
molicel_p30b_115s4p,molicel_p30b,Molicel,INR-18650-P30B,115,4,460,27.025,249.91015114,4.968,4.86933,18.2109375,4.110389960340969,4.633647540965407,0.5232575806244372,0.256587623310801,0.0126210536797572,8.584546458211834,3.643866923450588,0.0102793158018723,24.829424163212703,482.9999825499141,42.72504365952283,1319.5084280495334,1393.9526043291305,227.80254551399923,69.24931335699037,0.1030581886332408,1.0801177925720924,100.0
reliance_rs50_135s2p,reliance_rs50,Reliance,INR21700-RS50,135,2,270,22.6125,245.49765114,4.86,4.763475,17.953125,4.059193436937641,4.581817419648229,0.5226239827105873,0.2011807441504896,0.0104251806470226,8.594030658255328,3.644878962569083,0.0197635158453657,21.259168731613045,566.9999792942473,40.03596898517207,1318.409905010128,1392.7921046921876,228.43442323501665,69.19166160989384,0.10177455836526773,1.0946520885469833,100.0
ampace_jp50_135s2p,ampace_jp50,Ampace,JP50P1 (JP50),135,2,270,24.3,247.18515114,4.833,4.763475,17.90625,4.059263505730503,4.581789647533655,0.5225261418031516,0.2006817758600206,0.0104163107670924,8.585801661817628,3.640665913575972,0.0115345194076663,21.258688442660127,566.9999787404928,37.16329182592976,1320.3717864395217,1394.8646717707707,227.30667394517425,69.29462339398351,0.10177631517251517,1.0930067267174555,100.0
tenpower_50xg_135s2p,tenpower_50xg,Tenpower,INR21700-50XG,135,2,270,25.3125,248.19765114,4.86,4.763475,17.90625,4.061907769619073,4.584618042366535,0.5227102727474618,0.2009137710993658,0.010420377851168,8.583853158780247,3.639742108330254,0.0095860163702852,21.263043210144,566.9999787201392,35.71800375099836,1321.2704407431606,1395.8140264549243,226.7912184160827,69.34178580094462,0.10184261375957226,1.0915522714463788,100.0
molicel_p50b_135s2p,molicel_p50b,Molicel,INR-21700-P50B,135,2,270,23.9625,246.84765114,4.86,4.763475,17.15625,3.960644519718616,4.463153395913642,0.5025088761950247,0.3073467941824583,0.0152022716294519,8.459515203197386,3.5414085327781226,-0.1147519392125762,20.95168195411074,566.9999703914827,57.71770782769172,1327.8789394432097,1402.795364184806,223.02210586928945,69.688607380535,0.09930368017649428,1.1138891331370868,100.0
tenpower_30xg_110s4p,tenpower_30xg,Tenpower,INR18650-30XG,110,4,440,26.4,249.28515114,4.752,4.65762,17.53125,4.0064056768810365,4.528889273326511,0.5224835964454749,0.1463295901120413,0.0080546246138941,8.56901658037753,3.634334651251157,-0.0052505620324314,26.23354757429924,461.9999887255741,24.94254376909796,1325.8421858827396,1400.6437008307562,224.17974891409577,69.5817162212656,0.10045103164738217,1.1028579011529558,100.0
ampace_jp30_110s4p,ampace_jp30,Ampace,JP30P1 (JP30),110,4,440,27.5,250.38515114,4.857600000000001,4.65762,17.53125,4.010706089463678,4.533353650796614,0.5226475613329354,0.1465434414938132,0.0080577303100307,8.566255270353068,3.63306198330764,-0.008011872056894,26.242538687413056,461.99998856347264,23.9798358808058,1326.8150111423977,1401.6714110563455,223.62637443281687,69.63277120493649,0.10055885419838556,1.100867628078218,100.0
tenpower_60xg_110s2p,tenpower_60xg,Tenpower,INR21700-60XG,110,2,220,20.9,243.78515114,4.752,4.65762,16.59375,3.878500455579412,4.367812959930898,0.4893125043514856,0.2837390192484248,0.0145128105872042,8.41817056728612,3.4876148995359086,-0.1560965751238416,25.71300358626916,461.9999811562367,61.09213333100056,1331.3927847202908,1406.5074539836087,221.03324477818197,69.87301800460375,0.09724411440807824,1.1344784980239888,100.0
reliance_rs50_130s2p,reliance_rs50,Reliance,INR21700-RS50,130,2,260,21.775,244.66015114,4.68,4.58705,16.78125,3.9011069709373047,4.399638641173454,0.4985316702361499,0.1881085922806171,0.0102619664620773,8.525011366799472,3.5366080678759806,-0.0492557756104901,22.031653673390068,545.9999806085641,38.87433594777392,1330.2851032968322,1405.3372792638613,221.65906622814475,69.81488561502424,0.09781091866426146,1.1288434774030554,100.0
molicel_p30b_110s4p,molicel_p30b,Molicel,INR-18650-P30B,110,4,440,25.85,248.73515114,4.752,4.65762,16.875,3.9242483633771337,4.423446321833849,0.4991979584567148,0.2380693789042063,0.0124399501241093,8.463738491581644,3.525459776215599,-0.1105286508283178,25.891503671074595,461.9999836716175,41.44341218835313,1332.658927957726,1407.8450306339414,220.31916928826425,69.93946665164542,0.09839113368286322,1.1201877418630983,100.0
ampace_jp50_130s2p,ampace_jp50,Ampace,JP50P1 (JP50),130,2,260,23.4,246.28515114,4.654,4.58705,16.734375,3.90010008339761,4.398530390862572,0.4984303074649623,0.1875451719791889,0.0102566076769418,8.518852055171799,3.533180375136601,-0.0554150872381633,22.02902532474397,545.9999803967545,36.0663792267671,1332.3302985578146,1407.4978605832412,220.50437824921113,69.92221980440365,0.09778567336953285,1.1274016306166008,100.0
tenpower_50xg_130s2p,tenpower_50xg,Tenpower,INR21700-50XG,130,2,260,24.375,247.26015114,4.68,4.58705,16.6875,3.897281267771501,4.395330353389474,0.498049085617973,0.1868425151393728,0.0102428381766834,8.511355439881893,3.52928285002858,-0.0629117025280692,22.02250380498976,545.9999803498343,34.49400279496113,1333.777570072244,1409.026784426261,219.6894090427894,69.9981742708435,0.09771499831550615,1.1269928353624206,100.0
molicel_p50b_130s2p,molicel_p50b,Molicel,INR-21700-P50B,130,2,260,23.075,245.96015114,4.68,4.58705,15.84375,3.80938182541654,4.281417865451722,0.4720360400351824,0.2820490136287279,0.0147386869582499,8.396079711721693,3.409165300291837,-0.1781874306882684,21.694727762891528,545.9999721125181,55.00414133604663,1342.4679754064734,1418.2074860351406,214.83273241305443,70.45425669471923,0.0955111302157936,1.145533713122987,100.0
tenpower_30xg_140s3p,tenpower_30xg,Tenpower,INR18650-30XG,140,3,420,25.2,248.08515114,4.536,4.44591,15.9375,3.81803165982482,4.300508293003158,0.4824766331783381,0.1327308878698694,0.0077378254354323,8.522568729734108,3.461505666631492,-0.0516984126758544,20.56893762235521,587.9999809410798,23.70194426247668,1343.3882463178984,1419.179676895312,214.32211371364693,70.50255356601153,0.09572800410724815,1.1421555260208904,100.0
reliance_rs50_125s2p,reliance_rs50,Reliance,INR21700-RS50,125,2,250,20.9375,243.82265114,4.5,4.410625,15.421875,3.734729163320555,4.21171649710082,0.4769873337802657,0.1726881659172375,0.0101371667589223,8.468874209300262,3.4327296628777284,-0.1053929331096998,22.84293733771143,524.9999813717424,37.11506849564509,1345.9564195907924,1421.8927416594463,212.90083818499758,70.63733424035144,0.09363939342038176,1.1654031932064126,100.0
ampace_jp30_140s3p,ampace_jp30,Ampace,JP30P1 (JP30),140,3,420,26.25,249.13515114,4.6368,4.44591,15.84375,3.810634276463363,4.293052240047922,0.4824179635845583,0.1317061929367792,0.007728253838478,8.517144702089759,3.4577908547804195,-0.057122440320203,20.55528260436385,587.999980948235,22.578204503447868,1345.5126883350845,1421.423975923383,213.14601969983477,70.61404671590702,0.09554253242762331,1.1425658719685654,100.0
ampace_jp50_125s2p,ampace_jp50,Ampace,JP50P1 (JP50),125,2,250,22.5,245.38515114,4.475,4.410625,15.421875,3.740104055078372,4.2174299550294645,0.4773258999510927,0.1730358802791072,0.0101463081793175,8.46674278748595,3.431708451224332,-0.1075243549240116,22.853117022020104,524.9999812592577,34.60717605582145,1347.3610394399288,1423.3766075106787,212.12578712069677,70.71105029855354,0.09377415596456976,1.1625152125798226,100.0
tenpower_50xg_125s2p,tenpower_50xg,Tenpower,INR21700-50XG,125,2,250,23.4375,246.32265114,4.5,4.410625,15.375,3.735871932617358,4.213203421538903,0.477331488921545,0.1723356373659017,0.0101408591661584,8.463467988137412,3.4295838290821674,-0.1107991542725503,22.84436834344376,524.9999813758457,33.088442374253134,1348.824227722993,1424.9223461163926,211.32013534167388,70.78784009523865,0.09366804562489045,1.162569638146258,100.0
molicel_p30b_140s3p,molicel_p30b,Molicel,INR-18650-P30B,140,3,420,24.675,247.56015114,4.536,4.44591,15.28125,3.729983849429624,4.203491938959148,0.4735080895295253,0.2151895924761173,0.0122950952233297,8.42561838155313,3.408307240381424,-0.1486487608568314,20.26773685546763,587.9999722553895,39.244302579231125,1351.3097489854022,1427.548095799532,209.95557195776138,70.91828309741821,0.09352041603409626,1.1622631098095915,100.0
molicel_p50b_125s2p,molicel_p50b,Molicel,INR-21700-P50B,125,2,250,22.1875,245.07265114,4.5,4.410625,14.859375,3.648548465627352,4.116354920941662,0.4678064553143095,0.2660796462035902,0.0151342938004624,8.36430592815427,3.3787119490672617,-0.2099612142556921,22.493077547437927,524.9999735761348,53.96544937086901,1354.660637809662,1431.0880354498597,208.123843484838,71.09414158023111,0.09147861872866038,1.1852656094769984,100.0
tenpower_30xg_135s3p,tenpower_30xg,Tenpower,INR18650-30XG,135,3,405,24.3,247.18515114,4.374,4.2871275,14.953125,3.664043065916356,4.143039850255334,0.4789967843389776,0.1254262057409956,0.0079440639642643,8.492321777750089,3.433654583061464,-0.0819453646598731,21.27806607713101,566.9999818423667,23.22707513722141,1355.414138126208,1431.8840468327994,207.71319765686067,71.13368613972452,0.09186710873928905,1.1795972024315922,100.0
reliance_rs50_120s2p,reliance_rs50,Reliance,INR21700-RS50,120,2,240,20.1,242.98515114,4.32,4.2342,14.484375,3.5682475627630628,4.037036571019068,0.4687890082560052,0.162797886525414,0.010311233475974,8.46692662348087,3.381890958366419,-0.1073405189290923,23.727850239990804,503.9999822592962,36.44728802807776,1358.2251930080029,1434.8536961280163,206.18523749717752,71.2812135190387,0.0894652658169768,1.2087585396984668,100.0
ampace_jp30_135s3p,ampace_jp30,Ampace,JP30P1 (JP30),135,3,405,25.3125,248.19765114,4.4712,4.2871275,14.90625,3.657382989541945,4.136291244740952,0.4789082551990071,0.124825941651018,0.0079375787164583,8.485720881757063,3.431194650895293,-0.0885462606528992,21.265207320592616,566.9999818696165,22.191278515736546,1357.0180994652028,1433.5785006446938,206.84058251752882,71.21786386759302,0.0917001232673683,1.1803484498945034,100.0
ampace_jp50_120s2p,ampace_jp50,Ampace,JP50P1 (JP50),120,2,240,21.6,244.48515114,4.296,4.2342,14.484375,3.573219677333841,4.042108427371035,0.4688887500371943,0.1631106156010921,0.0103158407124815,8.48481346872821,3.38023739532779,-0.089453673681751,23.737597227288564,503.9999819701533,33.981378250227536,1359.588047974335,1436.2934408005456,205.44672640905222,71.35273770836363,0.08958992968738456,1.2058665821508865,100.0
molicel_p30b_135s3p,molicel_p30b,Molicel,INR-18650-P30B,135,3,405,23.79375,246.67890114,4.374,4.2871275,14.484375,3.5849609351414484,4.0502556004585895,0.4652946653171418,0.2045752566161331,0.0124498932038867,8.433922561997433,3.3592101076868826,-0.1403445804125294,20.96715039023601,566.99997295489,38.690355861207216,1361.8685351573713,1438.7025887683471,204.2142698779145,71.47242028726016,0.08988431362019943,1.1999045531289996,100.0
tenpower_50xg_120s2p,tenpower_50xg,Tenpower,INR21700-50XG,120,2,240,22.5,245.38515114,4.32,4.2342,14.4375,3.567835481430756,4.035799977034185,0.4679644956034288,0.1622459779480951,0.0102892304211015,8.473833621518947,3.374744166206721,-0.1004335208910145,23.72601198366788,503.9999819599217,32.44919558961903,1361.1466245464967,1437.9399493226792,204.60396935919397,71.43453359169575,0.0894549338640266,1.2063034897140432,100.0
molicel_p50b_120s2p,molicel_p50b,Molicel,INR-21700-P50B,120,2,240,21.3,244.18515114,4.32,4.2342,13.96875,3.48816634879628,3.94109768177466,0.4529313329783798,0.2494713713732604,0.0151136883742265,8.30294203606527,3.2983524018055244,-0.2713251063446922,23.3523242878617,503.99997422209634,52.70521930420994,1367.7512832905772,1444.9172304535207,201.05399807140194,71.78115364599952,0.08745742107849777,1.227897162883306,100.0
tenpower_30xg_130s3p,tenpower_30xg,Tenpower,INR18650-30XG,130,3,390,23.4,246.28515114,4.212,4.128345,14.109375,3.5102815858617613,3.976374076384343,0.4660924905225814,0.1181882725019031,0.0079759220537309,8.467084644825485,3.365535706751169,-0.1071824975844766,22.03824408193734,545.9999824478468,22.72851394267369,1367.657372163892,1444.81802103823,201.10423454061782,71.77622508252749,0.08801190770754114,1.2202450319783034,100.0
ampace_jp30_130s3p,ampace_jp30,Ampace,JP30P1 (JP30),130,3,390,24.375,247.26015114,4.3056,4.128345,14.109375,3.5135555970170063,3.979757511835429,0.4662019148184228,0.1183362493564596,0.0079788594635316,8.464913933919426,3.3646721084421825,-0.1093532084905355,22.044785294079706,545.9999822826234,21.84669218888486,1368.4660826913812,1445.6723574880607,200.6718519026591,71.81866713711594,0.08809399569979495,1.2183875341911004,100.0
reliance_rs50_115s2p,reliance_rs50,Reliance,INR21700-RS50,115,2,230,19.2625,242.14765114,4.14,4.057775,13.546875,3.4053484922866684,3.855478927950693,0.4501304356640246,0.1517900936485109,0.0103068323049486,8.403556247150451,3.297815904667375,-0.1707108952595106,24.68926272874299,482.9999827238908,35.460372299457454,1372.6376979650236,1450.0793274257585,198.44956161733398,72.03759828385844,0.08538096157934595,1.2532820798486142,100.0
molicel_p30b_130s3p,molicel_p30b,Molicel,INR-18650-P30B,130,3,390,22.9125,245.79765114,4.212,4.128345,13.640625,3.439057365877176,3.888200505936263,0.4491431400590863,0.1921349895775998,0.0124714603052659,8.379730617116257,3.290360110448793,-0.1945365252937048,21.712117361384948,545.9999741128836,37.73518616908672,1373.9348814158604,1451.4496955197765,197.76128054494598,72.10567595684554,0.08622613089092544,1.2398260158499366,100.0
ampace_jp50_115s2p,ampace_jp50,Ampace,JP50P1 (JP50),115,2,230,20.7,243.58515114,4.117,4.057775,13.5,3.4037241634392674,3.853701219359781,0.4499770559205135,0.1512866929750388,0.0103024185503129,8.403638627713903,3.2956658249016466,-0.1706285146960588,24.68521632489447,482.9999828362244,32.88841151631278,1374.110724228134,1451.6354590517938,197.66807897215577,72.11490438900245,0.08534023542188328,1.252536031549642,100.0
tenpower_50xg_115s2p,tenpower_50xg,Tenpower,INR21700-50XG,115,2,230,21.5625,244.44765114,4.14,4.057775,13.5,3.4062680201808724,3.8566368807453353,0.4503688605644622,0.1514730146933073,0.0103171101891762,8.428956640302847,3.29676158446482,-0.1453105021071152,24.6904432256864,482.99998279542586,31.61175958816849,1374.827135515798,1452.3922889128096,197.2886075329893,72.15250247378714,0.08540401654008904,1.2509484181818569,100.0
molicel_p50b_115s2p,molicel_p50b,Molicel,INR-21700-P50B,115,2,230,20.4125,243.29765114,4.14,4.057775,12.9375,3.3320034816834405,3.759461801244256,0.4274583195608157,0.2294733676668366,0.0147874370444203,8.259415428214,3.1817254383987885,-0.3148517141959619,24.28257020990437,482.99997596868354,50.58812759342388,1383.897839983994,1461.9747454153664,192.51798132668335,72.62854343171816,0.08354201101480452,1.270447833152479,100.0
tenpower_30xg_125s3p,tenpower_30xg,Tenpower,INR18650-30XG,125,3,375,22.5,245.38515114,4.05,3.9695625,13.171875,3.3583532994290257,3.8047594315000457,0.44640613207102,0.1099171954917336,0.0079307099599327,8.462330328793184,3.278581231949886,-0.1119368136167775,22.85705963469874,524.9999836147118,21.98343909834672,1381.9714991166722,1459.9397240303208,193.52587917773567,72.52744685702578,0.08420266961748629,1.2622368248923603,100.0
