parameter,parameter_label,parameter_group,metric,metric_display_name,pearson_r,abs_pearson_r,rank_within_metric
cl_a_m2,downforce area,aero,max_accel_g__25mps,accel 25,-0.13669624892058435,0.13669624892058435,6
cl_a_m2,downforce area,aero,max_brake_g__25mps,brake 25,0.5241910644060102,0.5241910644060102,3
cl_a_m2,downforce area,aero,ggv_area_g2__25mps,area 25,0.6121395013923568,0.6121395013923568,1
cl_a_m2,downforce area,aero,mean_max_lateral_g,mean lat,0.39715216012284016,0.39715216012284016,2
cl_a_m2,downforce area,aero,mean_max_accel_g,mean accel,-0.16819253352897065,0.16819253352897065,6
cl_a_m2,downforce area,aero,mean_max_brake_g,mean brake,0.30067050991658123,0.30067050991658123,6
cl_a_m2,downforce area,aero,mean_ggv_area_g2,mean area,0.34056526470823273,0.34056526470823273,2
cd_a_m2,drag area,aero,max_lateral_g__05mps,lat 5,-0.02903665546402745,0.02903665546402745,16
cd_a_m2,drag area,aero,max_accel_g__05mps,accel 5,-0.08413642201453492,0.08413642201453492,15
cd_a_m2,drag area,aero,max_brake_g__05mps,brake 5,0.14285058871320444,0.14285058871320444,9
cd_a_m2,drag area,aero,ggv_area_g2__05mps,area 5,0.02666240891502225,0.02666240891502225,19
cd_a_m2,drag area,aero,max_lateral_g__10mps,lat 10,-0.019967597974908293,0.019967597974908293,20
cd_a_m2,drag area,aero,max_accel_g__10mps,accel 10,-0.09576773393231439,0.09576773393231439,12
cd_a_m2,drag area,aero,max_brake_g__10mps,brake 10,0.17326556480800867,0.17326556480800867,8
cd_a_m2,drag area,aero,ggv_area_g2__10mps,area 10,0.04342773593031468,0.04342773593031468,17
cd_a_m2,drag area,aero,max_lateral_g__15mps,lat 15,0.027655476676068456,0.027655476676068456,16
cd_a_m2,drag area,aero,max_accel_g__15mps,accel 15,-0.12123267855566948,0.12123267855566948,11
cd_a_m2,drag area,aero,max_brake_g__15mps,brake 15,0.20726439016191303,0.20726439016191303,9
cd_a_m2,drag area,aero,ggv_area_g2__15mps,area 15,0.07098642442476075,0.07098642442476075,17
cd_a_m2,drag area,aero,max_lateral_g__20mps,lat 20,0.06617581341335615,0.06617581341335615,16
cd_a_m2,drag area,aero,max_accel_g__20mps,accel 20,-0.028874881682669783,0.028874881682669783,17
cd_a_m2,drag area,aero,max_brake_g__20mps,brake 20,0.25531714675301714,0.25531714675301714,7
cd_a_m2,drag area,aero,ggv_area_g2__20mps,area 20,0.146558923596586,0.146558923596586,15
cd_a_m2,drag area,aero,max_lateral_g__25mps,lat 25,0.06906757868067866,0.06906757868067866,16
cd_a_m2,drag area,aero,max_accel_g__25mps,accel 25,-0.1918502812110915,0.1918502812110915,3
cd_a_m2,drag area,aero,max_brake_g__25mps,brake 25,0.29279726269006673,0.29279726269006673,5
cd_a_m2,drag area,aero,ggv_area_g2__25mps,area 25,0.13027321824828755,0.13027321824828755,16
cd_a_m2,drag area,aero,mean_max_lateral_g,mean lat,0.03275173556612062,0.03275173556612062,18
cd_a_m2,drag area,aero,mean_max_accel_g,mean accel,-0.12431220256757164,0.12431220256757164,9
cd_a_m2,drag area,aero,mean_max_brake_g,mean brake,0.22643916795375377,0.22643916795375377,7
cd_a_m2,drag area,aero,mean_ggv_area_g2,mean area,0.10012170988277208,0.10012170988277208,17
aero_balance_front,front aero balance,aero balance,max_lateral_g__05mps,lat 5,0.12198635711142604,0.12198635711142604,10
aero_balance_front,front aero balance,aero balance,max_accel_g__05mps,accel 5,0.003656328720889686,0.003656328720889686,20
aero_balance_front,front aero balance,aero balance,max_brake_g__05mps,brake 5,0.06797613250177831,0.06797613250177831,15
aero_balance_front,front aero balance,aero balance,ggv_area_g2__05mps,area 5,0.18447762159021877,0.18447762159021877,7
aero_balance_front,front aero balance,aero balance,max_lateral_g__10mps,lat 10,0.13650034860598745,0.13650034860598745,8
aero_balance_front,front aero balance,aero balance,max_accel_g__10mps,accel 10,-0.013527353266639047,0.013527353266639047,19
aero_balance_front,front aero balance,aero balance,max_brake_g__10mps,brake 10,0.015446329886262926,0.015446329886262926,20
aero_balance_front,front aero balance,aero balance,ggv_area_g2__10mps,area 10,0.12324912962332057,0.12324912962332057,13
aero_balance_front,front aero balance,aero balance,max_lateral_g__15mps,lat 15,-0.0154198940328394,0.0154198940328394,19
aero_balance_front,front aero balance,aero balance,max_accel_g__15mps,accel 15,0.007254538982704528,0.007254538982704528,20
aero_balance_front,front aero balance,aero balance,max_brake_g__15mps,brake 15,-0.07056301256226193,0.07056301256226193,17
aero_balance_front,front aero balance,aero balance,ggv_area_g2__15mps,area 15,0.015680503067635045,0.015680503067635045,20
aero_balance_front,front aero balance,aero balance,max_lateral_g__20mps,lat 20,-0.10199039068552933,0.10199039068552933,13
aero_balance_front,front aero balance,aero balance,max_accel_g__20mps,accel 20,-0.008949597341064597,0.008949597341064597,18
aero_balance_front,front aero balance,aero balance,max_brake_g__20mps,brake 20,-0.16346662062172532,0.16346662062172532,12
aero_balance_front,front aero balance,aero balance,ggv_area_g2__20mps,area 20,-0.1138756229494522,0.1138756229494522,19
aero_balance_front,front aero balance,aero balance,max_lateral_g__25mps,lat 25,-0.1778812874376739,0.1778812874376739,8
