speed_mps,ay_mps2,ax_accel_mps2,ax_brake_mps2,accel_feasible,brake_feasible
1.000000000000000000e+01,-1.255251200000000011e+01,5.320107624999999452e+00,-7.649187000000001291e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-1.202949066666666766e+01,6.349805874999999489e+00,-8.433718999999999966e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-1.150646933333333344e+01,7.207887749999999372e+00,-9.022117999999998972e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-1.098344799999999921e+01,8.237586000000000297e+00,-9.610517000000001531e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-1.046042666666666676e+01,9.095667875000000180e+00,-1.019891600000000054e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-9.937405333333334312e+00,1.012536612499999933e+01,-1.078731499999999954e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-9.414384000000000086e+00,1.115506437499999848e+01,-1.117958099999999888e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-8.891362666666665859e+00,1.201314624999999836e+01,-1.176798000000000144e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-8.368341333333333409e+00,1.304284449999999929e+01,-1.216024600000000078e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-7.845320000000000071e+00,1.390092637499999917e+01,-1.274864499999999978e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-7.322298666666666733e+00,1.390092637499999917e+01,-1.314091099999999912e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-6.799277333333333395e+00,1.390092637499999917e+01,-1.353317699999999846e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-6.276256000000000057e+00,1.390092637499999917e+01,-1.392544300000000135e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-5.753234666666666719e+00,1.390092637499999917e+01,-1.431770900000000069e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-5.230213333333333381e+00,1.390092637499999917e+01,-1.470997500000000002e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-4.707192000000000043e+00,1.390092637499999917e+01,-1.490610799999999969e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-4.184170666666666705e+00,1.390092637499999917e+01,-1.529837399999999903e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-3.661149333333333367e+00,1.390092637499999917e+01,-1.569064000000000014e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-3.138128000000000029e+00,1.390092637499999917e+01,-1.588677299999999981e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-2.615106666666666690e+00,1.390092637499999917e+01,-1.608290600000000126e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-2.092085333333333352e+00,1.390092637499999917e+01,-1.647517200000000059e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-1.569064000000000014e+00,1.390092637499999917e+01,-1.667130500000000026e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-1.046042666666666676e+00,1.390092637499999917e+01,-1.686743799999999993e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,-5.230213333333333381e-01,1.390092637499999917e+01,-1.706357099999999960e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00,1.390092637499999917e+01,-1.725970399999999927e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,5.230213333333333381e-01,1.390092637499999917e+01,-1.706357099999999960e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.046042666666666676e+00,1.390092637499999917e+01,-1.686743799999999993e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.569064000000000014e+00,1.390092637499999917e+01,-1.667130500000000026e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,2.092085333333333352e+00,1.390092637499999917e+01,-1.647517200000000059e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,2.615106666666666690e+00,1.390092637499999917e+01,-1.608290600000000126e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,3.138128000000000029e+00,1.390092637499999917e+01,-1.588677299999999981e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,3.661149333333333367e+00,1.390092637499999917e+01,-1.569064000000000014e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,4.184170666666666705e+00,1.390092637499999917e+01,-1.529837399999999903e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,4.707192000000000043e+00,1.390092637499999917e+01,-1.490610799999999969e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,5.230213333333333381e+00,1.390092637499999917e+01,-1.470997500000000002e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,5.753234666666666719e+00,1.390092637499999917e+01,-1.431770900000000069e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,6.276256000000000057e+00,1.390092637499999917e+01,-1.392544300000000135e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,6.799277333333333395e+00,1.390092637499999917e+01,-1.353317699999999846e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,7.322298666666666733e+00,1.390092637499999917e+01,-1.314091099999999912e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,7.845320000000000071e+00,1.390092637499999917e+01,-1.274864499999999978e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,8.368341333333333409e+00,1.304284449999999929e+01,-1.216024600000000078e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,8.891362666666665859e+00,1.201314624999999836e+01,-1.176798000000000144e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,9.414384000000000086e+00,1.115506437499999848e+01,-1.117958099999999888e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,9.937405333333334312e+00,1.012536612499999933e+01,-1.078731499999999954e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.046042666666666676e+01,9.095667875000000180e+00,-1.019891600000000054e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.098344799999999921e+01,8.237586000000000297e+00,-9.610517000000001531e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.150646933333333344e+01,7.207887749999999372e+00,-9.022117999999998972e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.202949066666666766e+01,6.349805874999999489e+00,-8.433718999999999966e+00,1.000000000000000000e+00,1.000000000000000000e+00
