parameter,parameter_label,parameter_group,parameter_unit,metric,metric_display_name,parameter_low,parameter_baseline,parameter_high,response_low,response_baseline,response_high,signed_response_span,slope_per_unit,signed_effect_pct_span,abs_effect_pct_span,low_delta_from_baseline_pct,high_delta_from_baseline_pct,direction,rank_within_metric
front_static_frac,front static load fraction,chassis,fraction,max_brake_g__05mps,brake 5,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.8800000000000001,1.6800000000000002,1.5,-0.3800000000000001,-3.166666666666668,-22.619047619047624,22.619047619047624,11.904761904761902,-10.714285714285722,decreases_with_parameter,2
front_static_frac,front static load fraction,chassis,fraction,ggv_area_g2__05mps,area 5,0.4234962889419973,0.4834962889419973,0.5434962889419973,6.621066666666666,6.750266666666667,6.528533333333334,-0.09253333333333202,-0.7711111111111002,-1.3708100420723925,1.3708100420723925,-1.9139984593201385,-3.284808501392531,decreases_with_parameter,15
front_static_frac,front static load fraction,chassis,fraction,max_lateral_g__10mps,lat 10,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.6,1.6533333333333335,1.6533333333333335,0.053333333333333455,0.4444444444444455,3.22580645161291,3.22580645161291,-3.22580645161291,0.0,increases_with_parameter,4
front_static_frac,front static load fraction,chassis,fraction,max_accel_g__10mps,accel 10,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.4175,1.4175,1.4175,0.0,0.0,0.0,0.0,0.0,0.0,flat,6
front_static_frac,front static load fraction,chassis,fraction,max_brake_g__10mps,brake 10,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.9400000000000002,1.76,1.58,-0.3600000000000001,-3.000000000000001,-20.454545454545457,20.454545454545457,10.227272727272736,-10.227272727272723,decreases_with_parameter,2
front_static_frac,front static load fraction,chassis,fraction,ggv_area_g2__10mps,area 10,0.4234962889419973,0.4834962889419973,0.5434962889419973,7.098266666666669,7.203333333333334,6.944266666666667,-0.15400000000000258,-1.283333333333355,-2.1378991207774534,2.1378991207774534,-1.4585839888940053,-3.5964831096714587,decreases_with_parameter,14
front_static_frac,front static load fraction,chassis,fraction,max_lateral_g__15mps,lat 15,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.7066666666666668,1.76,1.76,0.05333333333333323,0.44444444444444364,3.0303030303030245,3.0303030303030245,-3.0303030303030245,0.0,increases_with_parameter,5
front_static_frac,front static load fraction,chassis,fraction,max_accel_g__15mps,accel 15,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.3825,1.3825,1.3825,0.0,0.0,0.0,0.0,0.0,0.0,flat,6
front_static_frac,front static load fraction,chassis,fraction,max_brake_g__15mps,brake 15,0.4234962889419973,0.4834962889419973,0.5434962889419973,2.06,1.8800000000000001,1.7000000000000002,-0.3599999999999999,-2.999999999999999,-19.148936170212757,19.148936170212757,9.574468085106378,-9.574468085106378,decreases_with_parameter,2
front_static_frac,front static load fraction,chassis,fraction,ggv_area_g2__15mps,area 15,0.4234962889419973,0.4834962889419973,0.5434962889419973,7.921200000000001,7.963866666666668,7.642399999999999,-0.27880000000000127,-2.323333333333344,-3.500812000870614,3.500812000870614,-0.5357531517353458,-4.03656515260596,decreases_with_parameter,12
front_static_frac,front static load fraction,chassis,fraction,max_lateral_g__20mps,lat 20,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.866666666666667,1.9200000000000002,1.866666666666667,0.0,0.0,0.0,0.0,-2.7777777777777724,-2.7777777777777724,flat,9
front_static_frac,front static load fraction,chassis,fraction,max_accel_g__20mps,accel 20,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.33,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,flat,7
front_static_frac,front static load fraction,chassis,fraction,max_brake_g__20mps,brake 20,0.4234962889419973,0.4834962889419973,0.5434962889419973,2.2399999999999998,2.06,1.8800000000000001,-0.35999999999999965,-2.9999999999999973,-17.475728155339787,17.475728155339787,8.737864077669888,-8.737864077669899,decreases_with_parameter,3
front_static_frac,front static load fraction,chassis,fraction,ggv_area_g2__20mps,area 20,0.4234962889419973,0.4834962889419973,0.5434962889419973,9.016533333333335,9.0212,8.614666666666666,-0.4018666666666686,-3.3488888888889052,-4.454691910906183,4.454691910906183,-0.05172999896538447,-4.506421909871568,decreases_with_parameter,10
front_static_frac,front static load fraction,chassis,fraction,max_lateral_g__25mps,lat 25,0.4234962889419973,0.4834962889419973,0.5434962889419973,2.08,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,flat,9
front_static_frac,front static load fraction,chassis,fraction,max_accel_g__25mps,accel 25,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.0675000000000001,1.0675000000000001,1.0675000000000001,0.0,0.0,0.0,0.0,0.0,0.0,flat,7
front_static_frac,front static load fraction,chassis,fraction,max_brake_g__25mps,brake 25,0.4234962889419973,0.4834962889419973,0.5434962889419973,2.46,2.28,2.1,-0.3599999999999999,-2.999999999999999,-15.789473684210522,15.789473684210522,7.89473684210527,-7.894736842105251,decreases_with_parameter,4
front_static_frac,front static load fraction,chassis,fraction,ggv_area_g2__25mps,area 25,0.4234962889419973,0.4834962889419973,0.5434962889419973,10.137733333333335,9.950933333333335,9.363066666666667,-0.7746666666666684,-6.45555555555557,-7.784864401329204,7.784864401329204,1.877210847893663,-5.907653553435542,decreases_with_parameter,7
front_static_frac,front static load fraction,chassis,fraction,mean_max_lateral_g,mean lat,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.7600000000000002,1.8026666666666666,1.7920000000000003,0.03200000000000003,0.26666666666666694,1.7751479289940844,1.7751479289940844,-2.3668639053254297,-0.5917159763313451,increases_with_parameter,8
front_static_frac,front static load fraction,chassis,fraction,mean_max_accel_g,mean accel,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.3265,1.3265,1.3265,0.0,0.0,0.0,0.0,0.0,0.0,flat,8
front_static_frac,front static load fraction,chassis,fraction,mean_max_brake_g,mean brake,0.4234962889419973,0.4834962889419973,0.5434962889419973,2.1160000000000005,1.932,1.752,-0.36400000000000055,-3.033333333333338,-18.840579710144958,18.840579710144958,9.523809523809556,-9.3167701863354,decreases_with_parameter,2
front_static_frac,front static load fraction,chassis,fraction,mean_ggv_area_g2,mean area,0.4234962889419973,0.4834962889419973,0.5434962889419973,8.158960000000002,8.17792,7.818586666666667,-0.34037333333333564,-2.8364444444444636,-4.162101528669095,4.162101528669095,-0.23184379402095018,-4.393945322690045,decreases_with_parameter,10
wheelbase_m,wheelbase,chassis,m,max_lateral_g__05mps,lat 5,1.47193,1.5494,1.6268700000000003,1.6,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,flat,9
wheelbase_m,wheelbase,chassis,m,max_accel_g__05mps,accel 5,1.47193,1.5494,1.6268700000000003,1.4349999999999998,1.4349999999999998,1.4349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,flat,8
wheelbase_m,wheelbase,chassis,m,max_brake_g__05mps,brake 5,1.47193,1.5494,1.6268700000000003,1.6400000000000001,1.6800000000000002,1.74,0.09999999999999987,0.6454111268878254,5.952380952380944,5.952380952380944,-2.3809523809523827,3.571428571428561,increases_with_parameter,5
wheelbase_m,wheelbase,chassis,m,ggv_area_g2__05mps,area 5,1.47193,1.5494,1.6268700000000003,6.578799999999999,6.750266666666667,6.9068000000000005,0.3280000000000012,2.116948496192078,4.859067296106838,4.859067296106838,-2.5401465621111363,2.318920733995702,increases_with_parameter,8
wheelbase_m,wheelbase,chassis,m,max_lateral_g__10mps,lat 10,1.47193,1.5494,1.6268700000000003,1.6533333333333335,1.6533333333333335,1.6533333333333335,0.0,0.0,0.0,0.0,0.0,0.0,flat,8
wheelbase_m,wheelbase,chassis,m,max_accel_g__10mps,accel 10,1.47193,1.5494,1.6268700000000003,1.4175,1.4175,1.4175,0.0,0.0,0.0,0.0,0.0,0.0,flat,7
wheelbase_m,wheelbase,chassis,m,max_brake_g__10mps,brake 10,1.47193,1.5494,1.6268700000000003,1.7000000000000002,1.76,1.8,0.09999999999999987,0.6454111268878254,5.681818181818174,5.681818181818174,-3.4090909090908994,2.2727272727272747,increases_with_parameter,5
wheelbase_m,wheelbase,chassis,m,ggv_area_g2__10mps,area 10,1.47193,1.5494,1.6268700000000003,7.0156,7.203333333333334,7.364133333333334,0.34853333333333403,2.249472914246375,4.8385006941231,4.8385006941231,-2.606200832947718,2.2322998611753824,increases_with_parameter,9
wheelbase_m,wheelbase,chassis,m,max_lateral_g__15mps,lat 15,1.47193,1.5494,1.6268700000000003,1.76,1.76,1.76,0.0,0.0,0.0,0.0,0.0,0.0,flat,9
wheelbase_m,wheelbase,chassis,m,max_accel_g__15mps,accel 15,1.47193,1.5494,1.6268700000000003,1.3825,1.3825,1.3825,0.0,0.0,0.0,0.0,0.0,0.0,flat,7
wheelbase_m,wheelbase,chassis,m,max_brake_g__15mps,brake 15,1.47193,1.5494,1.6268700000000003,1.8399999999999999,1.8800000000000001,1.9400000000000002,0.10000000000000031,0.6454111268878283,5.3191489361702295,5.3191489361702295,-2.127659574468099,3.1914893617021303,increases_with_parameter,6
wheelbase_m,wheelbase,chassis,m,ggv_area_g2__15mps,area 15,1.47193,1.5494,1.6268700000000003,7.771200000000001,7.963866666666668,8.159333333333334,0.3881333333333332,2.505055720493949,4.8736794521924,4.8736794521924,-2.419260325804886,2.454419126387514,increases_with_parameter,8
wheelbase_m,wheelbase,chassis,m,max_lateral_g__20mps,lat 20,1.47193,1.5494,1.6268700000000003,1.9200000000000002,1.9200000000000002,1.9200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,flat,10
wheelbase_m,wheelbase,chassis,m,max_accel_g__20mps,accel 20,1.47193,1.5494,1.6268700000000003,1.33,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,flat,8
wheelbase_m,wheelbase,chassis,m,max_brake_g__20mps,brake 20,1.47193,1.5494,1.6268700000000003,2.0000000000000004,2.06,2.12,0.11999999999999966,0.7744933522653894,5.825242718446585,5.825242718446585,-2.912621359223282,2.9126213592233037,increases_with_parameter,6
wheelbase_m,wheelbase,chassis,m,ggv_area_g2__20mps,area 20,1.47193,1.5494,1.6268700000000003,8.802266666666666,9.0212,9.220533333333334,0.4182666666666677,2.699539606729488,4.636485907270293,4.636485907270293,-2.426875951462489,2.2096099558078035,increases_with_parameter,9
wheelbase_m,wheelbase,chassis,m,max_lateral_g__25mps,lat 25,1.47193,1.5494,1.6268700000000003,2.08,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,flat,10
wheelbase_m,wheelbase,chassis,m,max_accel_g__25mps,accel 25,1.47193,1.5494,1.6268700000000003,1.0675000000000001,1.0675000000000001,1.0675000000000001,0.0,0.0,0.0,0.0,0.0,0.0,flat,8
wheelbase_m,wheelbase,chassis,m,max_brake_g__25mps,brake 25,1.47193,1.5494,1.6268700000000003,2.22,2.28,2.3400000000000003,0.1200000000000001,0.7744933522653923,5.263157894736847,5.263157894736847,-2.631578947368404,2.631578947368443,increases_with_parameter,8
wheelbase_m,wheelbase,chassis,m,ggv_area_g2__25mps,area 25,1.47193,1.5494,1.6268700000000003,9.716266666666668,9.950933333333335,10.1632,0.4469333333333321,2.8845574631039836,4.491370993675622,4.491370993675622,-2.3582377532425847,2.133133240433037,increases_with_parameter,10
wheelbase_m,wheelbase,chassis,m,mean_max_lateral_g,mean lat,1.47193,1.5494,1.6268700000000003,1.8026666666666666,1.8026666666666666,1.8026666666666666,0.0,0.0,0.0,0.0,0.0,0.0,flat,12
wheelbase_m,wheelbase,chassis,m,mean_max_accel_g,mean accel,1.47193,1.5494,1.6268700000000003,1.3265,1.3265,1.3265,0.0,0.0,0.0,0.0,0.0,0.0,flat,9
wheelbase_m,wheelbase,chassis,m,mean_max_brake_g,mean brake,1.47193,1.5494,1.6268700000000003,1.8800000000000001,1.932,1.9880000000000002,0.1080000000000001,0.697044017038853,5.590062111801247,5.590062111801247,-2.691511387163552,2.8985507246376954,increases_with_parameter,6
wheelbase_m,wheelbase,chassis,m,mean_ggv_area_g2,mean area,1.47193,1.5494,1.6268700000000003,7.976826666666668,8.17792,8.362800000000002,0.38597333333333417,2.491114840153178,4.719700526947367,4.719700526947367,-2.4589789742787,2.2607215526686675,increases_with_parameter,9
track_front_m,front track,chassis,m,max_lateral_g__05mps,lat 5,1.13948824281728,1.212221534912,1.2849548270067201,1.5466666666666666,1.6,1.6,0.053333333333333455,0.36663632153400794,3.3333333333333406,3.3333333333333406,-3.3333333333333406,0.0,increases_with_parameter,5
track_front_m,front track,chassis,m,max_accel_g__05mps,accel 5,1.13948824281728,1.212221534912,1.2849548270067201,1.4349999999999998,1.4349999999999998,1.4349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,flat,9
track_front_m,front track,chassis,m,max_brake_g__05mps,brake 5,1.13948824281728,1.212221534912,1.2849548270067201,1.6800000000000002,1.6800000000000002,1.6800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,flat,9
track_front_m,front track,chassis,m,ggv_area_g2__05mps,area 5,1.13948824281728,1.212221534912,1.2849548270067201,6.625866666666665,6.750266666666667,6.812800000000001,0.18693333333333584,1.2850603069767121,2.76927331265929,2.76927331265929,-1.8428901574259002,0.9263831552333899,increases_with_parameter,11
track_front_m,front track,chassis,m,max_lateral_g__10mps,lat 10,1.13948824281728,1.212221534912,1.2849548270067201,1.6,1.6533333333333335,1.6533333333333335,0.053333333333333455,0.36663632153400794,3.22580645161291,3.22580645161291,-3.22580645161291,0.0,increases_with_parameter,5
track_front_m,front track,chassis,m,max_accel_g__10mps,accel 10,1.13948824281728,1.212221534912,1.2849548270067201,1.4175,1.4175,1.4175,0.0,0.0,0.0,0.0,0.0,0.0,flat,8
track_front_m,front track,chassis,m,max_brake_g__10mps,brake 10,1.13948824281728,1.212221534912,1.2849548270067201,1.76,1.76,1.76,0.0,0.0,0.0,0.0,0.0,0.0,flat,11
track_front_m,front track,chassis,m,ggv_area_g2__10mps,area 10,1.13948824281728,1.212221534912,1.2849548270067201,7.075866666666667,7.203333333333334,7.3129333333333335,0.23706666666666631,1.6296984492186593,3.2910689495603833,3.2910689495603833,-1.7695511337343846,1.521517815825999,increases_with_parameter,12
track_front_m,front track,chassis,m,max_lateral_g__15mps,lat 15,1.13948824281728,1.212221534912,1.2849548270067201,1.7066666666666668,1.76,1.76,0.05333333333333323,0.36663632153400644,3.0303030303030245,3.0303030303030245,-3.0303030303030245,0.0,increases_with_parameter,6
track_front_m,front track,chassis,m,max_accel_g__15mps,accel 15,1.13948824281728,1.212221534912,1.2849548270067201,1.3825,1.3825,1.3825,0.0,0.0,0.0,0.0,0.0,0.0,flat,8
track_front_m,front track,chassis,m,max_brake_g__15mps,brake 15,1.13948824281728,1.212221534912,1.2849548270067201,1.8800000000000001,1.8800000000000001,1.8800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,flat,12
track_front_m,front track,chassis,m,ggv_area_g2__15mps,area 15,1.13948824281728,1.212221534912,1.2849548270067201,7.834533333333334,7.963866666666668,8.033866666666666,0.1993333333333327,1.3703032517333473,2.5029717557635234,2.5029717557635234,-1.6240017411977536,0.87897001456577,increases_with_parameter,14
track_front_m,front track,chassis,m,max_lateral_g__20mps,lat 20,1.13948824281728,1.212221534912,1.2849548270067201,1.866666666666667,1.9200000000000002,1.9200000000000002,0.05333333333333323,0.36663632153400644,2.7777777777777724,2.7777777777777724,-2.7777777777777724,0.0,increases_with_parameter,6
track_front_m,front track,chassis,m,max_accel_g__20mps,accel 20,1.13948824281728,1.212221534912,1.2849548270067201,1.33,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,flat,9
track_front_m,front track,chassis,m,max_brake_g__20mps,brake 20,1.13948824281728,1.212221534912,1.2849548270067201,2.06,2.06,2.06,0.0,0.0,0.0,0.0,0.0,0.0,flat,12
track_front_m,front track,chassis,m,ggv_area_g2__20mps,area 20,1.13948824281728,1.212221534912,1.2849548270067201,8.939066666666669,9.0212,9.148666666666667,0.20959999999999823,1.440880743628636,2.3234159535316614,2.3234159535316614,-0.9104479817910188,1.4129679717406425,increases_with_parameter,14
track_front_m,front track,chassis,m,max_lateral_g__25mps,lat 25,1.13948824281728,1.212221534912,1.2849548270067201,2.08,2.08,2.1333333333333333,0.05333333333333323,0.36663632153400644,2.564102564102559,2.564102564102559,0.0,2.564102564102559,increases_with_parameter,7
track_front_m,front track,chassis,m,max_accel_g__25mps,accel 25,1.13948824281728,1.212221534912,1.2849548270067201,1.0675000000000001,1.0675000000000001,1.0675000000000001,0.0,0.0,0.0,0.0,0.0,0.0,flat,9
track_front_m,front track,chassis,m,max_brake_g__25mps,brake 25,1.13948824281728,1.212221534912,1.2849548270067201,2.28,2.28,2.28,0.0,0.0,0.0,0.0,0.0,0.0,flat,12
track_front_m,front track,chassis,m,ggv_area_g2__25mps,area 25,1.13948824281728,1.212221534912,1.2849548270067201,9.817866666666667,9.950933333333335,10.07346666666667,0.25560000000000294,1.7571045709517494,2.5686032800943583,2.5686032800943583,-1.3372279987137017,1.2313752813806569,increases_with_parameter,14
track_front_m,front track,chassis,m,mean_max_lateral_g,mean lat,1.13948824281728,1.212221534912,1.2849548270067201,1.7600000000000002,1.8026666666666666,1.8133333333333332,0.05333333333333301,0.3666363215340049,2.958579881656787,2.958579881656787,-2.3668639053254297,0.5917159763313574,increases_with_parameter,5
track_front_m,front track,chassis,m,mean_max_accel_g,mean accel,1.13948824281728,1.212221534912,1.2849548270067201,1.3265,1.3265,1.3265,0.0,0.0,0.0,0.0,0.0,0.0,flat,10
track_front_m,front track,chassis,m,mean_max_brake_g,mean brake,1.13948824281728,1.212221534912,1.2849548270067201,1.932,1.932,1.932,0.0,0.0,0.0,0.0,0.0,0.0,flat,12
track_front_m,front track,chassis,m,mean_ggv_area_g2,mean area,1.13948824281728,1.212221534912,1.2849548270067201,8.05864,8.17792,8.276346666666667,0.2177066666666665,1.496609464501816,2.662127615171908,2.662127615171908,-1.4585615902332112,1.2035660249386966,increases_with_parameter,14
track_rear_m,rear track,chassis,m,max_lateral_g__05mps,lat 5,1.1394882476,1.21222154,1.2849548324000002,1.5466666666666666,1.6,1.6,0.053333333333333455,0.36663631999514257,3.3333333333333406,3.3333333333333406,-3.3333333333333406,0.0,increases_with_parameter,6
track_rear_m,rear track,chassis,m,max_accel_g__05mps,accel 5,1.1394882476,1.21222154,1.2849548324000002,1.4349999999999998,1.4349999999999998,1.4349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,flat,10
track_rear_m,rear track,chassis,m,max_brake_g__05mps,brake 5,1.1394882476,1.21222154,1.2849548324000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,flat,10
track_rear_m,rear track,chassis,m,ggv_area_g2__05mps,area 5,1.1394882476,1.21222154,1.2849548324000002,6.683066666666667,6.750266666666667,6.8057333333333325,0.12266666666666559,0.8432635359888186,1.817212159519608,1.817212159519608,-0.9955162265194417,0.8216959330001662,increases_with_parameter,14
track_rear_m,rear track,chassis,m,max_lateral_g__10mps,lat 10,1.1394882476,1.21222154,1.2849548324000002,1.6533333333333335,1.6533333333333335,1.6533333333333335,0.0,0.0,0.0,0.0,0.0,0.0,flat,9
track_rear_m,rear track,chassis,m,max_accel_g__10mps,accel 10,1.1394882476,1.21222154,1.2849548324000002,1.4175,1.4175,1.4175,0.0,0.0,0.0,0.0,0.0,0.0,flat,9
track_rear_m,rear track,chassis,m,max_brake_g__10mps,brake 10,1.1394882476,1.21222154,1.2849548324000002,1.76,1.76,1.76,0.0,0.0,0.0,0.0,0.0,0.0,flat,12
track_rear_m,rear track,chassis,m,ggv_area_g2__10mps,area 10,1.1394882476,1.21222154,1.2849548324000002,7.131866666666666,7.203333333333334,7.2588,0.12693333333333356,0.872594441588439,1.7621471540953293,1.7621471540953293,-0.9921332716335169,0.7700138824618123,increases_with_parameter,15
track_rear_m,rear track,chassis,m,max_lateral_g__15mps,lat 15,1.1394882476,1.21222154,1.2849548324000002,1.76,1.76,1.76,0.0,0.0,0.0,0.0,0.0,0.0,flat,10
track_rear_m,rear track,chassis,m,max_accel_g__15mps,accel 15,1.1394882476,1.21222154,1.2849548324000002,1.3825,1.3825,1.3825,0.0,0.0,0.0,0.0,0.0,0.0,flat,9
track_rear_m,rear track,chassis,m,max_brake_g__15mps,brake 15,1.1394882476,1.21222154,1.2849548324000002,1.8800000000000001,1.8800000000000001,1.8800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,flat,13
track_rear_m,rear track,chassis,m,ggv_area_g2__15mps,area 15,1.1394882476,1.21222154,1.2849548324000002,7.897733333333336,7.963866666666668,8.035333333333334,0.13759999999999817,0.9459217055874531,1.7278039143464416,1.7278039143464416,-0.8304173851897603,0.8973865291566813,increases_with_parameter,16
track_rear_m,rear track,chassis,m,max_lateral_g__20mps,lat 20,1.1394882476,1.21222154,1.2849548324000002,1.866666666666667,1.9200000000000002,1.9200000000000002,0.05333333333333323,0.36663631999514107,2.7777777777777724,2.7777777777777724,-2.7777777777777724,0.0,increases_with_parameter,7
track_rear_m,rear track,chassis,m,max_accel_g__20mps,accel 20,1.1394882476,1.21222154,1.2849548324000002,1.33,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,flat,10
track_rear_m,rear track,chassis,m,max_brake_g__20mps,brake 20,1.1394882476,1.21222154,1.2849548324000002,2.06,2.06,2.06,0.0,0.0,0.0,0.0,0.0,0.0,flat,13
track_rear_m,rear track,chassis,m,ggv_area_g2__20mps,area 20,1.1394882476,1.21222154,1.2849548324000002,8.941200000000002,9.0212,9.099066666666666,0.1578666666666635,1.0852435071855977,1.7499519650009254,1.7499519650009254,-0.8867999822639814,0.863151982736944,increases_with_parameter,16
track_rear_m,rear track,chassis,m,max_lateral_g__25mps,lat 25,1.1394882476,1.21222154,1.2849548324000002,2.08,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,flat,11
track_rear_m,rear track,chassis,m,max_accel_g__25mps,accel 25,1.1394882476,1.21222154,1.2849548324000002,1.0675000000000001,1.0675000000000001,1.0675000000000001,0.0,0.0,0.0,0.0,0.0,0.0,flat,10
track_rear_m,rear track,chassis,m,max_brake_g__25mps,brake 25,1.1394882476,1.21222154,1.2849548324000002,2.28,2.28,2.28,0.0,0.0,0.0,0.0,0.0,0.0,flat,13
track_rear_m,rear track,chassis,m,ggv_area_g2__25mps,area 25,1.1394882476,1.21222154,1.2849548324000002,9.838933333333333,9.950933333333335,10.044800000000002,0.20586666666666886,1.4152161951812623,2.068817665344646,2.068817665344646,-1.125522564047612,0.9432951012970338,increases_with_parameter,16
track_rear_m,rear track,chassis,m,mean_max_lateral_g,mean lat,1.1394882476,1.21222154,1.2849548324000002,1.7813333333333332,1.8026666666666666,1.8026666666666666,0.021333333333333426,0.14665452799805734,1.183431952662727,1.183431952662727,-1.183431952662727,0.0,increases_with_parameter,10
track_rear_m,rear track,chassis,m,mean_max_accel_g,mean accel,1.1394882476,1.21222154,1.2849548324000002,1.3265,1.3265,1.3265,0.0,0.0,0.0,0.0,0.0,0.0,flat,11
track_rear_m,rear track,chassis,m,mean_max_brake_g,mean brake,1.1394882476,1.21222154,1.2849548324000002,1.932,1.932,1.932,0.0,0.0,0.0,0.0,0.0,0.0,flat,13
track_rear_m,rear track,chassis,m,mean_ggv_area_g2,mean area,1.1394882476,1.21222154,1.2849548324000002,8.09856,8.17792,8.248746666666667,0.15018666666666647,1.032447877106318,1.8364898001773857,1.8364898001773857,-0.9704179057755448,0.866071894401841,increases_with_parameter,17
lltd,lateral load transfer distribution,chassis balance,front fraction,max_lateral_g__05mps,lat 5,0.4,0.52,0.65,1.4400000000000002,1.6,1.4400000000000002,0.0,0.0,0.0,0.0,-9.999999999999995,-9.999999999999995,flat,10
lltd,lateral load transfer distribution,chassis balance,front fraction,max_accel_g__05mps,accel 5,0.4,0.52,0.65,1.4349999999999998,1.4349999999999998,1.4349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,flat,11
lltd,lateral load transfer distribution,chassis balance,front fraction,max_brake_g__05mps,brake 5,0.4,0.52,0.65,1.6800000000000002,1.6800000000000002,1.6800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,flat,11
lltd,lateral load transfer distribution,chassis balance,front fraction,ggv_area_g2__05mps,area 5,0.4,0.52,0.65,6.515866666666666,6.750266666666667,6.009066666666667,-0.5067999999999993,-2.027199999999997,-7.5078515416674785,7.5078515416674785,-3.472455409169033,-10.98030695083651,decreases_with_parameter,7
lltd,lateral load transfer distribution,chassis balance,front fraction,max_lateral_g__10mps,lat 10,0.4,0.52,0.65,1.4933333333333334,1.6533333333333335,1.4933333333333334,0.0,0.0,0.0,0.0,-9.677419354838717,-9.677419354838717,flat,10
lltd,lateral load transfer distribution,chassis balance,front fraction,max_accel_g__10mps,accel 10,0.4,0.52,0.65,1.4175,1.4175,1.4175,0.0,0.0,0.0,0.0,0.0,0.0,flat,10
lltd,lateral load transfer distribution,chassis balance,front fraction,max_brake_g__10mps,brake 10,0.4,0.52,0.65,1.76,1.76,1.76,0.0,0.0,0.0,0.0,0.0,0.0,flat,13
lltd,lateral load transfer distribution,chassis balance,front fraction,ggv_area_g2__10mps,area 10,0.4,0.52,0.65,6.913866666666667,7.203333333333334,6.433200000000001,-0.48066666666666613,-1.9226666666666645,-6.672836649699205,6.672836649699205,-4.018509949097641,-10.691346598796846,decreases_with_parameter,8
lltd,lateral load transfer distribution,chassis balance,front fraction,max_lateral_g__15mps,lat 15,0.4,0.52,0.65,1.6,1.76,1.6,0.0,0.0,0.0,0.0,-9.090909090909086,-9.090909090909086,flat,11
lltd,lateral load transfer distribution,chassis balance,front fraction,max_accel_g__15mps,accel 15,0.4,0.52,0.65,1.3825,1.3825,1.3825,0.0,0.0,0.0,0.0,0.0,0.0,flat,10
lltd,lateral load transfer distribution,chassis balance,front fraction,max_brake_g__15mps,brake 15,0.4,0.52,0.65,1.8800000000000001,1.8800000000000001,1.8800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,flat,14
lltd,lateral load transfer distribution,chassis balance,front fraction,ggv_area_g2__15mps,area 15,0.4,0.52,0.65,7.567200000000001,7.963866666666668,7.228933333333333,-0.3382666666666676,-1.3530666666666704,-4.2475179561017375,4.2475179561017375,-4.9808300825394785,-9.228348038641215,decreases_with_parameter,9
lltd,lateral load transfer distribution,chassis balance,front fraction,max_lateral_g__20mps,lat 20,0.4,0.52,0.65,1.7066666666666668,1.9200000000000002,1.7066666666666668,0.0,0.0,0.0,0.0,-11.11111111111111,-11.11111111111111,flat,11
lltd,lateral load transfer distribution,chassis balance,front fraction,max_accel_g__20mps,accel 20,0.4,0.52,0.65,1.33,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,flat,11
lltd,lateral load transfer distribution,chassis balance,front fraction,max_brake_g__20mps,brake 20,0.4,0.52,0.65,2.06,2.06,2.06,0.0,0.0,0.0,0.0,0.0,0.0,flat,14
lltd,lateral load transfer distribution,chassis balance,front fraction,ggv_area_g2__20mps,area 20,0.4,0.52,0.65,8.237866666666665,9.0212,8.2324,-0.005466666666665176,-0.021866666666660706,-0.0605979987880235,0.0605979987880235,-8.683249826335022,-8.743847825123046,decreases_with_parameter,19
lltd,lateral load transfer distribution,chassis balance,front fraction,max_lateral_g__25mps,lat 25,0.4,0.52,0.65,1.8133333333333332,2.08,1.9200000000000002,0.10666666666666691,0.42666666666666764,5.128205128205139,5.128205128205139,-12.820512820512828,-7.692307692307689,increases_with_parameter,5
lltd,lateral load transfer distribution,chassis balance,front fraction,max_accel_g__25mps,accel 25,0.4,0.52,0.65,1.0675000000000001,1.0675000000000001,1.0675000000000001,0.0,0.0,0.0,0.0,0.0,0.0,flat,11
