parameter,parameter_label,parameter_group,parameter_unit,metric,metric_display_name,parameter_low,parameter_baseline,parameter_high,response_low,response_baseline,response_high,signed_response_span,slope_per_unit,signed_effect_pct_span,abs_effect_pct_span,low_delta_from_baseline_pct,high_delta_from_baseline_pct,direction,rank_within_metric
mass_kg,total mass,chassis,kg,max_accel_g__20mps,accel 20,234.965386026,261.07265114,287.17991625400003,1.4875,1.33,1.2075,-0.28,-0.005362491987907421,-21.05263157894737,21.05263157894737,11.842105263157892,-9.210526315789478,decreases_with_parameter,3
mass_kg,total mass,chassis,kg,max_brake_g__20mps,brake 20,234.965386026,261.07265114,287.17991625400003,2.12,2.06,2.02,-0.10000000000000009,-0.0019151757099669378,-4.854368932038839,4.854368932038839,2.9126213592233037,-1.9417475728155356,decreases_with_parameter,8
mass_kg,total mass,chassis,kg,ggv_area_g2__20mps,area 20,234.965386026,261.07265114,287.17991625400003,9.752533333333337,9.0212,8.478133333333334,-1.2744000000000035,-0.0244069992478187,-14.126723717465564,14.126723717465564,8.106829837863446,-6.019893879602119,decreases_with_parameter,3
mass_kg,total mass,chassis,kg,max_lateral_g__25mps,lat 25,234.965386026,261.07265114,287.17991625400003,2.1866666666666665,2.08,2.026666666666667,-0.1599999999999997,-0.003064281135947092,-7.692307692307677,7.692307692307677,5.128205128205118,-2.564102564102559,decreases_with_parameter,4
mass_kg,total mass,chassis,kg,max_accel_g__25mps,accel 25,234.965386026,261.07265114,287.17991625400003,1.19,1.0675000000000001,0.9624999999999999,-0.22750000000000004,-0.00435702474017478,-21.311475409836067,21.311475409836067,11.475409836065555,-9.83606557377051,decreases_with_parameter,2
mass_kg,total mass,chassis,kg,max_brake_g__25mps,brake 25,234.965386026,261.07265114,287.17991625400003,2.3600000000000003,2.28,2.22,-0.14000000000000012,-0.002681245993953713,-6.140350877192988,6.140350877192988,3.5087719298245843,-2.631578947368404,decreases_with_parameter,7
mass_kg,total mass,chassis,kg,ggv_area_g2__25mps,area 25,234.965386026,261.07265114,287.17991625400003,10.869733333333333,9.950933333333335,9.193333333333335,-1.6763999999999974,-0.032106005601885666,-16.84666094972663,16.84666094972663,9.233304748633266,-7.613356201093364,decreases_with_parameter,3
mass_kg,total mass,chassis,kg,mean_max_lateral_g,mean lat,234.965386026,261.07265114,287.17991625400003,1.8346666666666667,1.8026666666666666,1.7600000000000002,-0.07466666666666644,-0.0014299978634419745,-4.142011834319514,4.142011834319514,1.7751479289940844,-2.3668639053254297,decreases_with_parameter,4
mass_kg,total mass,chassis,kg,mean_max_accel_g,mean accel,234.965386026,261.07265114,287.17991625400003,1.4805,1.3265,1.2075,-0.2729999999999999,-0.005228429688209734,-20.580474934036932,20.580474934036932,11.60949868073878,-8.970976253298153,decreases_with_parameter,2
mass_kg,total mass,chassis,kg,mean_max_brake_g,mean brake,234.965386026,261.07265114,287.17991625400003,1.9760000000000002,1.932,1.9040000000000004,-0.07199999999999984,-0.001378926511176191,-3.7267080745341534,3.7267080745341534,2.2774327122153344,-1.4492753623188188,decreases_with_parameter,9
mass_kg,total mass,chassis,kg,mean_ggv_area_g2,mean area,234.965386026,261.07265114,287.17991625400003,8.72912,8.17792,7.72416,-1.0049599999999996,-0.019246749814883713,-12.288699326968223,12.288699326968223,6.740100172170915,-5.548599154797307,decreases_with_parameter,5
cg_height_m,CG height,chassis,m,max_lateral_g__05mps,lat 5,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.7066666666666668,1.6,1.4933333333333334,-0.21333333333333337,-1.9393939393939401,-13.333333333333334,13.333333333333334,6.666666666666667,-6.666666666666667,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,max_accel_g__05mps,accel 5,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.4349999999999998,1.4349999999999998,1.4349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,flat,6
cg_height_m,CG height,chassis,m,max_brake_g__05mps,brake 5,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.8800000000000001,1.6800000000000002,1.5,-0.3800000000000001,-3.454545454545456,-22.619047619047624,22.619047619047624,11.904761904761902,-10.714285714285722,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,ggv_area_g2__05mps,area 5,0.22961567837774427,0.27961567837774426,0.33961567837774426,7.9436,6.750266666666667,5.610533333333334,-2.3330666666666664,-21.20969696969697,-34.562585181819976,34.562585181819976,17.678313943152865,-16.88427123866711,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,max_lateral_g__10mps,lat 10,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.76,1.6533333333333335,1.5466666666666666,-0.21333333333333337,-1.9393939393939401,-12.903225806451612,12.903225806451612,6.451612903225794,-6.45161290322582,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,max_accel_g__10mps,accel 10,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.4175,1.4175,1.4175,0.0,0.0,0.0,0.0,0.0,0.0,flat,5
cg_height_m,CG height,chassis,m,max_brake_g__10mps,brake 10,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.96,1.76,1.58,-0.3799999999999999,-3.454545454545454,-21.590909090909083,21.590909090909083,11.363636363636362,-10.227272727272723,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,ggv_area_g2__10mps,area 10,0.22961567837774427,0.27961567837774426,0.33961567837774426,8.456933333333335,7.203333333333334,6.015333333333336,-2.4415999999999993,-22.196363636363632,-33.895418787598324,33.895418787598324,17.403054141601128,-16.492364645997196,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,max_lateral_g__15mps,lat 15,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.866666666666667,1.76,1.6533333333333335,-0.21333333333333337,-1.9393939393939401,-12.121212121212123,12.121212121212123,6.060606060606075,-6.060606060606049,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,max_accel_g__15mps,accel 15,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.3825,1.3825,1.3825,0.0,0.0,0.0,0.0,0.0,0.0,flat,5
cg_height_m,CG height,chassis,m,max_brake_g__15mps,brake 15,0.22961567837774427,0.27961567837774426,0.33961567837774426,2.1,1.8800000000000001,1.6800000000000002,-0.41999999999999993,-3.818181818181818,-22.34042553191489,22.34042553191489,11.702127659574465,-10.638297872340424,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,ggv_area_g2__15mps,area 15,0.22961567837774427,0.27961567837774426,0.33961567837774426,9.324133333333336,7.963866666666668,6.69,-2.6341333333333354,-23.94666666666669,-33.07606020526045,33.07606020526045,17.080480168762254,-15.995580036498191,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,max_lateral_g__20mps,lat 20,0.22961567837774427,0.27961567837774426,0.33961567837774426,2.026666666666667,1.9200000000000002,1.76,-0.26666666666666683,-2.424242424242426,-13.888888888888896,13.888888888888896,5.555555555555555,-8.33333333333334,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,max_accel_g__20mps,accel 20,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.33,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,flat,6
cg_height_m,CG height,chassis,m,max_brake_g__20mps,brake 20,0.22961567837774427,0.27961567837774426,0.33961567837774426,2.28,2.06,1.8399999999999999,-0.43999999999999995,-4.0,-21.35922330097087,21.35922330097087,10.679611650485425,-10.679611650485446,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,ggv_area_g2__20mps,area 20,0.22961567837774427,0.27961567837774426,0.33961567837774426,10.577200000000001,9.0212,7.616666666666668,-2.9605333333333332,-26.913939393939398,-32.81751134364977,32.81751134364977,17.248259655034815,-15.569251688614955,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,max_lateral_g__25mps,lat 25,0.22961567837774427,0.27961567837774426,0.33961567837774426,2.2399999999999998,2.08,1.9200000000000002,-0.3199999999999996,-2.909090909090906,-15.384615384615365,15.384615384615365,7.692307692307677,-7.692307692307689,decreases_with_parameter,2
cg_height_m,CG height,chassis,m,max_accel_g__25mps,accel 25,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.0675000000000001,1.0675000000000001,1.0675000000000001,0.0,0.0,0.0,0.0,0.0,0.0,flat,6
cg_height_m,CG height,chassis,m,max_brake_g__25mps,brake 25,0.22961567837774427,0.27961567837774426,0.33961567837774426,2.52,2.28,2.0400000000000005,-0.47999999999999954,-4.36363636363636,-21.052631578947352,21.052631578947352,10.526315789473694,-10.526315789473655,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,ggv_area_g2__25mps,area 25,0.22961567837774427,0.27961567837774426,0.33961567837774426,11.56466666666667,9.950933333333335,8.381733333333333,-3.1829333333333363,-28.935757575757606,-31.98627934398116,31.98627934398116,16.216904276985748,-15.76937506699541,decreases_with_parameter,2
cg_height_m,CG height,chassis,m,mean_max_lateral_g,mean lat,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.9200000000000004,1.8026666666666666,1.6746666666666665,-0.24533333333333385,-2.2303030303030353,-13.609467455621331,13.609467455621331,6.508875739644993,-7.100591715976337,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,mean_max_accel_g,mean accel,0.22961567837774427,0.27961567837774426,0.33961567837774426,1.3265,1.3265,1.3265,0.0,0.0,0.0,0.0,0.0,0.0,flat,7
cg_height_m,CG height,chassis,m,mean_max_brake_g,mean brake,0.22961567837774427,0.27961567837774426,0.33961567837774426,2.1479999999999997,1.932,1.7280000000000002,-0.4199999999999995,-3.818181818181814,-21.739130434782584,21.739130434782584,11.180124223602471,-10.559006211180112,decreases_with_parameter,1
cg_height_m,CG height,chassis,m,mean_ggv_area_g2,mean area,0.22961567837774427,0.27961567837774426,0.33961567837774426,9.573306666666667,8.17792,6.862853333333334,-2.7104533333333336,-24.640484848484853,-33.14355402514739,33.14355402514739,17.062855428601246,-16.080698596546146,decreases_with_parameter,1
front_static_frac,front static load fraction,chassis,fraction,max_lateral_g__05mps,lat 5,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.5466666666666666,1.6,1.6,0.053333333333333455,0.4444444444444455,3.3333333333333406,3.3333333333333406,-3.3333333333333406,0.0,increases_with_parameter,4
front_static_frac,front static load fraction,chassis,fraction,max_accel_g__05mps,accel 5,0.4234962889419973,0.4834962889419973,0.5434962889419973,1.4349999999999998,1.4349999999999998,1.4349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,flat,7
