stage,variant_id,maneuver,speed_m_per_s,ax_g,dz_front_mm,dz_rear_mm,rh_front_m,rh_rear_m,downforce_n,aero_front_fraction,fz_front_n,fz_rear_n,sigma_fz_front_n,sigma_fz_rear_n,grip_n,rh_clamped,weight
validation,chosen,braking,15.0,1.4,-7.423507863406289,13.995007276868023,0.05933429366886612,0.09384833308526742,334.2805909966567,0.5008687653540969,1026.0789227982257,421.1854298511436,22.45069577329481,3.6945864484162683,6967.717343650307,False,0.08333333333333333
validation,chosen,braking,20.0,0.5,-2.651252808359389,4.998216884595723,0.060789035207111826,0.0819087244181601,585.3975257223713,0.5035281329195268,881.8274200064878,690.9954000057387,8.018105633319577,1.3194951601486673,7729.040798973727,False,0.08333333333333333
validation,chosen,braking,20.0,1.0,-5.302505616718778,9.996433769191446,0.057976014003904765,0.08678975666426274,596.5356777529704,0.5045350324663405,1000.4420493818631,577.949846645663,16.036211266639153,2.6389903202973346,7612.516812750084,False,0.08333333333333333
validation,chosen,braking,20.0,1.4,-7.423507863406289,13.995007276868023,0.055864634914795284,0.09073822587244618,598.2738529213784,0.5024518258358188,1092.6654642261474,486.59551938558275,22.45069577329481,3.6945864484162683,7435.247489556289,False,0.08333333333333333
validation,chosen,braking,25.0,0.5,-2.651252808359389,4.998216884595723,0.05659938491201528,0.07805607080103853,908.2593030053054,0.5015880957060193,962.2313855359935,772.0223231177001,8.018105633319577,1.3194951601486673,8259.593869973136,False,0.08333333333333333
validation,chosen,braking,25.0,1.0,-5.302505616718778,9.996433769191446,0.05336037010589889,0.08276915021746185,942.8126062668399,0.507133274147614,1089.0212975725244,662.5090627119366,16.036211266639153,2.6389903202973346,8174.290105641481,False,0.08333333333333333
validation,chosen,braking,25.0,1.4,-7.423507863406289,13.995007276868023,0.051739560717485734,0.08675220825077769,924.2667369377756,0.4965375581486973,1171.830143669633,570.427281950296,22.45069577329481,3.6945864484162683,7973.84169823944,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,10.0,0.3,3.611366628002821,-3.8090074055177037,0.07294534052596746,0.07836523081326074,137.777123453142,0.49755417917110367,583.9049627384644,765.1076561391475,0.0,1.3718899265181643,3807.7901780653137,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,10.0,0.6,7.222733256005642,-7.618014811035407,0.07663298986191054,0.07460746472783433,132.6938671214079,0.4945495071705432,513.134943943739,833.3360467680059,0.0,2.7437798530363287,4039.0784005873966,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,10.0,0.9,10.834099884008463,-11.427022216553112,0.08032070218994734,0.07085085218903422,127.55967148044192,0.4914827006751653,442.3637162619318,901.5401766293301,0.0,4.115669779554493,4252.559248135201,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,15.0,0.3,3.611366628002821,-3.8090074055177037,0.07069091325205973,0.07629423712589886,311.41900118438383,0.49798318919037793,627.1698846464633,808.6636730967696,0.0,1.3718899265181643,3957.4942767119014,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,15.0,0.6,7.222733256005642,-7.618014811035407,0.07446845573766922,0.07259734291132676,300.32500098924453,0.4951410453765115,554.6747181202743,875.611839525389,0.0,2.7437798530363287,4173.501069290616,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,15.0,0.9,10.834099884008463,-11.427022216553112,0.07825323621097711,0.06890723248796812,288.66784496775455,0.4920784742536552,482.04064670262125,942.4173329322969,0.0,4.115669779554493,4372.026472997477,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,20.0,0.3,3.611366628002821,-3.8090074055177037,0.06758628833216877,0.07341541131890926,551.6730966670018,0.49711272102920506,686.7510280556929,869.2095774288489,0.0,1.3718899265181643,4153.5921136174275,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,20.0,0.6,7.222733256005642,-7.618014811035407,0.07138527624058535,0.06974795120065107,538.5178903738442,0.49588398892709806,613.8443004426099,935.5387018953531,0.0,2.7437798530363287,4352.386257813579,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,20.0,0.9,10.834099884008463,-11.427022216553112,0.07530911328642036,0.06615307030503108,517.5178076693827,0.49283154810262697,538.5415815058993,1000.341379479833,0.0,4.115669779554493,4530.417808335304,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,25.0,0.3,3.611366628002821,-3.8090074055177037,0.06371600573666547,0.06974475675402102,854.6214330994459,0.49471450036890946,761.0259785944994,946.4087951062645,0.0,1.3718899265181643,4383.3795506981105,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,25.0,0.6,7.222733256005642,-7.618014811035407,0.06760084320855483,0.06614798780533879,835.1976562653796,0.49365225557739784,686.4717040831965,1011.2511812005342,0.0,2.7437798530363287,4558.838313440324,False,0.08333333333333333
validation,front_min_rear_min,rwd_acceleration,25.0,0.9,10.834099884008463,-11.427022216553112,0.07144304004631925,0.06256035603185753,817.0261840581728,0.49378764979888967,612.7357499688296,1075.9013992112975,0.0,4.115669779554493,4717.829449945494,False,0.08333333333333333
validation,front_min_rear_min,braking,10.0,0.5,-6.969937311617601,5.632146748058492,0.062218166196308496,0.08771098262243446,147.38884850834302,0.5030937452676122,771.5205623385112,582.2979190667012,2.2642102520353866,0.3736302595678634,6930.9523750188955,False,0.08333333333333333
validation,front_min_rear_min,braking,10.0,1.0,-13.939874623235202,11.264293496116984,0.05523170656277034,0.09331090661707372,149.37839429475443,0.5006384689678165,887.3477609189488,467.46549337946936,4.528420504070773,0.7472605191357268,6800.999325143686,False,0.08333333333333333
validation,front_min_rear_min,braking,10.0,1.4,-19.51582447252928,15.770010894563779,0.04989225277991395,0.09782695049600637,139.86679651949464,0.46978508393162405,975.2172367221381,374.8402186886501,6.339788705699083,1.0461647267900174,6607.291081047387,False,0.08333333333333333
validation,front_min_rear_min,braking,15.0,0.5,-6.969937311617601,5.632146748058492,0.0597623220081764,0.08552143570662744,333.74824194680946,0.5046051234054467,818.6508948421001,628.3472832823456,2.2642102520353866,0.3736302595678634,7281.583177746128,False,0.08333333333333333
validation,front_min_rear_min,braking,15.0,1.0,-13.939874623235202,11.264293496116984,0.05282036791264931,0.091089389338751,335.37433415812825,0.4989559377860075,933.6239833152638,514.1872409148413,4.528420504070773,0.7472605191357268,7151.532060148545,False,0.08333333333333333
validation,front_min_rear_min,braking,15.0,1.4,-19.51582447252928,15.770010894563779,0.04796148031551591,0.09564378136435057,305.8045223553756,0.45720252675217216,1012.2708695076185,420.75544882111024,6.339788705699083,1.0461647267900174,6931.3030061403915,False,0.08333333333333333
validation,front_min_rear_min,braking,20.0,0.5,-6.969937311617601,5.632146748058492,0.05629496595910101,0.08244548325126418,596.2164722864765,0.5056817226831949,885.193244834101,693.039048460178,2.2642102520353866,0.3736302595678634,7747.248937807437,False,0.08333333333333333
validation,front_min_rear_min,braking,20.0,1.0,-13.939874623235202,11.264293496116984,0.04993430503523024,0.08803067840261743,574.8060350847865,0.4838334977460071,989.0106828509436,578.5163918424906,4.528420504070773,0.7472605191357268,7585.134696782498,False,0.08333333333333333
validation,front_min_rear_min,braking,20.0,1.4,-19.51582447252928,15.770010894563779,0.045526247870584055,0.09261421296905999,526.7065442201804,0.4429110351646945,1059.0056397153485,484.4716895457825,6.339788705699083,1.0461647267900174,7347.765340225093,False,0.08333333333333333
validation,front_min_rear_min,braking,25.0,0.5,-6.969937311617601,5.632146748058492,0.05231771322206428,0.07859032241874785,911.031428586819,0.49850247510288687,961.5210694586638,774.1187019857866,2.2642102520353866,0.3736302595678634,8265.05717485432,False,0.08333333333333333
validation,front_min_rear_min,braking,25.0,1.0,-13.939874623235202,11.264293496116984,0.046586839525951315,0.08413268473425708,867.2500552173184,0.4688307036271745,1053.252202414771,660.4968823449291,4.528420504070773,0.7472605191357268,8082.655203101118,False,0.08333333333333333
validation,front_min_rear_min,braking,25.0,1.4,-19.51582447252928,15.770010894563779,0.04266845027449545,0.08874675610488303,799.0715727028538,0.42921393650263834,1113.849896984632,565.8099465178358,6.339788705699083,1.0461647267900174,7834.345260638133,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,10.0,0.3,3.611366628002821,-0.9563616039415936,0.07292310864743447,0.0812026141210323,139.27241651724458,0.4983391066951368,584.3316167715608,765.4286486381023,0.0,6.24707141048755,3808.8491447719534,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,10.0,0.6,7.222733256005642,-1.9127232078831873,0.07658847844189212,0.08028135851260496,135.72299646547586,0.4960996580059127,513.9891667140462,833.9963886697326,0.0,12.4941428209751,4040.9474893706624,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,10.0,0.9,10.834099884008463,-2.869084811824781,0.08025386358596276,0.0793603839949204,132.16116376566515,0.49378184645582984,443.6464220806903,902.5582169531831,0.0,18.741214231462653,4254.975304900426,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,15.0,0.3,3.611366628002821,-0.9563616039415936,0.07063989943546457,0.07911292899870474,314.80522417162285,0.4988463883471611,628.1488955097387,809.3777737271137,0.0,6.24707141048755,3959.8177553976598,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,15.0,0.6,7.222733256005642,-1.9127232078831873,0.07436742201452362,0.07823254603471513,307.15102185438644,0.4967625666211292,556.6136656273599,877.0859024508743,0.0,12.4941428209751,4177.782395552884,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,15.0,0.9,10.834099884008463,-2.869084811824781,0.07810154828181075,0.07735704784899722,299.03788753251126,0.4944836523529844,484.9517037532081,944.6912971640884,0.0,18.741214231462653,4377.8489818963535,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,20.0,0.3,3.611366628002821,-0.9563616039415936,0.06748024315441789,0.07620456885916599,558.4138437408117,0.4984008955941088,688.7861508706071,870.5448281508396,0.0,6.24707141048755,4157.688709563988,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,20.0,0.6,7.222733256005642,-1.9127232078831873,0.07120334066208381,0.07532988384404578,550.6898129230913,0.4976040560744525,617.3358429237219,938.1331206888647,0.0,12.4941428209751,4359.538996475879,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,20.0,0.9,10.834099884008463,-2.869084811824781,0.07503602905247471,0.07452054562490146,536.0107678672019,0.49538309251475826,543.7823662473419,1004.3470748372999,0.0,18.741214231462653,4540.262374506318,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,25.0,0.3,3.611366628002821,-0.9563616039415936,0.06352226963519006,0.07249220811256196,866.4822328996902,0.4965244684095675,764.7439859927493,948.6211876081367,0.0,6.24707141048755,4389.559598674956,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,25.0,0.6,7.222733256005642,-1.9127232078831873,0.06727395878090593,0.07165517055946229,856.0772304975479,0.496268011930227,692.7449732678924,1015.4176991319224,0.0,12.4941428209751,4569.282924272184,False,0.08333333333333333
validation,front_min_rear_max,rwd_acceleration,25.0,0.9,10.834099884008463,-2.869084811824781,0.07100809589782875,0.070814575531186,846.4955512717894,0.4963186694911772,621.082803212417,1082.2890295745185,0.0,18.741214231462653,4732.03948369728,False,0.08333333333333333
validation,front_min_rear_max,braking,10.0,0.5,-6.969937311617601,4.871441200971529,0.06221839463399366,0.08695203022995011,147.3063377761873,0.5033160214887787,771.5161783699361,582.2610476691984,2.2642102520353866,1.6580927636336604,6930.776623587324,False,0.08333333333333333
validation,front_min_rear_max,braking,10.0,1.0,-13.939874623235202,9.742882401943058,0.05522456201972993,0.09179071160603372,149.60146546210052,0.501724990159161,887.4848725040347,467.4399173780565,4.528420504070773,3.316185527267321,6801.279198808941,False,0.08333333333333333
validation,front_min_rear_max,braking,10.0,1.4,-19.51582447252928,13.640035362720281,0.049872264492018786,0.09569703091823314,140.63163713507316,0.4726854518579161,975.6008338234143,374.8390418951632,6.339788705699083,4.642659738174249,6608.289279326915,False,0.08333333333333333
validation,front_min_rear_max,braking,15.0,0.5,-6.969937311617601,4.871441200971529,0.059759798509454294,0.08476374456674954,333.71830458646394,0.5049406277520666,818.699323540262,628.283885904011,2.2642102520353866,1.6580927636336604,7281.482614757493,False,0.08333333333333333
validation,front_min_rear_max,braking,15.0,1.0,-13.939874623235202,9.742882401943058,0.05280010903842358,0.08956934243615944,336.09453252818963,0.5002003286376632,934.0127734226115,514.1585499925242,4.528420504070773,3.316185527267321,7152.5025206629,False,0.08333333333333333
validation,front_min_rear_max,braking,15.0,1.4,-19.51582447252928,13.640035362720281,0.04790993076547909,0.09351308951270194,307.81323712349376,0.4606468062027177,1013.2601616449876,420.77051406780015,6.339788705699083,4.642659738174249,6933.886101936579,False,0.08333333333333333
validation,front_min_rear_max,braking,20.0,0.5,-6.969937311617601,4.871441200971529,0.05633871208371471,0.08170476222996137,593.6967930223882,0.5049996976411477,884.3537089185522,692.6187447436828,2.2642102520353866,1.6580927636336604,7743.076250263006,False,0.08333333333333333
validation,front_min_rear_max,braking,20.0,1.0,-13.939874623235202,9.742882401943058,0.04988398380636082,0.08650991872490654,576.7100731161313,0.4855851597837934,989.9764021121603,578.5026915969463,4.528420504070773,3.316185527267321,7587.630970241247,False,0.08333333333333333
validation,front_min_rear_max,braking,20.0,1.4,-19.51582447252928,13.640035362720281,0.045421598488563,0.09048117982785066,530.8518283958038,0.4470189235845784,1061.0139758072578,484.535995541685,6.339788705699083,4.642659738174249,7352.835330642674,False,0.08333333333333333
validation,front_min_rear_max,braking,25.0,0.5,-6.969937311617601,4.871441200971529,0.05236825681266211,0.07785842378755559,907.8797521356914,0.4980961932801853,960.5510826826128,773.5128505362738,2.2642102520353866,1.6580927636336604,8260.249108522843,False,0.08333333333333333
validation,front_min_rear_max,braking,25.0,1.0,-13.939874623235202,9.742882401943058,0.04656784722610775,0.08264449852111558,866.5814843725482,0.47003360399778316,1053.6166847393392,659.7981145979759,4.528420504070773,3.316185527267321,8080.779147842477,False,0.08333333333333333
validation,front_min_rear_max,braking,25.0,1.4,-19.51582447252928,13.640035362720281,0.042483100463175195,0.08660876771959158,806.522747986018,0.4340693271110456,1117.4069626100802,565.9784685339698,6.339788705699083,4.642659738174249,7842.800039927653,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,10.0,0.3,3.611366628002821,-3.8090074055177037,0.07294534052596746,0.07836523081326074,137.777123453142,0.49755417917110367,583.9049627384644,765.1076561391475,0.0,1.3718899265181643,3807.7901780653137,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,10.0,0.6,7.222733256005642,-7.618014811035407,0.07663298986191054,0.07460746472783433,132.6938671214079,0.4945495071705432,513.134943943739,833.3360467680059,0.0,2.7437798530363287,4039.0784005873966,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,10.0,0.9,10.834099884008463,-11.427022216553112,0.08032070218994734,0.07085085218903422,127.55967148044192,0.4914827006751653,442.3637162619318,901.5401766293301,0.0,4.115669779554493,4252.559248135201,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,15.0,0.3,3.611366628002821,-3.8090074055177037,0.07069091325205973,0.07629423712589886,311.41900118438383,0.49798318919037793,627.1698846464633,808.6636730967696,0.0,1.3718899265181643,3957.4942767119014,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,15.0,0.6,7.222733256005642,-7.618014811035407,0.07446845573766922,0.07259734291132676,300.32500098924453,0.4951410453765115,554.6747181202743,875.611839525389,0.0,2.7437798530363287,4173.501069290616,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,15.0,0.9,10.834099884008463,-11.427022216553112,0.07825323621097711,0.06890723248796812,288.66784496775455,0.4920784742536552,482.04064670262125,942.4173329322969,0.0,4.115669779554493,4372.026472997477,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,20.0,0.3,3.611366628002821,-3.8090074055177037,0.06758628833216877,0.07341541131890926,551.6730966670018,0.49711272102920506,686.7510280556929,869.2095774288489,0.0,1.3718899265181643,4153.5921136174275,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,20.0,0.6,7.222733256005642,-7.618014811035407,0.07138527624058535,0.06974795120065107,538.5178903738442,0.49588398892709806,613.8443004426099,935.5387018953531,0.0,2.7437798530363287,4352.386257813579,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,20.0,0.9,10.834099884008463,-11.427022216553112,0.07530911328642036,0.06615307030503108,517.5178076693827,0.49283154810262697,538.5415815058993,1000.341379479833,0.0,4.115669779554493,4530.417808335304,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,25.0,0.3,3.611366628002821,-3.8090074055177037,0.06371600573666547,0.06974475675402102,854.6214330994459,0.49471450036890946,761.0259785944994,946.4087951062645,0.0,1.3718899265181643,4383.3795506981105,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,25.0,0.6,7.222733256005642,-7.618014811035407,0.06760084320855483,0.06614798780533879,835.1976562653796,0.49365225557739784,686.4717040831965,1011.2511812005342,0.0,2.7437798530363287,4558.838313440324,False,0.08333333333333333
validation,front_max_rear_min,rwd_acceleration,25.0,0.9,10.834099884008463,-11.427022216553112,0.07144304004631925,0.06256035603185753,817.0261840581728,0.49378764979888967,612.7357499688296,1075.9013992112975,0.0,4.115669779554493,4717.829449945494,False,0.08333333333333333
validation,front_max_rear_min,braking,10.0,0.5,-1.789479032096365,5.632146748058492,0.06743044021627202,0.08773154943240125,145.30259089030315,0.5019129372881846,770.9099835298075,581.865369066385,10.06989482573835,0.3736302595678634,6926.809980597887,False,0.08333333333333333
validation,front_max_rear_min,braking,10.0,1.0,-3.57895806419273,11.264293496116984,0.06561461165876525,0.09333949366329666,147.33197168027928,0.5018639314229246,886.9257768765284,466.8642661146522,20.1397896514767,0.7472605191357268,6796.178308247312,False,0.08333333333333333
validation,front_max_rear_min,braking,10.0,1.4,-5.010541289869821,15.770010894563779,0.06417239205123276,0.09782899548400989,148.42229373189465,0.5009277799956559,979.5379944015496,374.79720961543865,28.195705512067377,1.0461647267900174,6617.354826115251,False,0.08333333333333333
validation,front_max_rear_min,braking,15.0,0.5,-1.789479032096365,5.632146748058492,0.06503361789306258,0.08557360779749144,328.06718599068097,0.5027157063039304,816.9076219953638,627.2500281510177,10.06989482573835,0.3736302595678634,7271.177174118539,False,0.08333333333333333
validation,front_max_rear_min,braking,15.0,1.0,-3.57895806419273,11.264293496116984,0.06320004867547437,0.09115589851218912,331.8565536869342,0.5020747755272728,933.2638779604613,512.7884560340467,20.1397896514767,0.7472605191357268,7143.498047512412,False,0.08333333333333333
validation,front_max_rear_min,braking,15.0,1.4,-5.010541289869821,15.770010894563779,0.06175687543394484,0.09562890913998888,333.67714598808675,0.5006685559554739,1025.8943967696587,421.0682333754256,28.195705512067377,1.0461647267900174,6966.154975043453,False,0.08333333333333333
validation,front_max_rear_min,braking,20.0,0.5,-1.789479032096365,5.632146748058492,0.0616482047019231,0.08254327730230986,585.4712775774772,0.5036354342110242,881.8773989855476,690.9822969542319,10.06989482573835,0.3736302595678634,7729.0770670048405,False,0.08333333333333333
validation,front_max_rear_min,braking,20.0,1.0,-3.57895806419273,11.264293496116984,0.059755306918364066,0.08807801553473804,593.5380015528128,0.503478324914341,999.3722350080583,577.520822919389,20.1397896514767,0.7472605191357268,7607.620916382727,False,0.08333333333333333
validation,front_max_rear_min,braking,20.0,1.4,-5.010541289869821,15.770010894563779,0.05833449336862134,0.09253532396540934,595.1608601656524,0.5014109210506021,1091.5736468855232,486.1308403483439,28.195705512067377,1.0461647267900174,7430.104935297079,False,0.08333333333333333
validation,front_max_rear_min,braking,25.0,0.5,-1.789479032096365,5.632146748058492,0.057440077166652254,0.07868749004695777,909.1740617856254,0.501973415494313,962.6359629718237,772.07512507203,10.06989482573835,0.3736302595678634,8260.830805647689,False,0.08333333333333333
validation,front_max_rear_min,braking,25.0,1.0,-3.57895806419273,11.264293496116984,0.055084015997072994,0.08404342161473954,942.5391380810916,0.5072764090505566,1089.0194102883418,662.3742159032448,20.1397896514767,0.7472605191357268,8173.487945869054,False,0.08333333333333333
validation,front_max_rear_min,braking,25.0,1.4,-5.010541289869821,15.770010894563779,0.05373897465978065,0.08849548153807575,941.4744612895907,0.5043219143845308,1179.7666706819145,571.0946171139217,28.195705512067377,1.0461647267900174,7991.678381363252,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,10.0,0.3,3.611366628002821,-0.9563616039415936,0.07292310864743447,0.0812026141210323,139.27241651724458,0.4983391066951368,584.3316167715608,765.4286486381023,0.0,6.24707141048755,3808.8491447719534,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,10.0,0.6,7.222733256005642,-1.9127232078831873,0.07658847844189212,0.08028135851260496,135.72299646547586,0.4960996580059127,513.9891667140462,833.9963886697326,0.0,12.4941428209751,4040.9474893706624,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,10.0,0.9,10.834099884008463,-2.869084811824781,0.08025386358596276,0.0793603839949204,132.16116376566515,0.49378184645582984,443.6464220806903,902.5582169531831,0.0,18.741214231462653,4254.975304900426,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,15.0,0.3,3.611366628002821,-0.9563616039415936,0.07063989943546457,0.07911292899870474,314.80522417162285,0.4988463883471611,628.1488955097387,809.3777737271137,0.0,6.24707141048755,3959.8177553976598,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,15.0,0.6,7.222733256005642,-1.9127232078831873,0.07436742201452362,0.07823254603471513,307.15102185438644,0.4967625666211292,556.6136656273599,877.0859024508743,0.0,12.4941428209751,4177.782395552884,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,15.0,0.9,10.834099884008463,-2.869084811824781,0.07810154828181075,0.07735704784899722,299.03788753251126,0.4944836523529844,484.9517037532081,944.6912971640884,0.0,18.741214231462653,4377.8489818963535,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,20.0,0.3,3.611366628002821,-0.9563616039415936,0.06748024315441789,0.07620456885916599,558.4138437408117,0.4984008955941088,688.7861508706071,870.5448281508396,0.0,6.24707141048755,4157.688709563988,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,20.0,0.6,7.222733256005642,-1.9127232078831873,0.07120334066208381,0.07532988384404578,550.6898129230913,0.4976040560744525,617.3358429237219,938.1331206888647,0.0,12.4941428209751,4359.538996475879,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,20.0,0.9,10.834099884008463,-2.869084811824781,0.07503602905247471,0.07452054562490146,536.0107678672019,0.49538309251475826,543.7823662473419,1004.3470748372999,0.0,18.741214231462653,4540.262374506318,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,25.0,0.3,3.611366628002821,-0.9563616039415936,0.06352226963519006,0.07249220811256196,866.4822328996902,0.4965244684095675,764.7439859927493,948.6211876081367,0.0,6.24707141048755,4389.559598674956,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,25.0,0.6,7.222733256005642,-1.9127232078831873,0.06727395878090593,0.07165517055946229,856.0772304975479,0.496268011930227,692.7449732678924,1015.4176991319224,0.0,12.4941428209751,4569.282924272184,False,0.08333333333333333
validation,front_max_rear_max,rwd_acceleration,25.0,0.9,10.834099884008463,-2.869084811824781,0.07100809589782875,0.070814575531186,846.4955512717894,0.4963186694911772,621.082803212417,1082.2890295745185,0.0,18.741214231462653,4732.03948369728,False,0.08333333333333333
validation,front_max_rear_max,braking,10.0,0.5,-1.789479032096365,4.871441200971529,0.06743350591465828,0.08697345187625964,145.07522299588348,0.5018884720064426,770.8511494328386,581.810519216144,10.06989482573835,1.6580927636336604,6926.36785875784,False,0.08333333333333333
validation,front_max_rear_max,braking,10.0,1.0,-3.57895806419273,9.742882401943058,0.06561875322996924,0.09182269903776911,146.97882699568348,0.5019882216322114,886.8462956012262,466.76717504765645,20.1397896514767,3.316185527267321,6795.463470355666,False,0.08333333333333333
validation,front_max_rear_max,braking,10.0,1.4,-5.010541289869821,13.640035362720281,0.06417598977200041,0.09570482002758873,148.04023726828146,0.5012877788458507,979.4689502110738,374.67522557410786,28.195705512067377,4.642659738174249,6616.5184833765015,False,0.08333333333333333
validation,front_max_rear_max,braking,15.0,0.5,-1.789479032096365,4.871441200971529,0.06503761478078392,0.08481789298685043,327.7038517053679,0.5028049470018756,816.8309173296537,627.1450656740711,10.06989482573835,1.6580927636336604,7270.492735256847,False,0.08333333333333333
validation,front_max_rear_max,braking,15.0,1.0,-3.57895806419273,9.742882401943058,0.06320348711527281,0.08964308816905861,331.3628062103507,0.5024246136287638,933.1978905512397,512.6075697049766,20.1397896514767,3.316185527267321,7142.477557291473,False,0.08333333333333333
validation,front_max_rear_max,braking,15.0,1.4,-5.010541289869821,13.640035362720281,0.06175673140960398,0.09350947193776378,333.2394010808707,0.501342825200237,1025.8971607540184,420.84659693745795,28.195705512067377,4.642659738174249,6965.052373799335,False,0.08333333333333333
validation,front_max_rear_max,braking,20.0,0.5,-1.789479032096365,4.871441200971529,0.06168477325965037,0.0818011389399487,583.2867065977597,0.5031153576806024,881.175608445276,690.5918020046448,10.06989482573835,1.6580927636336604,7725.42788632349,False,0.08333333333333333
validation,front_max_rear_max,braking,20.0,1.0,-3.57895806419273,9.742882401943058,0.05974624549892234,0.08656722082016578,593.4392428383458,0.5041481828927638,999.5461335777552,577.2975449924586,20.1397896514767,3.316185527267321,7607.112434509569,False,0.08333333333333333
validation,front_max_rear_max,braking,20.0,1.4,-5.010541289869821,13.640035362720281,0.05831320180300928,0.09041758134188817,595.4635251878274,0.5025284660210622,1091.9822552931255,485.8735644518291,28.195705512067377,4.642659738174249,7429.816898787882,False,0.08333333333333333
validation,front_max_rear_max,braking,25.0,0.5,-1.789479032096365,4.871441200971529,0.05750554858805445,0.07795763507388927,905.3634604644257,0.5013105705010206,961.3794948732394,771.4262925100143,10.06989482573835,1.6580927636336604,8255.077761024322,False,0.08333333333333333
validation,front_max_rear_max,braking,25.0,1.0,-3.57895806419273,9.742882401943058,0.05519846749749444,0.08257750187921274,935.8121111377233,0.5062287238284094,1086.82296099286,661.2071517270425,20.1397896514767,3.316185527267321,8163.869536874386,False,0.08333333333333333
validation,front_max_rear_max,braking,25.0,1.4,-5.010541289869821,13.640035362720281,0.05365906136312248,0.08636996360771462,944.3542083364617,0.5060320007618737,1181.3002940872566,571.0008672320153,28.195705512067377,4.642659738174249,7994.212265830483,False,0.08333333333333333
